,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1,area_t2,expansion_ha_peryr,glacier_area_ha,slope_glac_to_lake,glacier_contact,glacier_touch_count,nearest_glacier_dist_m,glacier_elev_m
336,E(o),81.421,30.378,2019,25.56,5659,0,other,0,21.76906742181028,10.303480539651725,21.76906742181028,2.293117376431711,24.125433799948617,-0.06897659515617065,0,0,1377.278768035875,5664.0
337,E(o),81.376,30.364,2019,10.33,5756,0,other,0,32.699350427411304,24.175689927401343,32.699350427411304,1.704732100001992,354.13126516957595,0.0,1,1,0.0,5999.0
338,E(o),81.413,30.343,2019,30.39,5734,0,other,0,32.699350427411304,24.175689927401343,32.699350427411304,1.704732100001992,354.13126516957595,0.0,1,1,0.0,5999.0
339,M(e),81.376,30.322,2019,13.96,5542,0,moraine,0,71.16455111683736,44.8072570489996,71.16455111683736,5.271458813567551,1057.8606701110152,0.0,1,3,0.0,6089.0
340,M(o),81.445,30.319,2019,12.2,5497,0,moraine,0,16.58700218998151,14.649156930053492,16.58700218998151,0.3875690519856036,29.83719875914948,0.0,1,1,0.0,5524.0
341,M(e),81.409,30.312,2019,13.27,5634,0,moraine,0,50.78975287655869,28.92236106016964,50.78975287655869,4.373478363277809,1711.2931302467853,0.0,1,2,0.0,5635.0
342,M(e),81.399,30.302,2019,11.68,5580,0,moraine,0,169.58958950356177,117.09052863297896,169.58958950356177,10.499812174116562,3179.3390426039427,0.0,1,7,0.0,6440.0
343,M(e),81.388,30.297,2019,26.15,5516,0,moraine,0,213.71517831832912,125.54321071966056,213.71517831832912,17.634393519733713,3314.0639756800374,0.0,1,9,0.0,6440.0
344,M(e),81.349,30.266,2019,20.37,5207,0,moraine,0,125.11574414871563,23.03499549126869,125.11574414871563,20.41614973148939,4669.55598961978,0.0,1,7,0.0,5485.0
345,M(e),81.35,30.233,2019,26.79,5297,0,moraine,0,93.8907337046108,26.84771029404077,93.8907337046108,13.408604682114008,941.6086404503893,0.0,1,6,0.0,5933.0
346,O,81.689,30.254,2019,27.78,4264,0,other,0,20.86575953741675,16.832205112974076,20.86575953741675,0.8067108848885347,52.66513790642657,-0.10137621771595816,0,0,4794.023795222893,4267.0
347,O,81.574,30.378,2019,22.49,5097,0,other,0,19.987312457434708,0.7746499017738111,19.987312457434708,3.842532511132179,,,False,0,,
348,E(o),81.512,30.328,2019,12.27,5221,0,other,0,8.836129265389928,5.270681707139686,8.836129265389928,0.7130895116500484,33.669377550254865,-0.09836943571311499,0,0,3049.727771895746,5217.0
349,E(o),81.574,30.284,2019,14.32,5077,0,other,0,11.554181434104798,4.963370099107777,11.554181434104798,1.3181622669994042,64.31371562803614,-0.055503828457041444,0,0,3981.707319001398,5089.0
350,M(o),81.748,30.162,2019,16.11,5046,0,moraine,0,13.354218516250048,31.749335391749923,13.354218516250048,-3.6790233750999746,143.8361116613414,-0.18723436434597426,0,0,587.498990285461,5045.0
351,M(o),81.685,30.14,2019,21.34,4655,0,moraine,0,20.89002952123076,20.26875090712151,20.89002952123076,0.1242557228218501,43.102250473990395,-0.40061858765160696,0,0,851.1836707300922,4658.0
352,M(e),81.861,30.346,2019,15.56,5431,0,moraine,0,27.35675414265136,11.7018476107018,27.35675414265136,3.1309813063899115,175.01719061250176,0.34616203692463093,0,0,181.99569357663805,5588.0
353,M(o),81.831,30.345,2019,10.48,5520,0,moraine,0,26.272107719099736,11.081873867623338,26.272107719099736,3.0380467702952796,141.16483995115198,0.0,1,2,0.0,5677.0
354,M(o),81.913,30.338,2019,28.2,5135,0,moraine,0,44.41312584684461,26.8156183148412,44.41312584684461,3.519501506400682,579.4317251320731,0.0,1,6,0.0,5360.0
355,M(e),81.92,30.336,2019,10.09,5130,0,moraine,0,44.41312584684461,26.8156183148412,44.41312584684461,3.519501506400682,579.4317251320731,0.0,1,6,0.0,5360.0
356,M(e),81.833,30.324,2019,11.65,5571,0,moraine,0,26.272107719099736,10.076733574080976,26.272107719099736,3.2390748290037523,141.16483995115198,0.0,1,2,0.0,5677.0
357,M(e),81.876,30.313,2019,10.69,5546,0,moraine,0,34.26833744039563,11.395873693679071,34.26833744039563,4.574492749343311,191.7546069961068,0.0,0,0,13.820432222901438,5667.0
358,M(e),81.866,30.307,2019,10.94,5492,0,moraine,0,34.26833744039563,11.395873693679071,34.26833744039563,4.574492749343311,191.7546069961068,0.0,0,0,13.820432222901438,5667.0
359,M(e),81.802,30.216,2019,19.31,5343,0,moraine,0,106.00604768058732,47.80180730992799,106.00604768058732,11.640848074131863,699.0586434724069,0.0,1,5,0.0,6072.0
360,M(e),81.758,30.214,2019,12.12,5368,0,moraine,0,54.17056547533507,48.1940691637921,54.17056547533507,1.1952992623085934,892.418461835022,0.0,1,4,0.0,5816.0
361,M(e),81.878,30.204,2019,12.66,5518,0,moraine,0,75.82383819107436,10.632515091210808,75.82383819107436,13.038264619972711,415.4360600277648,0.0,1,4,0.0,5386.0
362,M(e),81.781,30.129,2019,75.65,5015,0,moraine,0,65.08475477552261,67.1043201947972,65.08475477552261,-0.403913083854917,15.80620136110798,0.0,0,0,1.866535649979696,5023.0
363,O,81.955,30.059,2019,11.43,4440,0,other,0,41.57282199279672,12.746613785799486,41.57282199279672,5.765241641399447,472.7743313167226,0.0,1,2,0.0,4794.0
364,M(e),81.941,30.057,2019,13.87,4564,0,moraine,0,53.46194560796764,12.746613785799486,53.46194560796764,8.143066364433631,1964.0839132414812,0.0,1,3,0.0,5087.0
365,M(e),81.031,29.921,2019,18.61,4821,0,moraine,0,74.808009748341,28.17843052503016,74.808009748341,9.325915844662166,3586.008705581403,0.0,1,10,0.0,4983.0
366,E(o),81.674,29.936,2019,11.23,4569,0,other,0,17.117031492710826,11.205914365828642,17.117031492710826,1.1822234253764368,6.829235647161188,0.0,1,1,0.0,5185.0
367,E(o),81.747,29.898,2019,12.9,4692,0,other,0,6.227830803711357,5.605059101596458,6.227830803711357,0.1245543404229797,2.9872442869861167,-0.26738104073971375,0,0,1058.414610164865,4682.0
368,M(e),81.578,29.898,2019,28.51,3581,0,moraine,0,31.295043037346627,26.23488529952885,31.295043037346627,1.012031547563555,3979.9437326774496,0.0,1,2,0.0,3576.0
369,M(e),81.527,29.773,2019,49.99,4576,0,moraine,0,43.6494938702213,46.611524015220674,43.6494938702213,-0.5924060289998749,2053.9766004707435,0.0,1,1,0.0,4587.0
370,E(c),81.556,29.648,2019,11.64,4551,0,other,0,9.052909027107146,1.0924269079880415,9.052909027107146,1.5920964238238209,373.5760278542091,-0.4583717793777101,0,0,1577.3222360712339,4558.0
371,E(c),81.544,29.61,2019,13.28,4467,0,other,0,9.212522025159576,0.1561279582164132,9.212522025159576,1.8112788133886328,,,False,0,,
372,M(l),82.161,30.149,2019,16.65,4994,0,moraine,0,380.1678423084056,496.0209042728089,380.1678423084056,-23.170612392880663,22402.276070704043,0.0,1,8,0.0,6147.0
373,M(l),82.127,30.067,2019,62.33,4829,0,moraine,0,59.06366931874547,55.72191162286583,59.06366931874547,0.6683515391759272,457.006237778576,0.0,1,1,0.0,4839.0
374,M(l),82.197,29.993,2019,24.67,4379,0,moraine,0,88.89378915155523,26.210730119944493,88.89378915155523,12.536611806322146,612.1051036540265,0.0,1,3,0.0,5513.0
375,E(c),82.25,29.971,2019,17.27,4881,0,other,0,50.8698550622636,11.046318567014056,50.8698550622636,7.964707299049908,270.40235809123607,0.0,1,2,0.0,5047.0
376,E(c),82.208,29.935,2019,12.01,4562,0,other,0,44.74818333488068,43.65869342912518,44.74818333488068,0.2178979811510998,342.7894958172932,0.0,1,1,0.0,4558.0
377,E(c),82.207,29.929,2019,32.97,4550,0,other,0,44.74818333488068,43.65869342912518,44.74818333488068,0.2178979811510998,342.7894958172932,0.0,1,1,0.0,4558.0
378,O,82.235,29.928,2019,12.27,4236,0,other,0,37.04341942419125,36.42088199622381,37.04341942419125,0.1245074855934873,342.7894958172932,0.0,1,1,0.0,4558.0
379,M(o),82.245,29.702,2019,10.53,4671,0,moraine,0,69.80641233927082,93.20028176314383,69.80641233927082,-4.678773884774605,1331.976352198892,0.0,1,8,0.0,5222.0
380,M(o),82.193,29.675,2019,15.17,4223,0,moraine,0,14.123128004008302,3.0428688930047274,14.123128004008302,2.216051822200715,96.06804894916186,-0.10154015938387378,0,0,1339.371543488034,4388.0
381,E(o),82.222,29.669,2019,11.34,4577,0,other,0,14.123128004008302,11.62435744183274,14.123128004008302,0.4997541124351123,96.06804894916186,-0.10154015938387378,0,0,1339.371543488034,4388.0
382,E(o),82.194,29.668,2019,12.67,4379,0,other,0,14.123128004008302,3.0428688930047274,14.123128004008302,2.216051822200715,96.06804894916186,-0.10154015938387378,0,0,1339.371543488034,4388.0
383,E(c),82.203,29.666,2019,19.44,4388,0,other,0,14.123128004008302,3.0428688930047274,14.123128004008302,2.216051822200715,96.06804894916186,-0.10154015938387378,0,0,1339.371543488034,4388.0
384,E(o),82.223,29.654,2019,13.57,4492,0,other,0,14.123128004008302,2.8869693438041963,14.123128004008302,2.247231732040821,96.06804894916186,-0.10154015938387378,0,0,1339.371543488034,4388.0
385,E(o),82.236,29.116,2019,10.84,4270,0,other,0,7.609621033292181,5.962613244236628,7.609621033292181,0.3294015578111106,,,False,0,,
386,E(o),82.186,29.084,2019,11.01,4242,0,other,0,7.61218265223146,3.2175335022261957,7.61218265223146,0.8789298300010528,,,False,0,,
387,M(o),82.383,29.878,2019,12.59,4967,0,moraine,0,60.5065760703357,140.71214555524062,60.5065760703357,-16.041113896980985,802.5361710300591,0.0,1,5,0.0,5009.0
388,E(c),82.415,29.754,2019,42.4,4692,0,other,0,52.01061954915556,38.356525617658065,52.01061954915556,2.7308187862994986,4573.398708787863,0.0,1,3,0.0,5144.0
389,M(l),82.25,29.714,2019,11.54,4651,0,moraine,0,69.80641233927082,93.20028176314383,69.80641233927082,-4.678773884774605,1331.976352198892,0.0,1,8,0.0,5222.0
390,M(o),82.373,29.698,2019,13.27,4842,0,moraine,0,18.79766269419112,82.83246019426598,18.79766269419112,-12.806959500014973,4243.2991878261655,0.0,1,3,0.0,5405.0
391,E(o),82.361,29.432,2019,27.07,4398,0,other,0,20.803690673665063,2.580550127412053,20.803690673665063,3.644628109250603,15.10662289312211,-0.4670945323337542,0,0,1205.3234645823647,4398.0
392,E(c),82.43,29.408,2019,19.81,4415,0,other,0,40.14016798394753,3.9123545460451874,40.14016798394753,7.245562687580469,10.722954830265191,-0.12335622830335301,0,0,24.319809719072413,5350.0
393,E(o),82.394,29.391,2019,16.79,3954,0,other,0,19.326902978834276,3.2081307157121413,19.326902978834276,3.2237544526244273,10.722954830265191,-0.7468460163536625,0,0,1142.1363725880399,4434.0
394,E(o),82.416,29.387,2019,13.31,4447,0,other,0,51.56461173515118,4.225345410363452,51.56461173515118,9.467853264957546,10.722954830265191,0.0,0,0,14.45614661304715,5353.0
395,E(c),82.424,29.384,2019,46.79,4434,0,other,0,51.56461173515118,4.225345410363452,51.56461173515118,9.467853264957546,10.722954830265191,0.0,0,0,14.45614661304715,5353.0
396,E(o),82.41,29.382,2019,10.19,4287,0,other,0,50.23443137338786,4.225345410363452,50.23443137338786,9.201817192604882,10.722954830265191,0.0,0,0,14.45614661304715,5353.0
397,E(o),82.474,29.309,2019,15.73,4081,0,other,0,10.414422983303144,2.0360877329747895,10.414422983303144,1.675667050065671,22.810755413748982,-0.34025471996345774,0,0,2104.3058567325565,4079.0
398,E(o),82.256,29.119,2019,13.37,4430,0,other,0,7.609621033292181,5.962613244236628,7.609621033292181,0.3294015578111106,,,False,0,,
399,E(o),82.514,29.893,2019,11.14,5031,0,other,0,6.539537461783854,5.9167291831318165,6.539537461783854,0.1245616557304074,46.256596643087626,0.005376866616629161,0,0,2231.7830914546626,5032.0
400,M(o),82.712,29.822,2019,19.68,5037,0,moraine,0,24.775505040062345,86.32378861324642,24.775505040062345,-12.309656714636816,5849.655956761863,0.0,1,2,0.0,5858.0
401,M(e),82.671,29.798,2019,13.7,4654,0,moraine,0,90.62916030244524,91.26524973431182,90.62916030244524,-0.1272178863733188,5850.023465290375,0.0,1,8,0.0,5647.0
402,M(o),82.705,29.743,2019,11.27,5346,0,moraine,0,18.63621863895106,7.24944086804706,18.63621863895106,2.2773555541808,56.42408597261749,0.0,1,2,0.0,5486.0
403,M(o),82.644,29.723,2019,18.86,4978,0,moraine,0,17.934105102000885,12.399432744184573,17.934105102000885,1.1069344715632623,185.50666095207464,0.0,1,1,0.0,5405.0
404,E(o),82.561,29.696,2019,11.37,4830,0,other,0,9.04858481550291,6.630431083908636,9.04858481550291,0.4836307463188546,,,False,0,,
405,M(e),82.705,29.297,2019,10.03,5003,0,moraine,0,103.05862927026271,27.565548301087343,103.05862927026271,15.098616193835074,2691.6588192898544,0.0,1,4,0.0,5696.0
406,M(e),82.59,29.27,2019,10.04,4335,0,moraine,0,9.713458804134644,14.489131617240348,9.713458804134644,-0.9551345626211412,1731.8028294157425,0.0,1,1,0.0,4317.0
407,M(o),82.564,29.249,2019,29.0,4647,0,moraine,0,31.580266293338756,28.04938418142269,31.580266293338756,0.7061764223832135,984.5511314807833,0.0,1,3,0.0,5374.0
408,E(o),82.546,29.194,2019,35.8,4693,0,other,0,31.278530743241916,30.651418166474667,31.278530743241916,0.1254225153534499,44.17604516119778,-0.47312421151987627,0,0,230.3834750917642,4694.0
409,E(o),82.563,29.185,2019,16.36,4597,0,other,0,31.278530743241916,30.651418166474667,31.278530743241916,0.1254225153534499,44.17604516119778,-0.47312421151987627,0,0,230.3834750917642,4694.0
410,E(o),82.867,28.819,2019,18.36,4429,0,other,0,9.913313004612093,2.2812487192528033,9.913313004612093,1.526412857071858,,,False,0,,
411,E(c),82.981,28.79,2019,10.6,4796,0,other,0,12.11811727735377,6.216297344146762,12.11811727735377,1.1803639866414015,154.358103208089,0.0,1,3,0.0,5626.0
412,M(o),83.026,29.108,2019,12.95,4884,0,moraine,0,10.748668830663055,18.122986462655053,10.748668830663055,-1.4748635263983991,205.74908702708598,-0.299648451004704,0,0,323.71266954581137,4880.0
413,E(o),83.39,29.377,2019,11.85,5175,0,other,0,10.172750660414094,8.920721407311271,10.172750660414094,0.2504058506205645,20.077183670271964,-0.21831804672842403,0,0,1094.7331362729863,5174.0
414,M(o),83.702,29.218,2019,42.49,5426,0,moraine,0,42.79187400059613,41.146033428513995,42.79187400059613,0.3291681144164258,28.576222250042587,-0.29126373024384883,0,0,490.9639792097664,5434.0
415,M(e),83.684,29.201,2019,22.46,5482,0,moraine,0,58.48523071965882,33.2305567282434,58.48523071965882,5.050934798283085,1723.3992628907229,0.0,1,3,0.0,5855.0
416,O,83.748,29.175,2019,17.07,5360,0,other,0,16.703756176580935,13.7995474077475,16.703756176580935,0.580841753766687,430.5282049757288,0.0,1,2,0.0,5891.0
417,M(o),83.738,29.117,2019,11.61,5517,0,moraine,0,19.220518847812123,6.432981674383485,19.220518847812123,2.5575074346857276,6156.833341402986,0.0,1,1,0.0,5524.0
418,M(e),83.674,29.046,2019,12.14,5431,0,moraine,0,56.45239284440719,13.897197144074577,56.45239284440719,8.511039140066524,4362.277309713498,0.0,1,3,0.0,5984.0
419,M(e),83.173,28.993,2019,15.98,4821,0,moraine,0,120.41887008469416,49.40796350834773,120.41887008469416,14.202181315269286,1018.7189733027086,0.0,1,5,0.0,5678.0
420,M(e),83.187,28.959,2019,27.62,5071,0,moraine,0,34.020912452274395,16.107233251882125,34.020912452274395,3.582735840078454,834.4586119671795,0.0,1,1,0.0,5141.0
421,M(e),83.33,28.787,2019,43.57,4445,0,moraine,0,267.4595292046471,268.2454898353763,267.4595292046471,-0.1571921261458442,9153.253029399571,0.0,1,4,0.0,5081.0
422,M(e),83.527,28.886,2019,30.92,5578,0,moraine,0,75.95963415385762,64.633940530433,75.95963415385762,2.2651387246849253,1381.5757171781725,0.0,1,7,0.0,5720.0
