,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha
407,M(o),82.564,29.249,2019,29.0,4647,0,moraine,0,31.580266293338756
408,E(o),82.546,29.194,2019,35.8,4693,0,other,0,31.278530743241916
409,E(o),82.563,29.185,2019,16.36,4597,0,other,0,31.278530743241916
410,E(o),82.867,28.819,2019,18.36,4429,0,other,0,9.913313004612093
411,E(c),82.981,28.79,2019,10.6,4796,0,other,0,12.11811727735377
412,M(o),83.026,29.108,2019,12.95,4884,0,moraine,0,10.748668830663057
413,E(o),83.39,29.377,2019,11.85,5175,0,other,0,10.172750660414094
414,M(o),83.702,29.218,2019,42.49,5426,0,moraine,0,42.791874000596124
415,M(e),83.684,29.201,2019,22.46,5482,0,moraine,0,58.48523071965882
416,O,83.748,29.175,2019,17.07,5360,0,other,0,16.703756176580935
417,M(o),83.738,29.117,2019,11.61,5517,0,moraine,0,19.220518847812123
418,M(e),83.674,29.046,2019,12.14,5431,0,moraine,0,56.45239284440719
419,M(e),83.173,28.993,2019,15.98,4821,0,moraine,0,120.41887008469415
420,M(e),83.187,28.959,2019,27.62,5071,0,moraine,0,34.020912452274395
421,M(e),83.33,28.787,2019,43.57,4445,0,moraine,0,267.4595292046471
422,M(e),83.527,28.886,2019,30.92,5578,0,moraine,0,75.95963415385762
423,M(e),83.89,28.726,2019,14.99,5103,0,moraine,0,85.12238272389055
424,E(o),83.92,28.712,2019,10.97,4986,0,other,0,9.68718347674295
425,M(o),83.852,28.691,2019,340.21,4910,0,moraine,0,317.53483763578737
426,M(e),84.15,28.826,2019,10.74,5406,0,moraine,0,120.26596059713081
427,M(l),84.472,28.663,2019,24.93,4088,0,moraine,0,20.95938091539096
428,M(l),84.458,28.657,2019,10.57,4039,0,moraine,0,20.95938091539096
429,M(e),84.256,28.497,2019,11.38,4987,0,moraine,0,34.56993410677801
430,M(e),84.486,28.488,2019,89.44,4038,0,moraine,0,93.44803886244388
431,M(e),84.629,28.596,2019,22.25,3632,0,moraine,0,26.964989061087667
432,E(o),84.579,28.372,2019,11.03,4430,0,other,0,5.846844886103713
433,M(e),84.912,28.617,2019,10.08,4683,0,moraine,0,102.89198904622481
434,E(o),84.802,28.505,2019,21.26,3684,0,other,0,16.571688723425996
435,E(c),84.78,28.38,2019,16.8,4656,0,other,0,109.25381505535948
436,E(o),85.084,28.961,2019,17.03,5388,0,other,0,14.771032058581916
437,M(o),85.022,28.585,2019,11.99,5047,0,moraine,0,60.705654947923065
438,M(e),85.17,28.292,2019,20.33,4724,0,moraine,0,67.05746143699535
439,M(e),85.41,28.676,2019,21.04,5447,0,moraine,0,106.83030114058175
440,M(e),85.491,28.644,2019,50.98,4985,0,moraine,0,56.752358426959006
441,M(e),85.474,28.642,2019,33.3,5135,0,moraine,0,78.9835863727584
442,M(e),85.457,28.568,2019,23.6,4495,0,moraine,0,26.972163500970776
443,M(e),85.464,28.566,2019,16.35,4428,0,moraine,0,26.972163500970776
444,I(s),85.333,28.559,2019,12.6,4973,0,ice,1,97.96397277523485
445,M(e),85.494,28.508,2019,26.42,4798,0,moraine,0,65.49166222645658
446,M(o),85.469,28.124,2019,14.08,4787,0,moraine,0,13.857240079053884
447,O,85.413,28.083,2019,12.59,4393,0,other,0,11.567374274315151
448,O,85.407,28.08,2019,15.16,4327,0,other,0,11.567374274315151
449,O,85.389,28.061,2019,16.5,4205,0,other,0,11.56948271649562
450,M(e),85.51,28.623,2019,118.78,5127,0,moraine,0,122.1777591771376
451,M(e),85.527,28.616,2019,103.58,5113,0,moraine,0,122.1777591771376
452,M(o),85.596,28.58,2019,26.15,5436,0,moraine,0,120.59261996080954
453,M(o),85.583,28.575,2019,22.13,5438,0,moraine,0,119.88278384407167
454,E(o),85.659,28.573,2019,10.62,5238,0,other,0,10.961849850626692
455,M(e),85.602,28.562,2019,129.19,5361,0,moraine,0,120.59261996080954
456,E(o),85.616,28.548,2019,21.83,5443,0,other,0,491.73766109134203
457,M(e),85.609,28.532,2019,540.55,5352,0,moraine,0,605.7510140562815
458,M(o),85.638,28.527,2019,31.01,5299,0,moraine,0,265.71484944443125
459,M(e),85.636,28.494,2019,490.68,5278,0,moraine,0,444.1667849213354
460,M(e),85.736,28.485,2019,51.99,5335,0,moraine,0,55.96058884717961
461,M(e),85.519,28.468,2019,43.67,4445,0,moraine,0,42.2333924470433
462,M(o),85.684,28.46,2019,18.49,5705,0,moraine,0,18.789114713900208
463,M(e),85.564,28.426,2019,29.39,4873,0,moraine,0,26.929477177975862
464,M(o),85.588,28.405,2019,10.51,5251,0,moraine,0,23.54255660401385
465,M(o),85.605,28.404,2019,12.01,5265,0,moraine,0,19.58909732727246
466,M(o),85.538,28.358,2019,10.83,4390,0,moraine,0,134.1131523581415
467,M(o),85.63,28.163,2019,13.05,4986,0,moraine,0,99.03126056621703
468,M(e),85.78,28.442,2019,48.25,5577,0,moraine,0,50.37697317910238
469,E(o),85.89,28.371,2019,27.07,5242,0,other,0,317.6664421548544
470,M(e),85.871,28.36,2019,463.78,5212,0,moraine,0,437.4619295558108
471,M(o),85.869,28.329,2019,213.52,5167,0,moraine,0,191.91942397771587
472,M(o),85.908,28.323,2019,14.56,5387,0,moraine,0,12.726823412021277
473,M(e),85.838,28.322,2019,540.35,5067,0,moraine,0,527.2612084928271
474,M(o),85.93,28.321,2019,11.18,5298,0,moraine,0,31.859478187665566
475,M(o),85.948,28.313,2019,25.06,5227,0,moraine,0,31.859478187665566
476,E(c),85.819,28.297,2019,28.1,5080,0,other,0,134.2424220773451
477,M(o),85.83,28.293,2019,28.5,5023,0,moraine,0,167.68259349386682
478,O,85.915,28.261,2019,15.97,5106,0,other,0,8.700563780413358
479,M(e),85.847,28.211,2019,61.34,4374,0,moraine,0,82.29886071739752
480,E(o),85.923,28.182,2019,47.08,4355,0,other,0,39.893516680594104
481,I(s),85.905,28.151,2019,12.6,4495,0,ice,1,46.31719364008402
482,M(e),86.225,28.347,2019,55.9,5348,0,moraine,0,54.610782106236144
483,M(e),86.192,28.335,2019,55.0,5422,0,moraine,0,145.30430057591968
484,M(o),86.158,28.321,2019,22.44,5549,0,moraine,0,60.2461686721027
485,M(e),86.157,28.303,2019,59.05,5307,0,moraine,0,60.2461686721027
486,M(e),86.151,28.295,2019,16.51,5346,0,moraine,0,60.2461686721027
487,M(e),86.131,28.294,2019,23.99,5244,0,moraine,0,38.42411053306686
488,M(e),86.187,28.27,2019,12.64,5335,0,moraine,0,90.93405181476426
489,M(e),86.103,28.253,2019,14.98,5189,0,moraine,0,28.0040742203056
490,M(o),86.15,28.249,2019,13.16,5331,0,moraine,0,13.368868641262836
491,M(e),86.196,28.243,2019,17.69,5338,0,moraine,0,53.873945737152404
492,M(o),86.226,28.183,2019,12.34,5223,0,moraine,0,19.2313281043598
493,M(o),86.066,28.067,2019,32.5,4630,0,moraine,0,33.04397139452715
494,M(e),86.415,28.392,2019,20.17,5502,0,moraine,0,17.93231421190606
495,M(e),86.384,28.381,2019,13.92,5551,0,moraine,0,118.81243483140754
496,M(e),86.305,28.374,2019,391.5,5346,0,moraine,0,395.6099239284971
497,M(e),86.259,28.374,2019,27.54,5544,0,moraine,0,32.78977156977915
498,M(e),86.493,28.348,2019,34.51,5524,0,moraine,0,34.29911305578167
499,M(e),86.582,28.199,2019,134.64,5094,0,moraine,0,51.36172686785726
500,M(e),86.365,28.24,2019,24.72,5327,0,moraine,0,42.7245558260321
501,M(e),86.314,28.194,2019,27.79,5245,0,moraine,0,32.365001572165305
502,M(e),86.351,28.193,2019,19.87,5339,0,moraine,0,25.95868064300196
503,M(e),86.5,28.033,2019,60.86,5057,0,moraine,0,127.93333686259489
504,E(o),86.514,28.887,2019,98.23,5098,0,other,0,76.65995192459721
505,E(o),86.575,28.84,2019,26.39,5465,0,other,0,14.788216274089779
506,E(o),86.529,28.815,2019,32.37,5326,0,other,0,253.231630527446
507,M(o),86.511,28.321,2019,10.75,5321,0,moraine,0,9.32681630416205
508,I(s),86.502,28.283,2019,22.63,5157,0,ice,1,29.733521353057334
509,M(e),86.629,28.207,2019,27.78,5539,0,moraine,0,30.071202712572216
510,M(e),86.532,28.185,2019,67.68,5025,0,moraine,0,42.66212409208449
511,M(o),86.535,28.151,2019,18.48,5220,0,moraine,0,61.5922723660338
512,M(e),86.531,28.135,2019,97.85,4984,0,moraine,0,71.27912848921248
513,M(e),86.52,28.073,2019,23.11,5216,0,moraine,0,321.16681558737315
514,M(l),86.514,28.044,2019,57.94,5241,0,moraine,0,148.4294683301877
515,M(e),86.71,28.038,2019,15.44,5363,0,moraine,0,91.61217080678449
516,M(o),86.682,28.026,2019,18.71,5149,0,moraine,0,37.406846943849374
517,M(o),86.721,28.017,2019,19.81,5066,0,moraine,0,108.99964575577168
518,M(l),86.682,28.006,2019,17.13,4947,0,moraine,0,45.192989328575145
519,I(s),86.863,28.112,2019,39.4,5218,0,ice,1,44.90977283202927
520,E(o),87.15,28.274,2019,11.91,5012,0,other,0,10.201973541761582
521,E(o),87.246,28.27,2019,15.31,5166,0,other,0,14.235783082338484
522,M(e),87.053,28.226,2019,17.19,5050,0,moraine,0,54.682915338365234
523,E(o),87.101,28.208,2019,101.93,4852,0,other,0,94.96124181371775
524,O,87.052,28.205,2019,65.11,4980,0,other,0,54.682915338365234
525,E(o),87.122,28.166,2019,12.23,5219,0,other,0,25.1800721614019
526,E(o),87.143,28.159,2019,18.93,5154,0,other,0,90.89389291868818
527,O,87.158,28.152,2019,94.74,5141,0,other,0,90.89389291868818
528,O,87.174,28.152,2019,10.97,5075,0,other,0,90.89389291868818
529,M(o),87.105,28.142,2019,16.53,5472,0,moraine,0,27.238848093578866
530,M(o),87.112,28.142,2019,25.06,5470,0,moraine,0,27.238848093578866
531,M(e),87.082,28.13,2019,19.29,5518,0,moraine,0,20.19400136401706
532,M(o),87.065,28.111,2019,31.03,5468,0,moraine,0,20.19400136401706
533,M(e),87.134,28.069,2019,25.49,4879,0,moraine,0,93.59031194771379
534,M(e),87.047,28.068,2019,78.93,5589,0,moraine,0,86.84468991935096
535,M(o),87.193,28.065,2019,10.78,4837,0,moraine,0,85.9051495895318
536,M(e),87.167,28.039,2019,24.07,4739,0,moraine,0,70.2920335240828
537,E(c),87.19,28.032,2019,27.29,5013,0,other,0,81.54668687803279
538,M(e),87.028,28.007,2019,14.23,5509,0,moraine,0,14.350056087516341
539,M(e),87.142,28.005,2019,43.7,4450,0,moraine,0,40.74468069799906
540,E(o),87.437,28.775,2019,21.8,5553,0,other,0,17.788505462121055
541,E(o),87.417,28.76,2019,15.68,5458,0,other,0,17.788505462121055
542,E(o),87.427,28.754,2019,13.58,5511,0,other,0,25.42950179498489
543,E(o),87.455,28.75,2019,31.67,5680,0,other,0,28.97221953505048
544,E(o),87.382,28.742,2019,41.57,5501,0,other,0,36.69042084442872
545,E(o),87.479,28.737,2019,23.55,5415,0,other,0,28.97221953505048
546,E(o),87.44,28.735,2019,23.96,5577,0,other,0,28.97221953505048
547,E(o),87.406,28.734,2019,18.44,5600,0,other,0,36.69042084442872
548,E(o),87.478,28.728,2019,24.81,5384,0,other,0,21.02501085487074
549,M(e),86.379,28.393,2019,100.11,5482,0,moraine,0,118.81243483140754
550,O,87.47,28.213,2019,131.39,4781,0,other,0,124.07581376232312
551,M(e),87.479,28.172,2019,23.91,5290,0,moraine,0,31.106149084873934
552,O,87.418,28.165,2019,10.93,4818,0,other,0,42.50472629793515
553,M(e),87.487,28.161,2019,10.29,5298,0,moraine,0,76.80756427956808
554,O,87.443,28.16,2019,32.33,4854,0,other,0,27.155106475455426
555,M(o),87.469,28.148,2019,39.58,5106,0,moraine,0,75.22136739263706
556,M(e),87.428,28.137,2019,25.85,5191,0,moraine,0,14.730087106979656
557,E(o),87.354,28.064,2019,13.08,4190,0,other,0,2.2979550232976367
558,E(o),87.27,28.023,2019,10.23,4636,0,other,0,24.337669655939422
559,E(o),87.259,28.016,2019,33.07,4672,0,other,0,24.337669655939422
560,E(o),87.297,28.012,2019,12.13,4416,0,other,0,9.277364781714958
561,E(o),86.519,28.858,2019,81.24,5254,0,other,0,138.36983557617847
562,E(o),87.509,28.841,2019,25.2,5486,0,other,0,20.13712328360451
563,E(o),86.522,28.832,2019,281.32,5319,0,other,0,274.23385768624894
564,O,87.553,28.773,2019,25.64,5319,0,other,0,20.70115879409466
565,E(o),87.625,28.747,2019,17.28,5545,0,other,0,15.667508376295133
566,O,87.548,28.712,2019,41.2,5188,0,other,0,50.72858014466772
567,E(o),87.534,28.694,2019,60.74,5158,0,other,0,50.72858014466772
568,M(o),87.634,28.268,2019,10.04,5674,0,moraine,0,24.281744497198485
569,M(o),87.501,28.236,2019,20.48,5225,0,moraine,0,91.1436853684055
570,M(e),87.591,28.23,2019,78.9,5410,0,moraine,0,241.66649000950804
571,M(e),87.578,28.228,2019,21.94,5247,0,moraine,0,188.72935719687783
572,M(e),87.56,28.206,2019,15.95,5337,0,moraine,0,139.98461781510758
573,M(e),87.641,28.195,2019,47.42,5352,0,moraine,0,53.18468732093114
574,M(e),87.563,28.178,2019,104.19,5011,0,moraine,0,94.43338547922671
575,M(e),87.623,28.167,2019,20.87,5375,0,moraine,0,41.63419794272707
576,M(e),87.578,28.164,2019,20.22,5171,0,moraine,0,120.07690189181112
577,M(o),87.612,28.155,2019,13.82,5241,0,moraine,0,41.567434046528525
578,M(o),87.599,28.131,2019,14.18,5261,0,moraine,0,101.62208346477455
579,M(e),87.615,28.118,2019,35.67,5052,0,moraine,0,121.34607876177637
580,M(e),87.586,28.116,2019,12.43,5050,0,moraine,0,151.2875597755735
581,M(e),87.655,28.114,2019,146.34,4954,0,moraine,0,132.9828906471941
582,M(e),87.584,28.107,2019,15.91,4968,0,moraine,0,151.2875597755735
583,M(e),87.637,28.093,2019,72.47,5178,0,moraine,0,171.59133129543704
584,M(e),87.627,28.052,2019,18.4,5066,0,moraine,0,25.04615749762346
585,M(e),86.446,27.947,2019,156.76,5046,0,moraine,0,201.68815444508417
586,M(o),86.433,27.929,2019,31.99,5025,0,moraine,0,589.8693587423658
587,M(o),86.42,27.927,2019,15.72,5020,0,moraine,0,490.294155856538
588,M(o),86.465,27.917,2019,17.56,5259,0,moraine,0,286.12175140675345
589,M(o),86.477,27.916,2019,14.08,5110,0,moraine,0,133.1395643918134
590,M(e),86.476,27.861,2019,158.4,4550,0,moraine,0,160.76509020087576
591,E(o),86.356,27.85,2019,11.18,4424,0,other,0,8.019178717463344
592,M(l),86.681,27.975,2019,57.83,4834,0,moraine,0,59.162255710097696
593,M(l),86.69,27.951,2019,42.11,4741,0,moraine,0,41.953054311557615
594,M(l),86.699,27.941,2019,18.0,4709,0,moraine,0,41.40702295341647
595,M(o),86.621,27.791,2019,46.73,5157,0,moraine,0,141.023575385557
596,M(e),86.612,27.779,2019,117.31,4831,0,moraine,0,141.023575385557
597,M(o),86.643,27.778,2019,29.27,5163,0,moraine,0,62.28916437886101
598,M(o),86.835,27.997,2019,11.55,5321,0,moraine,0,63.577094173496214
599,I(s),86.804,27.975,2019,24.84,5183,0,ice,1,27.519375347503228
600,M(l),86.786,27.924,2019,54.85,4512,0,moraine,0,55.46129444332926
601,M(e),86.925,27.898,2019,139.77,5003,0,moraine,0,117.13828547008913
602,E(c),86.913,27.894,2019,11.28,4986,0,other,0,117.13828547008913
603,M(o),86.937,27.857,2019,21.45,5473,0,moraine,0,98.27264297393914
604,M(o),86.928,27.85,2019,48.86,5411,0,moraine,0,51.68798323241578
605,M(e),86.935,27.837,2019,29.39,5209,0,moraine,0,51.68798323241578
606,M(o),86.917,27.832,2019,33.07,5360,0,moraine,0,51.68798323241578
607,M(e),86.974,27.805,2019,16.77,5516,0,moraine,0,338.9128991750809
608,M(e),86.966,27.799,2019,21.36,5396,0,moraine,0,417.1738321889134
609,M(o),86.911,27.794,2019,18.87,5274,0,moraine,0,27.40801144311892
610,M(o),86.838,27.793,2019,22.89,5351,0,moraine,0,60.92252017474502
611,M(e),86.957,27.783,2019,87.28,5198,0,moraine,0,348.0584277885861
612,I(s),86.871,27.766,2019,13.68,4931,0,ice,1,36.554809763463794
613,M(o),86.958,27.755,2019,86.5,4927,0,moraine,0,88.13172509802082
614,M(o),86.91,27.719,2019,14.93,4989,0,moraine,0,15.342251202283101
615,M(o),86.792,27.696,2019,12.95,4951,0,moraine,0,12.324056438714067
616,M(e),86.858,27.687,2019,31.8,4764,0,moraine,0,47.797288508319134
617,E(o),86.853,27.681,2019,11.85,4694,0,other,0,47.797288508319134
618,E(c),87.247,27.959,2019,12.02,4457,0,other,0,8.011071483037343
619,E(c),87.188,27.906,2019,33.14,4490,0,other,0,166.30441034422657
620,M(e),87.081,27.844,2019,41.15,4847,0,moraine,0,40.89208508301818
621,M(o),87.095,27.829,2019,12.06,5225,0,moraine,0,52.092901290990675
622,M(e),87.092,27.798,2019,182.16,4543,0,moraine,0,346.4699364765774
623,E(c),87.206,27.691,2019,11.49,4088,0,other,0,0.5566012060660405
624,E(o),87.345,27.983,2019,26.18,3728,0,other,0,22.60373870846712
625,E(c),87.349,27.948,2019,10.13,3991,0,other,0,20.620996279091248
626,E(o),87.293,27.932,2019,12.13,4373,0,other,0,26.25998592701575
627,E(c),87.306,27.918,2019,11.15,4416,0,other,0,26.25998592701575
628,E(c),87.341,27.837,2019,19.17,4243,0,other,0,8.973036919981585
629,E(c),87.522,27.997,2019,12.38,4720,0,other,0,7.849675396772686
630,E(o),87.583,27.986,2019,12.33,4826,0,other,0,9.11924486035479
631,E(c),87.557,27.979,2019,11.03,4767,0,other,0,9.11924486035479
632,M(e),87.699,27.9,2019,11.27,5226,0,moraine,0,24.52241926439356
633,E(c),87.737,27.864,2019,13.98,5337,0,other,0,122.79879166734803
634,M(e),87.749,27.816,2019,17.17,4903,0,moraine,0,15.169685762264841
635,E(c),87.694,27.681,2019,13.3,4633,0,other,0,10.178685808233654
636,E(c),87.517,27.681,2019,10.1,4472,0,other,0,7.077391858805178
637,E(o),87.703,27.651,2019,14.36,4460,0,other,0,9.624662828200691
638,O,87.573,27.645,2019,11.78,3860,0,other,0,3.5000943918838248
639,E(c),87.633,27.639,2019,16.45,4289,0,other,0,12.250977870456945
640,E(c),87.696,27.63,2019,14.11,4179,0,other,0,9.624662828200691
641,E(o),87.706,27.629,2019,13.01,4319,0,other,0,9.624662828200691
642,E(o),87.712,27.62,2019,12.63,4454,0,other,0,8.831067066488202
643,E(c),87.543,27.617,2019,10.93,4471,0,other,0,3.1826884966557465
644,M(l),87.884,27.969,2019,17.9,5597,0,moraine,0,16.81387793459429
645,M(e),87.814,27.964,2019,40.61,5249,0,moraine,0,52.35157421187808
646,M(e),87.908,27.952,2019,64.79,5165,0,moraine,0,77.81744588652622
647,M(e),87.93,27.95,2019,83.66,5106,0,moraine,0,79.40410699317337
648,M(e),88.002,27.928,2019,113.22,5348,0,moraine,0,106.47484506032967
649,M(e),87.771,27.926,2019,97.66,4913,0,moraine,0,99.17787921694095
650,M(e),87.805,27.881,2019,34.32,4690,0,moraine,0,36.750567102196925
651,M(e),87.866,27.869,2019,68.12,4910,0,moraine,0,68.34940333911919
652,O,87.831,27.849,2019,33.5,4437,0,other,0,32.394706137824585
653,M(e),87.974,27.793,2019,22.32,5183,0,moraine,0,20.49527927326715
654,M(o),87.934,27.79,2019,14.1,4938,0,moraine,0,12.233957104553067
655,E(c),87.777,27.757,2019,25.46,4708,0,other,0,20.34321337563598
656,E(c),87.782,27.745,2019,19.69,4775,0,other,0,20.34321337563598
657,E(o),87.778,27.738,2019,22.06,4705,0,other,0,20.34321337563598
658,M(e),88.241,28.004,2019,41.8,5269,0,moraine,0,61.36357239974197
659,O,88.427,28.054,2019,101.66,4888,0,other,0,83.13085245368174
660,E(o),88.461,28.033,2019,13.87,5156,0,other,0,11.572472186156512
661,M(e),88.355,28.022,2019,56.29,5195,0,moraine,0,57.63014104494104
662,M(e),88.288,28.017,2019,50.43,5268,0,moraine,0,50.101854717468036
663,M(e),88.259,28.009,2019,59.7,5256,0,moraine,0,61.36357239974197
664,M(e),88.32,28.005,2019,38.58,5104,0,moraine,0,38.29413143662472
665,M(e),88.221,27.988,2019,11.94,5372,0,moraine,0,40.35642211534153
666,M(e),88.075,27.946,2019,148.59,5488,0,moraine,0,142.55217439021789
667,M(o),88.041,27.943,2019,10.32,5821,0,moraine,0,87.11181487015895
668,M(e),88.066,27.933,2019,83.35,5563,0,moraine,0,142.55217439021789
669,M(e),88.019,27.928,2019,13.25,5692,0,moraine,0,106.47484506032967
670,M(e),88.078,27.835,2019,16.48,5604,0,moraine,0,102.12170831941935
671,M(o),88.05,27.545,2019,25.72,5020,0,moraine,0,24.359865573903285
672,M(e),88.402,27.994,2019,18.97,5171,0,moraine,0,21.32952575660898
673,O,82.173,30.478,2019,31.29,5250,0,other,0,28.55737969757602
674,O,82.06,30.468,2019,378.8,5180,0,other,0,371.51266483898814
675,O,82.108,30.461,2019,16.73,5177,0,other,0,23.144047848224158
676,O,82.181,30.431,2019,32.23,5000,0,other,0,33.91977706728661
677,O,82.171,30.413,2019,37.71,5002,0,other,0,76.6025547402153
678,E(o),82.192,30.398,2019,86.53,5203,0,other,0,83.49632388781245
679,E(o),82.156,30.366,2019,12.73,5450,0,other,0,11.931934518823372
680,M(e),82.055,30.362,2019,56.83,5283,0,moraine,0,41.84074740770208
681,O,82.238,30.352,2019,29.81,5106,0,other,0,24.87452160418205
682,M(e),82.141,30.34,2019,16.12,5580,0,moraine,0,42.86713493797453
683,M(e),82.169,30.282,2019,16.58,5339,0,moraine,0,66.6260664699675
684,M(e),82.209,30.255,2019,128.7,5057,0,moraine,0,290.8313249260362
685,M(e),82.232,30.221,2019,44.31,5582,0,moraine,0,48.570343201166054
686,O,82.362,30.432,2019,152.61,4882,0,other,0,154.9330038318368
687,O,82.302,30.419,2019,901.4,4931,0,other,0,910.4385071101275
688,O,82.355,30.407,2019,23.16,4870,0,other,0,97.94796571492837
689,O,82.256,30.406,2019,14.1,4936,0,other,0,9.680994042513158
690,O,82.273,30.371,2019,10.68,4966,0,other,0,9.297047704651158
691,O,82.271,30.342,2019,69.03,4993,0,other,0,69.4391698560524
692,O,82.27,30.329,2019,58.67,4990,0,other,0,69.4391698560524
693,O,82.272,30.318,2019,15.62,4996,0,other,0,64.32443297407738
694,O,82.259,30.311,2019,25.33,4997,0,other,0,61.929960130572304
695,O,82.486,30.217,2019,25.14,4791,0,other,0,20.563343660414773
696,E(o),82.404,30.106,2019,48.23,4912,0,other,0,45.91193125109552
697,M(e),82.27,30.103,2019,203.15,4875,0,moraine,0,225.44900900549266
698,M(e),82.343,30.079,2019,91.73,4849,0,moraine,0,85.01088545118071
699,O,82.526,30.832,2019,14.79,5307,0,other,0,13.10843095180699
700,M(o),82.75,30.807,2019,14.74,5547,0,moraine,0,14.885659793875
701,O,82.652,30.608,2019,20.59,5088,0,other,0,16.616733519118288
702,O,82.589,30.257,2019,19.38,4778,0,other,0,20.089703080985274
703,O,82.859,30.881,2019,146.23,5446,0,other,0,138.2619185710871
704,M(o),82.754,30.811,2019,10.06,5551,0,moraine,0,14.885659793875
705,O,82.88,30.654,2019,12.36,5322,0,other,0,10.428825237700135
706,M(o),82.906,30.572,2019,14.28,5553,0,moraine,0,77.32536468440703
707,M(o),82.921,30.563,2019,26.68,5607,0,moraine,0,77.32536468440703
708,M(o),82.958,30.551,2019,29.39,5558,0,moraine,0,25.519803780976872
709,O,82.756,30.116,2019,12.66,4842,0,other,0,11.03012612028821
710,M(o),82.479,29.984,2019,11.89,5223,0,moraine,0,22.482016611566937
711,M(e),82.496,29.969,2019,23.18,4995,0,moraine,0,61.44777592535146
712,E(o),82.535,29.985,2019,392.72,4829,0,other,0,383.84242080838794
713,E(o),82.567,29.98,2019,19.61,4845,0,other,0,177.33873442402506
714,M(o),82.589,29.98,2019,48.6,4853,0,moraine,0,46.82590237241603
715,M(e),82.508,29.962,2019,25.57,5084,0,moraine,0,76.61498915362668
716,M(e),82.603,29.94,2019,28.46,4891,0,moraine,0,37.746479643224355
717,M(e),82.618,29.924,2019,41.72,4960,0,moraine,0,37.746479643224355
718,M(e),82.782,29.84,2019,291.26,5058,0,moraine,0,317.26112382691235
719,M(e),82.853,29.796,2019,53.83,5160,0,moraine,0,51.8219358136425
720,M(e),82.885,29.762,2019,40.66,5118,0,moraine,0,39.67886535871002
721,M(e),82.974,29.735,2019,80.86,5337,0,moraine,0,87.41033763731005
722,M(e),82.984,29.688,2019,45.06,5089,0,moraine,0,77.07516636311942
723,E(o),83.044,30.538,2019,26.81,5375,0,other,0,22.352114672540957
724,E(o),83.073,30.529,2019,27.15,5609,0,other,0,28.774451690816313
725,M(o),83.327,30.751,2019,12.34,5631,0,moraine,0,12.582288302011372
726,M(e),83.365,30.58,2019,10.59,5719,0,moraine,0,13.604505062142035
727,O,83.519,30.591,2019,270.94,5227,0,other,0,290.96023864791437
728,O,83.518,30.563,2019,42.47,5240,0,other,0,132.27072624147857
729,O,83.512,30.551,2019,16.57,5239,0,other,0,33.635428742249445
730,O,83.764,30.669,2019,12.51,5193,0,other,0,9.732021359404673
731,O,83.763,30.662,2019,13.83,5192,0,other,0,9.732021359404673
732,O,83.754,30.617,2019,25.44,5181,0,other,0,5.796298876654649
733,O,83.764,30.612,2019,13.4,5180,0,other,0,5.796298876654649
734,E(o),83.963,30.5,2019,14.7,5497,0,other,0,12.457092585703172
735,M(o),83.842,30.492,2019,23.49,5633,0,moraine,0,20.81511920880166
736,E(o),83.908,30.48,2019,41.76,5521,0,other,0,39.85413406662115
737,E(o),83.984,30.465,2019,84.88,5450,0,other,0,79.49049282927905
738,E(o),83.898,30.461,2019,18.62,5536,0,other,0,38.38506841818627
739,E(o),83.973,30.461,2019,19.08,5448,0,other,0,79.49049282927905
740,E(o),83.996,30.431,2019,206.16,5429,0,other,0,193.18343506170265
741,E(o),83.073,29.731,2019,21.82,5086,0,other,0,39.224457227743926
742,O,83.105,29.726,2019,113.22,5010,0,other,0,97.71125465326246
743,M(e),83.025,29.693,2019,30.18,5371,0,moraine,0,77.07516636311942
744,O,83.19,29.689,2019,54.5,5007,0,other,0,40.487138326088704
745,O,83.097,29.686,2019,25.38,5040,0,other,0,21.375414567200984
746,O,83.182,29.674,2019,25.01,5011,0,other,0,40.487138326088704
747,M(o),83.106,29.655,2019,32.58,5241,0,moraine,0,32.229248280012996
748,M(o),83.151,29.632,2019,20.93,5367,0,moraine,0,24.275106161299565
749,E(o),83.131,29.627,2019,10.61,5366,0,other,0,24.275106161299565
750,O,83.376,29.604,2019,145.71,4889,0,other,0,129.29427248938939
751,O,83.355,29.582,2019,118.74,4888,0,other,0,108.39370321392047
752,O,83.444,29.511,2019,211.06,4959,0,other,0,204.67093381898928
753,O,83.428,29.499,2019,59.8,4959,0,other,0,200.8417447594758
754,O,83.646,29.322,2019,15.53,5159,0,other,0,14.014594566967304
755,E(o),83.618,29.268,2019,30.54,5168,0,other,0,22.482402942776044
756,M(e),84.068,30.58,2019,28.04,5675,0,moraine,0,28.681931180360507
757,O,84.096,30.391,2019,24.88,5396,0,other,0,958.0670257487138
758,M(e),83.861,30.457,2019,17.69,5710,0,moraine,0,30.19027710543159
759,M(e),83.846,30.453,2019,22.55,5580,0,moraine,0,30.19027710543159
760,O,83.764,29.47,2019,77.62,5282,0,other,0,86.3104309788864
761,M(o),84.537,29.887,2019,10.44,5638,0,moraine,0,11.836888544965948
762,E(o),84.744,29.122,2019,14.81,5049,0,other,0,12.5514652301247
763,E(o),84.839,29.076,2019,11.36,5434,0,other,0,9.574799119600216
764,M(e),84.3,28.928,2019,20.69,5431,0,moraine,0,18.70541622695474
