,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha
46,E(c),73.256,35.739,2019,18.92,4016,0,other,0,24.272109919633365
47,E(c),73.344,35.675,2019,25.12,3428,0,other,0,22.90533727896621
48,E(o),73.357,35.652,2019,19.01,3735,0,other,0,20.066275745401665
49,E(o),73.352,35.643,2019,13.95,3747,0,other,0,20.066275745401665
50,E(o),73.568,35.904,2019,18.03,4109,0,other,0,25.61119316771364
51,E(o),73.692,35.889,2019,11.02,3995,0,other,0,9.457587901666693
52,E(c),73.577,35.88,2019,30.86,4059,0,other,0,27.502987889168825
53,E(o),73.615,35.877,2019,14.58,3993,0,other,0,12.005759662385076
54,E(o),73.746,35.865,2019,84.31,4140,0,other,0,77.64921716591844
55,E(o),73.507,35.783,2019,12.26,3918,0,other,0,9.834464666121269
56,E(o),73.572,35.782,2019,22.07,4082,0,other,0,19.013569961023656
57,E(c),73.911,35.972,2019,29.25,4426,0,other,0,24.127912715971284
58,E(o),73.985,35.939,2019,19.57,4258,0,other,0,14.759078623832654
59,E(o),73.945,35.917,2019,12.08,4178,0,other,0,12.21960226318456
60,E(o),73.992,35.916,2019,11.42,4312,0,other,0,14.177463403953876
61,E(o),73.922,35.906,2019,15.98,4223,0,other,0,12.21960226318456
62,E(o),73.763,35.882,2019,40.94,4104,0,other,0,77.64921716591844
63,E(o),73.929,35.868,2019,17.55,4064,0,other,0,14.335745848381004
64,E(o),73.869,35.858,2019,15.26,4211,0,other,0,15.794367384121724
65,E(o),73.775,35.856,2019,28.28,3962,0,other,0,49.85067359218971
66,E(o),73.877,35.852,2019,19.43,4166,0,other,0,15.794367384121724
67,E(o),73.799,35.247,2019,17.06,3988,0,other,0,14.740554301992097
68,E(o),73.958,35.184,2019,10.49,4120,0,other,0,7.926489531512957
69,E(o),73.985,34.83,2019,20.67,3873,0,other,0,17.838064118158318
70,E(o),74.019,35.962,2019,15.37,4285,0,other,0,11.774730776863343
71,E(c),74.083,35.817,2019,16.71,4269,0,other,0,14.053647871305264
72,E(o),74.205,35.779,2019,12.36,4304,0,other,0,9.543578964461675
73,E(c),74.196,35.773,2019,11.01,4368,0,other,0,9.543578964461675
74,E(o),74.243,35.707,2019,15.89,4318,0,other,0,11.232260352018434
75,E(o),74.23,35.686,2019,14.12,4336,0,other,0,11.232260352018434
76,E(c),74.177,35.073,2019,11.97,4042,0,other,0,9.333625414557147
77,E(c),74.294,35.821,2019,12.04,4313,0,other,0,9.902641785946617
78,E(o),74.256,35.722,2019,10.77,4254,0,other,0,10.791842442476522
79,E(o),74.676,35.4,2019,13.97,3386,0,other,0,15.883974911713493
80,E(o),74.941,35.332,2019,11.74,4427,0,other,0,50.70621853861169
81,M(l),74.786,35.33,2019,15.07,3475,0,moraine,0,13.846303578374384
82,M(e),74.937,35.315,2019,20.13,4197,0,moraine,0,52.171746405718686
83,E(o),74.961,35.082,2019,30.64,4317,0,other,0,22.6334416524137
84,E(o),74.958,35.075,2019,10.45,4413,0,other,0,22.6334416524137
85,E(o),74.1,34.962,2019,29.65,3603,0,other,0,23.844078743023786
86,E(c),74.138,34.948,2019,20.03,4011,0,other,0,16.70848332996873
87,E(c),74.155,34.926,2019,21.64,3926,0,other,0,15.976689094002499
88,E(c),74.048,34.902,2019,21.58,3896,0,other,0,13.47740562032192
89,E(c),74.077,34.858,2019,20.51,3680,0,other,0,16.947965967721338
90,E(c),74.062,34.829,2019,93.9,3681,0,other,0,81.82056477803336
91,E(c),74.477,34.876,2019,12.31,3592,0,other,0,10.314683783098788
92,M(e),74.521,34.92,2019,60.6,4041,0,moraine,0,71.12793598268834
93,E(c),74.68,34.908,2019,23.48,3864,0,other,0,22.681558152582216
94,E(c),74.523,34.849,2019,22.54,4016,0,other,0,18.42006310793941
95,E(c),74.676,34.84,2019,10.66,3868,0,other,0,8.549540194135053
96,E(o),74.787,34.846,2019,14.18,3883,0,other,0,41.86054273336643
97,E(c),74.809,34.845,2019,50.44,3992,0,other,0,41.86054273336643
98,E(c),74.761,34.84,2019,25.43,3979,0,other,0,20.12090495741287
99,E(c),74.819,34.548,2019,31.47,3872,0,other,0,26.408397606045085
100,E(c),74.828,34.537,2019,30.51,3922,0,other,0,26.408397606045085
101,E(o),74.921,34.493,2019,38.39,3881,0,other,0,34.04550967384007
102,E(c),74.906,34.489,2019,11.89,4097,0,other,0,34.04550967384007
103,E(o),74.913,34.47,2019,10.44,3852,0,other,0,33.74949579725379
104,M(o),74.985,34.457,2019,10.33,3748,0,moraine,0,6.589909267776352
105,E(o),74.932,34.452,2019,12.3,3889,0,other,0,150.42794574196617
106,E(c),74.909,34.448,2019,15.48,3979,0,other,0,129.68881257540986
107,E(c),74.892,34.444,2019,33.95,3846,0,other,0,60.362914442042275
108,E(c),74.924,34.432,2019,161.04,3571,0,other,0,150.42794574196617
109,E(o),74.936,34.418,2019,36.65,3503,0,other,0,150.42794574196617
110,E(o),74.874,34.392,2019,27.31,3556,0,other,0,21.192931738060278
111,E(c),74.944,34.385,2019,11.22,3722,0,other,0,8.003602843698808
112,E(o),74.876,34.38,2019,11.58,3738,0,other,0,21.192931738060278
113,E(c),74.417,33.866,2019,13.62,3968,0,other,0,19.24271679823538
114,E(o),74.428,33.841,2019,45.46,3954,0,other,0,39.15751322303658
115,E(o),74.435,33.829,2019,15.18,4043,0,other,0,39.15751322303658
116,E(c),74.451,33.82,2019,29.43,3997,0,other,0,25.06686470454832
117,E(o),74.526,33.74,2019,10.16,4018,0,other,0,9.409484779623318
118,E(o),74.523,33.735,2019,13.69,4064,0,other,0,9.409484779623318
119,E(o),74.526,33.559,2019,22.97,3851,0,other,0,20.50377883573055
120,E(o),74.543,33.55,2019,16.04,3912,0,other,0,23.87726736039523
121,E(o),74.523,33.54,2019,10.32,3812,0,other,0,20.50377883573055
122,E(o),74.565,33.54,2019,21.73,3967,0,other,0,36.60867880146652
123,E(o),74.555,33.536,2019,31.85,4006,0,other,0,23.87726736039523
124,E(o),74.574,33.53,2019,12.27,3955,0,other,0,60.641218747982954
125,E(c),74.561,33.528,2019,11.15,4096,0,other,0,60.641218747982954
126,E(o),74.605,33.522,2019,12.33,3844,0,other,0,60.641218747982954
127,E(o),74.584,33.519,2019,70.83,3934,0,other,0,60.641218747982954
128,E(o),74.564,33.51,2019,25.15,3909,0,other,0,60.641218747982954
129,E(o),74.625,33.509,2019,33.7,3937,0,other,0,30.47377713149202
130,E(c),74.594,33.505,2019,11.35,4089,0,other,0,60.641218747982954
131,E(o),74.565,33.496,2019,11.18,3812,0,other,0,25.829397444789517
132,E(c),74.614,33.444,2019,14.88,3580,0,other,0,2.3971112044651606
133,O,74.769,33.512,2019,128.54,3486,0,other,0,125.63443425098302
134,E(o),74.85,33.503,2019,14.64,3623,0,other,0,22.693008813109635
135,E(o),75.194,35.264,2019,19.03,4551,0,other,0,17.230529789494643
136,E(o),75.182,35.231,2019,11.26,4547,0,other,0,8.50872357484684
137,E(o),75.228,35.119,2019,17.81,4586,0,other,0,13.515115265561748
138,E(c),75.198,35.049,2019,12.71,4398,0,other,0,9.55696438431465
139,E(o),75.001,35.016,2019,10.87,3931,0,other,0,8.89886474401808
140,E(o),75.422,35.182,2019,14.33,4530,0,other,0,12.256884524207441
141,E(o),75.261,35.143,2019,11.84,4659,0,other,0,9.98646002075774
142,E(o),75.321,35.132,2019,19.58,4526,0,other,0,16.597384161497732
143,E(o),75.521,35.172,2019,10.3,4551,0,other,0,9.028762003152508
144,E(o),75.579,35.096,2019,10.98,4375,0,other,0,8.96368537735242
145,E(o),75.725,35.027,2019,12.92,4647,0,other,0,8.382991249843084
146,O,75.236,34.991,2019,129.62,4138,0,other,0,113.07265173412249
147,E(c),75.051,34.972,2019,14.29,4265,0,other,0,11.847056886826024
148,E(o),75.25,34.922,2019,14.22,4152,0,other,0,3.607812397680018
149,E(o),75.177,34.92,2019,14.54,4257,0,other,0,11.781016566852788
150,E(o),75.189,34.919,2019,14.34,4225,0,other,0,11.781016566852788
151,E(o),75.137,34.697,2019,64.95,4103,0,other,0,57.514170735050705
152,E(o),75.14,34.684,2019,21.41,4133,0,other,0,57.514170735050705
153,E(o),75.179,34.666,2019,74.54,4234,0,other,0,66.32425878133502
154,E(c),75.058,34.422,2019,40.12,3570,0,other,0,36.81531297630192
155,E(c),75.103,34.397,2019,29.55,3812,0,other,0,40.461369358345095
156,E(c),75.119,34.388,2019,47.25,3663,0,other,0,40.461369358345095
157,E(o),75.147,34.207,2019,10.35,3699,0,other,0,7.277911217243009
158,E(o),75.205,34.203,2019,15.92,3682,0,other,0,11.957269048342075
159,E(o),75.113,34.156,2019,10.27,3941,0,other,0,36.86284270490637
160,E(o),75.11,34.144,2019,43.47,3810,0,other,0,36.86284270490637
161,E(c),75.148,34.14,2019,82.93,3780,0,other,0,69.93918459456083
162,E(o),75.161,34.093,2019,17.8,3919,0,other,0,9.444276027481868
163,E(o),75.216,34.063,2019,13.36,3691,0,other,0,7.662287781818028
164,E(c),75.382,34.825,2019,22.94,4315,0,other,0,18.723999755579285
165,E(o),75.48,34.775,2019,10.8,4626,0,other,0,8.777524766977388
166,E(o),75.275,34.234,2019,18.23,3830,0,other,0,14.476940781233964
167,E(c),75.321,34.193,2019,10.81,3734,0,other,0,12.853608617435498
168,E(c),75.373,34.184,2019,16.8,4276,0,other,0,18.051246406569966
169,E(o),75.377,34.139,2019,33.45,3709,0,other,0,27.723220274166792
170,O,75.498,34.094,2019,52.27,3575,0,other,0,53.021987867199236
171,E(o),75.475,34.067,2019,17.85,3724,0,other,0,15.472744977931795
172,E(o),75.553,34.987,2019,17.86,4269,0,other,0,14.346351251418618
173,E(o),75.545,34.965,2019,13.7,4412,0,other,0,14.346351251418618
174,E(o),75.592,34.947,2019,24.89,4558,0,other,0,20.90438226535002
175,E(o),75.617,34.896,2019,11.97,4547,0,other,0,11.78444297950907
176,E(o),75.713,34.893,2019,19.39,4589,0,other,0,15.320228162713454
177,E(o),75.68,34.883,2019,13.31,4627,0,other,0,13.112264720903633
178,E(o),75.716,34.873,2019,15.83,4664,0,other,0,15.320228162713454
179,E(o),75.545,34.808,2019,12.86,4687,0,other,0,14.598871919241422
180,E(o),75.649,34.491,2019,15.37,4521,0,other,0,11.3980862829306
181,E(o),75.763,34.947,2019,25.14,4778,0,other,0,21.93487885506311
182,E(o),75.892,34.888,2019,10.29,4882,0,other,0,16.943758809935943
183,E(o),75.871,34.878,2019,18.96,4687,0,other,0,16.943758809935943
184,E(o),75.942,34.859,2019,13.73,4796,0,other,0,12.747656742026168
185,M(e),75.844,34.04,2019,25.26,4094,0,moraine,0,39.95937413353286
186,E(o),75.378,33.953,2019,15.37,3644,0,other,0,15.567910609271706
187,E(c),75.411,33.952,2019,26.79,4082,0,other,0,22.197698755548377
188,E(c),75.389,33.929,2019,19.34,4048,0,other,0,15.870467538049162
189,E(o),75.47,33.754,2019,10.88,3921,0,other,0,7.466207217382508
190,E(c),75.537,33.619,2019,10.85,3852,0,other,0,7.403153994384265
191,M(l),76.03,35.954,2019,10.62,4276,0,moraine,0,32.707728012684136
192,O,76.205,35.171,2019,30.72,3301,0,other,0,25.471531723086173
193,E(o),76.234,35.097,2019,22.96,4512,0,other,0,28.29508651943059
194,M(l),76.41,35.73,2019,13.28,4161,0,moraine,0,420.9800247922191
195,M(l),76.375,35.72,2019,12.14,4140,0,moraine,0,201.6212031701034
196,M(e),76.252,35.092,2019,24.01,4533,0,moraine,0,33.95537431901302
197,E(c),76.293,35.074,2019,12.08,4599,0,other,0,27.634889415461455
198,E(o),76.261,35.056,2019,16.89,4881,0,other,0,41.81969634604934
199,E(o),76.32,35.011,2019,15.36,4753,0,other,0,11.694418823463243
200,M(e),76.075,34.351,2019,10.63,4435,0,moraine,0,42.41620130392658
201,E(o),76.383,34.854,2019,13.61,4688,0,other,0,9.579706382523174
202,E(o),76.368,34.854,2019,13.27,4821,0,other,0,9.579706382523174
203,E(o),76.352,34.833,2019,10.34,4818,0,other,0,8.548077490019018
204,E(o),76.456,34.827,2019,19.82,4648,0,other,0,13.63695590289956
205,E(o),76.409,34.818,2019,10.2,4816,0,other,0,5.97148007116502
206,E(o),76.5,34.772,2019,10.53,4761,0,other,0,7.08133535350416
207,E(o),76.469,34.762,2019,17.67,4895,0,other,0,12.68887643196124
208,E(o),76.517,34.813,2019,20.6,4771,0,other,0,14.892704581577973
209,E(o),76.502,34.811,2019,12.91,4762,0,other,0,14.892704581577973
210,E(o),76.711,34.765,2019,10.06,5123,0,other,0,58.720747440429406
211,M(e),76.718,34.051,2019,15.8,5093,0,moraine,0,18.154068719620277
212,M(e),76.721,34.005,2019,18.32,5050,0,moraine,0,16.97296187412781
213,E(o),76.758,34.671,2019,29.88,4965,0,other,0,28.064366469805204
214,M(e),76.788,34.006,2019,14.15,5126,0,moraine,0,15.553737040743485
215,M(e),76.23,33.945,2019,49.66,4357,0,moraine,0,48.719591041797386
216,M(e),76.019,33.942,2019,24.05,4197,0,moraine,0,27.19181714427516
217,M(e),76.121,33.868,2019,39.44,4071,0,moraine,0,41.53119289516691
218,M(e),76.375,33.844,2019,18.49,4116,0,moraine,0,6.340981182897771
219,O,76.45,33.507,2019,16.41,4219,0,other,0,11.381104219962547
220,M(e),76.984,33.159,2019,59.78,4479,0,moraine,0,52.47314829915941
221,E(o),76.332,32.336,2019,25.65,3971,0,other,0,18.816647188927842
222,M(lg),77.513,35.476,2019,21.93,5342,0,moraine,0,15.722679256920216
223,M(l),77.7,35.032,2019,18.02,5161,0,moraine,0,80.85972115203039
224,O,77.856,35.06,2019,32.78,4679,0,other,0,0.1470021240470724
225,M(e),77.616,34.905,2019,14.51,5125,0,moraine,0,16.201838970589947
226,M(e),77.983,34.398,2019,28.02,5344,0,moraine,0,24.673978301086983
227,O,77.664,33.556,2019,10.15,5222,0,other,0,20.20592657689239
228,O,77.979,33.999,2019,43.72,4991,0,other,0,38.414847534933145
229,M(e),77.22,32.526,2019,77.59,4069,0,moraine,0,89.87355688327557
230,M(e),77.547,32.499,2019,128.69,4150,0,moraine,0,142.99091094843683
231,E(o),77.615,32.483,2019,47.3,4276,0,other,0,40.45046848613549
232,M(e),78.09,34.521,2019,10.62,5270,0,moraine,0,54.38194991460851
233,M(e),78.101,34.52,2019,10.28,5265,0,moraine,0,54.38194991460851
234,M(o),78.136,34.457,2019,95.68,5295,0,moraine,0,90.25978323067582
235,M(e),78.143,34.446,2019,20.53,5311,0,moraine,0,90.25978323067582
236,M(e),78.079,34.401,2019,20.39,5307,0,moraine,0,18.152921620427392
237,E(o),78.089,34.39,2019,11.16,5226,0,other,0,18.152921620427392
238,O,78.426,34.233,2019,64.78,5350,0,other,0,59.0965059837327
239,E(o),78.516,34.2,2019,24.44,5386,0,other,0,42.41572696880417
240,E(o),78.553,34.151,2019,65.02,5566,0,other,0,84.78772840099985
241,E(o),78.23,33.281,2019,34.7,5646,0,other,0,31.754811914379953
242,M(o),78.197,33.137,2019,10.3,5733,0,moraine,0,13.837311669107685
243,E(o),78.498,33.496,2019,16.54,5428,0,other,0,14.078587290599867
244,O,78.498,33.455,2019,147.89,5308,0,other,0,137.6295820768579
245,O,78.488,33.427,2019,177.73,5284,0,other,0,168.55112469942299
246,M(o),78.47,33.055,2019,36.49,5745,0,moraine,0,31.912211268575426
247,E(c),78.506,33.558,2019,25.33,5665,0,other,0,22.593841096877345
248,E(o),78.519,33.517,2019,13.66,5404,0,other,0,11.903903864087395
249,O,78.502,33.474,2019,15.1,5312,0,other,0,126.46524836413039
250,M(e),78.272,32.363,2019,13.59,5357,0,moraine,0,8.646887815652216
251,M(e),78.726,32.736,2019,34.79,5626,0,moraine,0,33.080376488693396
252,M(e),78.852,32.492,2019,11.12,5706,0,moraine,0,14.844679903151098
253,M(e),78.925,32.441,2019,10.65,5680,0,moraine,0,9.397397098975484
254,M(e),78.9,32.409,2019,30.44,5468,0,moraine,0,30.628010544138167
255,M(o),78.979,32.32,2019,10.51,5498,0,moraine,0,8.19756004606934
256,M(e),78.845,32.029,2019,15.62,5621,0,moraine,0,23.905784146227276
257,O,79.044,32.21,2019,21.55,5272,0,other,0,17.17130732206605
258,O,79.393,32.377,2019,24.86,5448,0,other,0,15.850263605431412
259,E(o),79.622,32.399,2019,23.72,5058,0,other,0,23.049420423780084
260,M(e),79.659,32.389,2019,12.3,5720,0,moraine,0,49.294581447649215
261,E(o),79.662,32.298,2019,17.15,5690,0,other,0,20.72549668407481
262,M(e),78.168,31.661,2019,23.2,4255,0,moraine,0,23.541759782027597
263,M(o),78.254,31.339,2019,11.46,4676,0,moraine,0,11.427873413541157
264,M(e),78.845,31.993,2019,20.9,5613,0,moraine,0,34.87929344496443
265,M(e),78.784,31.919,2019,13.44,5351,0,moraine,0,28.65604491217304
266,M(e),78.84,31.914,2019,18.03,5583,0,moraine,0,33.38331553218956
267,M(e),78.751,31.554,2019,10.67,5276,0,moraine,0,4.055690748719624
268,M(e),79.958,31.984,2019,15.73,5544,0,moraine,0,15.766514317737554
269,M(e),79.986,31.95,2019,10.43,5449,0,moraine,0,12.116654901541503
270,M(e),79.994,31.937,2019,14.46,5494,0,moraine,0,33.00195886166698
271,E(o),79.865,31.925,2019,31.43,5356,0,other,0,28.504829401977226
272,E(o),79.988,31.909,2019,14.06,5558,0,other,0,33.07817621002917
273,E(c),79.986,31.9,2019,10.24,5663,0,other,0,24.477804086365097
274,E(o),79.984,31.878,2019,27.77,5514,0,other,0,24.477804086365097
275,M(e),80.09,34.282,2019,25.66,5697,0,moraine,0,23.446863175217853
276,M(lg),80.84,34.324,2019,13.22,5742,0,moraine,0,45.91018586736083
277,I(d),80.858,34.316,2019,232.34,5709,0,ice,0,45.24267805703098
278,M(e),80.982,34.307,2019,42.6,5729,0,moraine,0,38.79418692649361
279,O,80.865,32.423,2019,58.84,4452,0,other,0,41.46288150304946
280,O,81.202,34.299,2019,61.15,5274,0,other,0,58.97624564010732
281,E(o),81.257,34.341,2019,51.89,5298,0,other,0,61.61610269957659
282,E(o),80.001,31.9,2019,20.08,5476,0,other,0,17.763037889434454
283,E(o),79.999,31.881,2019,13.93,5511,0,other,0,24.477804086365097
284,M(e),80.664,31.694,2019,14.11,5532,0,moraine,0,18.03246264572919
285,O,80.948,31.499,2019,19.6,5238,0,other,0,15.236872323441244
286,O,80.985,31.495,2019,24.74,5386,0,other,0,22.363454633291155
287,O,80.992,31.474,2019,26.9,5408,0,other,0,22.363454633291155
288,M(e),80.4,30.552,2019,26.56,4990,0,moraine,0,23.818243340393536
289,M(e),80.592,30.477,2019,12.63,5263,0,moraine,0,12.460111379793831
290,O,81.063,31.985,2019,11.79,4734,0,other,0,11.272612201084698
291,O,81.157,31.442,2019,13.01,5240,0,other,0,20.072806713776963
292,M(e),81.032,31.285,2019,13.53,5617,0,moraine,0,27.243950516810973
293,E(o),81.176,31.285,2019,18.1,5171,0,other,0,15.194903958563659
294,E(o),81.133,31.26,2019,12.43,5530,0,other,0,10.363114838154468
295,M(e),81.138,31.234,2019,10.92,5562,0,moraine,0,11.288304747680808
296,E(o),81.195,31.182,2019,52.48,5413,0,other,0,45.63430243605706
297,M(e),81.152,31.179,2019,19.91,5514,0,moraine,0,19.668060141852845
298,E(o),81.243,31.153,2019,15.57,5651,0,other,0,13.681706092500969
299,O,81.631,31.284,2019,25.89,5259,0,other,0,23.636751871823858
300,O,81.595,31.274,2019,156.89,5229,0,other,0,143.44682558074004
301,O,81.518,31.272,2019,28.77,5172,0,other,0,26.326083166228187
302,E(o),81.433,30.431,2019,192.62,5484,0,other,0,190.70679605147626
303,M(o),81.463,30.43,2019,13.7,5572,0,moraine,0,80.13767657022264
304,M(e),81.468,30.416,2019,10.02,5603,0,moraine,0,23.15052898970859
305,M(o),81.476,30.409,2019,11.76,5542,0,moraine,0,13.782381011724446
306,E(o),81.702,30.515,2019,10.17,4818,0,other,0,1.9340308767739542
307,E(o),81.714,30.43,2019,23.45,5184,0,other,0,19.744483128668996
308,E(o),81.721,30.421,2019,18.94,5247,0,other,0,19.744483128668996
309,E(o),81.533,30.393,2019,17.49,5128,0,other,0,11.851208496997893
310,O,81.993,30.463,2019,20.76,5161,0,other,0,20.976274971879572
311,E(o),81.871,30.427,2019,21.31,5338,0,other,0,20.287075620087087
312,E(o),81.868,30.419,2019,14.11,5356,0,other,0,20.287075620087087
313,M(e),81.853,30.399,2019,13.91,5722,0,moraine,0,19.905837983478058
314,M(e),81.964,30.392,2019,20.83,5675,0,moraine,0,21.22387626935864
315,M(e),81.818,30.39,2019,14.51,5544,0,moraine,0,12.083827292264417
316,M(e),81.895,30.39,2019,10.27,5441,0,moraine,0,24.248459801427558
317,M(e),81.93,30.385,2019,59.79,5224,0,moraine,0,24.790030228155974
318,M(e),81.841,30.385,2019,12.42,5571,0,moraine,0,19.905837983478058
319,E(o),82.084,30.592,2019,10.15,5382,0,other,0,9.817170812738155
320,M(e),82.02,30.376,2019,11.62,5493,0,moraine,0,12.240565847774578
321,E(o),78.211,31.231,2019,10.66,4264,0,other,0,8.36964464575844
322,E(c),78.255,31.26,2019,15.1,4403,0,other,0,12.12839868663709
323,M(e),78.987,30.746,2019,25.56,4734,0,moraine,0,30.871102483907773
324,M(e),79.46,30.976,2019,17.02,5537,0,moraine,0,54.11841763421657
325,I(s),79.747,30.904,2019,11.05,4683,0,ice,1,20.345458539777436
326,I(s),79.746,30.901,2019,11.41,4689,0,ice,1,29.669365076693957
327,M(e),79.754,30.901,2019,22.04,4677,0,moraine,0,20.345458539777436
328,M(e),80.179,30.565,2019,17.81,4872,0,moraine,0,23.196514044086996
329,M(e),80.387,30.446,2019,10.0,4306,0,moraine,0,82.46087317547806
330,M(e),80.532,30.392,2019,11.21,4753,0,moraine,0,57.39663697771261
331,M(e),80.784,30.402,2019,43.35,5088,0,moraine,0,42.055898481123954
332,E(o),80.886,30.347,2019,12.47,5253,0,other,0,11.469204276896477
333,M(o),81.33,30.424,2019,12.68,5807,0,moraine,0,10.9181683892641
334,O,81.427,30.417,2019,17.88,5496,0,other,0,190.70679605147626
335,O,81.427,30.405,2019,11.18,5472,0,other,0,96.40091499100794
336,E(o),81.421,30.378,2019,25.56,5659,0,other,0,21.76906742181028
337,E(o),81.376,30.364,2019,10.33,5756,0,other,0,32.699350427411304
338,E(o),81.413,30.343,2019,30.39,5734,0,other,0,32.699350427411304
339,M(e),81.376,30.322,2019,13.96,5542,0,moraine,0,71.16455111683736
340,M(o),81.445,30.319,2019,12.2,5497,0,moraine,0,16.58700218998151
341,M(e),81.409,30.312,2019,13.27,5634,0,moraine,0,50.78975287655869
342,M(e),81.399,30.302,2019,11.68,5580,0,moraine,0,169.58958950356177
343,M(e),81.388,30.297,2019,26.15,5516,0,moraine,0,213.71517831832912
344,M(e),81.349,30.266,2019,20.37,5207,0,moraine,0,125.11574414871565
345,M(e),81.35,30.233,2019,26.79,5297,0,moraine,0,93.8907337046108
346,O,81.689,30.254,2019,27.78,4264,0,other,0,20.86575953741675
347,O,81.574,30.378,2019,22.49,5097,0,other,0,19.987312457434708
348,E(o),81.512,30.328,2019,12.27,5221,0,other,0,8.836129265389928
349,E(o),81.574,30.284,2019,14.32,5077,0,other,0,11.554181434104798
350,M(o),81.748,30.162,2019,16.11,5046,0,moraine,0,13.354218516250048
351,M(o),81.685,30.14,2019,21.34,4655,0,moraine,0,20.890029521230762
352,M(e),81.861,30.346,2019,15.56,5431,0,moraine,0,27.356754142651358
353,M(o),81.831,30.345,2019,10.48,5520,0,moraine,0,26.272107719099736
354,M(o),81.913,30.338,2019,28.2,5135,0,moraine,0,44.41312584684461
355,M(e),81.92,30.336,2019,10.09,5130,0,moraine,0,44.41312584684461
356,M(e),81.833,30.324,2019,11.65,5571,0,moraine,0,26.272107719099736
357,M(e),81.876,30.313,2019,10.69,5546,0,moraine,0,34.26833744039563
358,M(e),81.866,30.307,2019,10.94,5492,0,moraine,0,34.26833744039563
359,M(e),81.802,30.216,2019,19.31,5343,0,moraine,0,106.00604768058732
360,M(e),81.758,30.214,2019,12.12,5368,0,moraine,0,54.17056547533507
361,M(e),81.878,30.204,2019,12.66,5518,0,moraine,0,75.82383819107436
362,M(e),81.781,30.129,2019,75.65,5015,0,moraine,0,65.08475477552261
363,O,81.955,30.059,2019,11.43,4440,0,other,0,41.57282199279672
364,M(e),81.941,30.057,2019,13.87,4564,0,moraine,0,53.46194560796764
365,M(e),81.031,29.921,2019,18.61,4821,0,moraine,0,74.808009748341
366,E(o),81.674,29.936,2019,11.23,4569,0,other,0,17.117031492710826
367,E(o),81.747,29.898,2019,12.9,4692,0,other,0,6.227830803711357
368,M(e),81.578,29.898,2019,28.51,3581,0,moraine,0,31.295043037346627
369,M(e),81.527,29.773,2019,49.99,4576,0,moraine,0,43.6494938702213
370,E(c),81.556,29.648,2019,11.64,4551,0,other,0,9.052909027107146
371,E(c),81.544,29.61,2019,13.28,4467,0,other,0,9.212522025159576
372,M(l),82.161,30.149,2019,16.65,4994,0,moraine,0,380.16784230840557
373,M(l),82.127,30.067,2019,62.33,4829,0,moraine,0,59.06366931874547
374,M(l),82.197,29.993,2019,24.67,4379,0,moraine,0,88.89378915155523
375,E(c),82.25,29.971,2019,17.27,4881,0,other,0,50.869855062263596
376,E(c),82.208,29.935,2019,12.01,4562,0,other,0,44.74818333488068
377,E(c),82.207,29.929,2019,32.97,4550,0,other,0,44.74818333488068
378,O,82.235,29.928,2019,12.27,4236,0,other,0,37.04341942419125
379,M(o),82.245,29.702,2019,10.53,4671,0,moraine,0,69.80641233927082
380,M(o),82.193,29.675,2019,15.17,4223,0,moraine,0,14.123128004008302
381,E(o),82.222,29.669,2019,11.34,4577,0,other,0,14.123128004008302
382,E(o),82.194,29.668,2019,12.67,4379,0,other,0,14.123128004008302
383,E(c),82.203,29.666,2019,19.44,4388,0,other,0,14.123128004008302
384,E(o),82.223,29.654,2019,13.57,4492,0,other,0,14.123128004008302
385,E(o),82.236,29.116,2019,10.84,4270,0,other,0,7.609621033292181
386,E(o),82.186,29.084,2019,11.01,4242,0,other,0,7.61218265223146
387,M(o),82.383,29.878,2019,12.59,4967,0,moraine,0,60.5065760703357
388,E(c),82.415,29.754,2019,42.4,4692,0,other,0,52.01061954915556
389,M(l),82.25,29.714,2019,11.54,4651,0,moraine,0,69.80641233927082
390,M(o),82.373,29.698,2019,13.27,4842,0,moraine,0,18.797662694191118
391,E(o),82.361,29.432,2019,27.07,4398,0,other,0,20.803690673665066
392,E(c),82.43,29.408,2019,19.81,4415,0,other,0,40.14016798394753
393,E(o),82.394,29.391,2019,16.79,3954,0,other,0,19.326902978834276
394,E(o),82.416,29.387,2019,13.31,4447,0,other,0,51.56461173515118
395,E(c),82.424,29.384,2019,46.79,4434,0,other,0,51.56461173515118
396,E(o),82.41,29.382,2019,10.19,4287,0,other,0,50.23443137338786
397,E(o),82.474,29.309,2019,15.73,4081,0,other,0,10.414422983303144
398,E(o),82.256,29.119,2019,13.37,4430,0,other,0,7.609621033292181
399,E(o),82.514,29.893,2019,11.14,5031,0,other,0,6.539537461783854
400,M(o),82.712,29.822,2019,19.68,5037,0,moraine,0,24.775505040062345
401,M(e),82.671,29.798,2019,13.7,4654,0,moraine,0,90.62916030244523
402,M(o),82.705,29.743,2019,11.27,5346,0,moraine,0,18.63621863895106
403,M(o),82.644,29.723,2019,18.86,4978,0,moraine,0,17.934105102000885
404,E(o),82.561,29.696,2019,11.37,4830,0,other,0,9.04858481550291
405,M(e),82.705,29.297,2019,10.03,5003,0,moraine,0,103.05862927026271
406,M(e),82.59,29.27,2019,10.04,4335,0,moraine,0,9.713458804134643
