Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,expansion_ha_peryr_5y,expansion_ha_peryr_10y
1765,E(o),93.144,28.658,2023,11.84,4518,0,other,0,18.91408477492195,-0.4097909260503328,1.3555098925734117
1766,E(o),93.092,28.342,2023,62.44,4251,0,other,0,40.623831473889176,5.2320874972037625,2.1418198418338115
1767,E(o),93.047,28.32,2023,72.68,4255,0,other,0,54.62403014258596,1.4702679526544302,1.4624418131777752
1768,E(o),93.462,28.65,2023,16.59,4046,0,other,0,59.092478505594094,0.4569783488279156,3.096470286110869
1769,E(o),93.38,28.541,2023,16.25,4307,0,other,0,11.201739014542806,-2.6506101396452193,0.567971684400822
1770,E(o),93.394,28.524,2023,12.17,4249,0,other,0,11.201739014542806,-2.6506101396452193,0.567971684400822
1771,E(o),93.377,28.52,2023,13.61,4247,0,other,0,7.257511049782214,-0.5522070252156384,0.1735488879247628
1772,E(o),93.391,28.313,2023,20.03,4066,0,other,0,13.202497559410586,-0.5533985070104958,-0.4427207598856119
1773,O,93.437,28.305,2023,35.07,3952,0,other,0,24.11403012571683,-2.4985008127716988,0.4822838266991248
1774,E(o),93.419,28.297,2023,20.77,3841,0,other,0,24.11403012571683,-2.4985008127716988,0.4822838266991248
1775,E(c),93.734,28.668,2023,19.78,4016,0,other,0,7.642748846985971,-0.598814871607412,-0.2363719416149098
1776,E(c),93.726,28.594,2023,25.13,4208,0,other,0,16.084592840706907,-1.6242784381057276,-0.6386784749120938
1777,E(o),93.743,28.585,2023,11.14,3758,0,other,0,16.084592840706907,-1.6242784381057276,-0.6386784749120938
1778,E(o),93.712,28.585,2023,14.16,3873,0,other,0,16.084592840706907,-1.6242784381057276,-0.6386784749120938
1779,E(o),93.578,28.576,2023,36.88,3842,0,other,0,24.21008452048216,0.031555798490929,0.6703102590070639
1780,E(o),93.563,28.568,2023,16.13,4074,0,other,0,24.21008452048216,0.031555798490929,0.6703102590070639
1781,E(o),93.555,28.489,2023,13.67,4647,0,other,0,9.076421703851274,-1.0101572508574406,0.41041289989634
1782,E(o),93.603,28.483,2023,12.34,3987,0,other,0,4.657686817607749,-0.631371175641674,0.3078899532158194
1783,E(o),93.605,28.459,2023,11.86,3957,0,other,0,23.68458324153296,3.04745379379066,0.9552923037544124
1784,E(o),93.579,28.458,2023,47.52,3922,0,other,0,23.76353515961673,3.063244177407324,0.9631874955627892
1785,E(o),93.82,28.616,2023,46.32,3590,0,other,0,36.49816093492918,0.6306374097948947,1.4268106725427656
1786,E(o),93.805,28.597,2023,12.29,4163,0,other,0,36.49816093492918,0.6306374097948947,1.4268106725427656
1787,E(o),93.839,28.587,2023,11.27,4296,0,other,0,7.096511945425324,-0.882771272001826,0.0157707799341983
1788,E(o),93.812,28.583,2023,11.42,3799,0,other,0,18.764189728716797,-0.5360808107618744,0.8435920112883251
1789,E(o),93.884,28.549,2023,15.78,4070,0,other,0,9.151391097798069,0.4421597077660804,0.5522898479908382
1790,E(o),93.781,28.27,2023,12.78,3537,0,other,0,0.6327500058850118,-0.2689079592064793,-0.2056357400561755
1791,M(e),92.345,27.831,2023,22.14,5032,0,moraine,0,60.028517413301245,0.3176230108000922,0.2064688052331242
1792,M(e),92.651,27.98,2023,52.21,4988,0,moraine,0,43.77474455069809,-0.3172144839198424,-0.1030957219697562
1793,M(o),92.969,28.117,2023,18.06,4214,0,moraine,0,44.1155352448596,0.8078518612099572,0.3247291070112567
1794,E(c),92.951,28.116,2023,55.58,4648,0,other,0,44.1155352448596,-1.3137329013189558,0.3247291070112567
1795,M(o),92.97,28.106,2023,12.93,4340,0,moraine,0,44.1155352448596,0.8078518612099572,0.3247291070112567
1796,E(o),92.937,28.087,2023,21.48,4328,0,other,0,11.962706963825616,-0.5545647129822247,0.594175973607755
1797,E(o),92.884,28.062,2023,23.64,4365,0,other,0,13.946612280385112,-0.8082705331666944,-0.2377242545907519
1798,E(c),93.122,28.339,2023,14.38,4086,0,other,0,26.00256041224695,0.6959863847975057,0.4191116991724797
1799,E(c),93.355,28.294,2023,10.09,3597,0,other,0,3.0040902168473056,-0.0474343245279908,-0.3557449025295379
1800,M(l),92.436,27.728,2023,13.8,4995,0,moraine,0,8.902627052898776,-1.0015414977284511,-0.1033301181802121
1801,E(o),92.407,27.637,2023,21.73,4325,0,other,0,5.648353209242977,0.7318996793790321,0.0716009244915936
1802,E(o),92.385,27.602,2023,10.47,4227,0,other,0,6.207147706895881,-0.0318326952884101,0.5570527125601596
1803,E(o),92.685,27.835,2023,18.24,3951,0,other,0,4.684174093516505,0.4444518417648854,-0.0954417634850506
1804,E(o),92.647,27.825,2023,49.71,4609,0,other,0,13.103819448272851,-5.130296295993341,-0.8656476668112371
1805,E(o),92.515,27.742,2023,13.05,3863,0,other,0,5.166736397921592,-0.2700784162622868,-0.1349960352137606
1806,E(o),92.793,27.92,2023,10.67,4291,0,other,0,5.950723658240467,0.8409589591458608,-0.1744737293242787
1807,E(c),92.81,27.904,2023,12.25,4306,0,other,0,2.301367870810908,-0.7621033080847903,-0.0079024286187896
1808,E(o),92.786,27.901,2023,10.15,4248,0,other,0,2.301367870810908,-0.9843570761336397,-0.0079024286187896
1809,E(o),92.8,27.877,2023,35.96,3943,0,other,0,1.349135249983911,-1.1748036029393896,-0.4286935782358462
1810,E(c),94.356,30.248,2023,14.76,4853,0,other,0,227.41408926318977,5.770769303467921,20.158478759878488
1811,M(o),94.336,30.219,2023,11.64,4565,0,moraine,0,37.56005598242049,-1.3192677272935156,1.0398956687972465
1812,E(o),94.383,30.214,2023,26.99,4715,0,other,0,104.28863562137956,9.60631830769908,6.246388128465415
1813,E(o),94.408,30.175,2023,28.0,3566,0,other,0,36.945462974769704,2.0472863030881414,1.652886444199617
1814,E(v),94.346,30.174,2023,180.8,3654,0,other,0,175.0594901451569,-0.2949975718631265,0.0776196906918812
1815,M(o),94.301,30.142,2023,11.45,4405,0,moraine,0,18.09550367757077,-2.39167204623613,0.1708615603370503
1816,O,94.483,30.098,2023,15.5,3289,0,other,0,23.078782793438315,-0.2797351126362855,0.1321009378507767
1817,E(o),94.464,30.073,2023,90.19,4110,0,other,0,76.70056115149809,-0.4351616924420511,0.3963278023252073
1818,E(o),94.358,30.053,2023,25.92,4730,0,other,0,97.07257047090438,-2.406768997804977,7.826632802575981
1819,E(o),94.396,30.028,2023,11.01,4664,0,other,0,39.19306739177112,-0.1399798860964921,0.2177434895533764
1820,E(c),94.444,30.017,2023,11.69,4609,0,other,0,86.52530210728303,2.7986182287550294,3.4894144885707568
1821,E(c),94.472,30.013,2023,66.38,4327,0,other,0,65.53616288343532,1.5237237212295525,1.3360679579165506
1822,E(o),94.384,30.005,2023,59.09,4020,0,other,0,68.12867447856144,-3.4997750362139497,2.2870118737128444
1823,E(o),94.342,29.985,2023,10.51,4407,0,other,0,77.29834331274482,-3.1791219373644705e-05,3.4915858459066045
1824,E(o),94.328,29.984,2023,11.45,4515,0,other,0,77.29834331274482,-3.1791219373644705e-05,3.4915858459066045
1825,E(v),94.292,29.959,2023,134.02,4282,0,other,0,122.61337287023932,-1.384845308992982,0.3423271899483268
1826,O,94.32,29.954,2023,10.03,4232,0,other,0,66.90630661827315,-1.3070418968127568,0.2100562831705033
1827,E(o),94.486,29.954,2023,10.3,4550,0,other,0,6.537236878856066,-0.6535141293909483,0.2724841876641655
1828,E(o),94.358,29.947,2023,109.97,4148,0,other,0,117.97642095572252,-5.743046886667466,2.6472331886054308
1829,E(o),94.287,29.942,2023,27.11,4296,0,other,0,122.5355745337619,-1.3848453089929875,0.3345473563005853
1830,E(o),94.388,29.932,2023,13.3,4238,0,other,0,117.82076973566257,-5.525158854989994,5.151654600197507
1831,E(o),94.499,29.913,2023,34.4,4443,0,other,0,29.732955490419375,0.3580139838340983,0.8561638235447848
1832,E(o),94.461,29.896,2023,85.25,4346,0,other,0,71.07631690411161,-0.077865794426583,0.9731412388823208
1833,E(o),94.446,29.884,2023,16.18,4632,0,other,0,71.07631690411161,-0.077865794426583,0.9731412388823208
1834,E(o),94.717,29.943,2023,10.75,4554,0,other,0,24.04223418237941,0.85587874126308,1.3692129013528875
1835,E(o),94.613,29.941,2023,10.19,4546,0,other,0,40.61914372688653,0.0466864678509224,0.2567928790598067
1836,E(o),94.589,29.941,2023,48.08,4509,0,other,0,40.61914372688653,0.0466864678509224,0.2567928790598067
1837,E(c),94.72,29.933,2023,23.31,4372,0,other,0,24.04223418237941,0.871439499643764,1.3692129013528875
1838,E(o),94.711,29.91,2023,10.29,4411,0,other,0,15.257990291021802,-0.1401237967154728,0.1634782595166598
1839,E(o),94.561,29.902,2023,16.26,4495,0,other,0,134.6099091616899,0.4359983645822808,1.152282959770099
1840,E(o),94.528,29.902,2023,10.55,4591,0,other,0,43.03914421681707,-1.0117289195596115,2.193852626547444
1841,E(o),94.533,29.9,2023,15.42,4615,0,other,0,44.673559238022406,-0.7159912062234796,1.7110302320244386
1842,E(c),94.701,29.899,2023,21.07,4500,0,other,0,15.257990291021802,-0.1401237967154728,0.1634782595166598
1843,E(o),94.727,29.892,2023,13.6,4288,0,other,0,15.257990291021802,-0.1401237967154728,0.1634782595166598
1844,E(v),94.569,29.89,2023,158.02,4149,0,other,0,135.31069736641234,0.404852276074331,1.1990023007091608
1845,E(o),94.646,29.885,2023,27.76,4308,0,other,0,21.800224295312532,1.089984508189945,0.3036444673766613
1846,E(o),94.582,29.882,2023,18.69,4418,0,other,0,135.31069736641234,0.404852276074331,1.1990023007091608
1847,E(o),94.541,29.879,2023,37.67,4266,0,other,0,61.118811356763295,0.2491437610987901,0.8175328426902283
1848,E(o),94.63,29.877,2023,22.63,4490,0,other,0,21.800224295312532,1.089984508189945,0.3036444673766613
1849,E(o),94.616,29.875,2023,15.79,4588,0,other,0,15.49496588518505,0.1401560417213979,0.6073347228330122
1850,E(o),94.687,29.869,2023,24.37,4378,0,other,0,16.897949290830528,1.6820175409259934,0.8254322037307642
1851,E(o),94.531,29.861,2023,17.89,4592,0,other,0,28.264067456150993,-0.3114448339909252,0.0700810538372973
1852,E(o),94.583,29.852,2023,13.48,4688,0,other,0,6.3864678255200005,-0.3271138351589336,0.2570167496286624
1853,E(v),94.633,29.829,2023,60.2,4231,0,other,0,51.57064121009422,0.7478221223867948,1.402237444940457
1854,O,94.55,29.825,2023,12.85,4275,0,other,0,7.869189612060439,0.592137912599498,0.3661905498116279
1855,E(o),94.599,29.824,2023,11.98,4564,0,other,0,7.323797589891305,0.2338582887873713,0.4908507503198865
1856,E(o),94.572,29.815,2023,13.32,4400,0,other,0,17.767421354127965,2.3225830416347035,0.7558939862714225
1857,E(o),94.577,29.796,2023,29.63,4351,0,other,0,37.48486206530777,0.0623434052535103,0.0935173570051482
1858,E(v),94.601,29.779,2023,184.22,4146,0,other,0,98.0547021223762,0.1091233252382466,0.1169185860313831
1859,E(o),94.56,29.777,2023,32.49,4161,0,other,0,37.33487728288637,0.1247072522859056,0.1870643603880545
1860,E(o),94.573,29.776,2023,47.72,4161,0,other,0,68.59124630227993,0.0935338071343835,0.0857392642500357
1861,E(c),93.987,28.763,2023,20.22,3957,0,other,0,9.762171616357794,1.0551898237080268,-0.0392598310751434
1862,E(o),93.915,28.742,2023,10.1,4150,0,other,0,0.7085841031569812,-0.7400675970265642,-0.2047007058603605
1863,E(c),93.795,28.728,2023,10.98,4205,0,other,0,2.1265789943914233,-0.9766475278655764,-0.4725680666768884
1864,E(o),93.792,28.707,2023,17.92,3793,0,other,0,2.1265789943914233,-0.9766475278655764,-0.4725680666768884
1865,E(c),93.845,28.606,2023,12.39,4022,0,other,0,28.300069561066845,0.3153234097383056,0.84348566889153
1866,E(c),93.887,28.562,2023,13.03,3938,0,other,0,6.862587511045332,-0.0156010095838462,0.3234094893155648
1867,E(o),94.153,28.757,2023,13.33,3875,0,other,0,1.1808556062639066,-0.6299267541606891,0.0236255972419594
1868,E(o),94.134,28.754,2023,10.91,4057,0,other,0,1.1808556062639066,-0.6299267541606891,0.0236255972419594
1869,E(c),94.001,28.753,2023,22.89,4019,0,other,0,9.762171616357794,1.1180065137097113,-0.0392598310751434
1870,E(c),94.372,28.963,2023,18.95,4145,0,other,0,14.688924018565707,1.759416268208406,1.2803548371134386
1871,E(o),94.383,28.953,2023,19.27,3858,0,other,0,8.720283611304682,-0.0945608192055733,0.7541901693571951
1872,E(o),94.451,28.837,2023,18.47,4136,0,other,0,7.079424041456831,-0.0002057103036273,0.2674533944693196
1873,M(e),95.182,30.603,2023,110.12,4278,0,moraine,0,97.46467606031676,-2.797861954929746,4.2662562220311635
1874,E(o),95.217,30.269,2023,12.18,3938,0,other,0,237.36109341406413,-21.95060089538079,6.32186933611793
1875,M(e),95.252,30.571,2023,34.62,4520,0,moraine,0,106.9283340029824,-3.834919166129063,3.0616036454863647
1876,E(o),95.487,30.531,2023,10.31,4783,0,other,0,7.117373877294888,-3.3420405538209237,-0.4177729902034895
1877,E(o),95.296,30.42,2023,22.11,4404,0,other,0,70.47030647106597,7.263891033874891,0.7898943186756491
1878,E(o),95.419,30.392,2023,10.82,4317,0,other,0,9.216226345324523,-0.7282328832907397,-1.9826373612056236
1879,E(o),95.551,30.591,2023,36.7,5043,0,other,0,27.9055948538112,0.0927572912629635,0.8889574230681664
1880,E(o),95.576,30.576,2023,15.48,4924,0,other,0,14.532587913049325,0.1236788831184444,0.2241729155762442
1881,E(o),95.644,30.564,2023,18.17,5073,0,other,0,7.964226098030147,0.2474368331307316,-1.4382015001114183
1882,E(o),95.703,30.541,2023,15.73,5053,0,other,0,13.532223218148436,0.1697154837455531,-0.2013091624260767
1883,E(o),95.548,30.537,2023,13.31,4811,0,other,0,6.960933382760562,-0.2013980438564537,0.1005457724883085
1884,E(o),95.565,30.533,2023,10.34,4918,0,other,0,6.960933382760562,-0.1701559155347634,0.1005457724883085
1885,E(o),95.693,30.527,2023,12.41,4988,0,other,0,9.976839181674414,-2.182543235393279,-0.5568475660734787
1886,M(o),95.701,30.522,2023,13.86,4991,0,moraine,0,10.750916185830762,-2.0277278345620093,-0.3559731928697884
1887,E(o),95.669,30.514,2023,16.25,4761,0,other,0,8.973923781257099,-2.383126315476742,-0.0154850020604422
1888,E(o),95.575,30.473,2023,56.47,4866,0,other,0,52.62836939882212,1.2383483499769086,1.625299113383773
1889,E(o),95.65,30.496,2023,11.52,4954,0,other,0,8.973923781257099,-1.2223465337493866,-0.0154850020604422
1890,E(o),95.588,30.47,2023,13.82,4876,0,other,0,52.62836939882212,1.2383483499769086,1.625299113383773
1891,E(o),95.602,30.436,2023,33.96,5002,0,other,0,23.691906746697914,-0.9136053012465,0.108407870987348
1892,E(o),95.657,30.391,2023,18.3,4734,0,other,0,51.19431817343798,3.0050833368902232,1.06104003958486
1893,O,95.745,30.386,2023,10.71,4257,0,other,0,12.318882117077216,-1.378726467001939,-0.0539191807328395
1894,M(o),95.654,30.381,2023,25.1,4751,0,moraine,0,45.92795955850856,2.865677677417313,0.5731268143791184
1895,M(o),95.611,30.326,2023,17.32,4916,0,moraine,0,110.21812405379616,0.0621083810266696,1.7672455018216666
1896,M(o),95.548,30.3,2023,13.14,4419,0,moraine,0,34.49944771710634,1.083898999709093,1.5350123416593504
1897,M(e),95.606,30.269,2023,38.89,4459,0,moraine,0,132.87847040803345,3.987128476042483,0.0155178061656954
1898,M(o),95.604,30.251,2023,134.45,4442,0,moraine,0,136.4470719372392,3.9716125156536064,0.0310334192760791
1899,M(o),95.603,30.238,2023,15.95,4394,0,moraine,0,136.4470719372392,-9.241132271479705,0.0310334192760791
1900,M(o),95.592,30.229,2023,25.71,4354,0,moraine,0,144.70959275610537,-9.52851637541811,4.942417278526188
1901,M(e),95.543,30.223,2023,12.71,4173,0,moraine,0,74.8121997275721,-2.405568416899135,-0.193964366880678
1902,M(e),95.584,30.221,2023,85.49,4342,0,moraine,0,144.70959275610537,-9.52851637541811,4.942417278526188
1903,M(o),95.856,30.341,2023,18.58,4851,0,moraine,0,10.69374564649512,-0.8985798323211007,0.4184459527450427
1904,E(o),95.871,30.288,2023,11.6,4724,0,other,0,51.184056560152015,2.0466134160126885,2.675533312466615
1905,E(o),95.857,30.18,2023,21.83,4442,0,other,0,25.62056917026336,-4.610707894592494,0.6446863919526862
1906,M(o),95.917,30.008,2023,12.77,4670,0,moraine,0,24.49424962057908,-5.832089625242287,0.7074285411482766
1907,M(e),95.642,29.805,2023,24.48,4131,0,moraine,0,196.2017742535224,-2.0104063677812065,11.968760662595509
1908,E(o),95.512,29.796,2023,29.47,4133,0,other,0,46.904227161323504,-0.8881811948053283,2.119276313859884
1909,M(e),95.866,29.992,2023,46.26,4312,0,moraine,0,45.964632722346856,-3.2519184239394745,-0.1788902239082325
1910,E(o),95.905,29.982,2023,19.77,4189,0,other,0,20.223341659289595,0.2953526845752634,-1.2743067937748266e-06
1911,E(o),95.909,29.905,2023,13.26,4168,0,other,0,52.400550072389635,-1.6506155596183971,1.0744742510613357
1912,M(o),95.982,29.87,2023,11.87,4707,0,moraine,0,125.03334793780506,0.249106904541378,8.081325070840188
1913,M(o),96.141,29.598,2023,65.09,4025,0,moraine,0,44.74018909901937,-19.04751666214298,-0.195209572230884
1914,M(o),96.161,29.579,2023,13.0,3874,0,moraine,0,92.01654782402814,-11.232094516576044,0.835824087915212
1915,E(o),96.257,29.907,2023,19.83,4578,0,other,0,78.84115261264535,-2.5217489436121783,6.288030952427993
1916,E(o),96.399,29.904,2023,10.21,4892,0,other,0,28.496664187487976,-1.0737488547725107,-0.2021105302313465
1917,E(o),96.38,29.893,2023,22.74,4681,0,other,0,32.46778877241369,-0.2795239377881486,0.1950019282608344
1918,M(o),96.391,29.883,2023,27.39,4691,0,moraine,0,32.46778877241369,-0.2795239377881486,0.1950019282608344
1919,M(e),96.325,29.874,2023,19.41,4117,0,moraine,0,79.13033482901345,-4.408109989627695,6.137672642932941
1920,M(o),96.37,29.867,2023,15.47,4775,0,moraine,0,31.7670686334867,0.7942289619712894,0.5372651531382789
1921,M(o),96.351,29.823,2023,101.06,4870,0,moraine,0,67.23270793959499,2.3527133727831555,0.4518685237053582
1922,E(o),96.375,29.762,2023,12.04,4810,0,other,0,9.822225560086736,-0.217954093757298,-0.1791084540948018
1923,E(c),96.308,29.706,2023,23.92,4845,0,other,0,107.778453294053,-2.713889086409341,5.411854388674703
1924,E(o),96.47,29.626,2023,12.62,4364,0,other,0,44.41697748950812,0.4683557145672111,3.044423199580426
1925,E(c),96.375,29.571,2023,27.01,4279,0,other,0,142.9264717944288,0.7182234658559821,11.894982486001677
1926,M(e),96.553,29.664,2023,21.41,4696,0,moraine,0,32.311596219174405,2.3110979059495222,1.1087281399828786
1927,E(o),94.526,29.177,2023,14.84,4258,0,other,0,10.818685239333078,-0.3767385960412607,0.3763002699940975
1928,E(c),94.969,29.504,2023,15.54,4451,0,other,0,57.58695484151478,2.6097775985600493,2.390135642357025
1929,E(c),94.816,29.33,2023,27.4,4151,0,other,0,31.31101661715916,-2.7084180861056524,2.465651957761665
1930,E(o),94.922,29.316,2023,31.3,3657,0,other,0,17.147371347292108,-3.352282510204815,0.3601703925455813
1931,O,94.77,29.256,2023,12.67,3294,0,other,0,13.162177066789576,0.7835120858860527,0.5484481834086026
1932,E(c),94.783,29.226,2023,13.12,3683,0,other,0,17.164114896457228,1.3169845618976286,1.2775342075685223
1933,E(c),94.78,29.222,2023,19.59,3754,0,other,0,16.537122053571494,1.191585993320977,1.2148349232801965
1934,E(o),94.398,28.978,2023,24.66,3111,0,other,0,17.439521735575717,0.9269548471068128,1.0919343436062086
1935,E(o),95.038,29.483,2023,40.06,3897,0,other,0,83.07918111065706,6.502588620734308,2.868306807731718
1936,E(o),95.074,29.478,2023,40.76,3474,0,other,0,45.89417484614799,-2.1265916838793357,1.446839089167224
1937,E(o),95.227,29.254,2023,20.72,1441,0,other,0,18.880522228097117,0.3760435260365981,0.3525444132184127
1938,E(o),95.242,29.069,2023,18.51,3823,0,other,0,22.37048153583352,1.06751796024853,1.9937494431942784
1939,E(c),95.237,29.058,2023,10.02,3743,0,other,0,21.193092264639233,0.9890250699884782,1.876010516074771
1940,E(c),95.453,29.188,2023,15.04,3866,0,other,0,1.6463622543639769,0.2038426390622421,-0.6900623045848562
1941,E(c),95.451,29.183,2023,10.73,3922,0,other,0,1.6463622543639769,0.2038135497509795,-0.6900623045848562
1942,E(o),95.486,29.18,2023,93.81,3533,0,other,0,7.91732625948188,1.2541291695705326,-0.0393330599071224
1943,E(o),95.491,29.163,2023,34.65,3544,0,other,0,0.8625971787666418,-0.1568166465731578,-0.7448059679789676
1944,E(o),95.464,29.161,2023,19.76,3826,0,other,0,1.6463622543639769,-6.363145297814122e-05,-0.6900623045848562
1945,E(o),95.493,29.144,2023,17.69,3673,0,other,0,1.0981443707691905,-0.1097072081725205,-0.517627338828585
1946,E(o),95.405,29.14,2023,20.64,3765,0,other,0,6.510029697046748,1.0666570595641864,0.2509481604389122
1947,E(o),95.263,29.062,2023,48.24,3668,0,other,0,22.37048153583352,1.06751796024853,1.9780313408071053
1948,E(c),95.546,29.763,2023,47.44,3474,0,other,0,55.33818293737728,1.4029375685687242,-0.6780665581273133
1949,E(o),95.528,29.723,2023,13.44,3065,0,other,0,8.344328601118113,0.015597530792527,0.1481693050127535
1950,E(c),95.613,29.633,2023,39.4,4320,0,other,0,32.78142114539462,1.3266707840039786,1.5844373219609929
1951,E(o),95.74,29.599,2023,14.79,4010,0,other,0,24.98336934996372,0.5308924526335744,1.1398721328235006
1952,E(c),95.691,29.596,2023,11.35,4314,0,other,0,75.96638342024673,-19.89257527908044,4.0210728684677495
1953,E(o),95.679,29.557,2023,10.64,4199,0,other,0,148.48581369692235,-31.84273801424096,10.841034243509444
1954,E(c),95.693,29.513,2023,37.79,3922,0,other,0,31.72770944108335,-0.6251768128559874,0.4454413479207925
1955,E(o),95.63,29.377,2023,33.66,3750,0,other,0,23.318909183364177,0.2817011208501618,1.815424802552117
1956,E(o),95.558,29.374,2023,12.79,4049,0,other,0,7.669980743997287,-1.252049794813744,0.2347934868032583
1957,E(o),95.718,29.374,2023,12.83,4046,0,other,0,21.5176451449116,0.1395936852945837,0.1801187681007075
1958,E(o),95.712,29.372,2023,13.6,4042,0,other,0,22.30363004932441,0.015632839854824,0.2587172585419885
1959,E(c),95.696,29.367,2023,12.43,4282,0,other,0,33.88600629054756,-3.834795843154175,0.7747560248565396
1960,E(o),95.598,29.363,2023,15.57,4150,0,other,0,19.41091644457984,-2.0347833384802927,1.0332115089770173
1961,E(o),95.583,29.359,2023,33.71,4193,0,other,0,19.41091644457984,-2.0347833384802927,1.0332115089770173
1962,E(o),95.656,29.359,2023,13.11,3951,0,other,0,19.48663630515315,-3.8660904691468354,0.4382474084897575
1963,E(c),95.664,29.356,2023,16.4,4091,0,other,0,32.39914103010171,-3.396554608307647,0.7982331743480667
1964,E(c),95.732,29.347,2023,11.27,4140,0,other,0,18.55008756368677,-1.5352438370504822,0.2583097184096065
1965,E(c),95.695,29.347,2023,11.54,4101,0,other,0,32.790382558338486,-3.1930776003389907,0.6651936516356318
1966,E(c),95.741,29.336,2023,11.33,4111,0,other,0,39.30237546036793,0.861187000574742,2.3648464707834735
1967,E(o),95.59,29.324,2023,25.1,4016,0,other,0,12.526778002285774,-0.0782401306206601,0.6341865116183973
1968,E(v),95.64,29.304,2023,70.17,3322,0,other,0,53.71870206179662,4.197195127119706,0.9396876792919996
1969,E(o),95.725,29.304,2023,12.17,3952,0,other,0,23.885358091795386,-0.8457684492236801,0.9949133954997104
1970,E(o),95.74,29.283,2023,20.05,4168,0,other,0,23.885358091795386,-0.8457684492236801,0.837383295317667
1971,E(c),95.739,29.273,2023,11.19,4023,0,other,0,17.855396459923774,-0.1879461228931795,0.2343871321305062
1972,E(o),95.659,29.237,2023,12.7,4016,0,other,0,7.209287036381912,-0.6425689660774015,-0.0783616010364533
1973,E(o),95.596,29.234,2023,14.68,3750,0,other,0,7.1309095388566215,0.7209251198452242,0.0549908159627592
1974,E(c),95.654,29.233,2023,17.08,3915,0,other,0,7.209287036381912,-0.6425689660774015,-0.0783616010364533
1975,E(c),95.545,29.202,2023,21.83,3838,0,other,0,0.5485691931487201,-0.2194528781062721,-1.2071531441189416
1976,E(o),95.505,29.2,2023,24.28,4104,0,other,0,7.917326259483079,1.207219735902398,0.0390711685358089
1977,E(c),95.592,29.195,2023,43.26,3708,0,other,0,16.38381000188755,-1.944074189312736,-1.7089346499802378
1978,E(c),95.795,29.539,2023,22.16,3895,0,other,0,16.562916235093137,-0.4220470191006896,0.3046966150590224
1979,E(c),95.804,29.535,2023,20.81,4065,0,other,0,16.562916235093137,-0.4220470191006896,0.3046966150590224
1980,M(o),95.987,29.387,2023,42.62,4251,0,moraine,0,48.58997030951153,1.1424182411939257,1.6666322176763164
1981,M(o),95.951,29.375,2023,17.15,4296,0,moraine,0,35.52753848325273,-0.4069629966233662,0.500824343255157
1982,E(o),95.873,29.371,2023,103.75,4344,0,other,0,87.02055416902081,0.2973172521034996,0.3990690661401885
1983,M(o),95.927,29.354,2023,37.97,4357,0,moraine,0,33.884251027293665,-0.5947660698085742,0.3124355659024218
1984,M(o),95.902,29.352,2023,20.65,4212,0,moraine,0,34.67555614864626,0.4230944371270738,0.3915660780376811
1985,M(o),95.915,29.352,2023,46.14,4357,0,moraine,0,34.67555614864626,0.4230944371270738,0.3915660780376811
1986,E(o),95.871,29.335,2023,27.26,4025,0,other,0,56.05265746426106,1.2212017186375932,3.4054847993013646
1987,E(o),95.847,29.327,2023,27.9,4290,0,other,0,42.67102890887739,3.5389562955075333,2.067321943762998
1988,E(o),95.857,29.323,2023,15.01,4169,0,other,0,43.76174784835204,-1.002123985543233,2.1763938377104624
1989,E(c),95.16,28.72,2023,21.86,3640,0,other,0,1.4962847527419416,-0.5511955560110977,0.1023865185277377
1990,E(o),95.252,28.964,2023,19.91,3717,0,other,0,1.1000194988798997,-1.36724194673138,-0.2199802196274591
1991,E(o),95.298,28.943,2023,11.19,3780,0,other,0,0.2357076630567906,-2.1215786003117323,-0.2593858373327558
1992,E(o),95.323,28.922,2023,16.42,3841,0,other,0,0.7075392334472331,-0.4244194495985616,-0.4244157606518671
1993,E(o),95.313,28.899,2023,20.34,3788,0,other,0,0.7075392334472331,-0.4244194495985616,-0.3772575912447093
1994,E(o),95.316,28.876,2023,14.98,3847,0,other,0,1.4157651275063263,-0.2201496963788056,-0.2358358640827809
1995,E(o),95.447,29.176,2023,14.14,3906,0,other,0,1.6463622543655256,0.2038135497509795,-0.6900623045848562
1996,E(o),95.45,29.167,2023,21.38,3945,0,other,0,1.6463622543655256,0.2038135497509795,-0.6900623045848562
1997,O,95.437,29.141,2023,21.42,3322,0,other,0,0.3137644262998781,-0.1882858913139642,-0.0548921154771981
1998,E(o),95.439,29.129,2023,53.88,3284,0,other,0,0.3137644262998781,-0.1882858913139642,-0.0548921154771981
1999,E(o),95.397,29.12,2023,11.15,3914,0,other,0,6.5100296970489255,1.0509671628358452,0.2509481604389122
2000,E(c),95.48,29.117,2023,12.98,3706,0,other,0,0.235322832742641,-0.0156977332613458,-0.0705898739668688
2001,E(o),95.438,29.085,2023,20.76,3706,0,other,0,1.2556271726872,0.0784625052605445,0.0078485270881072
2002,E(c),95.427,29.074,2023,11.42,3670,0,other,0,1.2556271726872,0.0627632900243113,0.0078485270881072
2003,E(o),95.405,29.072,2023,19.08,3864,0,other,0,0.3924175435251117,-0.1098786358074144,-0.0784724358277556
2004,E(o),95.742,29.208,2023,10.44,3913,0,other,0,4.232142632134955,0.2507307044389241,0.0156306687706033
