Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,expansion_ha_peryr_5y,expansion_ha_peryr_10y
639,E(c),87.633,27.639,2023,16.45,4289,0,other,0,9.146846340840192,-0.5571837538843095,0.4771496469256759
640,E(c),87.696,27.63,2023,14.11,4179,0,other,0,8.512828822916664,-0.1113736495664181,0.4535705226437438
641,E(o),87.706,27.629,2023,13.01,4319,0,other,0,8.512828822916664,-0.1113736495664181,0.4535705226437438
642,E(o),87.712,27.62,2023,12.63,4454,0,other,0,8.512828822916664,-0.1113736495664181,0.4693996517943792
643,E(c),87.543,27.617,2023,10.93,4471,0,other,0,1.2728798124410474,-0.3978756826453987,0.1034178901241444
644,M(l),87.884,27.969,2023,17.9,5597,0,moraine,0,16.496631843420193,-4.3578427906254545e-07,-0.0555173502939755
645,M(e),87.814,27.964,2023,40.61,5249,0,moraine,0,101.84374103165383,11.104841930678552,3.862553215860216
646,M(e),87.908,27.952,2023,64.79,5165,0,moraine,0,72.26477574322686,-0.8884256359351526,-0.5473384148545122
647,M(e),87.93,27.95,2023,83.66,5106,0,moraine,0,72.74077191626198,-1.1898920083710522,-0.5949383323750596
648,M(e),88.002,27.928,2023,113.22,5348,0,moraine,0,104.0152648975858,-0.1110759517058255,0.2459602963191429
649,M(e),87.771,27.926,2023,97.66,4913,0,moraine,0,99.9715594855851,0.6982723128900148,0.5554331047892944
650,M(e),87.805,27.881,2023,34.32,4690,0,moraine,0,35.63932969786466,-0.2222479604331269,-0.1269939674891638
651,M(e),87.866,27.869,2023,68.12,4910,0,moraine,0,67.39677226303363,0.0169372246832438,-0.0317541219182302
652,O,87.831,27.849,2023,33.5,4437,0,other,0,31.75951391326018,-1.3738952944208905e-07,-0.0476393950371175
653,M(e),87.974,27.793,2023,22.32,5183,0,moraine,0,20.89247840533748,-0.0476661425261788,0.2224277910077447
654,M(o),87.934,27.79,2023,14.1,4938,0,moraine,0,11.836747418474834,0.0317771879031287,-0.9772441698591008
655,E(c),87.777,27.757,2023,25.46,4708,0,other,0,20.263748004462695,-0.0158930365543305,0.429115146002724
656,E(c),87.782,27.745,2023,19.69,4775,0,other,0,20.263748004462695,-0.0158930365543305,0.429115146002724
657,E(o),87.778,27.738,2023,22.06,4705,0,other,0,20.263748004462695,-0.0158930365543305,0.429115146002724
658,M(e),88.241,28.004,2023,41.8,5269,0,moraine,0,59.7779187010101,-0.2695635380769658,0.0713581425194412
659,O,88.427,28.054,2023,101.66,4888,0,other,0,86.61779007606542,9.288090636552054,3.2572530789945957
660,E(o),88.461,28.033,2023,13.87,5156,0,other,0,11.255420382615528,0.015852133193956,0.0634113609961357
661,M(e),88.355,28.022,2023,56.29,5195,0,moraine,0,44.78781996237565,4.566128437872959,-0.388430517203173
662,M(e),88.288,28.017,2023,50.43,5268,0,moraine,0,49.309104012613425,-0.0475636720234774,0.0317075152020009
663,M(e),88.259,28.009,2023,59.7,5256,0,moraine,0,59.7779187010101,-0.2695635380769658,0.0713581425194412
664,M(e),88.32,28.005,2023,38.58,5104,0,moraine,0,37.50130175728986,0.0317161902497147,0.0951433482700444
665,M(e),88.221,27.988,2023,11.94,5372,0,moraine,0,41.78371212949705,0.5233231162218089,0.6105363256729042
666,M(e),88.075,27.946,2023,148.59,5488,0,moraine,0,173.25384150268908,6.235630465319053,3.4351586802055465
667,M(o),88.041,27.943,2023,10.32,5821,0,moraine,0,87.42917071406283,0.1586842106481185,0.4363718683992929
668,M(e),88.066,27.933,2023,83.35,5563,0,moraine,0,173.25384150268908,6.235630465319053,3.4351586802055465
669,M(e),88.019,27.928,2023,13.25,5692,0,moraine,0,104.0152648975858,-0.111075951705942,0.2459602963191429
670,M(e),88.078,27.835,2023,16.48,5604,0,moraine,0,78.61786517560324,-2.3981787277144404,5.54301693576988
671,M(o),88.05,27.545,2023,25.72,5020,0,moraine,0,26.03573060150881,-0.4923926650703272,-0.056262984974424
672,M(e),88.402,27.994,2023,18.97,5171,0,moraine,0,20.695130718855037,0.1267806357216741,0.1744401952974136
673,O,82.173,30.478,2023,31.29,5250,0,other,0,28.71216243708182,0.0619129598818823,0.1470443339831025
674,O,82.06,30.468,2023,378.8,5180,0,other,0,373.3702880301444,0.6037206948666494,0.7972141076727212
675,O,82.108,30.461,2023,16.73,5177,0,other,0,22.447401050265302,-0.1702905105369083,0.0464442286449905
676,O,82.181,30.431,2023,32.23,5000,0,other,0,33.68744941621582,0.2478194079376507,0.3562355190599831
677,O,82.171,30.413,2023,37.71,5002,0,other,0,76.29273777337781,0.0774530142628236,0.038726244699076
678,E(o),82.192,30.398,2023,86.53,5203,0,other,0,83.10904770308579,0.1084360801633863,0.0619636194328094
679,E(o),82.156,30.366,2023,12.73,5450,0,other,0,10.614772464239923,-0.0929770378456549,0.0232445278330915
680,M(e),82.055,30.362,2023,56.83,5283,0,moraine,0,45.94745991864916,0.2014520925729442,3.47896884863923
681,O,82.238,30.352,2023,29.81,5106,0,other,0,23.5571371272684,0.0774910366854591,0.216975446078856
682,M(e),82.141,30.34,2023,16.12,5580,0,moraine,0,43.09983280031515,0.1395440658594225,2.697977406602095
683,M(e),82.169,30.282,2023,16.58,5339,0,moraine,0,54.65837683704534,-1.3232108640396902,4.574263251896164
684,M(e),82.209,30.255,2023,128.7,5057,0,moraine,0,201.47750202373044,12.55205148888466,11.049076928672651
685,M(e),82.232,30.221,2023,44.31,5582,0,moraine,0,53.458719025285184,1.800103007364811,1.396335538896826
686,O,82.362,30.432,2023,152.61,4882,0,other,0,153.84901546469263,0.2942313158675631,0.0851681465268285
687,O,82.302,30.419,2023,901.4,4931,0,other,0,907.2631035223312,0.046418955076956,-0.4956965624537816
688,O,82.355,30.407,2023,23.16,4870,0,other,0,97.32851482406856,0.2322920353303033,0.0232290152538013
689,O,82.256,30.406,2023,14.1,4936,0,other,0,8.751620837979424,-0.1394060908348567,0.2943817157709512
690,O,82.273,30.371,2023,10.68,4966,0,other,0,9.219649684244017,0.2944194849981212,-4.4471772719083855
691,O,82.271,30.342,2023,69.03,4993,0,other,0,68.81915842887229,0.2789986730913483,0.1084925323524927
692,O,82.27,30.329,2023,58.67,4990,0,other,0,68.81915842887229,0.2789986730913483,0.1084925323524927
693,O,82.272,30.318,2023,15.62,4996,0,other,0,65.41792868614591,0.5597026357348256,0.2720930314182411
694,O,82.259,30.311,2023,25.33,4997,0,other,0,65.41792868614591,1.379675420928632,0.5580722817636712
695,O,82.486,30.217,2023,25.14,4791,0,other,0,5.664623340326,-1.6605846988666362,-1.9865014005938288
696,E(o),82.404,30.106,2023,48.23,4912,0,other,0,44.82433082278413,-0.0932221702881676,0.0155368933053793
697,M(e),82.27,30.103,2023,203.15,4875,0,moraine,0,225.2934587388773,3.2163810736103073,4.5525876501453695
698,M(e),82.343,30.079,2023,91.73,4849,0,moraine,0,88.74086166031208,2.408998110280635,0.3652105246285174
699,O,82.526,30.832,2023,14.79,5307,0,other,0,11.643362287400974,-0.2313273210740725,0.5628876804574485
700,M(o),82.75,30.807,2023,14.74,5547,0,moraine,0,14.268631100155906,0.0771268063157069,0.439667549753351
701,O,82.652,30.608,2023,20.59,5088,0,other,0,10.356479696972514,-1.3447952774098564,-0.4096204687616479
702,O,82.589,30.257,2023,19.38,4778,0,other,0,19.934566953440175,0.1396224842870815,0.1551339770185784
703,O,82.859,30.881,2023,146.23,5446,0,other,0,137.02877483998637,-0.1233153101669699,-0.1001918485091692
704,M(o),82.754,30.811,2023,10.06,5551,0,moraine,0,14.268631100155906,0.0771268063157069,0.439667549753351
705,O,82.88,30.654,2023,12.36,5322,0,other,0,5.793776041171726,-1.1433123620632148,-0.0154502326937526
706,M(o),82.906,30.572,2023,14.28,5553,0,moraine,0,27.14057317912136,-4.252929053879352,-0.0077437478856936
707,M(o),82.921,30.563,2023,26.68,5607,0,moraine,0,27.14057317912136,-4.252929053879352,-0.0077437478856936
708,M(o),82.958,30.551,2023,29.39,5558,0,moraine,0,24.591817433837477,-0.061863215300692,0.1855989236929893
709,O,82.756,30.116,2023,12.66,4842,0,other,0,6.136484760356175,-0.963192671229449,-0.2874035016633868
710,M(o),82.479,29.984,2023,11.89,5223,0,moraine,0,22.71542283720361,0.217819242852984,0.0233418463224015
711,M(e),82.496,29.969,2023,23.18,4995,0,moraine,0,61.058859343610926,-1.941913990322064e-06,0.0155544725923512
712,E(o),82.535,29.985,2023,392.72,4829,0,other,0,383.4534138267584,-0.2333349605964144,0.5288888497696348
713,E(o),82.567,29.98,2023,19.61,4845,0,other,0,176.2498353902152,-0.2333363968765468,0.3577897216191928
714,M(o),82.589,29.98,2023,48.6,4853,0,moraine,0,45.659137392954776,-0.1400153505257819,-0.0777846446205792
715,M(e),82.508,29.962,2023,25.57,5084,0,moraine,0,76.30385492277821,0.0155545282645903,0.0233327076815456
716,M(e),82.603,29.94,2023,28.46,4891,0,moraine,0,40.23686321173822,0.5447737024286383,0.1245248612998544
717,M(e),82.618,29.924,2023,41.72,4960,0,moraine,0,40.23686321173822,0.5447737024286383,0.1245248612998544
718,M(e),82.782,29.84,2023,291.26,5058,0,moraine,0,331.7510376969659,4.362431883671445,4.081934035375104
719,M(e),82.853,29.796,2023,53.83,5160,0,moraine,0,54.93915679821488,1.2001132439597495,2.1897882840142615
720,M(e),82.885,29.762,2023,40.66,5118,0,moraine,0,42.797214808996415,1.2629330444928883,0.8263694108450664
721,M(e),82.974,29.735,2023,80.86,5337,0,moraine,0,93.18100137254244,1.7467788707094627,1.6921604717670546
722,M(e),82.984,29.688,2023,45.06,5089,0,moraine,0,64.12551280202977,-0.7645019694952765,1.7942899644593786
723,E(o),83.044,30.538,2023,26.81,5375,0,other,0,21.733368316838423,-0.1237492711401977,0.1392160817375199
724,E(o),83.073,30.529,2023,27.15,5609,0,other,0,40.07478473445013,3.7289528393794087,1.826214332429883
725,M(o),83.327,30.751,2023,12.34,5631,0,moraine,0,13.122617625827685,0.1858621500889249,0.2395609797625237
726,M(e),83.365,30.58,2023,10.59,5719,0,moraine,0,18.552689632385853,1.4840237727883512,0.8425170243771436
727,O,83.519,30.591,2023,270.94,5227,0,other,0,146.87350999887158,-16.403048283330566,-9.848140339595854
728,O,83.518,30.563,2023,42.47,5240,0,other,0,77.76831271179192,-7.328895726934394,-4.839513250814025
729,O,83.512,30.551,2023,16.57,5239,0,other,0,33.86739236600171,1.6701648982234467,0.7964408691412459
730,O,83.764,30.669,2023,12.51,5193,0,other,0,10.50440007905444,0.1544760054438917,0.1004095737831528
731,O,83.763,30.662,2023,13.83,5192,0,other,0,10.50440007905444,0.1544760054438917,0.1004095737831528
732,O,83.754,30.617,2023,25.44,5181,0,other,0,8.578530044532961,0.2318543011117443,0.1236552691148989
733,O,83.764,30.612,2023,13.4,5180,0,other,0,8.578530044532961,0.2318543011117443,0.1236552691148989
734,E(o),83.963,30.5,2023,14.7,5497,0,other,0,12.379718953774766,-0.0154749589361081,0.0696354830186745
735,M(o),83.842,30.492,2023,23.49,5633,0,moraine,0,21.356768059011785,0.077377316519577,0.0773791504755571
736,E(o),83.908,30.48,2023,41.76,5521,0,other,0,36.9920443423141,-0.1392995418998282,2.2089831617222446e-07
737,E(o),83.984,30.465,2023,84.88,5450,0,other,0,78.63908647596713,-0.0464447097616329,0.0077391494295454
738,E(o),83.898,30.461,2023,18.62,5536,0,other,0,36.9920443423141,-0.1392995418998282,2.2089831617222446e-07
739,E(o),83.973,30.461,2023,19.08,5448,0,other,0,78.63908647596713,-0.0464447097616329,0.0077391494295454
740,E(o),83.996,30.431,2023,206.16,5429,0,other,0,192.0994923588499,0.0154890232594027,0.1393702611766826
741,E(o),83.073,29.731,2023,21.82,5086,0,other,0,38.912525695222186,0.0935747033982309,0.1247667595092181
742,O,83.105,29.726,2023,113.22,5010,0,other,0,97.94523594278508,0.4679038806938621,0.8577874238662446
743,M(e),83.025,29.693,2023,30.18,5371,0,moraine,0,64.12551280202977,-0.7645019694952765,1.7942899644593786
744,O,83.19,29.689,2023,54.5,5007,0,other,0,37.60072099851643,0.780108854428795,1.3261466580098822
745,O,83.097,29.686,2023,25.38,5040,0,other,0,20.283236543784376,-0.04680673583251,0.3744630705167438
746,O,83.182,29.674,2023,25.01,5011,0,other,0,37.60072099851643,0.780108854428795,1.3261466580098822
747,M(o),83.106,29.655,2023,32.58,5241,0,moraine,0,30.122173933899617,-0.2809479113354982,-0.1326695393325348
748,M(o),83.151,29.632,2023,20.93,5367,0,moraine,0,21.46509021653641,-0.1873389128981607,-0.5307631407484397
749,E(o),83.131,29.627,2023,10.61,5366,0,other,0,21.46509021653641,-0.1873389128981607,-0.5307631407484397
750,O,83.376,29.604,2023,145.71,4889,0,other,0,129.3723401100954,0.1717649974392543,0.2264276959230443
751,O,83.355,29.582,2023,118.74,4888,0,other,0,108.70603900218394,0.3748414899035168,0.2030441813248799
752,O,83.444,29.511,2023,211.06,4959,0,other,0,203.73313908147057,-2.2556557269126644e-06,-0.0859709460791521
753,O,83.428,29.499,2023,59.8,4959,0,other,0,199.9039500219559,-2.2556557212283224e-06,-0.0859709460791492
754,O,83.646,29.322,2023,15.53,5159,0,other,0,10.961135726914716,-0.6733271047912567,-0.2348812668395941
755,E(o),83.618,29.268,2023,30.54,5168,0,other,0,19.5056869396958,-0.3916719379107803,-0.0626665179041939
756,M(e),84.068,30.58,2023,28.04,5675,0,moraine,0,25.898775505308222,-0.4329362969337375,-0.2628524557461784
757,O,84.096,30.391,2023,24.88,5396,0,other,0,955.5885287113284,-0.4802146823536531,0.1007210953285948
758,M(e),83.861,30.457,2023,17.69,5710,0,moraine,0,30.886961821741604,0.2631948901821133,0.2322341468306571
759,M(e),83.846,30.453,2023,22.55,5580,0,moraine,0,30.886961821741604,0.2631948901821133,0.2322341468306571
760,O,83.764,29.47,2023,77.62,5282,0,other,0,64.49850627003983,-4.722005821123628,-0.8130470167285623
761,M(o),84.537,29.887,2023,10.44,5638,0,moraine,0,9.577617766047696,-0.140355172795158,-0.0156677071729554
762,E(o),84.744,29.122,2023,14.81,5049,0,other,0,12.237681662234,-1.6445464972036917e-07,0.0549132278116834
763,E(o),84.839,29.076,2023,11.36,5434,0,other,0,9.02542339397767,-0.0627856472069339,0.0
764,M(e),84.3,28.928,2023,20.69,5431,0,moraine,0,18.155266889708734,-2.196188962244605e-06,-0.0157231211124059
765,E(o),84.348,28.909,2023,11.92,5356,0,other,0,18.08405094949402,0.896360673110087,0.739320838038663
766,M(e),84.508,28.908,2023,35.26,5539,0,moraine,0,43.39020935996341,0.6288556597576601,1.0609869361181403
767,O,87.38,29.162,2023,11.04,4485,0,other,0,1.333087595782719,-2.4936332436104633,-0.4312878016261171
768,E(o),87.925,29.642,2023,11.38,5282,0,other,0,2.731653018549283,-0.4370615652110364,-0.3199925047040811
769,E(o),87.916,29.584,2023,12.16,5424,0,other,0,10.6204709371524,0.015618679386257,4.97661342890865e-07
770,O,87.568,28.847,2023,10.39,5288,0,other,0,122.79904536558122,-0.2989268330299012,0.1337356696388681
771,O,87.56,28.832,2023,140.16,5296,0,other,0,125.78869647826734,-0.2989268330299097,0.1337356696388752
772,M(e),87.625,28.804,2023,17.1,5528,0,moraine,0,24.63130489103667,-8.95152317781367e-07,0.0865624237892465
773,M(o),87.603,28.799,2023,11.84,5591,0,moraine,0,20.29895809086995,0.1415989160734369,0.5190712944812071
774,M(e),87.641,28.796,2023,26.55,5344,0,moraine,0,24.63130489103667,-8.95152317781367e-07,0.0865624237892465
775,E(o),88.24,29.754,2023,29.88,5600,0,other,0,24.791187907605856,-0.2806574173396207,-0.2026971484470717
776,E(o),88.236,29.722,2023,14.3,5422,0,other,0,11.385838770652777,0.0623886061518646,0.1325746872112723
777,E(o),88.007,29.631,2023,12.11,5410,0,other,0,9.8349621843946,-0.0468318727895002,0.0312230361402887
778,E(o),88.95,29.5,2023,14.97,5391,0,other,0,11.801674565363331,0.0156308262036176,0.0312626844903231
779,E(o),89.354,29.563,2023,10.26,5427,0,other,0,7.967076343870521,0.062487062385024,0.1093527465808323
780,E(o),89.592,29.887,2023,10.01,5407,0,other,0,36.286227313249384,0.0467191296404891,0.0700795870275257
781,E(o),89.596,29.873,2023,39.71,5342,0,other,0,36.286227313249384,0.0467191296404891,0.0700795870275257
782,E(o),89.718,29.843,2023,13.6,5296,0,other,0,11.06043490494243,0.031156104184609,0.0701012894369308
783,E(o),89.882,29.509,2023,11.9,5420,0,other,0,9.84886579681503,0.0938008528204477,0.3204780908792369
784,E(o),89.831,29.495,2023,13.37,5493,0,other,0,10.786125364442675,0.0312639918986302,0.0234482567101808
785,E(o),89.867,29.489,2023,13.26,5478,0,other,0,9.84886579681503,0.0938008528204477,0.3204780908792369
786,M(o),89.932,29.477,2023,13.27,5408,0,moraine,0,10.24089273747459,0.0470004613575405,0.297065831741081
787,M(e),90.063,29.912,2023,36.3,5131,0,moraine,0,145.48485205906346,-1.3075886269641046,3.860918641586727
788,M(e),90.008,29.873,2023,14.55,5290,0,moraine,0,13.704673369134206,0.0155737332885873,0.0467211367422205
789,E(o),90.183,29.818,2023,18.71,5356,0,other,0,13.478496214116504,0.0623283129211252,0.0545384703562959
790,E(o),90.151,29.773,2023,13.83,5271,0,other,0,11.535949298429715,0.0311783303953074,0.0857405682769943
791,O,90.439,29.504,2023,11.03,5352,0,other,0,8.989458879556445,0.0312682858642617,0.1408530148830778
792,E(o),90.436,29.484,2023,12.88,5332,0,other,0,14.462625156505831,-0.1094458788917158,0.4612345570852728
793,E(o),90.414,29.475,2023,20.72,5325,0,other,0,14.462625156505831,-0.1094458788917158,0.4612345570852728
794,E(o),90.495,29.437,2023,11.37,5373,0,other,0,8.28976082056591,0.0156409425461667,0.0391023333404485
795,M(o),84.926,30.04,2023,20.07,5730,0,moraine,0,17.879490378577113,0.0155470742030523,0.0544169819697078
796,M(e),84.624,29.866,2023,49.03,5395,0,moraine,0,79.99393895680846,3.209126868971552,1.144998284657912
797,M(e),84.632,29.856,2023,14.63,5557,0,moraine,0,165.2107954491254,4.330910548138149,3.956960932405422
798,M(e),84.676,29.845,2023,51.54,5536,0,moraine,0,52.263480298402385,0.0311532107510032,-0.2570321907958942
799,M(e),84.691,29.818,2023,20.93,5471,0,moraine,0,47.14135241241221,1.916809565680164,1.1298315050466123
800,M(o),84.672,29.751,2023,10.35,5554,0,moraine,0,21.98100132657092,-0.2042602230267924,0.4988519252412917
801,E(o),85.211,29.728,2023,13.64,5374,0,other,0,8.109928076969803,-0.4678778878292149,-0.0857754625630979
802,E(o),85.314,29.74,2023,12.09,5307,0,other,0,9.044589634172818,-0.1715374539820605,0.0077967300178594
803,E(o),85.783,29.733,2023,15.71,5384,0,other,0,9.045201107293664,-2.744072323773247,0.1403568857191976
804,O,85.88,29.558,2023,56.48,5186,0,other,0,45.92981089516609,-0.3905637314678955,-0.0781116774755581
805,O,86.422,29.935,2023,10.79,5477,0,other,0,6.303313173092253,-0.5136023170958864,-0.1788263888321949
806,E(o),86.38,29.672,2023,11.06,5512,0,other,0,9.284856131301328,-0.0312092535043955,-4.738513521118648e-07
807,O,87.028,29.556,2023,119.59,4729,0,other,0,96.93852775892438,-1.2185994451668392,-0.2968483052122607
808,E(c),87.108,29.514,2023,11.54,5432,0,other,0,9.064950989914314,-0.0625173301014026,-0.0078145629324264
809,O,87.428,30.251,2023,20.33,4878,0,other,0,10.472080946588214,-2.7924818671635947,-1.000641384486673
810,O,87.697,30.088,2023,19.81,4731,0,other,0,14.607320629326178,-0.2797188411356728,-0.0388478731362306
811,E(o),87.016,29.824,2023,26.33,4954,0,other,0,47.68809583757135,-1.013033753709354,0.0934897275157844
812,E(o),88.62,30.168,2023,50.13,5029,0,other,0,169.6674678549318,-1.0715224768835072,-0.6211711202757584
813,E(o),88.627,30.148,2023,213.67,5011,0,other,0,197.62436516817243,-1.3666291964763104,-0.7687241722885403
814,E(o),88.618,30.105,2023,26.87,4903,0,other,0,22.684121537625757,0.0776857968929242,0.1553701592822481
815,E(o),89.639,29.899,2023,33.92,5260,0,other,0,28.8033656271212,0.0467080675533779,0.1401260861904099
816,E(o),89.62,29.894,2023,12.12,5460,0,other,0,28.8033656271212,0.0467080675533779,0.1401260861904099
817,E(o),89.544,29.877,2023,12.3,5475,0,other,0,10.355952000241084,0.1713037869854229,0.2258078981790875
818,O,89.534,29.85,2023,25.71,5298,0,other,0,22.43097525467551,-1.874767703924363e-06,0.2102935548425279
819,E(o),89.547,29.835,2023,12.28,5394,0,other,0,22.43097525467551,-1.874767703924363e-06,0.2102935548425279
820,M(e),88.494,28.006,2023,45.02,5023,0,moraine,0,41.861454366740645,0.0792868545322051,0.1506421302186772
821,E(o),88.631,28.059,2023,14.81,4917,0,other,0,25.7544908929894,2.9003522958277026,2.1079056432672507
822,M(e),88.71,28.026,2023,113.46,5148,0,moraine,0,105.66525925592448,-0.0951196355238181,-0.1189009955560507
823,M(e),88.652,28.014,2023,11.65,5522,0,moraine,0,143.67776311836863,0.9989870794543378,5.95497721359947
824,E(c),88.561,28.014,2023,26.21,5073,0,other,0,38.29825311609867,0.5709103172640099,0.6660537401280322
825,M(e),88.698,28.008,2023,99.32,5209,0,moraine,0,125.74490871974224,-0.3964505582797216,-1.9664917911797175
826,M(o),88.571,28.007,2023,26.0,4998,0,moraine,0,31.558316437899183,0.5074763135314854,0.5391830065454861
827,M(e),88.713,28.006,2023,119.15,5238,0,moraine,0,125.74490871974224,-0.3964505582797216,-1.7286082888697052
828,M(e),88.639,28.002,2023,32.04,5424,0,moraine,0,157.87162119928792,3.139946427620663,4.646623955888847
829,M(o),88.756,28.011,2023,108.12,5094,0,moraine,0,89.2687477132846,0.2061292812282175,-0.039646450331142
830,M(e),88.159,27.92,2023,83.63,5441,0,moraine,0,78.4740698106234,-0.1300918464734394,1.602809127370045
831,M(o),88.191,27.893,2023,21.27,5496,0,moraine,0,153.6267462196482,3.761480922335511,3.023423692341775
832,M(e),88.24,27.852,2023,30.59,5190,0,moraine,0,33.902384144178036,0.984519855148092,1.159191203859536
833,M(o),88.123,27.563,2023,10.47,4710,0,moraine,0,13.611997661654822,0.6048576110432702,0.3104757901040665
834,M(e),88.086,27.533,2023,36.8,4860,0,moraine,0,37.584724830821294,0.1592532290531977,0.1353669150577268
835,E(c),88.083,27.437,2023,13.56,4280,0,other,0,0.3984888293025981,-1.5939567857380994,-0.0159396554419244
836,M(o),88.418,27.976,2023,16.35,5224,0,moraine,0,20.695130718855037,0.126780635720786,0.1744401952974136
837,M(o),88.422,27.974,2023,12.85,5185,0,moraine,0,20.54023217544543,1.190006158383223,0.6898848213598315
838,M(o),88.43,27.969,2023,14.31,4974,0,moraine,0,20.54023217544543,1.379769198202872,0.6898848213598315
839,M(o),88.355,27.951,2023,40.34,4989,0,moraine,0,55.211463945619855,0.0951917200454829,0.253844837506383
840,M(e),88.305,27.949,2023,35.9,5049,0,moraine,0,50.927566336219634,0.0793256694327936,0.2141794734835748
841,M(o),88.332,27.947,2023,60.49,5034,0,moraine,0,55.211463945619855,0.0951917200454829,0.253844837506383
842,M(e),88.25,27.881,2023,14.4,5198,0,moraine,0,24.052615217358714,-0.2380921035031264,-0.9127020798549844
843,M(e),88.249,27.822,2023,70.94,5414,0,moraine,0,64.72700058540612,8.942618401245326,3.4225775730916013
844,M(e),88.261,27.817,2023,12.31,5487,0,moraine,0,64.72700058540612,8.942618401245326,5.074948508090965
845,E(c),88.484,27.759,2023,13.57,4467,0,other,0,34.49094824599326,-6.516391586683487,-2.797312633864298
846,E(o),88.453,27.723,2023,14.3,4199,0,other,0,6.756717113258209,-2.877972737052641,-0.8904428476667828
847,M(e),88.376,27.678,2023,18.05,3915,0,moraine,0,31.094788514534223,-4.771866409579816,1.121434061399647
848,M(e),88.545,27.992,2023,68.28,5161,0,moraine,0,61.76939622727632,1.5065884390580322,1.4590028506773691
849,E(c),88.602,27.991,2023,10.11,4778,0,other,0,54.800471259433195,0.0951669891530997,-4.494909931064798
850,M(o),88.736,27.988,2023,10.61,5188,0,moraine,0,68.10765348247126,-0.2854592286023489,1.181460261254125
851,M(e),88.508,27.982,2023,34.12,4917,0,moraine,0,36.47834623797352,-0.0475789314947121,0.7143337046483648
852,M(e),88.616,27.975,2023,57.86,4960,0,moraine,0,54.800471259433195,0.0951669891530997,-4.788322463683743
853,E(o),88.593,27.971,2023,10.09,4748,0,other,0,54.800471259433195,0.0951669891530997,0.023791189833161
854,E(o),88.743,27.962,2023,19.61,5065,0,other,0,28.71323476580083,2.0146392505699033,1.3563917162234698
855,M(e),88.65,27.961,2023,18.36,4964,0,moraine,0,18.24279256325565,0.713857942864238,3.080708275149391e-08
856,M(e),88.714,27.957,2023,26.39,5078,0,moraine,0,36.48636541902324,2.411216300777305,1.7925583001515442
857,M(e),88.747,27.864,2023,18.95,5084,0,moraine,0,18.814994863626666,0.3493157979910556,0.9050315834453142
858,E(o),88.657,27.816,2023,14.59,4603,0,other,0,17.231308879685272,-0.2869137055290807,0.4603086234897123
859,E(o),88.69,27.723,2023,12.13,4472,0,other,0,40.93920834415217,1.351369492715834,3.124092549417683
860,E(o),88.716,27.695,2023,11.4,4207,0,other,0,27.2665070224865,-0.9715805706148912,1.955394673893079
861,E(c),88.513,27.671,2023,36.34,4525,0,other,0,3.976361296992192,-7.331401242905423,-1.0974919760462825
862,E(c),88.687,27.668,2023,14.75,4117,0,other,0,6.043462312565121,-5.041265121034911,0.5566389930115536
863,E(c),88.69,27.662,2023,15.7,4298,0,other,0,6.043462312565121,-1.9720317330690165,0.564587141706351
864,E(o),88.751,27.466,2023,22.25,4052,0,other,0,16.174430797751032,0.2868381313044882,1.0117673156237106
865,M(e),88.816,27.99,2023,174.29,5303,0,moraine,0,190.23028467769333,1.9667036310707655,1.4591674423839265
866,M(e),88.797,27.969,2023,18.44,5361,0,moraine,0,109.78544635796388,4.1409556106904235,1.0867870711372971
867,M(o),88.797,27.963,2023,11.97,5350,0,moraine,0,109.78544635796388,4.1409556106904235,1.0867870711372971
868,M(o),88.784,27.936,2023,10.36,5332,0,moraine,0,126.2214501990124,10.34718618819404,4.094717693238996
869,M(e),88.761,27.895,2023,45.77,5232,0,moraine,0,43.333322767348186,1.746356859662913,1.6350675483138777
870,M(e),88.789,27.873,2023,10.41,4962,0,moraine,0,10.160754157036031,-0.0317518916018798,-0.0791404038835068
871,M(e),88.863,27.864,2023,13.9,4781,0,moraine,0,12.463779073364288,2.3689946466731725e-07,-0.0238158853909736
872,E(o),88.806,27.854,2023,11.38,5051,0,other,0,10.160754157036031,-0.0317518916018798,0.111133112046361
873,E(o),88.833,27.73,2023,14.6,4446,0,other,0,23.205154878892507,-0.4610797112607017,1.2315655747667678
874,E(c),88.776,27.477,2023,11.04,4633,0,other,0,15.1386290182625,0.2390315705557274,0.3031034638961767
875,E(c),88.752,27.442,2023,10.91,4055,0,other,0,16.174430797751032,0.2868381313044882,1.0117673156237106
876,E(o),88.763,27.375,2023,27.26,3744,0,other,0,19.05860979829413,3.0461922617198045,0.0239225773209238
877,E(o),88.826,27.368,2023,13.48,3930,0,other,0,13.160996568094289,1.0528835020086384,1.236334556015259
878,O,88.819,27.346,2023,18.43,3546,0,other,0,13.160996568094289,1.0528835020086384,1.0209375001511682
879,O,89.155,28.805,2023,68.23,4219,0,other,0,62.635328335432256,-3.037510970843273,-0.1495183881168536
880,E(o),89.43,28.327,2023,140.5,4426,0,other,0,153.34897665127883,9.722570772484747,15.247948250051806
881,O,89.396,28.144,2023,62.48,4473,0,other,0,751.3628327187315,89.09844256166214,-14.710023771152883
882,O,89.402,28.136,2023,26.78,4474,0,other,0,281.3962440662684,31.43253536363691,-11.725471461819575
