,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1,area_t2,expansion_ha_peryr
382,E(o),82.194,29.668,2019,12.67,4379,0,other,0,14.123128004008302,13.264805281909261,14.123128004008302,0.17166454441980825
383,E(c),82.203,29.666,2019,19.44,4388,0,other,0,14.123128004008302,13.264805281909261,14.123128004008302,0.17166454441980825
384,E(o),82.223,29.654,2019,13.57,4492,0,other,0,14.123128004008302,13.264805281909261,14.123128004008302,0.17166454441980825
385,E(o),82.236,29.116,2019,10.84,4270,0,other,0,7.609621033292181,8.864817244288778,7.609621033292181,-0.2510392421993194
386,E(o),82.186,29.084,2019,11.01,4242,0,other,0,7.61218265223146,7.612176582490979,7.61218265223146,1.2139480961792516e-06
387,M(o),82.383,29.878,2019,12.59,4967,0,moraine,0,60.5065760703357,78.18320777490909,60.5065760703357,-3.535326340914679
388,E(c),82.415,29.754,2019,42.4,4692,0,other,0,52.01061954915556,39.91568869274949,52.01061954915556,2.418986171281213
389,M(l),82.25,29.714,2019,11.54,4651,0,moraine,0,69.80641233927082,74.95203135414592,69.80641233927082,-1.029123802975019
390,M(o),82.373,29.698,2019,13.27,4842,0,moraine,0,18.797662694191118,71.91293435846646,18.797662694191118,-10.623054332855068
391,E(o),82.361,29.432,2019,27.07,4398,0,other,0,20.803690673665066,20.021601685110788,20.803690673665066,0.15641779771085568
392,E(c),82.43,29.408,2019,19.81,4415,0,other,0,40.14016798394753,32.70691156772708,40.14016798394753,1.486651283244089
393,E(o),82.394,29.391,2019,16.79,3954,0,other,0,19.326902978834276,17.840187722928455,19.326902978834276,0.2973430511811642
394,E(o),82.416,29.387,2019,13.31,4447,0,other,0,51.56461173515118,34.35012149187559,51.56461173515118,3.442898048655118
395,E(c),82.424,29.384,2019,46.79,4434,0,other,0,51.56461173515118,34.35012149187559,51.56461173515118,3.442898048655118
396,E(o),82.41,29.382,2019,10.19,4287,0,other,0,50.23443137338786,34.35012149187559,50.23443137338786,3.1768619763024533
397,E(o),82.474,29.309,2019,15.73,4081,0,other,0,10.414422983303144,10.257817495975914,10.414422983303144,0.031321097465446
398,E(o),82.256,29.119,2019,13.37,4430,0,other,0,7.609621033292181,8.864817244288778,7.609621033292181,-0.2510392421993194
399,E(o),82.514,29.893,2019,11.14,5031,0,other,0,6.539537461783854,6.617376895052951,6.539537461783854,-0.015567886653819408
400,M(o),82.712,29.822,2019,19.68,5037,0,moraine,0,24.775505040062345,46.9794825624207,24.775505040062345,-4.440795504471671
401,M(e),82.671,29.798,2019,13.7,4654,0,moraine,0,90.62916030244523,77.69290755793935,90.62916030244523,2.5872505489011757
402,M(o),82.705,29.743,2019,11.27,5346,0,moraine,0,18.63621863895106,22.76871484281473,18.63621863895106,-0.8264992407727341
403,M(o),82.644,29.723,2019,18.86,4978,0,moraine,0,17.934105102000885,19.649260225206817,17.934105102000885,-0.3430310246411864
404,E(o),82.561,29.696,2019,11.37,4830,0,other,0,9.04858481550291,8.814575055670192,9.04858481550291,0.046801951966543597
405,M(e),82.705,29.297,2019,10.03,5003,0,moraine,0,103.05862927026271,109.16700273604764,103.05862927026271,-1.2216746931569844
406,M(e),82.59,29.27,2019,10.04,4335,0,moraine,0,9.713458804134643,24.435967247544824,9.713458804134643,-2.944501688682036
407,M(o),82.564,29.249,2019,29.0,4647,0,moraine,0,31.580266293338756,62.68948671705373,31.580266293338756,-6.221844084742996
408,E(o),82.546,29.194,2019,35.8,4693,0,other,0,31.278530743241916,32.686400280198804,31.278530743241916,-0.28157390739137755
409,E(o),82.563,29.185,2019,16.36,4597,0,other,0,31.278530743241916,32.686400280198804,31.278530743241916,-0.28157390739137755
410,E(o),82.867,28.819,2019,18.36,4429,0,other,0,9.913313004612093,40.828551483549255,9.913313004612093,-6.183047695787432
411,E(c),82.981,28.79,2019,10.6,4796,0,other,0,12.11811727735377,26.674334114604804,12.11811727735377,-2.911243367450207
412,M(o),83.026,29.108,2019,12.95,4884,0,moraine,0,10.748668830663057,21.573412746750332,10.748668830663057,-2.164948783217455
413,E(o),83.39,29.377,2019,11.85,5175,0,other,0,10.172750660414094,9.781491924733448,10.172750660414094,0.07825174713612917
414,M(o),83.702,29.218,2019,42.49,5426,0,moraine,0,42.791874000596124,44.75127884591016,42.791874000596124,-0.3918809690628066
415,M(e),83.684,29.201,2019,22.46,5482,0,moraine,0,58.48523071965882,57.15251657810508,58.48523071965882,0.2665428283107488
416,O,83.748,29.175,2019,17.07,5360,0,other,0,16.703756176580935,15.52445608394222,16.703756176580935,0.23586001852774316
417,M(o),83.738,29.117,2019,11.61,5517,0,moraine,0,19.220518847812123,11.61071907878951,19.220518847812123,1.5219599538045228
418,M(e),83.674,29.046,2019,12.14,5431,0,moraine,0,56.45239284440719,27.480376013908536,56.45239284440719,5.794403366099731
419,M(e),83.173,28.993,2019,15.98,4821,0,moraine,0,120.41887008469415,159.14322768003248,120.41887008469415,-7.744871519067667
420,M(e),83.187,28.959,2019,27.62,5071,0,moraine,0,34.020912452274395,32.20661674028153,34.020912452274395,0.3628591423985725
421,M(e),83.33,28.787,2019,43.57,4445,0,moraine,0,267.4595292046471,203.94047693590332,267.4595292046471,12.703810453748753
422,M(e),83.527,28.886,2019,30.92,5578,0,moraine,0,75.95963415385762,61.805492183780146,75.95963415385762,2.8308283940154952
423,M(e),83.89,28.726,2019,14.99,5103,0,moraine,0,85.12238272389055,116.14532520714725,85.12238272389055,-6.20458849665134
424,E(o),83.92,28.712,2019,10.97,4986,0,other,0,9.68718347674295,9.608424895795073,9.68718347674295,0.015751716189575403
425,M(o),83.852,28.691,2019,340.21,4910,0,moraine,0,317.53483763578737,285.7848154884699,317.53483763578737,6.350004429463491
426,M(e),84.15,28.826,2019,10.74,5406,0,moraine,0,120.26596059713081,110.11900384678955,120.26596059713081,2.029391350068252
427,M(l),84.472,28.663,2019,24.93,4088,0,moraine,0,20.95938091539096,23.244485623642827,20.95938091539096,-0.45702094165037366
428,M(l),84.458,28.657,2019,10.57,4039,0,moraine,0,20.95938091539096,22.61406325560605,20.95938091539096,-0.3309364680430186
429,M(e),84.256,28.497,2019,11.38,4987,0,moraine,0,34.56993410677801,32.044219757855174,34.56993410677801,0.5051428697845666
430,M(e),84.486,28.488,2019,89.44,4038,0,moraine,0,93.44803886244388,90.21177703052989,93.44803886244388,0.6472523663827985
431,M(e),84.629,28.596,2019,22.25,3632,0,moraine,0,26.964989061087667,26.491872944428387,26.964989061087667,0.0946232233318561
432,E(o),84.579,28.372,2019,11.03,4430,0,other,0,5.846844886103713,5.451811581332751,5.846844886103713,0.0790066609541924
433,M(e),84.912,28.617,2019,10.08,4683,0,moraine,0,102.89198904622481,111.40719954781154,102.89198904622481,-1.7030421003173473
434,E(o),84.802,28.505,2019,21.26,3684,0,other,0,16.571688723425996,16.571689378007747,16.571688723425996,-1.3091635011619474e-07
435,E(c),84.78,28.38,2019,16.8,4656,0,other,0,109.25381505535948,151.9901222732184,109.25381505535948,-8.54726144357178
436,E(o),85.084,28.961,2019,17.03,5388,0,other,0,14.771032058581916,15.00674104460181,14.771032058581916,-0.0471417972039788
437,M(o),85.022,28.585,2019,11.99,5047,0,moraine,0,60.705654947923065,125.86781847458515,60.705654947923065,-13.032432705332416
438,M(e),85.17,28.292,2019,20.33,4724,0,moraine,0,67.05746143699535,98.84647115577376,67.05746143699535,-6.35780194375568
439,M(e),85.41,28.676,2019,21.04,5447,0,moraine,0,106.83030114058175,169.1486751245325,106.83030114058175,-12.46367479679015
440,M(e),85.491,28.644,2019,50.98,4985,0,moraine,0,56.752358426959006,75.5130236733068,56.752358426959006,-3.7521330492695597
441,M(e),85.474,28.642,2019,33.3,5135,0,moraine,0,78.9835863727584,115.7156834283201,78.9835863727584,-7.3464194111123415
442,M(e),85.457,28.568,2019,23.6,4495,0,moraine,0,26.972163500970776,24.369568289413024,26.972163500970776,0.5205190423115503
443,M(e),85.464,28.566,2019,16.35,4428,0,moraine,0,26.972163500970776,31.07287649558935,26.972163500970776,-0.8201425989237151
444,I(s),85.333,28.559,2019,12.6,4973,0,ice,1,97.96397277523485,169.98173798578173,97.96397277523485,-14.403553042109376
445,M(e),85.494,28.508,2019,26.42,4798,0,moraine,0,65.49166222645658,99.81623336606488,65.49166222645658,-6.864914227921659
446,M(o),85.469,28.124,2019,14.08,4787,0,moraine,0,13.857240079053884,29.861030036561942,13.857240079053884,-3.2007579915016118
447,O,85.413,28.083,2019,12.59,4393,0,other,0,11.567374274315151,10.220486245492664,11.567374274315151,0.2693776057644975
448,O,85.407,28.08,2019,15.16,4327,0,other,0,11.567374274315151,10.93550856130297,11.567374274315151,0.12637314260243607
449,O,85.389,28.061,2019,16.5,4205,0,other,0,11.56948271649562,11.886453689438287,11.56948271649562,-0.06339419458853328
450,M(e),85.51,28.623,2019,118.78,5127,0,moraine,0,122.1777591771376,120.52241919443271,122.1777591771376,0.33106799654097757
451,M(e),85.527,28.616,2019,103.58,5113,0,moraine,0,122.1777591771376,120.52241919443271,122.1777591771376,0.33106799654097757
452,M(o),85.596,28.58,2019,26.15,5436,0,moraine,0,120.59261996080954,60.573073868236506,120.59261996080954,12.003909218514607
453,M(o),85.583,28.575,2019,22.13,5438,0,moraine,0,119.88278384407167,60.573073868236506,119.88278384407167,11.861941995167033
454,E(o),85.659,28.573,2019,10.62,5238,0,other,0,10.961849850626692,11.75052354393828,10.961849850626692,-0.15773473866231774
455,M(e),85.602,28.562,2019,129.19,5361,0,moraine,0,120.59261996080954,60.573073868236506,120.59261996080954,12.003909218514607
456,E(o),85.616,28.548,2019,21.83,5443,0,other,0,491.73766109134203,208.28195212767966,491.73766109134203,56.691141792732466
457,M(e),85.609,28.532,2019,540.55,5352,0,moraine,0,605.7510140562815,208.28195212767966,605.7510140562815,79.49381238572036
458,M(o),85.638,28.527,2019,31.01,5299,0,moraine,0,265.71484944443125,206.9407811026661,265.71484944443125,11.754813668353028
459,M(e),85.636,28.494,2019,490.68,5278,0,moraine,0,444.1667849213354,361.7652964120832,444.1667849213354,16.48029770185044
460,M(e),85.736,28.485,2019,51.99,5335,0,moraine,0,55.96058884717961,31.018771304639824,55.96058884717961,4.988363508507957
461,M(e),85.519,28.468,2019,43.67,4445,0,moraine,0,42.2333924470433,64.42021034768808,42.2333924470433,-4.437363580128957
462,M(o),85.684,28.46,2019,18.49,5705,0,moraine,0,18.789114713900208,23.367877705218646,18.789114713900208,-0.9157525982636876
463,M(e),85.564,28.426,2019,29.39,4873,0,moraine,0,26.929477177975862,54.336877665989626,26.929477177975862,-5.481480097602753
464,M(o),85.588,28.405,2019,10.51,5251,0,moraine,0,23.54255660401385,71.97006076873285,23.54255660401385,-9.685500832943799
465,M(o),85.605,28.404,2019,12.01,5265,0,moraine,0,19.58909732727246,41.94348309976621,19.58909732727246,-4.4708771544987504
466,M(o),85.538,28.358,2019,10.83,4390,0,moraine,0,134.1131523581415,238.82520808046442,134.1131523581415,-20.942411144464586
467,M(o),85.63,28.163,2019,13.05,4986,0,moraine,0,99.03126056621703,160.69885767595505,99.03126056621703,-12.333519421947605
468,M(e),85.78,28.442,2019,48.25,5577,0,moraine,0,50.37697317910238,37.82184612761104,50.37697317910238,2.511025410298268
469,E(o),85.89,28.371,2019,27.07,5242,0,other,0,317.6664421548544,320.90616091784585,317.6664421548544,-0.6479437525982916
470,M(e),85.871,28.36,2019,463.78,5212,0,moraine,0,437.4619295558108,473.9703117660051,437.4619295558108,-7.301676442038866
471,M(o),85.869,28.329,2019,213.52,5167,0,moraine,0,191.91942397771587,212.15492120557175,191.91942397771587,-4.0470994455711775
472,M(o),85.908,28.323,2019,14.56,5387,0,moraine,0,12.726823412021277,13.754453680241623,12.726823412021277,-0.20552605364406915
473,M(e),85.838,28.322,2019,540.35,5067,0,moraine,0,527.2612084928271,554.3749504240276,527.2612084928271,-5.422748386240096
474,M(o),85.93,28.321,2019,11.18,5298,0,moraine,0,31.859478187665566,56.68644435749385,31.859478187665566,-4.965393233965656
475,M(o),85.948,28.313,2019,25.06,5227,0,moraine,0,31.859478187665566,56.68644435749385,31.859478187665566,-4.965393233965656
476,E(c),85.819,28.297,2019,28.1,5080,0,other,0,134.2424220773451,134.71677353046093,134.2424220773451,-0.0948702906231631
477,M(o),85.83,28.293,2019,28.5,5023,0,moraine,0,167.68259349386682,168.47316957533906,167.68259349386682,-0.1581152162944477
478,O,85.915,28.261,2019,15.97,5106,0,other,0,8.700563780413358,12.655209024220747,8.700563780413358,-0.790929048761478
479,M(e),85.847,28.211,2019,61.34,4374,0,moraine,0,82.29886071739752,211.29201470745062,82.29886071739752,-25.798630798010617
480,E(o),85.923,28.182,2019,47.08,4355,0,other,0,39.893516680594104,42.42641021319729,39.893516680594104,-0.506578706520638
481,I(s),85.905,28.151,2019,12.6,4495,0,ice,1,46.31719364008402,97.06753172987678,46.31719364008402,-10.150067617958552
482,M(e),86.225,28.347,2019,55.9,5348,0,moraine,0,54.610782106236144,49.94766253972317,54.610782106236144,0.9326239133025951
483,M(e),86.192,28.335,2019,55.0,5422,0,moraine,0,145.30430057591968,125.14510578011416,145.30430057591968,4.031838959161104
484,M(o),86.158,28.321,2019,22.44,5549,0,moraine,0,60.2461686721027,59.771813724074164,60.2461686721027,0.09487098960570677
485,M(e),86.157,28.303,2019,59.05,5307,0,moraine,0,60.2461686721027,59.771813724074164,60.2461686721027,0.09487098960570677
486,M(e),86.151,28.295,2019,16.51,5346,0,moraine,0,60.2461686721027,59.771813724074164,60.2461686721027,0.09487098960570677
487,M(e),86.131,28.294,2019,23.99,5244,0,moraine,0,38.42411053306686,38.02880440552288,38.42411053306686,0.07906122550879643
488,M(e),86.187,28.27,2019,12.64,5335,0,moraine,0,90.93405181476426,79.70595866316211,90.93405181476426,2.2456186303204304
489,M(e),86.103,28.253,2019,14.98,5189,0,moraine,0,28.0040742203056,24.2048233754497,28.0040742203056,0.7598501689711803
490,M(o),86.15,28.249,2019,13.16,5331,0,moraine,0,13.368868641262836,39.55269076714554,13.368868641262836,-5.236764425176541
491,M(e),86.196,28.243,2019,17.69,5338,0,moraine,0,53.873945737152404,59.88667312477188,53.873945737152404,-1.2025454775238955
492,M(o),86.226,28.183,2019,12.34,5223,0,moraine,0,19.2313281043598,33.55671549910337,19.2313281043598,-2.865077478948714
493,M(o),86.066,28.067,2019,32.5,4630,0,moraine,0,33.04397139452715,54.20152883141002,33.04397139452715,-4.231511487376575
494,M(e),86.415,28.392,2019,20.17,5502,0,moraine,0,17.93231421190606,19.986330415189727,17.93231421190606,-0.41080324065673324
495,M(e),86.384,28.381,2019,13.92,5551,0,moraine,0,118.81243483140754,101.6691804598391,118.81243483140754,3.428650874313689
496,M(e),86.305,28.374,2019,391.5,5346,0,moraine,0,395.6099239284971,361.1559634274106,395.6099239284971,6.8907921002173
497,M(e),86.259,28.374,2019,27.54,5544,0,moraine,0,32.78977156977915,22.99220005034849,32.78977156977915,1.9595143038861316
498,M(e),86.493,28.348,2019,34.51,5524,0,moraine,0,34.29911305578167,32.0869854054801,34.29911305578167,0.4424255300603136
499,M(e),86.582,28.199,2019,134.64,5094,0,moraine,0,51.36172686785726,116.41716122558182,51.36172686785726,-13.011086871544913
500,M(e),86.365,28.24,2019,24.72,5327,0,moraine,0,42.7245558260321,51.11091906555812,42.7245558260321,-1.677272647905204
501,M(e),86.314,28.194,2019,27.79,5245,0,moraine,0,32.365001572165305,38.29878087476959,32.365001572165305,-1.1867558605208572
502,M(e),86.351,28.193,2019,19.87,5339,0,moraine,0,25.95868064300196,30.46963581741461,25.95868064300196,-0.9021910348825302
503,M(e),86.5,28.033,2019,60.86,5057,0,moraine,0,127.93333686259489,284.259290757377,127.93333686259489,-31.265190778956423
504,E(o),86.514,28.887,2019,98.23,5098,0,other,0,76.65995192459721,76.0309470175347,76.65995192459721,0.12580098141250176
505,E(o),86.575,28.84,2019,26.39,5465,0,other,0,14.788216274089779,17.855985052915585,14.788216274089779,-0.6135537557651614
506,E(o),86.529,28.815,2019,32.37,5326,0,other,0,253.231630527446,252.83826914009276,253.231630527446,0.07867227747064476
507,M(o),86.511,28.321,2019,10.75,5321,0,moraine,0,9.32681630416205,15.412938551191774,9.32681630416205,-1.2172244494059448
508,I(s),86.502,28.283,2019,22.63,5157,0,ice,1,29.733521353057334,4.586437231325336,29.733521353057334,5.0294168243464
509,M(e),86.629,28.207,2019,27.78,5539,0,moraine,0,30.071202712572216,29.99206936846485,30.071202712572216,0.01582666882147308
510,M(e),86.532,28.185,2019,67.68,5025,0,moraine,0,42.66212409208449,69.97846812990865,42.66212409208449,-5.463268807564832
511,M(o),86.535,28.151,2019,18.48,5220,0,moraine,0,61.5922723660338,78.63402653022348,61.5922723660338,-3.408350832837937
512,M(e),86.531,28.135,2019,97.85,4984,0,moraine,0,71.27912848921248,78.63402653022348,71.27912848921248,-1.4709796082021995
513,M(e),86.52,28.073,2019,23.11,5216,0,moraine,0,321.16681558737315,301.83348359443585,321.16681558737315,3.8666663985874608
514,M(l),86.514,28.044,2019,57.94,5241,0,moraine,0,148.4294683301877,231.93617934458553,148.4294683301877,-16.701342202879566
515,M(e),86.71,28.038,2019,15.44,5363,0,moraine,0,91.61217080678449,65.0624700343804,91.61217080678449,5.3099401544808185
516,M(o),86.682,28.026,2019,18.71,5149,0,moraine,0,37.406846943849374,22.51250704993519,37.406846943849374,2.9788679787828363
517,M(o),86.721,28.017,2019,19.81,5066,0,moraine,0,108.99964575577168,98.77240419708244,108.99964575577168,2.045448311737849
518,M(l),86.682,28.006,2019,17.13,4947,0,moraine,0,45.192989328575145,40.11842351474319,45.192989328575145,1.0149131627663905
519,I(s),86.863,28.112,2019,39.4,5218,0,ice,1,44.90977283202927,37.30585659685,44.90977283202927,1.520783247035854
520,E(o),87.15,28.274,2019,11.91,5012,0,other,0,10.201973541761582,9.569280546952065,10.201973541761582,0.1265385989619034
521,E(o),87.246,28.27,2019,15.31,5166,0,other,0,14.235783082338484,42.543407255433856,14.235783082338484,-5.661524834619074
522,M(e),87.053,28.226,2019,17.19,5050,0,moraine,0,54.682915338365234,56.18653873774588,54.682915338365234,-0.30072467987612866
523,E(o),87.101,28.208,2019,101.93,4852,0,other,0,94.96124181371775,95.11950348793805,94.96124181371775,-0.031652334844059736
524,O,87.052,28.205,2019,65.11,4980,0,other,0,54.682915338365234,56.18653873774588,54.682915338365234,-0.30072467987612866
525,E(o),87.122,28.166,2019,12.23,5219,0,other,0,25.1800721614019,25.180072360614005,25.1800721614019,-3.984242127330617e-08
526,E(o),87.143,28.159,2019,18.93,5154,0,other,0,90.89389291868818,93.18998168033319,90.89389291868818,-0.45921775232900186
527,O,87.158,28.152,2019,94.74,5141,0,other,0,90.89389291868818,93.18998168033319,90.89389291868818,-0.45921775232900186
528,O,87.174,28.152,2019,10.97,5075,0,other,0,90.89389291868818,93.18998168033319,90.89389291868818,-0.45921775232900186
529,M(o),87.105,28.142,2019,16.53,5472,0,moraine,0,27.238848093578866,26.92211164803123,27.238848093578866,0.06334728910952733
530,M(o),87.112,28.142,2019,25.06,5470,0,moraine,0,27.238848093578866,26.92211164803123,27.238848093578866,0.06334728910952733
531,M(e),87.082,28.13,2019,19.29,5518,0,moraine,0,20.19400136401706,19.40206905320951,20.19400136401706,0.15838646216150992
532,M(o),87.065,28.111,2019,31.03,5468,0,moraine,0,20.19400136401706,19.40206905320951,20.19400136401706,0.15838646216150992
533,M(e),87.134,28.069,2019,25.49,4879,0,moraine,0,93.59031194771379,108.94763113928377,93.59031194771379,-3.071463838313997
534,M(e),87.047,28.068,2019,78.93,5589,0,moraine,0,86.84468991935096,78.92050820474607,86.84468991935096,1.5848363429209769
535,M(o),87.193,28.065,2019,10.78,4837,0,moraine,0,85.9051495895318,93.51300167234872,85.9051495895318,-1.5215704165633839
536,M(e),87.167,28.039,2019,24.07,4739,0,moraine,0,70.2920335240828,71.00537158221834,70.2920335240828,-0.14266761162710964
537,E(c),87.19,28.032,2019,27.29,5013,0,other,0,81.54668687803279,83.92441530612405,81.54668687803279,-0.47554568561825195
538,M(e),87.028,28.007,2019,14.23,5509,0,moraine,0,14.350056087516341,14.508618450221617,14.350056087516341,-0.031712472541055095
539,M(e),87.142,28.005,2019,43.7,4450,0,moraine,0,40.74468069799906,59.84868604547492,40.74468069799906,-3.8208010694951726
540,E(o),87.437,28.775,2019,21.8,5553,0,other,0,17.788505462121055,17.94592799117795,17.788505462121055,-0.03148450581137894
541,E(o),87.417,28.76,2019,15.68,5458,0,other,0,17.788505462121055,17.94592799117795,17.788505462121055,-0.03148450581137894
542,E(o),87.427,28.754,2019,13.58,5511,0,other,0,25.42950179498489,25.66568862395809,25.42950179498489,-0.047237365794639885
543,E(o),87.455,28.75,2019,31.67,5680,0,other,0,28.97221953505048,29.129679285556236,28.97221953505048,-0.03149195010115093
544,E(o),87.382,28.742,2019,41.57,5501,0,other,0,36.69042084442872,37.47774872937431,36.69042084442872,-0.157465576989118
545,E(o),87.479,28.737,2019,23.55,5415,0,other,0,28.97221953505048,29.129679285556236,28.97221953505048,-0.03149195010115093
546,E(o),87.44,28.735,2019,23.96,5577,0,other,0,28.97221953505048,29.129679285556236,28.97221953505048,-0.03149195010115093
547,E(o),87.406,28.734,2019,18.44,5600,0,other,0,36.69042084442872,37.47774872937431,36.69042084442872,-0.157465576989118
548,E(o),87.478,28.728,2019,24.81,5384,0,other,0,21.02501085487074,21.182502724675828,21.02501085487074,-0.031498373961017734
549,M(e),86.379,28.393,2019,100.11,5482,0,moraine,0,118.81243483140754,101.6691804598391,118.81243483140754,3.428650874313689
550,O,87.47,28.213,2019,131.39,4781,0,other,0,124.07581376232312,131.11865957045424,124.07581376232312,-1.408569161626224
551,M(e),87.479,28.172,2019,23.91,5290,0,moraine,0,31.106149084873934,61.97477816116746,31.106149084873934,-6.173725815258704
552,O,87.418,28.165,2019,10.93,4818,0,other,0,42.50472629793515,58.41481498388449,42.50472629793515,-3.182017737189868
553,M(e),87.487,28.161,2019,10.29,5298,0,moraine,0,76.80756427956808,89.39478977693712,76.80756427956808,-2.5174450994738065
554,O,87.443,28.16,2019,32.33,4854,0,other,0,27.155106475455426,41.40697483597193,27.155106475455426,-2.850373672103301
555,M(o),87.469,28.148,2019,39.58,5106,0,moraine,0,75.22136739263706,100.1639246195411,75.22136739263706,-4.988511445380809
556,M(e),87.428,28.137,2019,25.85,5191,0,moraine,0,14.730087106979656,41.40697483597193,14.730087106979656,-5.335377545798455
557,E(o),87.354,28.064,2019,13.08,4190,0,other,0,2.2979550232976367,1.5055564836038133,2.2979550232976367,0.15847970793876467
558,E(o),87.27,28.023,2019,10.23,4636,0,other,0,24.337669655939422,24.49622817039911,24.337669655939422,-0.03171170289193768
559,E(o),87.259,28.016,2019,33.07,4672,0,other,0,24.337669655939422,32.02262168001013,24.337669655939422,-1.536990404814142
560,E(o),87.297,28.012,2019,12.13,4416,0,other,0,9.277364781714958,8.641342224439143,9.277364781714958,0.12720451145516307
561,E(o),86.519,28.858,2019,81.24,5254,0,other,0,138.36983557617847,137.97652235682,138.36983557617847,0.07866264387169508
562,E(o),87.509,28.841,2019,25.2,5486,0,other,0,20.13712328360451,20.60908379093988,20.13712328360451,-0.09439210146707425
563,E(o),86.522,28.832,2019,281.32,5319,0,other,0,274.23385768624894,273.60451399899506,274.23385768624894,0.12586873745077581
564,O,87.553,28.773,2019,25.64,5319,0,other,0,20.70115879409466,20.70115033345048,20.70115879409466,1.6921288356286369e-06
565,E(o),87.625,28.747,2019,17.28,5545,0,other,0,15.667508376295133,29.675261861709885,15.667508376295133,-2.8015506970829502
566,O,87.548,28.712,2019,41.2,5188,0,other,0,50.72858014466772,45.68727889696463,50.72858014466772,1.0082602495406179
567,E(o),87.534,28.694,2019,60.74,5158,0,other,0,50.72858014466772,45.68727889696463,50.72858014466772,1.0082602495406179
568,M(o),87.634,28.268,2019,10.04,5674,0,moraine,0,24.281744497198485,45.478696702296304,24.281744497198485,-4.239390441019564
569,M(o),87.501,28.236,2019,20.48,5225,0,moraine,0,91.1436853684055,115.67003907460474,91.1436853684055,-4.905270741239849
570,M(e),87.591,28.23,2019,78.9,5410,0,moraine,0,241.66649000950804,228.9267241356986,241.66649000950804,2.5479531747618864
571,M(e),87.578,28.228,2019,21.94,5247,0,moraine,0,188.72935719687783,207.24684999455786,188.72935719687783,-3.703498559536007
572,M(e),87.56,28.206,2019,15.95,5337,0,moraine,0,139.98461781510758,135.15924732224806,139.98461781510758,0.965074098571904
573,M(e),87.641,28.195,2019,47.42,5352,0,moraine,0,53.18468732093114,53.184709370357545,53.18468732093114,-4.409885281120296e-06
574,M(e),87.563,28.178,2019,104.19,5011,0,moraine,0,94.43338547922671,243.87980797517753,94.43338547922671,-29.88928449919016
575,M(e),87.623,28.167,2019,20.87,5375,0,moraine,0,41.63419794272707,71.55260592681826,41.63419794272707,-5.983681596818238
576,M(e),87.578,28.164,2019,20.22,5171,0,moraine,0,120.07690189181112,292.71757192534926,120.07690189181112,-34.528134006707624
577,M(o),87.612,28.155,2019,13.82,5241,0,moraine,0,41.567434046528525,44.65473671275077,41.567434046528525,-0.6174605332444486
578,M(o),87.599,28.131,2019,14.18,5261,0,moraine,0,101.62208346477455,195.87490102465708,101.62208346477455,-18.850563511976507
579,M(e),87.615,28.118,2019,35.67,5052,0,moraine,0,121.34607876177637,227.6391170364043,121.34607876177637,-21.258607654925584
580,M(e),87.586,28.116,2019,12.43,5050,0,moraine,0,151.2875597755735,250.3742692710604,151.2875597755735,-19.81734189909738
581,M(e),87.655,28.114,2019,146.34,4954,0,moraine,0,132.9828906471941,133.53730155934048,132.9828906471941,-0.1108821824292761
582,M(e),87.584,28.107,2019,15.91,4968,0,moraine,0,151.2875597755735,224.39605960763382,151.2875597755735,-14.621699966412063
583,M(e),87.637,28.093,2019,72.47,5178,0,moraine,0,171.59133129543704,114.39602746667201,171.59133129543704,11.439060765753007
584,M(e),87.627,28.052,2019,18.4,5066,0,moraine,0,25.04615749762346,83.92239522465577,25.04615749762346,-11.775247545406462
585,M(e),86.446,27.947,2019,156.76,5046,0,moraine,0,201.68815444508417,197.9595847793292,201.68815444508417,0.745713933150995
586,M(o),86.433,27.929,2019,31.99,5025,0,moraine,0,589.8693587423658,595.0253546828257,589.8693587423658,-1.0311991880919777
587,M(o),86.42,27.927,2019,15.72,5020,0,moraine,0,490.294155856538,494.5786979945037,490.294155856538,-0.8569084275931459
588,M(o),86.465,27.917,2019,17.56,5259,0,moraine,0,286.12175140675345,297.1511788010039,286.12175140675345,-2.2058854788500866
589,M(o),86.477,27.916,2019,14.08,5110,0,moraine,0,133.1395643918134,143.69267514803911,133.1395643918134,-2.110622151245144
590,M(e),86.476,27.861,2019,158.4,4550,0,moraine,0,160.76509020087576,153.3812978178274,160.76509020087576,1.4767584766096717
591,E(o),86.356,27.85,2019,11.18,4424,0,other,0,8.019178717463344,10.717376197137382,8.019178717463344,-0.5396394959348075
592,M(l),86.681,27.975,2019,57.83,4834,0,moraine,0,59.162255710097696,64.71388307546208,59.162255710097696,-1.1103254730728764
593,M(l),86.69,27.951,2019,42.11,4741,0,moraine,0,41.953054311557615,47.58398607788566,41.953054311557615,-1.1261863532656093
594,M(l),86.699,27.941,2019,18.0,4709,0,moraine,0,41.40702295341647,43.63505454587566,41.40702295341647,-0.4456063184918378
595,M(o),86.621,27.791,2019,46.73,5157,0,moraine,0,141.023575385557,262.5903855751678,141.023575385557,-24.313362037922154
596,M(e),86.612,27.779,2019,117.31,4831,0,moraine,0,141.023575385557,238.29249122400898,141.023575385557,-19.453783167690396
