,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1,area_t2,expansion_ha_peryr
78,E(o),74.256,35.722,2019,10.77,4254,0,other,0,10.791842442476522,10.791838917773529,10.791842442476522,7.049405986947477e-07
79,E(o),74.676,35.4,2019,13.97,3386,0,other,0,15.883974911713493,12.516842838049701,15.883974911713493,0.6734264147327582
80,E(o),74.941,35.332,2019,11.74,4427,0,other,0,50.70621853861169,67.4857880438859,50.70621853861169,-3.3559139010548433
81,M(l),74.786,35.33,2019,15.07,3475,0,moraine,0,13.846303578374384,13.773048177260131,13.846303578374384,0.01465108022285051
82,M(e),74.937,35.315,2019,20.13,4197,0,moraine,0,52.171746405718686,68.7315047721935,52.171746405718686,-3.3119516732949634
83,E(o),74.961,35.082,2019,30.64,4317,0,other,0,22.6334416524137,23.515270597089458,22.6334416524137,-0.17636578893515137
84,E(o),74.958,35.075,2019,10.45,4413,0,other,0,22.6334416524137,23.515270597089458,22.6334416524137,-0.17636578893515137
85,E(o),74.1,34.962,2019,29.65,3603,0,other,0,23.844078743023786,24.58000316852082,23.844078743023786,-0.14718488509940642
86,E(c),74.138,34.948,2019,20.03,4011,0,other,0,16.70848332996873,16.266838276520236,16.70848332996873,0.0883290106896986
87,E(c),74.155,34.926,2019,21.64,3926,0,other,0,15.976689094002499,15.976686830049227,15.976689094002499,4.5279065439274293e-07
88,E(c),74.048,34.902,2019,21.58,3896,0,other,0,13.47740562032192,10.60515359375764,13.47740562032192,0.5744504053128558
89,E(c),74.077,34.858,2019,20.51,3680,0,other,0,16.947965967721338,17.390091949528482,16.947965967721338,-0.08842519636142895
90,E(c),74.062,34.829,2019,93.9,3681,0,other,0,81.82056477803336,76.6603450424655,81.82056477803336,1.0320439471135727
91,E(c),74.477,34.876,2019,12.31,3592,0,other,0,10.314683783098788,9.503472025095247,10.314683783098788,0.16224235160070818
92,M(e),74.521,34.92,2019,60.6,4041,0,moraine,0,71.12793598268834,65.01624622059995,71.12793598268834,1.2223379524176778
93,E(c),74.68,34.908,2019,23.48,3864,0,other,0,22.681558152582216,22.976125069044986,22.681558152582216,-0.05891338329255404
94,E(c),74.523,34.849,2019,22.54,4016,0,other,0,18.42006310793941,48.11074207683565,18.42006310793941,-5.938135793779248
95,E(c),74.676,34.84,2019,10.66,3868,0,other,0,8.549540194135053,12.305854377340808,8.549540194135053,-0.7512628366411509
96,E(o),74.787,34.846,2019,14.18,3883,0,other,0,41.86054273336643,41.63942886618269,41.86054273336643,0.044222773436747784
97,E(c),74.809,34.845,2019,50.44,3992,0,other,0,41.86054273336643,41.63942886618269,41.86054273336643,0.044222773436747784
98,E(c),74.761,34.84,2019,25.43,3979,0,other,0,20.12090495741287,19.899798101002773,20.12090495741287,0.044221371282019105
99,E(c),74.819,34.548,2019,31.47,3872,0,other,0,26.408397606045085,26.33443349479814,26.408397606045085,0.014792822249388849
100,E(c),74.828,34.537,2019,30.51,3922,0,other,0,26.408397606045085,26.33443349479814,26.408397606045085,0.014792822249388849
101,E(o),74.921,34.493,2019,38.39,3881,0,other,0,34.04550967384007,34.56360130123571,34.04550967384007,-0.10361832547912683
102,E(c),74.906,34.489,2019,11.89,4097,0,other,0,34.04550967384007,34.56360130123571,34.04550967384007,-0.10361832547912683
103,E(o),74.913,34.47,2019,10.44,3852,0,other,0,33.74949579725379,34.34159678385306,33.74949579725379,-0.11842019731985402
104,M(o),74.985,34.457,2019,10.33,3748,0,moraine,0,6.589909267776352,6.515862605775907,6.589909267776352,0.014809332400088948
105,E(o),74.932,34.452,2019,12.3,3889,0,other,0,150.42794574196617,149.90949507412037,150.42794574196617,0.10369013356915957
106,E(c),74.909,34.448,2019,15.48,3979,0,other,0,129.68881257540986,129.31850266094543,129.68881257540986,0.07406198289288568
107,E(c),74.892,34.444,2019,33.95,3846,0,other,0,60.362914442042275,60.14072877152774,60.362914442042275,0.04443713410290684
108,E(c),74.924,34.432,2019,161.04,3571,0,other,0,150.42794574196617,149.90949507412037,150.42794574196617,0.10369013356915957
109,E(o),74.936,34.418,2019,36.65,3503,0,other,0,150.42794574196617,149.90949507412037,150.42794574196617,0.10369013356915957
110,E(o),74.874,34.392,2019,27.31,3556,0,other,0,21.192931738060278,26.75553566137455,21.192931738060278,-1.1125207846628549
111,E(c),74.944,34.385,2019,11.22,3722,0,other,0,8.003602843698808,8.225926373965033,8.003602843698808,-0.044464706053245
112,E(o),74.876,34.38,2019,11.58,3738,0,other,0,21.192931738060278,26.75553566137455,21.192931738060278,-1.1125207846628549
113,E(c),74.417,33.866,2019,13.62,3968,0,other,0,19.24271679823538,19.39188000268651,19.24271679823538,-0.029832640890225547
114,E(o),74.428,33.841,2019,45.46,3954,0,other,0,39.15751322303658,39.605026609588386,39.15751322303658,-0.08950267731036092
115,E(o),74.435,33.829,2019,15.18,4043,0,other,0,39.15751322303658,39.605026609588386,39.15751322303658,-0.08950267731036092
116,E(c),74.451,33.82,2019,29.43,3997,0,other,0,25.06686470454832,25.514501291502317,25.06686470454832,-0.08952731739079951
117,E(o),74.526,33.74,2019,10.16,4018,0,other,0,9.409484779623318,6.871884377636822,9.409484779623318,0.5075200803972992
118,E(o),74.523,33.735,2019,13.69,4064,0,other,0,9.409484779623318,6.871884377636822,9.409484779623318,0.5075200803972992
119,E(o),74.526,33.559,2019,22.97,3851,0,other,0,20.50377883573055,15.864296806902095,20.50377883573055,0.9278964057656911
120,E(o),74.543,33.55,2019,16.04,3912,0,other,0,23.87726736039523,15.864296806902095,23.87726736039523,1.602594110698627
121,E(o),74.523,33.54,2019,10.32,3812,0,other,0,20.50377883573055,15.864296806902095,20.50377883573055,0.9278964057656911
122,E(o),74.565,33.54,2019,21.73,3967,0,other,0,36.60867880146652,36.3092186944996,36.60867880146652,0.059892021393383746
123,E(o),74.555,33.536,2019,31.85,4006,0,other,0,23.87726736039523,11.975494074866235,23.87726736039523,2.3803546571057987
124,E(o),74.574,33.53,2019,12.27,3955,0,other,0,60.641218747982954,59.36846507803911,60.641218747982954,0.2545507339887692
125,E(c),74.561,33.528,2019,11.15,4096,0,other,0,60.641218747982954,59.36846507803911,60.641218747982954,0.2545507339887692
126,E(o),74.605,33.522,2019,12.33,3844,0,other,0,60.641218747982954,59.36846507803911,60.641218747982954,0.2545507339887692
127,E(o),74.584,33.519,2019,70.83,3934,0,other,0,60.641218747982954,59.36846507803911,60.641218747982954,0.2545507339887692
128,E(o),74.564,33.51,2019,25.15,3909,0,other,0,60.641218747982954,59.36846507803911,60.641218747982954,0.2545507339887692
129,E(o),74.625,33.509,2019,33.7,3937,0,other,0,30.47377713149202,32.6451563103766,30.47377713149202,-0.43427583577691564
130,E(c),74.594,33.505,2019,11.35,4089,0,other,0,60.641218747982954,59.36846507803911,60.641218747982954,0.2545507339887692
131,E(o),74.565,33.496,2019,11.18,3812,0,other,0,25.829397444789517,24.631502552666323,25.829397444789517,0.23957897842463893
132,E(c),74.614,33.444,2019,14.88,3580,0,other,0,2.3971112044651606,9.29135012809889,2.3971112044651606,-1.3788477847267457
133,O,74.769,33.512,2019,128.54,3486,0,other,0,125.63443425098302,132.07353956751743,125.63443425098302,-1.2878210633068818
134,E(o),74.85,33.503,2019,14.64,3623,0,other,0,22.693008813109635,55.2705608526891,22.693008813109635,-6.515510407915893
135,E(o),75.194,35.264,2019,19.03,4551,0,other,0,17.230529789494643,17.59713749801035,17.230529789494643,-0.07332154170314169
136,E(o),75.182,35.231,2019,11.26,4547,0,other,0,8.50872357484684,8.655427352389301,8.50872357484684,-0.029340755508492224
137,E(o),75.228,35.119,2019,17.81,4586,0,other,0,13.515115265561748,13.588567034678467,13.515115265561748,-0.014690353823343827
138,E(c),75.198,35.049,2019,12.71,4398,0,other,0,9.55696438431465,9.483448529983619,9.55696438431465,0.01470317086620625
139,E(o),75.001,35.016,2019,10.87,3931,0,other,0,8.89886474401808,9.340123399568485,8.89886474401808,-0.08825173111008092
140,E(o),75.422,35.182,2019,14.33,4530,0,other,0,12.256884524207441,12.330299615544615,12.256884524207441,-0.014683018267434633
141,E(o),75.261,35.143,2019,11.84,4659,0,other,0,9.98646002075774,21.142979926794062,9.98646002075774,-2.2313039812072644
142,E(o),75.321,35.132,2019,19.58,4526,0,other,0,16.597384161497732,16.891152369608758,16.597384161497732,-0.05875364162220507
143,E(o),75.521,35.172,2019,10.3,4551,0,other,0,9.028762003152508,8.955349451017767,9.028762003152508,0.01468251042694817
144,E(o),75.579,35.096,2019,10.98,4375,0,other,0,8.96368537735242,9.257577813635057,8.96368537735242,-0.05877848725652761
145,E(o),75.725,35.027,2019,12.92,4647,0,other,0,8.382991249843084,7.868244363459404,8.382991249843084,0.10294937727673599
146,O,75.236,34.991,2019,129.62,4138,0,other,0,113.07265173412249,117.63374189215801,113.07265173412249,-0.9122180316071052
147,E(c),75.051,34.972,2019,14.29,4265,0,other,0,11.847056886826024,11.99422493151698,11.847056886826024,-0.029433608938191115
148,E(o),75.25,34.922,2019,14.22,4152,0,other,0,3.607812397680018,11.338864274711353,3.607812397680018,-1.546210375406267
149,E(o),75.177,34.92,2019,14.54,4257,0,other,0,11.781016566852788,12.22280352140345,11.781016566852788,-0.08835739091013224
150,E(o),75.189,34.919,2019,14.34,4225,0,other,0,11.781016566852788,12.22280352140345,11.781016566852788,-0.08835739091013224
151,E(o),75.137,34.697,2019,64.95,4103,0,other,0,57.514170735050705,58.1786597057305,57.514170735050705,-0.13289779413595965
152,E(o),75.14,34.684,2019,21.41,4133,0,other,0,57.514170735050705,58.1786597057305,57.514170735050705,-0.13289779413595965
153,E(o),75.179,34.666,2019,74.54,4234,0,other,0,66.32425878133502,66.54583028831328,66.32425878133502,-0.044314301395652934
154,E(c),75.058,34.422,2019,40.12,3570,0,other,0,36.81531297630192,34.96340706454565,36.81531297630192,0.37038118235125383
155,E(c),75.103,34.397,2019,29.55,3812,0,other,0,40.461369358345095,40.46135516670535,40.461369358345095,2.8383279484955894e-06
156,E(c),75.119,34.388,2019,47.25,3663,0,other,0,40.461369358345095,40.46135516670535,40.461369358345095,2.8383279484955894e-06
157,E(o),75.147,34.207,2019,10.35,3699,0,other,0,7.277911217243009,5.792607274590227,7.277911217243009,0.29706078853055634
158,E(o),75.205,34.203,2019,15.92,3682,0,other,0,11.957269048342075,12.477176812421071,11.957269048342075,-0.1039815528157991
159,E(o),75.113,34.156,2019,10.27,3941,0,other,0,36.86284270490637,33.66702097555276,36.86284270490637,0.6391643458707221
160,E(o),75.11,34.144,2019,43.47,3810,0,other,0,36.86284270490637,33.66702097555276,36.86284270490637,0.6391643458707221
161,E(c),75.148,34.14,2019,82.93,3780,0,other,0,69.93918459456083,84.65689617142762,69.93918459456083,-2.943542315373358
162,E(o),75.161,34.093,2019,17.8,3919,0,other,0,9.444276027481868,12.716368705095421,9.444276027481868,-0.6544185355227107
163,E(o),75.216,34.063,2019,13.36,3691,0,other,0,7.662287781818028,9.0013551394654,7.662287781818028,-0.26781347152947427
164,E(c),75.382,34.825,2019,22.94,4315,0,other,0,18.723999755579285,19.682312194669937,18.723999755579285,-0.19166248781813025
165,E(o),75.48,34.775,2019,10.8,4626,0,other,0,8.777524766977388,7.523573052399612,8.777524766977388,0.25079034291555524
166,E(o),75.275,34.234,2019,18.23,3830,0,other,0,14.476940781233964,21.009172100829716,14.476940781233964,-1.3064462639191503
167,E(c),75.321,34.193,2019,10.81,3734,0,other,0,12.853608617435498,71.6960419417768,12.853608617435498,-11.76848666486826
168,E(c),75.373,34.184,2019,16.8,4276,0,other,0,18.051246406569966,16.93695649945624,18.051246406569966,0.22285798142274515
169,E(o),75.377,34.139,2019,33.45,3709,0,other,0,27.723220274166792,27.797550197036138,27.723220274166792,-0.014865984573869184
170,O,75.498,34.094,2019,52.27,3575,0,other,0,53.021987867199236,52.129608978479894,53.021987867199236,0.1784757777438685
171,E(o),75.475,34.067,2019,17.85,3724,0,other,0,15.472744977931795,15.175192984892504,15.472744977931795,0.05951039860785805
172,E(o),75.553,34.987,2019,17.86,4269,0,other,0,14.346351251418618,14.567066055116141,14.346351251418618,-0.044142960739504744
173,E(o),75.545,34.965,2019,13.7,4412,0,other,0,14.346351251418618,14.567066055116141,14.346351251418618,-0.044142960739504744
174,E(o),75.592,34.947,2019,24.89,4558,0,other,0,20.90438226535002,21.051590547176513,20.90438226535002,-0.02944165636529874
175,E(o),75.617,34.896,2019,11.97,4547,0,other,0,11.78444297950907,11.784444765382515,11.78444297950907,-3.5717468911400373e-07
176,E(o),75.713,34.893,2019,19.39,4589,0,other,0,15.320228162713454,14.878292286335965,15.320228162713454,0.08838717527549775
177,E(o),75.68,34.883,2019,13.31,4627,0,other,0,13.112264720903633,13.185904678144938,13.112264720903633,-0.01472799144826098
178,E(o),75.716,34.873,2019,15.83,4664,0,other,0,15.320228162713454,14.878292286335965,15.320228162713454,0.08838717527549775
179,E(o),75.545,34.808,2019,12.86,4687,0,other,0,14.598871919241422,13.492889362846807,14.598871919241422,0.22119651127892298
180,E(o),75.649,34.491,2019,15.37,4521,0,other,0,11.3980862829306,11.324072306817193,11.3980862829306,0.014802795222681553
181,E(o),75.763,34.947,2019,25.14,4778,0,other,0,21.93487885506311,22.15570499120284,21.93487885506311,-0.04416522722794554
182,E(o),75.892,34.888,2019,10.29,4882,0,other,0,16.943758809935943,16.280728508589874,16.943758809935943,0.1326060602692138
183,E(o),75.871,34.878,2019,18.96,4687,0,other,0,16.943758809935943,16.280728508589874,16.943758809935943,0.1326060602692138
184,E(o),75.942,34.859,2019,13.73,4796,0,other,0,12.747656742026168,11.937106853483854,12.747656742026168,0.1621099777084627
185,M(e),75.844,34.04,2019,25.26,4094,0,moraine,0,39.95937413353286,175.5813488586266,39.95937413353286,-27.124394945018746
186,E(o),75.378,33.953,2019,15.37,3644,0,other,0,15.567910609271706,16.759721992590023,15.567910609271706,-0.2383622766636634
187,E(c),75.411,33.952,2019,26.79,4082,0,other,0,22.197698755548377,22.94259786765155,22.197698755548377,-0.14897982242063462
188,E(c),75.389,33.929,2019,19.34,4048,0,other,0,15.870467538049162,15.19987702628832,15.870467538049162,0.13411810235216848
189,E(o),75.47,33.754,2019,10.88,3921,0,other,0,7.466207217382508,7.69017774771729,7.466207217382508,-0.04479410606695637
190,E(c),75.537,33.619,2019,10.85,3852,0,other,0,7.403153994384265,14.134429870588178,7.403153994384265,-1.3462551752407825
191,M(l),76.03,35.954,2019,10.62,4276,0,moraine,0,32.707728012684136,53.204149558653114,32.707728012684136,-4.099284309193796
192,O,76.205,35.171,2019,30.72,3301,0,other,0,25.471531723086173,25.985386232382748,25.471531723086173,-0.10277090185931499
193,E(o),76.234,35.097,2019,22.96,4512,0,other,0,28.29508651943059,25.788732767684763,28.29508651943059,0.5012707503491655
194,M(l),76.41,35.73,2019,13.28,4161,0,moraine,0,420.9800247922191,498.47704260468845,420.9800247922191,-15.499403562493864
195,M(l),76.375,35.72,2019,12.14,4140,0,moraine,0,201.6212031701034,288.0284522068271,201.6212031701034,-17.281449807344746
196,M(e),76.252,35.092,2019,24.01,4533,0,moraine,0,33.95537431901302,28.00196683125706,33.95537431901302,1.1906814975511915
197,E(c),76.293,35.074,2019,12.08,4599,0,other,0,27.634889415461455,27.781462206794455,27.634889415461455,-0.02931455826659999
198,E(o),76.261,35.056,2019,16.89,4881,0,other,0,41.81969634604934,34.39622550844026,41.81969634604934,1.4846941675218162
199,E(o),76.32,35.011,2019,15.36,4753,0,other,0,11.694418823463243,11.694415677865159,11.694418823463243,6.291196168461965e-07
200,M(e),76.075,34.351,2019,10.63,4435,0,moraine,0,42.41620130392658,201.99073485531994,42.41620130392658,-31.91490671027867
201,E(o),76.383,34.854,2019,13.61,4688,0,other,0,9.579706382523174,12.677127059205874,9.579706382523174,-0.6194841353365401
202,E(o),76.368,34.854,2019,13.27,4821,0,other,0,9.579706382523174,12.677127059205874,9.579706382523174,-0.6194841353365401
203,E(o),76.352,34.833,2019,10.34,4818,0,other,0,8.548077490019018,12.677127059205874,8.548077490019018,-0.8258099138373712
204,E(o),76.456,34.827,2019,19.82,4648,0,other,0,13.63695590289956,24.4727324698564,13.63695590289956,-2.167155313391368
205,E(o),76.409,34.818,2019,10.2,4816,0,other,0,5.97148007116502,8.256780377455383,5.97148007116502,-0.45706006125807264
206,E(o),76.5,34.772,2019,10.53,4761,0,other,0,7.08133535350416,9.219758299904809,7.08133535350416,-0.42768458928012976
207,E(o),76.469,34.762,2019,17.67,4895,0,other,0,12.68887643196124,11.95113082913789,12.68887643196124,0.14754912056467012
208,E(o),76.517,34.813,2019,20.6,4771,0,other,0,14.892704581577973,15.629999892165232,14.892704581577973,-0.14745906211745172
209,E(o),76.502,34.811,2019,12.91,4762,0,other,0,14.892704581577973,15.629999892165232,14.892704581577973,-0.14745906211745172
210,E(o),76.711,34.765,2019,10.06,5123,0,other,0,58.720747440429406,91.17854295436888,58.720747440429406,-6.491559102787894
211,M(e),76.718,34.051,2019,15.8,5093,0,moraine,0,18.154068719620277,20.61173854203158,18.154068719620277,-0.4915339644822609
212,M(e),76.721,34.005,2019,18.32,5050,0,moraine,0,16.97296187412781,19.280704203822236,16.97296187412781,-0.46154846593888477
213,E(o),76.758,34.671,2019,29.88,4965,0,other,0,28.064366469805204,31.689784463866662,28.064366469805204,-0.7250835988122916
214,M(e),76.788,34.006,2019,14.15,5126,0,moraine,0,15.553737040743485,22.251535463629814,15.553737040743485,-1.339559684577266
