S.No.,Latitude,Longitude,Subbasin,GL type,Area(ha),Elev(m)
1679,29.18,93.272,Lower Yarlung Tsangpo,E(o),17.38,"4,932"
1680,29.178,93.298,Lower Yarlung Tsangpo,M(o),11.66,"4,915"
1681,29.125,93.326,Lower Yarlung Tsangpo,E(o),10.42,"4,886"
1682,29.497,93.502,Lower Yarlung Tsangpo,E(o),15.32,"4,702"
1683,29.466,93.59,Lower Yarlung Tsangpo,E(o),30.38,"4,615"
1684,29.462,93.556,Lower Yarlung Tsangpo,E(o),21.52,"4,719"
1685,29.419,93.739,Lower Yarlung Tsangpo,E(o),14.71,"4,594"
1686,29.417,93.691,Lower Yarlung Tsangpo,E(o),38.87,"4,557"
1687,29.405,93.708,Lower Yarlung Tsangpo,E(o),74.32,"4,505"
1688,29.404,93.65,Lower Yarlung Tsangpo,E(o),31.08,"4,624"
1689,29.396,93.682,Lower Yarlung Tsangpo,E(o),15.84,"4,888"
1690,29.389,93.61,Lower Yarlung Tsangpo,E(o),15.44,"4,772"
1691,29.383,93.64,Lower Yarlung Tsangpo,E(o),39.57,"4,717"
1692,29.37,93.694,Lower Yarlung Tsangpo,E(o),48.66,"4,725"
1693,29.331,93.721,Lower Yarlung Tsangpo,E(o),49.58,"4,610"
1694,29.329,93.749,Lower Yarlung Tsangpo,E(o),24.59,"4,528"
1695,29.328,93.677,Lower Yarlung Tsangpo,E(o),33.31,"4,628"
1696,29.312,93.627,Lower Yarlung Tsangpo,E(c),16.09,"4,835"
1697,29.287,93.736,Lower Yarlung Tsangpo,E(o),59.16,"4,562"
1698,29.287,93.701,Lower Yarlung Tsangpo,E(o),18.25,"4,643"
1699,29.056,93.694,Lower Yarlung Tsangpo,E(o),16.82,"4,576"
1700,29.046,93.741,Lower Yarlung Tsangpo,O,11.84,"4,201"
1701,29.037,93.735,Lower Yarlung Tsangpo,O,22.43,"4,202"
1702,29.034,93.602,Lower Yarlung Tsangpo,E(o),21.73,"4,602"
1703,29.025,93.567,Lower Yarlung Tsangpo,O,10.65,"4,553"
1704,29.024,93.731,Lower Yarlung Tsangpo,O,11.04,"4,214"
1705,29.017,93.713,Lower Yarlung Tsangpo,E(o),25.14,"4,411"
1706,29.003,93.566,Lower Yarlung Tsangpo,E(o),14.37,"4,824"
1707,29.003,93.668,Lower Yarlung Tsangpo,E(o),17.11,"4,558"
1708,29.507,93.84,Lower Yarlung Tsangpo,M(o),24.29,"4,449"
1709,29.488,93.826,Lower Yarlung Tsangpo,E(o),13.43,"4,741"
1710,29.474,93.864,Lower Yarlung Tsangpo,E(o),13.98,"4,422"
1711,29.465,93.996,Lower Yarlung Tsangpo,E(o),20.29,"4,471"
1712,29.454,93.978,Lower Yarlung Tsangpo,E(o),16.1,"4,670"
1713,29.42,93.864,Lower Yarlung Tsangpo,E(o),11.53,"4,611"
1714,29.414,93.783,Lower Yarlung Tsangpo,E(o),11.71,"4,291"
1715,29.404,93.775,Lower Yarlung Tsangpo,E(o),11.71,"4,666"
1716,29.359,93.823,Lower Yarlung Tsangpo,E(c),21.53,"4,518"
1717,29.341,93.788,Lower Yarlung Tsangpo,E(o),27.07,"4,497"
1718,29.337,93.758,Lower Yarlung Tsangpo,E(o),14.33,"4,540"
1719,29.311,93.806,Lower Yarlung Tsangpo,E(o),10.51,"4,623"
1720,29.305,93.835,Lower Yarlung Tsangpo,E(o),13.9,"4,614"
1721,29.038,93.762,Lower Yarlung Tsangpo,E(o),21.96,"4,242"
1722,29.035,93.836,Lower Yarlung Tsangpo,O,67.89,"4,116"
1723,29.029,93.982,Lower Yarlung Tsangpo,E(o),31.69,"4,072"
1724,29.021,93.815,Lower Yarlung Tsangpo,E(o),12.3,"4,729"
1725,29.021,93.756,Lower Yarlung Tsangpo,E(c),15.06,"4,696"
1726,28.871,93.224,Lower Yarlung Tsangpo,M(o),21.82,"4,801"
1727,28.773,93.172,Lower Yarlung Tsangpo,O,11.23,"4,522"
1728,28.767,93.073,Lower Yarlung Tsangpo,O,16.39,"4,149"
1729,28.757,93.079,Lower Yarlung Tsangpo,E(o),22.39,"4,161"
1730,28.771,93.631,Lower Yarlung Tsangpo,E(c),17.84,"4,688"
1731,28.672,93.723,Lower Yarlung Tsangpo,E(o),12.09,"4,361"
1732,28.856,94,Lower Yarlung Tsangpo,E(o),73.89,"3,868"
1733,28.847,93.784,Lower Yarlung Tsangpo,E(o),24.48,"4,057"
1734,28.841,93.752,Lower Yarlung Tsangpo,E(o),31.25,"4,120"
1735,28.79,93.912,Lower Yarlung Tsangpo,E(o),17.23,"4,226"
1736,28.785,93.923,Lower Yarlung Tsangpo,E(o),13.5,"4,147"
1737,29.487,94.099,Lower Yarlung Tsangpo,E(o),10.43,"4,733"
1738,29.484,94.034,Lower Yarlung Tsangpo,E(o),22.22,"4,470"
1739,29.481,94.118,Lower Yarlung Tsangpo,E(o),19.23,"4,601"
1740,29.467,94.131,Lower Yarlung Tsangpo,E(o),11.02,"4,487"
1741,29.465,94.103,Lower Yarlung Tsangpo,E(o),11.99,"4,516"
1742,29.464,94.045,Lower Yarlung Tsangpo,E(o),40.19,"4,509"
1743,29.457,94.052,Lower Yarlung Tsangpo,E(c),13.35,"4,692"
1744,29.454,94.015,Lower Yarlung Tsangpo,E(o),16.67,"4,391"
1745,29.454,94.006,Lower Yarlung Tsangpo,E(o),20.79,"4,391"
1746,29.45,94.155,Lower Yarlung Tsangpo,E(c),16.57,"4,610"
1747,29.417,94.15,Lower Yarlung Tsangpo,E(o),11.51,"4,438"
1748,29.402,94.199,Lower Yarlung Tsangpo,E(o),14.59,"4,616"
1749,29.401,94.208,Lower Yarlung Tsangpo,E(o),10.07,"4,485"
1750,29.396,94.066,Lower Yarlung Tsangpo,E(o),16.68,"4,523"
1751,29.375,94.019,Lower Yarlung Tsangpo,E(o),19.85,"4,418"
1752,29.361,94.147,Lower Yarlung Tsangpo,E(o),16.26,"4,551"
1753,29.343,94.161,Lower Yarlung Tsangpo,E(o),11.01,"4,564"
1754,29.321,94.119,Lower Yarlung Tsangpo,E(c),12.58,"4,553"
1755,29.296,94.202,Lower Yarlung Tsangpo,O,42.94,"3,931"
1756,29.291,94.146,Lower Yarlung Tsangpo,E(o),15.72,"4,468"
1757,29.271,94.167,Lower Yarlung Tsangpo,E(o),10,"4,523"
1758,29.101,94.124,Lower Yarlung Tsangpo,E(c),45.28,"4,562"
1759,29.054,94.002,Lower Yarlung Tsangpo,M(e),13.14,"4,966"
1760,29.052,94.097,Lower Yarlung Tsangpo,E(o),24.12,"4,338"
1761,29.031,94.055,Lower Yarlung Tsangpo,E(o),18.78,"4,240"
1762,29.025,94.066,Lower Yarlung Tsangpo,M(o),11.7,"4,289"
1763,29.017,94.039,Lower Yarlung Tsangpo,E(c),19.69,"4,107"
1764,29.397,94.304,Lower Yarlung Tsangpo,E(o),11.24,"4,321"
1765,29.077,94.271,Lower Yarlung Tsangpo,O,17.08,"3,682"
1766,29.075,94.296,Lower Yarlung Tsangpo,E(o),11.64,"4,377"
1767,29.069,94.3,Lower Yarlung Tsangpo,M(o),12.91,"4,435"
1768,29.311,94.611,Lower Yarlung Tsangpo,E(c),20.77,"4,253"
1769,29.308,94.637,Lower Yarlung Tsangpo,E(c),15.03,"4,142"
1770,29.545,94.965,Lower Yarlung Tsangpo,E(c),91.95,"4,300"
1771,29.374,94.892,Lower Yarlung Tsangpo,M(e),27.56,"4,455"
1772,28.995,94.006,Lower Yarlung Tsangpo,M(o),13.4,"4,578"
1773,28.906,94.004,Lower Yarlung Tsangpo,E(o),12.97,"4,423"
1774,28.888,94.03,Lower Yarlung Tsangpo,E(o),16.96,"4,104"
1775,28.88,94.04,Lower Yarlung Tsangpo,E(o),14.86,"4,130"
1776,28.87,94.018,Lower Yarlung Tsangpo,E(o),11.77,"4,303"
1777,28.986,94.27,Lower Yarlung Tsangpo,E(o),50.66,"3,478"
1778,28.776,91.981,Subansiri,M(e),16.44,"5,013"
1779,28.046,92.133,Subansiri,E(o),12.58,"5,113"
1780,28.206,92.742,Subansiri,M(e),10.79,"5,176"
1781,28.185,92.696,Subansiri,M(e),27.82,"5,162"
1782,28.001,92.641,Subansiri,M(e),10.94,"5,269"
1783,28.216,92.768,Subansiri,M(e),13.27,"5,164"
1784,28.721,93.217,Subansiri,E(o),17.01,"4,474"
1785,28.658,93.144,Subansiri,E(o),11.84,"4,518"
1786,28.342,93.092,Subansiri,E(o),62.44,"4,251"
1787,28.32,93.047,Subansiri,E(o),72.68,"4,255"
1788,28.65,93.462,Subansiri,E(o),16.59,"4,046"
1789,28.541,93.38,Subansiri,E(o),16.25,"4,307"
1790,28.524,93.394,Subansiri,E(o),12.17,"4,249"
1791,28.52,93.377,Subansiri,E(o),13.61,"4,247"
1792,28.313,93.391,Subansiri,E(o),20.03,"4,066"
1793,28.305,93.437,Subansiri,O,35.07,"3,952"
1794,28.297,93.419,Subansiri,E(o),20.77,"3,841"
1795,28.668,93.734,Subansiri,E(c),19.78,"4,016"
1796,28.594,93.726,Subansiri,E(c),25.13,"4,208"
1797,28.585,93.743,Subansiri,E(o),11.14,"3,758"
1798,28.585,93.712,Subansiri,E(o),14.16,"3,873"
1799,28.576,93.578,Subansiri,E(o),36.88,"3,842"
1800,28.568,93.563,Subansiri,E(o),16.13,"4,074"
1801,28.489,93.555,Subansiri,E(o),13.67,"4,647"
1802,28.483,93.603,Subansiri,E(o),12.34,"3,987"
1803,28.459,93.605,Subansiri,E(o),11.86,"3,957"
1804,28.458,93.579,Subansiri,E(o),47.52,"3,922"
1805,28.616,93.82,Subansiri,E(o),46.32,"3,590"
1806,28.597,93.805,Subansiri,E(o),12.29,"4,163"
1807,28.587,93.839,Subansiri,E(o),11.27,"4,296"
1808,28.583,93.812,Subansiri,E(o),11.42,"3,799"
1809,28.549,93.884,Subansiri,E(o),15.78,"4,070"
1810,28.27,93.781,Subansiri,E(o),12.78,"3,537"
1811,27.831,92.345,Subansiri,M(e),22.14,"5,032"
1812,27.98,92.651,Subansiri,M(e),52.21,"4,988"
1813,28.117,92.969,Subansiri,M(o),18.06,"4,214"
1814,28.116,92.951,Subansiri,E(c),55.58,"4,648"
1815,28.106,92.97,Subansiri,M(o),12.93,"4,340"
1816,28.087,92.937,Subansiri,E(o),21.48,"4,328"
1817,28.062,92.884,Subansiri,E(o),23.64,"4,365"
1818,28.339,93.122,Subansiri,E(c),14.38,"4,086"
1819,28.294,93.355,Subansiri,E(c),10.09,"3,597"
1820,27.728,92.436,Jia Bharali,M(l),13.8,"4,995"
1821,27.637,92.407,Jia Bharali,E(o),21.73,"4,325"
1822,27.602,92.385,Jia Bharali,E(o),10.47,"4,227"
1823,27.835,92.685,Jia Bharali,E(o),18.24,"3,951"
1824,27.825,92.647,Jia Bharali,E(o),49.71,"4,609"
1825,27.742,92.515,Jia Bharali,E(o),13.05,"3,863"
1826,27.92,92.793,Jia Bharali,E(o),10.67,"4,291"
1827,27.904,92.81,Jia Bharali,E(c),12.25,"4,306"
1828,27.901,92.786,Jia Bharali,E(o),10.15,"4,248"
1829,27.877,92.8,Jia Bharali,E(o),35.96,"3,943"
1830,30.248,94.356,Lower Yarlung Tsangpo,E(c),14.76,"4,853"
1831,30.219,94.336,Lower Yarlung Tsangpo,M(o),11.64,"4,565"
1832,30.214,94.383,Lower Yarlung Tsangpo,E(o),26.99,"4,715"
1833,30.175,94.408,Lower Yarlung Tsangpo,E(o),28,"3,566"
1834,30.174,94.346,Lower Yarlung Tsangpo,E(v),180.8,"3,654"
1835,30.142,94.301,Lower Yarlung Tsangpo,M(o),11.45,"4,405"
1836,30.098,94.483,Lower Yarlung Tsangpo,O,15.5,"3,289"
1837,30.073,94.464,Lower Yarlung Tsangpo,E(o),90.19,"4,110"
1838,30.053,94.358,Lower Yarlung Tsangpo,E(o),25.92,"4,730"
1839,30.028,94.396,Lower Yarlung Tsangpo,E(o),11.01,"4,664"
1840,30.017,94.444,Lower Yarlung Tsangpo,E(c),11.69,"4,609"
1841,30.013,94.472,Lower Yarlung Tsangpo,E(c),66.38,"4,327"
1842,30.005,94.384,Lower Yarlung Tsangpo,E(o),59.09,"4,020"
1843,29.985,94.342,Lower Yarlung Tsangpo,E(o),10.51,"4,407"
1844,29.984,94.328,Lower Yarlung Tsangpo,E(o),11.45,"4,515"
1845,29.959,94.292,Lower Yarlung Tsangpo,E(v),134.02,"4,282"
1846,29.954,94.32,Lower Yarlung Tsangpo,O,10.03,"4,232"
1847,29.954,94.486,Lower Yarlung Tsangpo,E(o),10.3,"4,550"
1848,29.947,94.358,Lower Yarlung Tsangpo,E(o),109.97,"4,148"
1849,29.942,94.287,Lower Yarlung Tsangpo,E(o),27.11,"4,296"
1850,29.932,94.388,Lower Yarlung Tsangpo,E(o),13.3,"4,238"
1851,29.913,94.499,Lower Yarlung Tsangpo,E(o),34.4,"4,443"
1852,29.896,94.461,Lower Yarlung Tsangpo,E(o),85.25,"4,346"
1853,29.884,94.446,Lower Yarlung Tsangpo,E(o),16.18,"4,632"
1854,29.943,94.717,Lower Yarlung Tsangpo,E(o),10.75,"4,554"
1855,29.941,94.613,Lower Yarlung Tsangpo,E(o),10.19,"4,546"
1856,29.941,94.589,Lower Yarlung Tsangpo,E(o),48.08,"4,509"
1857,29.933,94.72,Lower Yarlung Tsangpo,E(c),23.31,"4,372"
1858,29.91,94.711,Lower Yarlung Tsangpo,E(o),10.29,"4,411"
1859,29.902,94.561,Lower Yarlung Tsangpo,E(o),16.26,"4,495"
1860,29.902,94.528,Lower Yarlung Tsangpo,E(o),10.55,"4,591"
1861,29.9,94.533,Lower Yarlung Tsangpo,E(o),15.42,"4,615"
1862,29.899,94.701,Lower Yarlung Tsangpo,E(c),21.07,"4,500"
1863,29.892,94.727,Lower Yarlung Tsangpo,E(o),13.6,"4,288"
1864,29.89,94.569,Lower Yarlung Tsangpo,E(v),158.02,"4,149"
1865,29.885,94.646,Lower Yarlung Tsangpo,E(o),27.76,"4,308"
1866,29.882,94.582,Lower Yarlung Tsangpo,E(o),18.69,"4,418"
1867,29.879,94.541,Lower Yarlung Tsangpo,E(o),37.67,"4,266"
1868,29.877,94.63,Lower Yarlung Tsangpo,E(o),22.63,"4,490"
1869,29.875,94.616,Lower Yarlung Tsangpo,E(o),15.79,"4,588"
1870,29.869,94.687,Lower Yarlung Tsangpo,E(o),24.37,"4,378"
1871,29.861,94.531,Lower Yarlung Tsangpo,E(o),17.89,"4,592"
1872,29.852,94.583,Lower Yarlung Tsangpo,E(o),13.48,"4,688"
1873,29.829,94.633,Lower Yarlung Tsangpo,E(v),60.2,"4,231"
1874,29.825,94.55,Lower Yarlung Tsangpo,O,12.85,"4,275"
1875,29.824,94.599,Lower Yarlung Tsangpo,E(o),11.98,"4,564"
1876,29.815,94.572,Lower Yarlung Tsangpo,E(o),13.32,"4,400"
1877,29.796,94.577,Lower Yarlung Tsangpo,E(o),29.63,"4,351"
1878,29.779,94.601,Lower Yarlung Tsangpo,E(v),184.22,"4,146"
1879,29.777,94.56,Lower Yarlung Tsangpo,E(o),32.49,"4,161"
1880,29.776,94.573,Lower Yarlung Tsangpo,E(o),47.72,"4,161"
1881,28.763,93.987,Dihang,E(c),20.22,"3,957"
1882,28.742,93.915,Dihang,E(o),10.1,"4,150"
1883,28.728,93.795,Dihang,E(c),10.98,"4,205"
1884,28.707,93.792,Dihang,E(o),17.92,"3,793"
1885,28.606,93.845,Dihang,E(c),12.39,"4,022"
1886,28.562,93.887,Dihang,E(c),13.03,"3,938"
1887,28.757,94.153,Dihang,E(o),13.33,"3,875"
1888,28.754,94.134,Dihang,E(o),10.91,"4,057"
1889,28.753,94.001,Dihang,E(c),22.89,"4,019"
1890,28.963,94.372,Dihang,E(c),18.95,"4,145"
1891,28.953,94.383,Dihang,E(o),19.27,"3,858"
1892,28.837,94.451,Dihang,E(o),18.47,"4,136"
1893,30.603,95.182,Lower Yarlung Tsangpo,M(e),110.12,"4,278"
1894,30.269,95.217,Lower Yarlung Tsangpo,E(o),12.18,"3,938"
1895,30.571,95.252,Lower Yarlung Tsangpo,M(e),34.62,"4,520"
1896,30.531,95.487,Lower Yarlung Tsangpo,E(o),10.31,"4,783"
1897,30.42,95.296,Lower Yarlung Tsangpo,E(o),22.11,"4,404"
1898,30.392,95.419,Lower Yarlung Tsangpo,E(o),10.82,"4,317"
1899,30.591,95.551,Lower Yarlung Tsangpo,E(o),36.7,"5,043"
1900,30.576,95.576,Lower Yarlung Tsangpo,E(o),15.48,"4,924"
1901,30.564,95.644,Lower Yarlung Tsangpo,E(o),18.17,"5,073"
1902,30.541,95.703,Lower Yarlung Tsangpo,E(o),15.73,"5,053"
1903,30.537,95.548,Lower Yarlung Tsangpo,E(o),13.31,"4,811"
1904,30.533,95.565,Lower Yarlung Tsangpo,E(o),10.34,"4,918"
1905,30.527,95.693,Lower Yarlung Tsangpo,E(o),12.41,"4,988"
1906,30.522,95.701,Lower Yarlung Tsangpo,M(o),13.86,"4,991"
1907,30.514,95.669,Lower Yarlung Tsangpo,E(o),16.25,"4,761"
1908,30.473,95.575,Lower Yarlung Tsangpo,E(o),56.47,"4,866"
1909,30.496,95.65,Lower Yarlung Tsangpo,E(o),11.52,"4,954"
1910,30.47,95.588,Lower Yarlung Tsangpo,E(o),13.82,"4,876"
1911,30.436,95.602,Lower Yarlung Tsangpo,E(o),33.96,"5,002"
1912,30.391,95.657,Lower Yarlung Tsangpo,E(o),18.3,"4,734"
1913,30.386,95.745,Lower Yarlung Tsangpo,O,10.71,"4,257"
1914,30.381,95.654,Lower Yarlung Tsangpo,M(o),25.1,"4,751"
1915,30.326,95.611,Lower Yarlung Tsangpo,M(o),17.32,"4,916"
1916,30.3,95.548,Lower Yarlung Tsangpo,M(o),13.14,"4,419"
1917,30.269,95.606,Lower Yarlung Tsangpo,M(e),38.89,"4,459"
1918,30.251,95.604,Lower Yarlung Tsangpo,M(o),134.45,"4,442"
1919,30.238,95.603,Lower Yarlung Tsangpo,M(o),15.95,"4,394"
1920,30.229,95.592,Lower Yarlung Tsangpo,M(o),25.71,"4,354"
1921,30.223,95.543,Lower Yarlung Tsangpo,M(e),12.71,"4,173"
1922,30.221,95.584,Lower Yarlung Tsangpo,M(e),85.49,"4,342"
1923,30.341,95.856,Lower Yarlung Tsangpo,M(o),18.58,"4,851"
1924,30.288,95.871,Lower Yarlung Tsangpo,E(o),11.6,"4,724"
1925,30.18,95.857,Lower Yarlung Tsangpo,E(o),21.83,"4,442"
1926,30.008,95.917,Lower Yarlung Tsangpo,M(o),12.77,"4,670"
1927,29.805,95.642,Lower Yarlung Tsangpo,M(e),24.48,"4,131"
1928,29.796,95.512,Lower Yarlung Tsangpo,E(o),29.47,"4,133"
1929,29.992,95.866,Lower Yarlung Tsangpo,M(e),46.26,"4,312"
1930,29.982,95.905,Lower Yarlung Tsangpo,E(o),19.77,"4,189"
1931,29.905,95.909,Lower Yarlung Tsangpo,E(o),13.26,"4,168"
1932,29.87,95.982,Lower Yarlung Tsangpo,M(o),11.87,"4,707"
1933,29.598,96.141,Lower Yarlung Tsangpo,M(o),65.09,"4,025"
1934,29.579,96.161,Lower Yarlung Tsangpo,M(o),13,"3,874"
1935,29.907,96.257,Lower Yarlung Tsangpo,E(o),19.83,"4,578"
1936,29.904,96.399,Lower Yarlung Tsangpo,E(o),10.21,"4,892"
1937,29.893,96.38,Lower Yarlung Tsangpo,E(o),22.74,"4,681"
1938,29.883,96.391,Lower Yarlung Tsangpo,M(o),27.39,"4,691"
1939,29.874,96.325,Lower Yarlung Tsangpo,M(e),19.41,"4,117"
1940,29.867,96.37,Lower Yarlung Tsangpo,M(o),15.47,"4,775"
1941,29.823,96.351,Lower Yarlung Tsangpo,M(o),101.06,"4,870"
1942,29.762,96.375,Lower Yarlung Tsangpo,E(o),12.04,"4,810"
1943,29.706,96.308,Lower Yarlung Tsangpo,E(c),23.92,"4,845"
1944,29.626,96.47,Lower Yarlung Tsangpo,E(o),12.62,"4,364"
1945,29.571,96.375,Lower Yarlung Tsangpo,E(c),27.01,"4,279"
1946,29.465,96.5,Lower Yarlung Tsangpo,M(e),32.33,"3,818"
1947,29.664,96.553,Lower Yarlung Tsangpo,M(e),21.41,"4,696"
1948,29.177,94.526,Dihang,E(o),14.84,"4,258"
1949,29.504,94.969,Dihang,E(c),15.54,"4,451"
1950,29.33,94.816,Dihang,E(c),27.4,"4,151"
1951,29.316,94.922,Dihang,E(o),31.3,"3,657"
1952,29.256,94.77,Dihang,O,12.67,"3,294"
1953,29.226,94.783,Dihang,E(c),13.12,"3,683"
1954,29.222,94.78,Dihang,E(c),19.59,"3,754"
1955,28.978,94.398,Dihang,E(o),24.66,"3,111"
1956,29.483,95.038,Dihang,E(o),40.06,"3,897"
1957,29.478,95.074,Dihang,E(o),40.76,"3,474"
1958,29.254,95.227,Dihang,E(o),20.72,"1,441"
1959,29.069,95.242,Dihang,E(o),18.51,"3,823"
1960,29.058,95.237,Dihang,E(c),10.02,"3,743"
1961,29.188,95.453,Dihang,E(c),15.04,"3,866"
1962,29.183,95.451,Dihang,E(c),10.73,"3,922"
1963,29.18,95.486,Dihang,E(o),93.81,"3,533"
1964,29.163,95.491,Dihang,E(o),34.65,"3,544"
1965,29.161,95.464,Dihang,E(o),19.76,"3,826"
1966,29.144,95.493,Dihang,E(o),17.69,"3,673"
1967,29.14,95.405,Dihang,E(o),20.64,"3,765"
1968,29.062,95.263,Dihang,E(o),48.24,"3,668"
1969,29.763,95.546,Dihang,E(c),47.44,"3,474"
1970,29.723,95.528,Dihang,E(o),13.44,"3,065"
1971,29.633,95.613,Dihang,E(c),39.4,"4,320"
1972,29.599,95.74,Dihang,E(o),14.79,"4,010"
1973,29.596,95.691,Dihang,E(c),11.35,"4,314"
1974,29.557,95.679,Dihang,E(o),10.64,"4,199"
1975,29.513,95.693,Dihang,E(c),37.79,"3,922"
1976,29.377,95.63,Dihang,E(o),33.66,"3,750"
1977,29.374,95.558,Dihang,E(o),12.79,"4,049"
1978,29.374,95.718,Dihang,E(o),12.83,"4,046"
1979,29.372,95.712,Dihang,E(o),13.6,"4,042"
1980,29.367,95.696,Dihang,E(c),12.43,"4,282"
1981,29.363,95.598,Dihang,E(o),15.57,"4,150"
1982,29.359,95.583,Dihang,E(o),33.71,"4,193"
1983,29.359,95.656,Dihang,E(o),13.11,"3,951"
1984,29.356,95.664,Dihang,E(c),16.4,"4,091"
1985,29.347,95.732,Dihang,E(c),11.27,"4,140"
1986,29.347,95.695,Dihang,E(c),11.54,"4,101"
1987,29.336,95.741,Dihang,E(c),11.33,"4,111"
1988,29.324,95.59,Dihang,E(o),25.1,"4,016"
1989,29.304,95.64,Dihang,E(v),70.17,"3,322"
1990,29.304,95.725,Dihang,E(o),12.17,"3,952"
1991,29.283,95.74,Dihang,E(o),20.05,"4,168"
1992,29.273,95.739,Dihang,E(c),11.19,"4,023"
1993,29.237,95.659,Dihang,E(o),12.7,"4,016"
1994,29.234,95.596,Dihang,E(o),14.68,"3,750"
1995,29.233,95.654,Dihang,E(c),17.08,"3,915"
1996,29.202,95.545,Dihang,E(c),21.83,"3,838"
1997,29.2,95.505,Dihang,E(o),24.28,"4,104"
1998,29.195,95.592,Dihang,E(c),43.26,"3,708"
1999,29.539,95.795,Dihang,E(c),22.16,"3,895"
2000,29.535,95.804,Dihang,E(c),20.81,"4,065"
2001,29.387,95.987,Dihang,M(o),42.62,"4,251"
2002,29.375,95.951,Dihang,M(o),17.15,"4,296"
2003,29.371,95.873,Dihang,E(o),103.75,"4,344"
2004,29.354,95.927,Dihang,M(o),37.97,"4,357"
2005,29.352,95.902,Dihang,M(o),20.65,"4,212"
2006,29.352,95.915,Dihang,M(o),46.14,"4,357"
2007,29.335,95.871,Dihang,E(o),27.26,"4,025"
2008,29.327,95.847,Dihang,E(o),27.9,"4,290"
2009,29.323,95.857,Dihang,E(o),15.01,"4,169"
2010,28.72,95.16,Dihang,E(c),21.86,"3,640"
2011,28.964,95.252,Dihang,E(o),19.91,"3,717"
2012,28.943,95.298,Dihang,E(o),11.19,"3,780"
2013,28.922,95.323,Dihang,E(o),16.42,"3,841"
2014,28.899,95.313,Dihang,E(o),20.34,"3,788"
2015,28.876,95.316,Dihang,E(o),14.98,"3,847"
2016,29.176,95.447,Dibang,E(o),14.14,"3,906"
2017,29.167,95.45,Dibang,E(o),21.38,"3,945"
2018,29.141,95.437,Dibang,O,21.42,"3,322"
2019,29.129,95.439,Dibang,E(o),53.88,"3,284"
2020,29.12,95.397,Dibang,E(o),11.15,"3,914"
2021,29.117,95.48,Dibang,E(c),12.98,"3,706"
2022,29.085,95.438,Dibang,E(o),20.76,"3,706"
2023,29.074,95.427,Dibang,E(c),11.42,"3,670"
2024,29.072,95.405,Dibang,E(o),19.08,"3,864"
2025,29.208,95.742,Dibang,E(o),10.44,"3,913"
2026,29.176,95.617,Dibang,O,41.23,"3,063"
2027,29.172,95.736,Dibang,E(o),10.14,"3,652"
2028,29.166,95.674,Dibang,E(o),18.91,"3,771"
2029,29.092,95.566,Dibang,E(o),29.05,"3,247"
2030,29.084,95.501,Dibang,E(o),26.85,"3,480"
2031,29.294,95.887,Dibang,E(c),28.29,"3,517"
2032,29.27,95.925,Dibang,O,16.04,"2,605"
2033,29.251,95.957,Dibang,E(o),10.41,"3,738"
2034,29.25,95.993,Dibang,E(o),29.1,"4,204"
2035,29.239,95.98,Dibang,E(o),16.96,"4,155"
2036,29.232,95.981,Dibang,E(o),30.93,"4,167"
2037,29.229,95.962,Dibang,E(o),14.29,"4,328"
2038,29.219,95.749,Dibang,E(o),17.46,"3,951"
2039,29.202,95.797,Dibang,E(o),15.02,"4,054"
2040,29.173,95.826,Dibang,E(o),14.92,"3,790"
2041,29.153,95.772,Dibang,E(o),10.39,"3,864"
2042,29.074,95.946,Dibang,E(o),12.93,"4,165"
2043,29.019,95.91,Dibang,E(c),17.62,"3,671"
2044,29.011,95.885,Dibang,E(o),55.15,"3,778"
2045,28.977,95.263,Dibang,E(c),10.42,"3,769"
2046,28.917,95.34,Dibang,E(o),10.79,"3,901"
2047,28.911,95.334,Dibang,E(o),12.17,"3,789"
2048,28.875,95.377,Dibang,E(c),11.85,"3,504"
2049,28.875,95.334,Dibang,E(o),20.54,"3,756"
2050,28.873,95.35,Dibang,E(o),22.84,"3,647"
2051,28.863,95.34,Dibang,E(o),10.28,"3,789"
2052,28.848,95.32,Dibang,E(o),21.89,"3,913"
2053,28.831,95.35,Dibang,E(c),17.9,"4,046"
2054,28.746,95.398,Dibang,E(o),11.06,"3,787"
2055,29.005,95.905,Dibang,E(o),54.45,"3,598"
2056,28.979,95.861,Dibang,E(c),19.07,"3,622"
2057,29.338,96.082,Dibang,M(o),27.72,"4,290"
2058,29.335,96.008,Dibang,E(c),28.3,"3,985"
2059,29.325,96.114,Dibang,E(o),11.06,"3,962"
2060,29.321,96.117,Dibang,E(o),10.94,"3,975"
2061,29.315,96.125,Dibang,E(o),11.69,"3,996"
2062,29.309,96.136,Dibang,E(o),26.81,"4,204"
2063,29.304,96.142,Dibang,E(o),27.95,"4,221"
2064,29.302,96.082,Dibang,E(o),119.59,"4,274"
2065,29.292,96.001,Dibang,E(o),14.8,"4,079"
2066,29.288,96.134,Dibang,E(o),10.04,"4,045"
2067,29.283,96.091,Dibang,E(o),12.82,"4,204"
2068,29.269,96.157,Dibang,E(o),102.66,"3,991"
2069,29.257,96.138,Dibang,E(o),23.81,"3,766"
2070,29.256,96.209,Dibang,E(c),43.26,"4,623"
2071,29.249,96.028,Dibang,E(o),11.97,"4,133"
2072,29.241,96.074,Dibang,E(o),12.88,"4,199"
2073,29.229,96.192,Dibang,E(o),106.39,"3,473"
2074,29.226,96.072,Dibang,E(c),30.15,"3,992"
