,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha
361,M(e),81.878,30.204,2019,12.66,5518,0,moraine,0,73.34038804397127
362,M(e),81.781,30.129,2019,75.65,5015,0,moraine,0,64.30809756980928
363,O,81.955,30.059,2019,11.43,4440,0,other,0,36.52189269248561
364,M(e),81.941,30.057,2019,13.87,4564,0,moraine,0,29.60624547779851
365,M(e),81.031,29.921,2019,18.61,4821,0,moraine,0,71.30501629237969
366,E(o),81.674,29.936,2019,11.23,4569,0,other,0,16.10555666757695
367,E(o),81.747,29.898,2019,12.9,4692,0,other,0,5.994284728551009
368,M(e),81.578,29.898,2019,28.51,3581,0,moraine,0,30.360868320214934
369,M(e),81.527,29.773,2019,49.99,4576,0,moraine,0,43.02592588776698
370,E(c),81.556,29.648,2019,11.64,4551,0,other,0,8.506614468973954
371,E(c),81.544,29.61,2019,13.28,4467,0,other,0,9.13444948838912
372,M(l),82.161,30.149,2019,16.65,4994,0,moraine,0,374.65378800094305
373,M(l),82.127,30.067,2019,62.33,4829,0,moraine,0,58.752798219734736
374,M(l),82.197,29.993,2019,24.67,4379,0,moraine,0,81.58335765380234
375,E(c),82.25,29.971,2019,17.27,4881,0,other,0,46.82512380800689
376,E(c),82.208,29.935,2019,12.01,4562,0,other,0,43.892125794932106
377,E(c),82.207,29.929,2019,32.97,4550,0,other,0,43.892125794932106
378,O,82.235,29.928,2019,12.27,4236,0,other,0,36.654317496995965
379,M(o),82.245,29.702,2019,10.53,4671,0,moraine,0,67.46651379697978
380,M(o),82.193,29.675,2019,15.17,4223,0,moraine,0,13.96707074539064
381,E(o),82.222,29.669,2019,11.34,4577,0,other,0,13.96707074539064
382,E(o),82.194,29.668,2019,12.67,4379,0,other,0,13.96707074539064
383,E(c),82.203,29.666,2019,19.44,4388,0,other,0,13.96707074539064
384,E(o),82.223,29.654,2019,13.57,4492,0,other,0,13.96707074539064
385,E(o),82.236,29.116,2019,10.84,4270,0,other,0,7.3744724914729725
386,E(o),82.186,29.084,2019,11.01,4242,0,other,0,7.376751416962024
387,M(o),82.383,29.878,2019,12.59,4967,0,moraine,0,59.57211338697022
388,E(c),82.415,29.754,2019,42.4,4692,0,other,0,49.35936030601053
389,M(l),82.25,29.714,2019,11.54,4651,0,moraine,0,67.46651379697978
390,M(o),82.373,29.698,2019,13.27,4842,0,moraine,0,17.78367151077999
391,E(o),82.361,29.432,2019,27.07,4398,0,other,0,20.33444067560098
392,E(c),82.43,29.408,2019,19.81,4415,0,other,0,39.35769706382352
393,E(o),82.394,29.391,2019,16.79,3954,0,other,0,18.935673601578625
394,E(o),82.416,29.387,2019,13.31,4447,0,other,0,44.20914323413725
395,E(c),82.424,29.384,2019,46.79,4434,0,other,0,44.20914323413725
396,E(o),82.41,29.382,2019,10.19,4287,0,other,0,42.878962872373926
397,E(o),82.474,29.309,2019,15.73,4081,0,other,0,10.101208404887986
398,E(o),82.256,29.119,2019,13.37,4430,0,other,0,7.3744724914729725
399,E(o),82.514,29.893,2019,11.14,5031,0,other,0,6.305982467000394
400,M(o),82.712,29.822,2019,19.68,5037,0,moraine,0,24.230136090349546
401,M(e),82.671,29.798,2019,13.7,4654,0,moraine,0,88.05754541329947
402,M(o),82.705,29.743,2019,11.27,5346,0,moraine,0,18.01240891588445
403,M(o),82.644,29.723,2019,18.86,4978,0,moraine,0,17.00052775562536
404,E(o),82.561,29.696,2019,11.37,4830,0,other,0,8.814571316831938
405,M(e),82.705,29.297,2019,10.03,5003,0,moraine,0,92.48632292010213
406,M(e),82.59,29.27,2019,10.04,4335,0,moraine,0,9.400119646319808
407,M(o),82.564,29.249,2019,29.0,4647,0,moraine,0,30.091377742656523
408,E(o),82.546,29.194,2019,35.8,4693,0,other,0,30.886578088066774
409,E(o),82.563,29.185,2019,16.36,4597,0,other,0,30.886578088066774
410,E(o),82.867,28.819,2019,18.36,4429,0,other,0,7.710357160255837
411,E(c),82.981,28.79,2019,10.6,4796,0,other,0,9.521382618991096
412,M(o),83.026,29.108,2019,12.95,4884,0,moraine,0,10.35638201239464
413,E(o),83.39,29.377,2019,11.85,5175,0,other,0,9.859743861725113
414,M(o),83.702,29.218,2019,42.49,5426,0,moraine,0,42.243258156311505
415,M(e),83.684,29.201,2019,22.46,5482,0,moraine,0,57.54444656055897
416,O,83.748,29.175,2019,17.07,5360,0,other,0,16.390073364078365
417,M(o),83.738,29.117,2019,11.61,5517,0,moraine,0,18.35756674177943
418,M(e),83.674,29.046,2019,12.14,5431,0,moraine,0,54.332486944003435
419,M(e),83.173,28.993,2019,15.98,4821,0,moraine,0,114.13475776615073
420,M(e),83.187,28.959,2019,27.62,5071,0,moraine,0,33.62805903799802
421,M(e),83.33,28.787,2019,43.57,4445,0,moraine,0,212.5999190824513
422,M(e),83.527,28.886,2019,30.92,5578,0,moraine,0,72.4998016170278
423,M(e),83.89,28.726,2019,14.99,5103,0,moraine,0,82.91753408301818
424,E(o),83.92,28.712,2019,10.97,4986,0,other,0,9.37215500610909
425,M(o),83.852,28.691,2019,340.21,4910,0,moraine,0,301.1472124589765
426,M(e),84.15,28.826,2019,10.74,5406,0,moraine,0,104.45624019185068
427,M(l),84.472,28.663,2019,24.93,4088,0,moraine,0,20.95938091539063
428,M(l),84.458,28.657,2019,10.57,4039,0,moraine,0,20.95938091539063
429,M(e),84.256,28.497,2019,11.38,4987,0,moraine,0,33.701736649165376
430,M(e),84.486,28.488,2019,89.44,4038,0,moraine,0,92.26412907958283
431,M(e),84.629,28.596,2019,22.25,3632,0,moraine,0,26.17652512014679
432,E(o),84.579,28.372,2019,11.03,4430,0,other,0,5.846844886103713
433,M(e),84.912,28.617,2019,10.08,4683,0,moraine,0,96.19038105174013
434,E(o),84.802,28.505,2019,21.26,3684,0,other,0,16.571688723425996
435,E(c),84.78,28.38,2019,16.8,4656,0,other,0,89.03090901565639
436,E(o),85.084,28.961,2019,17.03,5388,0,other,0,14.535324016814226
437,M(o),85.022,28.585,2019,11.99,5047,0,moraine,0,58.261669132508665
438,M(e),85.17,28.292,2019,20.33,4724,0,moraine,0,35.26758743550501
439,M(e),85.41,28.676,2019,21.04,5447,0,moraine,0,84.61264099524422
440,M(e),85.491,28.644,2019,50.98,4985,0,moraine,0,55.964151192897816
441,M(e),85.474,28.642,2019,33.3,5135,0,moraine,0,74.56934803320998
442,M(e),85.457,28.568,2019,23.6,4495,0,moraine,0,26.81443181155725
443,M(e),85.464,28.566,2019,16.35,4428,0,moraine,0,26.81443181155725
444,I(s),85.333,28.559,2019,12.6,4973,0,ice,1,94.17783049061089
445,M(e),85.494,28.508,2019,26.42,4798,0,moraine,0,53.81383158481531
446,M(o),85.469,28.124,2019,14.08,4787,0,moraine,0,13.223763261397844
447,O,85.413,28.083,2019,12.59,4393,0,other,0,11.329689420174725
448,O,85.407,28.08,2019,15.16,4327,0,other,0,11.329689420174725
449,O,85.389,28.061,2019,16.5,4205,0,other,0,11.25251227283593
450,M(e),85.51,28.623,2019,118.78,5127,0,moraine,0,121.15308017101572
451,M(e),85.527,28.616,2019,103.58,5113,0,moraine,0,121.15308017101572
452,M(o),85.596,28.58,2019,26.15,5436,0,moraine,0,120.11940546754296
453,M(o),85.583,28.575,2019,22.13,5438,0,moraine,0,119.409569350805
454,E(o),85.659,28.573,2019,10.62,5238,0,other,0,10.330958800546137
455,M(e),85.602,28.562,2019,129.19,5361,0,moraine,0,120.11940546754296
456,E(o),85.616,28.548,2019,21.83,5443,0,other,0,489.68646696663285
457,M(e),85.609,28.532,2019,540.55,5352,0,moraine,0,601.0174243372024
458,M(o),85.638,28.527,2019,31.01,5299,0,moraine,0,265.0048120474583
459,M(e),85.636,28.494,2019,490.68,5278,0,moraine,0,441.79911263633716
460,M(e),85.736,28.485,2019,51.99,5335,0,moraine,0,55.092395566101025
461,M(e),85.519,28.468,2019,43.67,4445,0,moraine,0,41.838690223703466
462,M(o),85.684,28.46,2019,18.49,5705,0,moraine,0,18.71017050826103
463,M(e),85.564,28.426,2019,29.39,4873,0,moraine,0,26.218735524245997
464,M(o),85.588,28.405,2019,10.51,5251,0,moraine,0,19.27313707347896
465,M(o),85.605,28.404,2019,12.01,5265,0,moraine,0,19.27313707347896
466,M(o),85.538,28.358,2019,10.83,4390,0,moraine,0,124.47134463887852
467,M(o),85.63,28.163,2019,13.05,4986,0,moraine,0,28.181264095099717
468,M(e),85.78,28.442,2019,48.25,5577,0,moraine,0,49.82426158905724
469,E(o),85.89,28.371,2019,27.07,5242,0,other,0,316.40204766233063
470,M(e),85.871,28.36,2019,463.78,5212,0,moraine,0,435.09121454209827
471,M(o),85.869,28.329,2019,213.52,5167,0,moraine,0,190.65471250708273
472,M(o),85.908,28.323,2019,14.56,5387,0,moraine,0,12.647778697847237
473,M(e),85.838,28.322,2019,540.35,5067,0,moraine,0,523.7830462038445
474,M(o),85.93,28.321,2019,11.18,5298,0,moraine,0,30.989853922707052
475,M(o),85.948,28.313,2019,25.06,5227,0,moraine,0,30.989853922707052
476,E(c),85.819,28.297,2019,28.1,5080,0,other,0,133.6099249670787
477,M(o),85.83,28.293,2019,28.5,5023,0,moraine,0,166.8919853426917
478,O,85.915,28.261,2019,15.97,5106,0,other,0,8.384184216372981
479,M(e),85.847,28.211,2019,61.34,4374,0,moraine,0,69.63670506842458
480,E(o),85.923,28.182,2019,47.08,4355,0,other,0,39.49775740330469
481,I(s),85.905,28.151,2019,12.6,4495,0,ice,1,40.14156535950708
482,M(e),86.225,28.347,2019,55.9,5348,0,moraine,0,53.030203009375555
483,M(e),86.192,28.335,2019,55.0,5422,0,moraine,0,142.3002136759241
484,M(o),86.158,28.321,2019,22.44,5549,0,moraine,0,59.13928293146128
485,M(e),86.157,28.303,2019,59.05,5307,0,moraine,0,59.13928293146128
486,M(e),86.151,28.295,2019,16.51,5346,0,moraine,0,59.13928293146128
487,M(e),86.131,28.294,2019,23.99,5244,0,moraine,0,37.71254643077173
488,M(e),86.187,28.27,2019,12.64,5335,0,moraine,0,88.40373989347307
489,M(e),86.103,28.253,2019,14.98,5189,0,moraine,0,25.31439491255709
490,M(o),86.15,28.249,2019,13.16,5331,0,moraine,0,12.577502255056492
491,M(e),86.196,28.243,2019,17.69,5338,0,moraine,0,50.076609880465604
492,M(o),86.226,28.183,2019,12.34,5223,0,moraine,0,16.22398607501258
493,M(o),86.066,28.067,2019,32.5,4630,0,moraine,0,28.605053608805306
494,M(e),86.415,28.392,2019,20.17,5502,0,moraine,0,17.379330056226863
495,M(e),86.384,28.381,2019,13.92,5551,0,moraine,0,118.33844558207278
496,M(e),86.305,28.374,2019,391.5,5346,0,moraine,0,393.39748970594695
497,M(e),86.259,28.374,2019,27.54,5544,0,moraine,0,32.236684086830756
498,M(e),86.493,28.348,2019,34.51,5524,0,moraine,0,33.2717100496169
499,M(e),86.582,28.199,2019,134.64,5094,0,moraine,0,50.570345912843216
500,M(e),86.365,28.24,2019,24.72,5327,0,moraine,0,40.98393297750907
501,M(e),86.314,28.194,2019,27.79,5245,0,moraine,0,28.0918456661803
502,M(e),86.351,28.193,2019,19.87,5339,0,moraine,0,22.63467867447905
503,M(e),86.5,28.033,2019,60.86,5057,0,moraine,0,121.51305024084064
504,E(o),86.514,28.887,2019,98.23,5098,0,other,0,75.63781384657685
505,E(o),86.575,28.84,2019,26.39,5465,0,other,0,14.39491296510582
506,E(o),86.529,28.815,2019,32.37,5326,0,other,0,252.68094801205905
507,M(o),86.511,28.321,2019,10.75,5321,0,moraine,0,8.378325966380562
508,I(s),86.502,28.283,2019,22.63,5157,0,ice,1,27.282064857226096
509,M(e),86.629,28.207,2019,27.78,5539,0,moraine,0,29.517252047225803
510,M(e),86.532,28.185,2019,67.68,5025,0,moraine,0,42.18712542718799
511,M(o),86.535,28.151,2019,18.48,5220,0,moraine,0,59.61311305071947
512,M(e),86.531,28.135,2019,97.85,4984,0,moraine,0,68.42800032293465
513,M(e),86.52,28.073,2019,23.11,5216,0,moraine,0,311.02391893923726
514,M(l),86.514,28.044,2019,57.94,5241,0,moraine,0,142.80305910537135
515,M(e),86.71,28.038,2019,15.44,5363,0,moraine,0,27.65873220828191
516,M(o),86.682,28.026,2019,18.71,5149,0,moraine,0,24.251054453711685
517,M(o),86.721,28.017,2019,19.81,5066,0,moraine,0,104.87760850946373
518,M(l),86.682,28.006,2019,17.13,4947,0,moraine,0,43.6072784475849
519,I(s),86.863,28.112,2019,39.4,5218,0,ice,1,43.95930612636714
520,E(o),87.15,28.274,2019,11.91,5012,0,other,0,10.043807413010892
521,E(o),87.246,28.27,2019,15.31,5166,0,other,0,13.99852161212787
522,M(e),87.053,28.226,2019,17.19,5050,0,moraine,0,53.89155082903175
523,E(o),87.101,28.208,2019,101.93,4852,0,other,0,94.40736218012839
524,O,87.052,28.205,2019,65.11,4980,0,other,0,53.89155082903175
525,E(o),87.122,28.166,2019,12.23,5219,0,other,0,24.86332268349266
526,E(o),87.143,28.159,2019,18.93,5154,0,other,0,89.86456910633544
527,O,87.158,28.152,2019,94.74,5141,0,other,0,89.86456910633544
528,O,87.174,28.152,2019,10.97,5075,0,other,0,89.86456910633544
529,M(o),87.105,28.142,2019,16.53,5472,0,moraine,0,26.84291535610742
530,M(o),87.112,28.142,2019,25.06,5470,0,moraine,0,26.84291535610742
531,M(e),87.082,28.13,2019,19.29,5518,0,moraine,0,19.87722889102272
532,M(o),87.065,28.111,2019,31.03,5468,0,moraine,0,19.87722889102272
533,M(e),87.134,28.069,2019,25.49,4879,0,moraine,0,87.32974951798946
534,M(e),87.047,28.068,2019,78.93,5589,0,moraine,0,86.29003646957814
535,M(o),87.193,28.065,2019,10.78,4837,0,moraine,0,79.88230006408801
536,M(e),87.167,28.039,2019,24.07,4739,0,moraine,0,63.87290818800868
537,E(c),87.19,28.032,2019,27.29,5013,0,other,0,76.55401795228595
538,M(e),87.028,28.007,2019,14.23,5509,0,moraine,0,14.350056087516341
539,M(e),87.142,28.005,2019,43.7,4450,0,moraine,0,35.519117472976944
540,E(o),87.437,28.775,2019,21.8,5553,0,other,0,17.473666393237856
541,E(o),87.417,28.76,2019,15.68,5458,0,other,0,17.473666393237856
542,E(o),87.427,28.754,2019,13.58,5511,0,other,0,25.11458340103342
543,E(o),87.455,28.75,2019,31.67,5680,0,other,0,28.342395109220544
544,E(o),87.382,28.742,2019,41.57,5501,0,other,0,35.981823285769856
545,E(o),87.479,28.737,2019,23.55,5415,0,other,0,28.342395109220544
546,E(o),87.44,28.735,2019,23.96,5577,0,other,0,28.342395109220544
547,E(o),87.406,28.734,2019,18.44,5600,0,other,0,35.981823285769856
548,E(o),87.478,28.728,2019,24.81,5384,0,other,0,20.78877386193745
549,M(e),86.379,28.393,2019,100.11,5482,0,moraine,0,118.33844558207278
550,O,87.47,28.213,2019,131.39,4781,0,other,0,122.01839723759323
551,M(e),87.479,28.172,2019,23.91,5290,0,moraine,0,28.266697478517383
552,O,87.418,28.165,2019,10.93,4818,0,other,0,21.92509966862107
553,M(e),87.487,28.161,2019,10.29,5298,0,moraine,0,71.89818382868883
554,O,87.443,28.16,2019,32.33,4854,0,other,0,26.284259739665785
555,M(o),87.469,28.148,2019,39.58,5106,0,moraine,0,71.57907030860481
556,M(e),87.428,28.137,2019,25.85,5191,0,moraine,0,13.621369214154717
557,E(o),87.354,28.064,2019,13.08,4190,0,other,0,1.2678334777582234
558,E(o),87.27,28.023,2019,10.23,4636,0,other,0,24.258394689868386
559,E(o),87.259,28.016,2019,33.07,4672,0,other,0,24.258394689868386
560,E(o),87.297,28.012,2019,12.13,4416,0,other,0,8.008664963008455
561,E(o),86.519,28.858,2019,81.24,5254,0,other,0,138.0551811960722
562,E(o),87.509,28.841,2019,25.2,5486,0,other,0,18.957225462501324
563,E(o),86.522,28.832,2019,281.32,5319,0,other,0,273.52585354352607
564,O,87.553,28.773,2019,25.64,5319,0,other,0,20.150183340123064
565,E(o),87.625,28.747,2019,17.28,5545,0,other,0,15.116388788387445
566,O,87.548,28.712,2019,41.2,5188,0,other,0,48.9956362709177
567,E(o),87.534,28.694,2019,60.74,5158,0,other,0,48.9956362709177
568,M(o),87.634,28.268,2019,10.04,5674,0,moraine,0,23.174442717660988
569,M(o),87.501,28.236,2019,20.48,5225,0,moraine,0,36.15734408412256
570,M(e),87.591,28.23,2019,78.9,5410,0,moraine,0,230.98390590709812
571,M(e),87.578,28.228,2019,21.94,5247,0,moraine,0,185.48494768675783
572,M(e),87.56,28.206,2019,15.95,5337,0,moraine,0,139.1141651280342
573,M(e),87.641,28.195,2019,47.42,5352,0,moraine,0,51.68097115595004
574,M(e),87.563,28.178,2019,104.19,5011,0,moraine,0,66.33296766467961
575,M(e),87.623,28.167,2019,20.87,5375,0,moraine,0,39.10132529870095
576,M(e),87.578,28.164,2019,20.22,5171,0,moraine,0,108.4411248749486
577,M(o),87.612,28.155,2019,13.82,5241,0,moraine,0,30.007969328365714
578,M(o),87.599,28.131,2019,14.18,5261,0,moraine,0,94.49361049655458
579,M(e),87.615,28.118,2019,35.67,5052,0,moraine,0,108.51433045259213
580,M(e),87.586,28.116,2019,12.43,5050,0,moraine,0,140.9906018632748
581,M(e),87.655,28.114,2019,146.34,4954,0,moraine,0,132.27011103924625
582,M(e),87.584,28.107,2019,15.91,4968,0,moraine,0,140.9906018632748
583,M(e),87.637,28.093,2019,72.47,5178,0,moraine,0,160.02497808256058
584,M(e),87.627,28.052,2019,18.4,5066,0,moraine,0,22.1135127348961
585,M(e),86.446,27.947,2019,156.76,5046,0,moraine,0,198.19709109563527
586,M(o),86.433,27.929,2019,31.99,5025,0,moraine,0,582.8074690885213
587,M(o),86.42,27.927,2019,15.72,5020,0,moraine,0,483.9463014050765
588,M(o),86.465,27.917,2019,17.56,5259,0,moraine,0,283.6620615752358
589,M(o),86.477,27.916,2019,14.08,5110,0,moraine,0,130.60057369635706
590,M(e),86.476,27.861,2019,158.4,4550,0,moraine,0,158.85974286985962
591,E(o),86.356,27.85,2019,11.18,4424,0,other,0,7.542793464554318
592,M(l),86.681,27.975,2019,57.83,4834,0,moraine,0,58.369192277869956
593,M(l),86.69,27.951,2019,42.11,4741,0,moraine,0,41.23929369844051
594,M(l),86.699,27.941,2019,18.0,4709,0,moraine,0,41.16905298115901
595,M(o),86.621,27.791,2019,46.73,5157,0,moraine,0,138.56056193014487
596,M(e),86.612,27.779,2019,117.31,4831,0,moraine,0,138.56056193014487
597,M(o),86.643,27.778,2019,29.27,5163,0,moraine,0,60.382304159831534
598,M(o),86.835,27.997,2019,11.55,5321,0,moraine,0,63.10145362114321
599,I(s),86.804,27.975,2019,24.84,5183,0,ice,1,24.664421243067387
600,M(l),86.786,27.924,2019,54.85,4512,0,moraine,0,54.82653449537676
601,M(e),86.925,27.898,2019,139.77,5003,0,moraine,0,115.70978665743654
602,E(c),86.913,27.894,2019,11.28,4986,0,other,0,115.70978665743654
603,M(o),86.937,27.857,2019,21.45,5473,0,moraine,0,97.24069861162609
604,M(o),86.928,27.85,2019,48.86,5411,0,moraine,0,50.97340075371541
605,M(e),86.935,27.837,2019,29.39,5209,0,moraine,0,50.97340075371541
606,M(o),86.917,27.832,2019,33.07,5360,0,moraine,0,50.97340075371541
607,M(e),86.974,27.805,2019,16.77,5516,0,moraine,0,332.3191088719588
608,M(e),86.966,27.799,2019,21.36,5396,0,moraine,0,408.3554377856675
609,M(o),86.911,27.794,2019,18.87,5274,0,moraine,0,26.931346825693268
610,M(o),86.838,27.793,2019,22.89,5351,0,moraine,0,54.82336557550683
611,M(e),86.957,27.783,2019,87.28,5198,0,moraine,0,339.31947383863024
612,I(s),86.871,27.766,2019,13.68,4931,0,ice,1,33.614532942664994
613,M(o),86.958,27.755,2019,86.5,4927,0,moraine,0,83.36353133096456
614,M(o),86.91,27.719,2019,14.93,4989,0,moraine,0,14.865292088989012
615,M(o),86.792,27.696,2019,12.95,4951,0,moraine,0,12.324056438714067
616,M(e),86.858,27.687,2019,31.8,4764,0,moraine,0,31.649482716384025
617,E(o),86.853,27.681,2019,11.85,4694,0,other,0,31.649482716384025
618,E(c),87.247,27.959,2019,12.02,4457,0,other,0,7.614482573396563
619,E(c),87.188,27.906,2019,33.14,4490,0,other,0,149.8795307302825
620,M(e),87.081,27.844,2019,41.15,4847,0,moraine,0,40.4156590439532
621,M(o),87.095,27.829,2019,12.06,5225,0,moraine,0,49.71060241646027
622,M(e),87.092,27.798,2019,182.16,4543,0,moraine,0,335.58580452831336
623,E(c),87.206,27.691,2019,11.49,4088,0,other,0,0.31805795248179286
624,E(o),87.345,27.983,2019,26.18,3728,0,other,0,20.142269866075853
625,E(c),87.349,27.948,2019,10.13,3991,0,other,0,17.131210989906112
626,E(o),87.293,27.932,2019,12.13,4373,0,other,0,23.40391449033946
627,E(c),87.306,27.918,2019,11.15,4416,0,other,0,23.40391449033946
628,E(c),87.341,27.837,2019,19.17,4243,0,other,0,7.384899475566953
629,E(c),87.522,27.997,2019,12.38,4720,0,other,0,7.215354950305794
630,E(o),87.583,27.986,2019,12.33,4826,0,other,0,9.039947882019579
631,E(c),87.557,27.979,2019,11.03,4767,0,other,0,9.039947882019579
632,M(e),87.699,27.9,2019,11.27,5226,0,moraine,0,16.586170367641294
633,E(c),87.737,27.864,2019,13.98,5337,0,other,0,109.2246448111098
634,M(e),87.749,27.816,2019,17.17,4903,0,moraine,0,14.613725111631863
635,E(c),87.694,27.681,2019,13.3,4633,0,other,0,10.09916459876662
636,E(c),87.517,27.681,2019,10.1,4472,0,other,0,6.600263336497543
637,E(o),87.703,27.651,2019,14.36,4460,0,other,0,8.433272550730177
638,O,87.573,27.645,2019,11.78,3860,0,other,0,1.8296010191725938
639,E(c),87.633,27.639,2019,16.45,4289,0,other,0,10.182634300503672
640,E(c),87.696,27.63,2019,14.11,4179,0,other,0,8.433272550730177
641,E(o),87.706,27.629,2019,13.01,4319,0,other,0,8.433272550730177
642,E(o),87.712,27.62,2019,12.63,4454,0,other,0,8.433272550730177
643,E(c),87.543,27.617,2019,10.93,4471,0,other,0,1.1935103037698214
644,M(l),87.884,27.969,2019,17.9,5597,0,moraine,0,16.575947765245015
645,M(e),87.814,27.964,2019,40.61,5249,0,moraine,0,46.478163308149625
646,M(e),87.908,27.952,2019,64.79,5165,0,moraine,0,76.46892127860076
647,M(e),87.93,27.95,2019,83.66,5106,0,moraine,0,78.05558238524792
648,M(e),88.002,27.928,2019,113.22,5348,0,moraine,0,105.28474861111168
649,M(e),87.771,27.926,2019,97.66,4913,0,moraine,0,97.27365058448568
650,M(e),87.805,27.881,2019,34.32,4690,0,moraine,0,36.115596516410825
651,M(e),87.866,27.869,2019,68.12,4910,0,moraine,0,67.15861388106163
652,O,87.831,27.849,2019,33.5,4437,0,other,0,32.156505787304766
653,M(e),87.974,27.793,2019,22.32,5183,0,moraine,0,20.415837083825416
654,M(o),87.934,27.79,2019,14.1,4938,0,moraine,0,11.439537627379917
655,E(c),87.777,27.757,2019,25.46,4708,0,other,0,20.184280025123062
656,E(c),87.782,27.745,2019,19.69,4775,0,other,0,20.184280025123062
657,E(o),87.778,27.738,2019,22.06,4705,0,other,0,20.184280025123062
658,M(e),88.241,28.004,2019,41.8,5269,0,moraine,0,60.570750454784964
659,O,88.427,28.054,2019,101.66,4888,0,other,0,80.04025654598715
660,E(o),88.461,28.033,2019,13.87,5156,0,other,0,11.334683882091309
661,M(e),88.355,28.022,2019,56.29,5195,0,moraine,0,57.1545035512822
662,M(e),88.288,28.017,2019,50.43,5268,0,moraine,0,49.62620409498309
663,M(e),88.259,28.009,2019,59.7,5256,0,moraine,0,60.570750454784964
664,M(e),88.32,28.005,2019,38.58,5104,0,moraine,0,37.50129731672125
665,M(e),88.221,27.988,2019,11.94,5372,0,moraine,0,39.88070744864216
666,M(e),88.075,27.946,2019,148.59,5488,0,moraine,0,140.96559222070312
667,M(o),88.041,27.943,2019,10.32,5821,0,moraine,0,86.39780495938442
668,M(e),88.066,27.933,2019,83.35,5563,0,moraine,0,140.96559222070312
669,M(e),88.019,27.928,2019,13.25,5692,0,moraine,0,105.28474861111168
670,M(e),88.078,27.835,2019,16.48,5604,0,moraine,0,91.8777744169102
671,M(o),88.05,27.545,2019,25.72,5020,0,moraine,0,23.723011857171038
672,M(e),88.402,27.994,2019,18.97,5171,0,moraine,0,20.77445917059421
673,O,82.173,30.478,2019,31.29,5250,0,other,0,28.47999055592307
674,O,82.06,30.468,2019,378.8,5180,0,other,0,369.19071890136473
675,O,82.108,30.461,2019,16.73,5177,0,other,0,22.679615809412596
676,O,82.181,30.431,2019,32.23,5000,0,other,0,33.455122755764506
677,O,82.171,30.413,2019,37.71,5002,0,other,0,76.29273777337781
678,E(o),82.192,30.398,2019,86.53,5203,0,other,0,83.10904770308579
679,E(o),82.156,30.366,2019,12.73,5450,0,other,0,11.23461608278852
680,M(e),82.055,30.362,2019,56.83,5283,0,moraine,0,41.608305600101794
681,O,82.238,30.352,2019,29.81,5106,0,other,0,24.022115963628092
682,M(e),82.141,30.34,2019,16.12,5580,0,moraine,0,42.16946908920352
683,M(e),82.169,30.282,2019,16.58,5339,0,moraine,0,63.60111752762943
684,M(e),82.209,30.255,2019,128.7,5057,0,moraine,0,281.52193800555847
685,M(e),82.232,30.221,2019,44.31,5582,0,moraine,0,48.18241811153107
686,O,82.362,30.432,2019,152.61,4882,0,other,0,153.61673825279405
687,O,82.302,30.419,2019,901.4,4931,0,other,0,908.6573958965208
688,O,82.355,30.407,2019,23.16,4870,0,other,0,97.17365641694404
689,O,82.256,30.406,2019,14.1,4936,0,other,0,8.906512984268245
690,O,82.273,30.371,2019,10.68,4966,0,other,0,8.444829799387355
691,O,82.271,30.342,2019,69.03,4993,0,other,0,68.35415673213161
692,O,82.27,30.329,2019,58.67,4990,0,other,0,68.35415673213161
693,O,82.272,30.318,2019,15.62,4996,0,other,0,63.39441380378503
694,O,82.259,30.311,2019,25.33,4997,0,other,0,60.99986458028995
695,O,82.486,30.217,2019,25.14,4791,0,other,0,19.321783355130584
696,E(o),82.404,30.106,2019,48.23,4912,0,other,0,45.21275972205246
697,M(e),82.27,30.103,2019,203.15,4875,0,moraine,0,222.10838800980454
698,M(e),82.343,30.079,2019,91.73,4849,0,moraine,0,84.62238009442896
699,O,82.526,30.832,2019,14.79,5307,0,other,0,12.799992865434115
700,M(o),82.75,30.807,2019,14.74,5547,0,moraine,0,14.731404518056623
701,O,82.652,30.608,2019,20.59,5088,0,other,0,16.539446058578918
702,O,82.589,30.257,2019,19.38,4778,0,other,0,19.77942991736209
703,O,82.859,30.881,2019,146.23,5446,0,other,0,137.41415403251784
704,M(o),82.754,30.811,2019,10.06,5551,0,moraine,0,14.731404518056623
705,O,82.88,30.654,2019,12.36,5322,0,other,0,9.810814611214896
706,M(o),82.906,30.572,2019,14.28,5553,0,moraine,0,74.54162540554263
707,M(o),82.921,30.563,2019,26.68,5607,0,moraine,0,74.54162540554263
708,M(o),82.958,30.551,2019,29.39,5558,0,moraine,0,25.287805662844985
709,O,82.756,30.116,2019,12.66,4842,0,other,0,10.874771808128665
710,M(o),82.479,29.984,2019,11.89,5223,0,moraine,0,22.404226531597665
711,M(e),82.496,29.969,2019,23.18,4995,0,moraine,0,60.9033056452657
712,E(o),82.535,29.985,2019,392.72,4829,0,other,0,382.2868389461379
713,E(o),82.567,29.98,2019,19.61,4845,0,other,0,176.79428781395472
714,M(o),82.589,29.98,2019,48.6,4853,0,moraine,0,46.436987215962745
715,M(e),82.508,29.962,2019,25.57,5084,0,moraine,0,76.07051887354106
716,M(e),82.603,29.94,2019,28.46,4891,0,moraine,0,37.43516695619427
717,M(e),82.618,29.924,2019,41.72,4960,0,moraine,0,37.43516695619427
