,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha
187,E(c),75.411,33.952,2019,26.79,4082,0,other,0,21.899743964244944
188,E(c),75.389,33.929,2019,19.34,4048,0,other,0,15.795957969818497
189,E(o),75.47,33.754,2019,10.88,3921,0,other,0,7.092897124443125
190,E(c),75.537,33.619,2019,10.85,3852,0,other,0,7.104035742816803
191,M(l),76.03,35.954,2019,10.62,4276,0,moraine,0,31.908214571176806
192,O,76.205,35.171,2019,30.72,3301,0,other,0,24.957690565607955
193,E(o),76.234,35.097,2019,22.96,4512,0,other,0,23.444610910807228
194,M(l),76.41,35.73,2019,13.28,4161,0,moraine,0,401.7320066885228
195,M(l),76.375,35.72,2019,12.14,4140,0,moraine,0,198.19404733882592
196,M(e),76.252,35.092,2019,24.01,4533,0,moraine,0,28.663664226356918
197,E(c),76.293,35.074,2019,12.08,4599,0,other,0,23.445646638174154
198,E(o),76.261,35.056,2019,16.89,4881,0,other,0,35.79301276131717
199,E(o),76.32,35.011,2019,15.36,4753,0,other,0,11.400222362301362
200,M(e),76.075,34.351,2019,10.63,4435,0,moraine,0,37.15124053389454
201,E(o),76.383,34.854,2019,13.61,4688,0,other,0,9.137568220732092
202,E(o),76.368,34.854,2019,13.27,4821,0,other,0,9.137568220732092
203,E(o),76.352,34.833,2019,10.34,4818,0,other,0,8.253314822945805
204,E(o),76.456,34.827,2019,19.82,4648,0,other,0,13.415818023543965
205,E(o),76.409,34.818,2019,10.2,4816,0,other,0,5.897759110163176
206,E(o),76.5,34.772,2019,10.53,4761,0,other,0,6.8600429580013795
207,E(o),76.469,34.762,2019,17.67,4895,0,other,0,12.467556417078631
208,E(o),76.517,34.813,2019,20.6,4771,0,other,0,14.745251807662502
209,E(o),76.502,34.811,2019,12.91,4762,0,other,0,14.745251807662502
210,E(o),76.711,34.765,2019,10.06,5123,0,other,0,53.483030545487466
211,M(e),76.718,34.051,2019,15.8,5093,0,moraine,0,18.005265632335654
212,M(e),76.721,34.005,2019,18.32,5050,0,moraine,0,4.093175045915084
213,E(o),76.758,34.671,2019,29.88,4965,0,other,0,27.768949517852207
214,M(e),76.788,34.006,2019,14.15,5126,0,moraine,0,14.29286297464927
215,M(e),76.23,33.945,2019,49.66,4357,0,moraine,0,48.049160086055856
216,M(e),76.019,33.942,2019,24.05,4197,0,moraine,0,27.04282017195222
217,M(e),76.121,33.868,2019,39.44,4071,0,moraine,0,40.785567429457096
218,M(e),76.375,33.844,2019,18.49,4116,0,moraine,0,5.295401301289194
219,O,76.45,33.507,2019,16.41,4219,0,other,0,10.40769579685444
220,M(e),76.984,33.159,2019,59.78,4479,0,moraine,0,52.09727805279049
221,E(o),76.332,32.336,2019,25.65,3971,0,other,0,17.982020756610705
222,M(lg),77.513,35.476,2019,21.93,5342,0,moraine,0,15.357036537147968
223,M(l),77.7,35.032,2019,18.02,5161,0,moraine,0,74.17045833229773
224,O,77.856,35.06,2019,32.78,4679,0,other,0,0.1470021240466254
225,M(e),77.616,34.905,2019,14.51,5125,0,moraine,0,15.539045735434472
226,M(e),77.983,34.398,2019,28.02,5344,0,moraine,0,24.451686500627467
227,O,77.664,33.556,2019,10.15,5222,0,other,0,9.5789757678037
228,O,77.979,33.999,2019,43.72,4991,0,other,0,38.19150193758794
229,M(e),77.22,32.526,2019,77.59,4069,0,moraine,0,88.96496108995574
230,M(e),77.547,32.499,2019,128.69,4150,0,moraine,0,139.88569142971653
231,E(o),77.615,32.483,2019,47.3,4276,0,other,0,40.07170248688062
232,M(e),78.09,34.521,2019,10.62,5270,0,moraine,0,51.792339858156765
233,M(e),78.101,34.52,2019,10.28,5265,0,moraine,0,51.792339858156765
234,M(o),78.136,34.457,2019,95.68,5295,0,moraine,0,89.29723176958247
235,M(e),78.143,34.446,2019,20.53,5311,0,moraine,0,89.29723176958247
236,M(e),78.079,34.401,2019,20.39,5307,0,moraine,0,17.930646996024542
237,E(o),78.089,34.39,2019,11.16,5226,0,other,0,17.930646996024542
238,O,78.426,34.233,2019,64.78,5350,0,other,0,58.72530908142999
239,E(o),78.516,34.2,2019,24.44,5386,0,other,0,42.11858863018015
240,E(o),78.553,34.151,2019,65.02,5566,0,other,0,84.19322832788265
241,E(o),78.23,33.281,2019,34.7,5646,0,other,0,30.929023834555863
242,M(o),78.197,33.137,2019,10.3,5733,0,moraine,0,12.558832163680405
243,E(o),78.498,33.496,2019,16.54,5428,0,other,0,13.779042094470956
244,O,78.498,33.455,2019,147.89,5308,0,other,0,136.5057403924026
245,O,78.488,33.427,2019,177.73,5284,0,other,0,167.8016632526764
246,M(o),78.47,33.055,2019,36.49,5745,0,moraine,0,31.460623773248017
247,E(c),78.506,33.558,2019,25.33,5665,0,other,0,20.578837720320074
248,E(o),78.519,33.517,2019,13.66,5404,0,other,0,11.379829652129127
249,O,78.502,33.474,2019,15.1,5312,0,other,0,125.86590133040336
250,M(e),78.272,32.363,2019,13.59,5357,0,moraine,0,8.41934307030436
251,M(e),78.726,32.736,2019,34.79,5626,0,moraine,0,31.871951811119985
252,M(e),78.852,32.492,2019,11.12,5706,0,moraine,0,10.830571283909746
253,M(e),78.925,32.441,2019,10.65,5680,0,moraine,0,9.170038872518823
254,M(e),78.9,32.409,2019,30.44,5468,0,moraine,0,30.021494456739468
255,M(o),78.979,32.32,2019,10.51,5498,0,moraine,0,8.19756004606934
256,M(e),78.845,32.029,2019,15.62,5621,0,moraine,0,20.47980195870552
257,O,79.044,32.21,2019,21.55,5272,0,other,0,16.639426860135693
258,O,79.393,32.377,2019,24.86,5448,0,other,0,15.016030404097148
259,E(o),79.622,32.399,2019,23.72,5058,0,other,0,22.44285489427072
260,M(e),79.659,32.389,2019,12.3,5720,0,moraine,0,38.67720711312159
261,E(o),79.662,32.298,2019,17.15,5690,0,other,0,19.283057193255605
262,M(e),78.168,31.661,2019,23.2,4255,0,moraine,0,21.936653318398207
263,M(o),78.254,31.339,2019,11.46,4676,0,moraine,0,10.967695218267693
264,M(e),78.845,31.993,2019,20.9,5613,0,moraine,0,34.3461944067317
265,M(e),78.784,31.919,2019,13.44,5351,0,moraine,0,23.092358405827618
266,M(e),78.84,31.914,2019,18.03,5583,0,moraine,0,16.998166198229526
267,M(e),78.751,31.554,2019,10.67,5276,0,moraine,0,3.979167381221075
268,M(e),79.958,31.984,2019,15.73,5544,0,moraine,0,15.61419816008307
269,M(e),79.986,31.95,2019,10.43,5449,0,moraine,0,11.735627394077405
270,M(e),79.994,31.937,2019,14.46,5494,0,moraine,0,30.105761785976995
271,E(o),79.865,31.925,2019,31.43,5356,0,other,0,28.352395062168572
272,E(o),79.988,31.909,2019,14.06,5558,0,other,0,30.181979134339194
273,E(c),79.986,31.9,2019,10.24,5663,0,other,0,23.71526017705907
274,E(o),79.984,31.878,2019,27.77,5514,0,other,0,23.71526017705907
275,M(e),80.09,34.282,2019,25.66,5697,0,moraine,0,23.224260964219358
276,M(lg),80.84,34.324,2019,13.22,5742,0,moraine,0,44.426853403870595
277,I(d),80.858,34.316,2019,232.34,5709,0,ice,0,44.204343090064334
278,M(e),80.982,34.307,2019,42.6,5729,0,moraine,0,38.12660482478996
279,O,80.865,32.423,2019,58.84,4452,0,other,0,39.49208047417095
280,O,81.202,34.299,2019,61.15,5274,0,other,0,57.86349453118158
281,E(o),81.257,34.341,2019,51.89,5298,0,other,0,61.39365225499349
282,E(o),80.001,31.9,2019,20.08,5476,0,other,0,17.53433225762145
283,E(o),79.999,31.881,2019,13.93,5511,0,other,0,23.71526017705907
284,M(e),80.664,31.694,2019,14.11,5532,0,moraine,0,17.039171982731226
285,O,80.948,31.499,2019,19.6,5238,0,other,0,14.318062094887829
286,O,80.985,31.495,2019,24.74,5386,0,other,0,22.210279113684695
287,O,80.992,31.474,2019,26.9,5408,0,other,0,22.210279113684695
288,M(e),80.4,30.552,2019,26.56,4990,0,moraine,0,23.12226054403622
289,M(e),80.592,30.477,2019,12.63,5263,0,moraine,0,12.150542357134325
290,O,81.063,31.985,2019,11.79,4734,0,other,0,10.510950815266883
291,O,81.157,31.442,2019,13.01,5240,0,other,0,19.919578193001836
292,M(e),81.032,31.285,2019,13.53,5617,0,moraine,0,25.17186374263853
293,E(o),81.176,31.285,2019,18.1,5171,0,other,0,14.657712532593989
294,E(o),81.133,31.26,2019,12.43,5530,0,other,0,9.74873426301589
295,M(e),81.138,31.234,2019,10.92,5562,0,moraine,0,8.677383988979148
296,E(o),81.195,31.182,2019,52.48,5413,0,other,0,45.019700215136076
297,M(e),81.152,31.179,2019,19.91,5514,0,moraine,0,19.437573899244875
298,E(o),81.243,31.153,2019,15.57,5651,0,other,0,12.298163454931025
299,O,81.631,31.284,2019,25.89,5259,0,other,0,23.32977792725132
300,O,81.595,31.274,2019,156.89,5229,0,other,0,141.45125484068564
301,O,81.518,31.272,2019,28.77,5172,0,other,0,25.94231569937472
302,E(o),81.433,30.431,2019,192.62,5484,0,other,0,190.0872225783671
303,M(o),81.463,30.43,2019,13.7,5572,0,moraine,0,79.90538441119631
304,M(e),81.468,30.416,2019,10.02,5603,0,moraine,0,23.15052898970977
305,M(o),81.476,30.409,2019,11.76,5542,0,moraine,0,13.472657288317313
306,E(o),81.702,30.515,2019,10.17,4818,0,other,0,1.2377786458409337
307,E(o),81.714,30.43,2019,23.45,5184,0,other,0,19.357336071205715
308,E(o),81.721,30.421,2019,18.94,5247,0,other,0,19.357336071205715
309,E(o),81.533,30.393,2019,17.49,5128,0,other,0,11.696291984475009
310,O,81.993,30.463,2019,20.76,5161,0,other,0,20.279650951908792
311,E(o),81.871,30.427,2019,21.31,5338,0,other,0,20.05478041671059
312,E(o),81.868,30.419,2019,14.11,5356,0,other,0,20.05478041671059
313,M(e),81.853,30.399,2019,13.91,5722,0,moraine,0,19.20873918018632
314,M(e),81.964,30.392,2019,20.83,5675,0,moraine,0,21.22387626935864
315,M(e),81.818,30.39,2019,14.51,5544,0,moraine,0,12.007056476233087
316,M(e),81.895,30.39,2019,10.27,5441,0,moraine,0,18.36070495316848
317,M(e),81.93,30.385,2019,59.79,5224,0,moraine,0,24.790030228155974
318,M(e),81.841,30.385,2019,12.42,5571,0,moraine,0,19.20873918018632
319,E(o),82.084,30.592,2019,10.15,5382,0,other,0,9.198773109155331
320,M(e),82.02,30.376,2019,11.62,5493,0,moraine,0,12.008150520149153
321,E(o),78.211,31.231,2019,10.66,4264,0,other,0,8.216071167954654
322,E(c),78.255,31.26,2019,15.1,4403,0,other,0,12.051636803240317
323,M(e),78.987,30.746,2019,25.56,4734,0,moraine,0,30.716746516550675
324,M(e),79.46,30.976,2019,17.02,5537,0,moraine,0,51.42410933488496
325,I(s),79.747,30.904,2019,11.05,4683,0,ice,1,19.49771446684659
326,I(s),79.746,30.901,2019,11.41,4689,0,ice,1,29.361112966044935
327,M(e),79.754,30.901,2019,22.04,4677,0,moraine,0,19.49771446684659
328,M(e),80.179,30.565,2019,17.81,4872,0,moraine,0,22.26866928005004
329,M(e),80.387,30.446,2019,10.0,4306,0,moraine,0,78.89913639491267
330,M(e),80.532,30.392,2019,11.21,4753,0,moraine,0,54.91798255451168
331,M(e),80.784,30.402,2019,43.35,5088,0,moraine,0,41.591196072296
332,E(o),80.886,30.347,2019,12.47,5253,0,other,0,11.159229083155527
333,M(o),81.33,30.424,2019,12.68,5807,0,moraine,0,10.763299880276254
334,O,81.427,30.417,2019,17.88,5496,0,other,0,190.0872225783671
335,O,81.427,30.405,2019,11.18,5472,0,other,0,96.01370585055362
336,E(o),81.421,30.378,2019,25.56,5659,0,other,0,21.614124154819194
337,E(o),81.376,30.364,2019,10.33,5756,0,other,0,32.466889053990904
338,E(o),81.413,30.343,2019,30.39,5734,0,other,0,32.466889053990904
339,M(e),81.376,30.322,2019,13.96,5542,0,moraine,0,62.792115243421726
340,M(o),81.445,30.319,2019,12.2,5497,0,moraine,0,15.65688088802856
341,M(e),81.409,30.312,2019,13.27,5634,0,moraine,0,50.402048350278285
342,M(e),81.399,30.302,2019,11.68,5580,0,moraine,0,167.57344620145795
343,M(e),81.388,30.297,2019,26.15,5516,0,moraine,0,211.2337364207494
344,M(e),81.349,30.266,2019,20.37,5207,0,moraine,0,122.71118679337896
345,M(e),81.35,30.233,2019,26.79,5297,0,moraine,0,73.17353097686428
346,O,81.689,30.254,2019,27.78,4264,0,other,0,20.167648550060388
347,O,81.574,30.378,2019,22.49,5097,0,other,0,15.416580294062227
348,E(o),81.512,30.328,2019,12.27,5221,0,other,0,8.681109531387891
349,E(o),81.574,30.284,2019,14.32,5077,0,other,0,11.244002633352675
350,M(o),81.748,30.162,2019,16.11,5046,0,moraine,0,13.043654341648512
351,M(o),81.685,30.14,2019,21.34,4655,0,moraine,0,20.035783003901802
352,M(e),81.861,30.346,2019,15.56,5431,0,moraine,0,24.17937290712532
353,M(o),81.831,30.345,2019,10.48,5520,0,moraine,0,25.49712186853929
354,M(o),81.913,30.338,2019,28.2,5135,0,moraine,0,41.467773969284906
355,M(e),81.92,30.336,2019,10.09,5130,0,moraine,0,41.467773969284906
356,M(e),81.833,30.324,2019,11.65,5571,0,moraine,0,25.49712186853929
357,M(e),81.876,30.313,2019,10.69,5546,0,moraine,0,33.57056456432903
358,M(e),81.866,30.307,2019,10.94,5492,0,moraine,0,33.57056456432903
359,M(e),81.802,30.216,2019,19.31,5343,0,moraine,0,102.43632088556245
360,M(e),81.758,30.214,2019,12.12,5368,0,moraine,0,51.919918296155494
