Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha
717,M(e),82.618,29.924,2023,41.72,4960,0,moraine,0,40.23686321173822
718,M(e),82.782,29.84,2023,291.26,5058,0,moraine,0,331.7510376969659
719,M(e),82.853,29.796,2023,53.83,5160,0,moraine,0,54.93915679821488
720,M(e),82.885,29.762,2023,40.66,5118,0,moraine,0,42.797214808996415
721,M(e),82.974,29.735,2023,80.86,5337,0,moraine,0,93.18100137254243
722,M(e),82.984,29.688,2023,45.06,5089,0,moraine,0,64.12551280202977
723,E(o),83.044,30.538,2023,26.81,5375,0,other,0,21.733368316838426
724,E(o),83.073,30.529,2023,27.15,5609,0,other,0,40.07478473445013
725,M(o),83.327,30.751,2023,12.34,5631,0,moraine,0,13.122617625827683
726,M(e),83.365,30.58,2023,10.59,5719,0,moraine,0,18.552689632385853
727,O,83.519,30.591,2023,270.94,5227,0,other,0,146.87350999887158
728,O,83.518,30.563,2023,42.47,5240,0,other,0,77.76831271179192
729,O,83.512,30.551,2023,16.57,5239,0,other,0,33.86739236600171
730,O,83.764,30.669,2023,12.51,5193,0,other,0,10.50440007905444
731,O,83.763,30.662,2023,13.83,5192,0,other,0,10.50440007905444
732,O,83.754,30.617,2023,25.44,5181,0,other,0,8.578530044532961
733,O,83.764,30.612,2023,13.4,5180,0,other,0,8.578530044532961
734,E(o),83.963,30.5,2023,14.7,5497,0,other,0,12.379718953774766
735,M(o),83.842,30.492,2023,23.49,5633,0,moraine,0,21.356768059011785
736,E(o),83.908,30.48,2023,41.76,5521,0,other,0,36.9920443423141
737,E(o),83.984,30.465,2023,84.88,5450,0,other,0,78.63908647596713
738,E(o),83.898,30.461,2023,18.62,5536,0,other,0,36.9920443423141
739,E(o),83.973,30.461,2023,19.08,5448,0,other,0,78.63908647596713
740,E(o),83.996,30.431,2023,206.16,5429,0,other,0,192.0994923588499
741,E(o),83.073,29.731,2023,21.82,5086,0,other,0,38.912525695222186
742,O,83.105,29.726,2023,113.22,5010,0,other,0,97.94523594278508
743,M(e),83.025,29.693,2023,30.18,5371,0,moraine,0,64.12551280202977
744,O,83.19,29.689,2023,54.5,5007,0,other,0,37.60072099851643
745,O,83.097,29.686,2023,25.38,5040,0,other,0,20.283236543784376
746,O,83.182,29.674,2023,25.01,5011,0,other,0,37.60072099851643
747,M(o),83.106,29.655,2023,32.58,5241,0,moraine,0,30.122173933899617
748,M(o),83.151,29.632,2023,20.93,5367,0,moraine,0,21.46509021653641
749,E(o),83.131,29.627,2023,10.61,5366,0,other,0,21.46509021653641
750,O,83.376,29.604,2023,145.71,4889,0,other,0,129.3723401100954
751,O,83.355,29.582,2023,118.74,4888,0,other,0,108.70603900218394
752,O,83.444,29.511,2023,211.06,4959,0,other,0,203.73313908147057
753,O,83.428,29.499,2023,59.8,4959,0,other,0,199.9039500219559
754,O,83.646,29.322,2023,15.53,5159,0,other,0,10.961135726914716
755,E(o),83.618,29.268,2023,30.54,5168,0,other,0,19.5056869396958
756,M(e),84.068,30.58,2023,28.04,5675,0,moraine,0,25.898775505308222
757,O,84.096,30.391,2023,24.88,5396,0,other,0,955.5885287113283
758,M(e),83.861,30.457,2023,17.69,5710,0,moraine,0,30.886961821741604
759,M(e),83.846,30.453,2023,22.55,5580,0,moraine,0,30.886961821741604
760,O,83.764,29.47,2023,77.62,5282,0,other,0,64.49850627003983
761,M(o),84.537,29.887,2023,10.44,5638,0,moraine,0,9.577617766047695
762,E(o),84.744,29.122,2023,14.81,5049,0,other,0,12.237681662234001
763,E(o),84.839,29.076,2023,11.36,5434,0,other,0,9.02542339397767
764,M(e),84.3,28.928,2023,20.69,5431,0,moraine,0,18.155266889708738
765,E(o),84.348,28.909,2023,11.92,5356,0,other,0,18.08405094949402
766,M(e),84.508,28.908,2023,35.26,5539,0,moraine,0,43.39020935996341
767,O,87.38,29.162,2023,11.04,4485,0,other,0,1.333087595782719
768,E(o),87.925,29.642,2023,11.38,5282,0,other,0,2.731653018549283
769,E(o),87.916,29.584,2023,12.16,5424,0,other,0,10.620470937152401
770,O,87.568,28.847,2023,10.39,5288,0,other,0,122.79904536558122
771,O,87.56,28.832,2023,140.16,5296,0,other,0,125.78869647826734
772,M(e),87.625,28.804,2023,17.1,5528,0,moraine,0,24.631304891036674
773,M(o),87.603,28.799,2023,11.84,5591,0,moraine,0,20.29895809086995
774,M(e),87.641,28.796,2023,26.55,5344,0,moraine,0,24.631304891036674
775,E(o),88.24,29.754,2023,29.88,5600,0,other,0,24.791187907605856
776,E(o),88.236,29.722,2023,14.3,5422,0,other,0,11.385838770652777
777,E(o),88.007,29.631,2023,12.11,5410,0,other,0,9.8349621843946
778,E(o),88.95,29.5,2023,14.97,5391,0,other,0,11.801674565363331
779,E(o),89.354,29.563,2023,10.26,5427,0,other,0,7.967076343870521
780,E(o),89.592,29.887,2023,10.01,5407,0,other,0,36.286227313249384
781,E(o),89.596,29.873,2023,39.71,5342,0,other,0,36.286227313249384
782,E(o),89.718,29.843,2023,13.6,5296,0,other,0,11.06043490494243
783,E(o),89.882,29.509,2023,11.9,5420,0,other,0,9.84886579681503
784,E(o),89.831,29.495,2023,13.37,5493,0,other,0,10.786125364442677
785,E(o),89.867,29.489,2023,13.26,5478,0,other,0,9.84886579681503
786,M(o),89.932,29.477,2023,13.27,5408,0,moraine,0,10.24089273747459
787,M(e),90.063,29.912,2023,36.3,5131,0,moraine,0,145.48485205906346
788,M(e),90.008,29.873,2023,14.55,5290,0,moraine,0,13.704673369134206
789,E(o),90.183,29.818,2023,18.71,5356,0,other,0,13.478496214116504
790,E(o),90.151,29.773,2023,13.83,5271,0,other,0,11.535949298429715
791,O,90.439,29.504,2023,11.03,5352,0,other,0,8.989458879556445
792,E(o),90.436,29.484,2023,12.88,5332,0,other,0,14.462625156505831
793,E(o),90.414,29.475,2023,20.72,5325,0,other,0,14.462625156505831
794,E(o),90.495,29.437,2023,11.37,5373,0,other,0,8.28976082056591
795,M(o),84.926,30.04,2023,20.07,5730,0,moraine,0,17.879490378577113
796,M(e),84.624,29.866,2023,49.03,5395,0,moraine,0,79.99393895680846
797,M(e),84.632,29.856,2023,14.63,5557,0,moraine,0,165.2107954491254
798,M(e),84.676,29.845,2023,51.54,5536,0,moraine,0,52.263480298402385
799,M(e),84.691,29.818,2023,20.93,5471,0,moraine,0,47.14135241241221
800,M(o),84.672,29.751,2023,10.35,5554,0,moraine,0,21.981001326570922
801,E(o),85.211,29.728,2023,13.64,5374,0,other,0,8.109928076969803
802,E(o),85.314,29.74,2023,12.09,5307,0,other,0,9.044589634172818
803,E(o),85.783,29.733,2023,15.71,5384,0,other,0,9.045201107293664
804,O,85.88,29.558,2023,56.48,5186,0,other,0,45.92981089516609
805,O,86.422,29.935,2023,10.79,5477,0,other,0,6.303313173092253
806,E(o),86.38,29.672,2023,11.06,5512,0,other,0,9.284856131301327
807,O,87.028,29.556,2023,119.59,4729,0,other,0,96.93852775892438
808,E(c),87.108,29.514,2023,11.54,5432,0,other,0,9.064950989914314
809,O,87.428,30.251,2023,20.33,4878,0,other,0,10.472080946588214
810,O,87.697,30.088,2023,19.81,4731,0,other,0,14.607320629326178
811,E(o),87.016,29.824,2023,26.33,4954,0,other,0,47.68809583757135
812,E(o),88.62,30.168,2023,50.13,5029,0,other,0,169.6674678549318
813,E(o),88.627,30.148,2023,213.67,5011,0,other,0,197.62436516817243
814,E(o),88.618,30.105,2023,26.87,4903,0,other,0,22.684121537625757
815,E(o),89.639,29.899,2023,33.92,5260,0,other,0,28.8033656271212
816,E(o),89.62,29.894,2023,12.12,5460,0,other,0,28.8033656271212
817,E(o),89.544,29.877,2023,12.3,5475,0,other,0,10.355952000241084
818,O,89.534,29.85,2023,25.71,5298,0,other,0,22.43097525467551
819,E(o),89.547,29.835,2023,12.28,5394,0,other,0,22.43097525467551
820,M(e),88.494,28.006,2023,45.02,5023,0,moraine,0,41.861454366740645
821,E(o),88.631,28.059,2023,14.81,4917,0,other,0,25.7544908929894
822,M(e),88.71,28.026,2023,113.46,5148,0,moraine,0,105.66525925592447
823,M(e),88.652,28.014,2023,11.65,5522,0,moraine,0,143.67776311836863
824,E(c),88.561,28.014,2023,26.21,5073,0,other,0,38.29825311609867
825,M(e),88.698,28.008,2023,99.32,5209,0,moraine,0,125.74490871974223
826,M(o),88.571,28.007,2023,26.0,4998,0,moraine,0,31.558316437899183
827,M(e),88.713,28.006,2023,119.15,5238,0,moraine,0,125.74490871974223
828,M(e),88.639,28.002,2023,32.04,5424,0,moraine,0,157.87162119928792
829,M(o),88.756,28.011,2023,108.12,5094,0,moraine,0,89.2687477132846
830,M(e),88.159,27.92,2023,83.63,5441,0,moraine,0,78.4740698106234
831,M(o),88.191,27.893,2023,21.27,5496,0,moraine,0,153.6267462196482
832,M(e),88.24,27.852,2023,30.59,5190,0,moraine,0,33.902384144178036
833,M(o),88.123,27.563,2023,10.47,4710,0,moraine,0,13.611997661654822
834,M(e),88.086,27.533,2023,36.8,4860,0,moraine,0,37.584724830821294
835,E(c),88.083,27.437,2023,13.56,4280,0,other,0,0.3984888293025981
836,M(o),88.418,27.976,2023,16.35,5224,0,moraine,0,20.695130718855037
837,M(o),88.422,27.974,2023,12.85,5185,0,moraine,0,20.54023217544543
838,M(o),88.43,27.969,2023,14.31,4974,0,moraine,0,20.54023217544543
839,M(o),88.355,27.951,2023,40.34,4989,0,moraine,0,55.211463945619855
840,M(e),88.305,27.949,2023,35.9,5049,0,moraine,0,50.927566336219634
841,M(o),88.332,27.947,2023,60.49,5034,0,moraine,0,55.211463945619855
842,M(e),88.25,27.881,2023,14.4,5198,0,moraine,0,24.052615217358714
843,M(e),88.249,27.822,2023,70.94,5414,0,moraine,0,64.72700058540612
844,M(e),88.261,27.817,2023,12.31,5487,0,moraine,0,64.72700058540612
845,E(c),88.484,27.759,2023,13.57,4467,0,other,0,34.49094824599326
846,E(o),88.453,27.723,2023,14.3,4199,0,other,0,6.756717113258209
847,M(e),88.376,27.678,2023,18.05,3915,0,moraine,0,31.094788514534223
848,M(e),88.545,27.992,2023,68.28,5161,0,moraine,0,61.769396227276324
849,E(c),88.602,27.991,2023,10.11,4778,0,other,0,54.800471259433195
850,M(o),88.736,27.988,2023,10.61,5188,0,moraine,0,68.10765348247126
851,M(e),88.508,27.982,2023,34.12,4917,0,moraine,0,36.47834623797352
852,M(e),88.616,27.975,2023,57.86,4960,0,moraine,0,54.800471259433195
853,E(o),88.593,27.971,2023,10.09,4748,0,other,0,54.800471259433195
854,E(o),88.743,27.962,2023,19.61,5065,0,other,0,28.713234765800834
855,M(e),88.65,27.961,2023,18.36,4964,0,moraine,0,18.24279256325565
856,M(e),88.714,27.957,2023,26.39,5078,0,moraine,0,36.48636541902324
857,M(e),88.747,27.864,2023,18.95,5084,0,moraine,0,18.814994863626662
858,E(o),88.657,27.816,2023,14.59,4603,0,other,0,17.231308879685272
859,E(o),88.69,27.723,2023,12.13,4472,0,other,0,40.93920834415217
860,E(o),88.716,27.695,2023,11.4,4207,0,other,0,27.2665070224865
861,E(c),88.513,27.671,2023,36.34,4525,0,other,0,3.9763612969921924
862,E(c),88.687,27.668,2023,14.75,4117,0,other,0,6.043462312565121
863,E(c),88.69,27.662,2023,15.7,4298,0,other,0,6.043462312565121
864,E(o),88.751,27.466,2023,22.25,4052,0,other,0,16.174430797751032
865,M(e),88.816,27.99,2023,174.29,5303,0,moraine,0,190.23028467769333
866,M(e),88.797,27.969,2023,18.44,5361,0,moraine,0,109.78544635796389
867,M(o),88.797,27.963,2023,11.97,5350,0,moraine,0,109.78544635796389
868,M(o),88.784,27.936,2023,10.36,5332,0,moraine,0,126.2214501990124
869,M(e),88.761,27.895,2023,45.77,5232,0,moraine,0,43.333322767348186
870,M(e),88.789,27.873,2023,10.41,4962,0,moraine,0,10.160754157036031
871,M(e),88.863,27.864,2023,13.9,4781,0,moraine,0,12.463779073364288
872,E(o),88.806,27.854,2023,11.38,5051,0,other,0,10.160754157036031
873,E(o),88.833,27.73,2023,14.6,4446,0,other,0,23.205154878892507
874,E(c),88.776,27.477,2023,11.04,4633,0,other,0,15.1386290182625
875,E(c),88.752,27.442,2023,10.91,4055,0,other,0,16.174430797751032
876,E(o),88.763,27.375,2023,27.26,3744,0,other,0,19.05860979829413
877,E(o),88.826,27.368,2023,13.48,3930,0,other,0,13.160996568094287
878,O,88.819,27.346,2023,18.43,3546,0,other,0,13.160996568094287
879,O,89.155,28.805,2023,68.23,4219,0,other,0,62.635328335432256
880,E(o),89.43,28.327,2023,140.5,4426,0,other,0,153.34897665127883
881,O,89.396,28.144,2023,62.48,4473,0,other,0,751.3628327187315
882,O,89.402,28.136,2023,26.78,4474,0,other,0,281.3962440662684
883,M(e),89.481,28.087,2023,22.37,4904,0,moraine,0,22.34099975284081
884,E(o),89.428,28.025,2023,63.43,4791,0,other,0,58.81770437149245
885,E(o),89.695,28.241,2023,70.85,4693,0,other,0,67.16380212673614
886,E(o),89.638,28.228,2023,1273.72,4568,0,other,0,1105.0767520790982
887,M(o),89.713,28.203,2023,13.94,4795,0,moraine,0,20.734991136313397
888,M(e),89.598,28.186,2023,33.0,4895,0,moraine,0,57.947488084328626
889,E(c),89.661,28.185,2023,21.81,4886,0,other,0,61.726589095281646
890,E(o),89.535,28.181,2023,82.15,4694,0,other,0,86.43665107313375
891,M(o),89.564,28.15,2023,20.05,4897,0,moraine,0,133.19701202151046
892,M(e),89.534,28.137,2023,49.92,5292,0,moraine,0,106.0469214667661
893,M(o),89.514,28.123,2023,10.96,5202,0,moraine,0,45.452951626490695
894,I(s),89.994,28.279,2023,24.2,5087,0,ice,1,21.66811528062424
895,M(o),89.851,28.248,2023,15.47,5127,0,moraine,0,15.029760645112681
896,M(e),89.963,28.238,2023,13.77,5501,0,moraine,0,12.895161386382807
897,M(e),89.887,28.23,2023,151.09,4921,0,moraine,0,154.75454074799993
898,M(o),90.095,28.378,2023,15.01,5671,0,moraine,0,14.061057218636579
899,M(o),90.098,28.354,2023,10.18,5624,0,moraine,0,11.85112124286409
900,M(e),90.068,28.264,2023,188.07,5149,0,moraine,0,204.3773069076446
901,M(e),90.104,28.236,2023,585.02,5126,0,moraine,0,580.3740822155813
902,E(o),89.424,27.992,2023,16.31,4713,0,other,0,12.607670925345936
903,E(o),89.379,27.969,2023,66.73,4568,0,other,0,162.44244141016765
904,E(o),89.413,27.963,2023,45.42,4576,0,other,0,164.8220222780773
905,E(o),89.397,27.959,2023,181.69,4576,0,other,0,224.34484849276984
906,E(o),89.389,27.941,2023,279.3,4572,0,other,0,252.50986068830107
907,M(e),89.351,27.884,2023,17.43,4991,0,moraine,0,309.816358185583
908,M(o),89.325,27.881,2023,13.54,5123,0,moraine,0,262.29913921425236
909,M(o),89.296,27.878,2023,41.23,5236,0,moraine,0,271.43941084551045
910,M(e),89.312,27.878,2023,61.73,5001,0,moraine,0,219.59010719373302
911,M(o),89.267,27.855,2023,42.55,5213,0,moraine,0,470.0493289330392
912,M(o),88.93,27.9,2023,16.4,5121,0,moraine,0,21.18966732974229
913,E(o),88.945,27.854,2023,49.31,4874,0,other,0,40.49138894443272
914,E(o),88.94,27.844,2023,27.95,4863,0,other,0,40.49138894443272
915,E(c),88.858,27.654,2023,11.65,4755,0,other,0,28.557593260783563
916,E(c),88.817,27.636,2023,15.32,4870,0,other,0,11.056727446888614
917,E(c),88.881,27.616,2023,12.81,4670,0,other,0,7.797405526406788
918,E(c),88.904,27.612,2023,37.14,4036,0,other,0,6.605367857693492
919,E(c),88.858,27.599,2023,12.48,4581,0,other,0,9.390607518164693
920,E(c),88.791,27.496,2023,15.53,4807,0,other,0,13.222763773568403
921,E(c),88.818,27.465,2023,16.84,4753,0,other,0,9.880082393703738
922,E(c),88.829,27.464,2023,21.74,4531,0,other,0,9.880082393703738
923,E(c),88.812,27.42,2023,16.12,4434,0,other,0,12.514546678110365
924,E(c),88.944,27.274,2023,15.8,3897,0,other,0,0.07982573984982522
925,M(e),89.23,27.809,2023,52.68,5137,0,moraine,0,53.45513919235581
926,E(o),89.168,27.536,2023,30.73,4462,0,other,0,3.9819537675681387
927,E(c),89.079,27.506,2023,22.56,4145,0,other,0,0.7964756076430042
928,E(o),89.066,27.499,2023,13.28,4149,0,other,0,0.7964756076430042
929,E(c),89.093,27.498,2023,10.96,4569,0,other,0,0.7964756076430042
930,E(c),89.149,27.492,2023,27.58,4064,0,other,0,0.9556785233640647
931,E(c),89.156,27.402,2023,13.62,4180,0,other,0,0.1594490278242523
932,E(o),89.14,27.325,2023,11.05,4092,0,other,0,
933,M(e),89.35,27.803,2023,12.41,4349,0,moraine,0,14.13885819986171
934,E(o),89.369,27.766,2023,10.47,4396,0,other,0,6.197797394821772
935,M(o),89.408,27.687,2023,18.51,4798,0,moraine,0,17.016605997928004
936,E(o),89.462,27.644,2023,35.14,4220,0,other,0,33.728411400803175
937,E(o),89.487,27.584,2023,46.34,4313,0,other,0,0.15918776731850884
938,E(c),89.378,27.569,2023,22.78,4239,0,other,0,0.15921279187782564
939,E(o),89.499,27.583,2023,24.77,4421,0,other,0,0.15920614613900602
940,E(o),89.525,27.574,2023,10.62,4344,0,other,0,0.23881215131435993
941,E(o),89.524,27.568,2023,11.36,4450,0,other,0,0.23881215131435993
942,E(o),89.565,27.557,2023,10.06,4189,0,other,0,0.15922373559220815
943,E(o),89.706,27.267,2023,10.38,4447,0,other,0,5.906704868819027
944,E(o),88.846,27.33,2023,27.8,3901,0,other,0,20.183079245200126
945,M(e),89.684,28.171,2023,11.0,4781,0,moraine,0,19.391969811341358
946,E(c),89.742,28.139,2023,12.81,4842,0,other,0,82.42055476283977
947,E(c),89.627,28.042,2023,16.83,4698,0,other,0,13.394361935504424
948,M(e),89.848,28.172,2023,23.57,4514,0,moraine,0,22.481617916117983
949,E(o),89.841,28.145,2023,12.19,5123,0,other,0,116.80967020849091
950,M(e),89.909,28.114,2023,43.78,4347,0,moraine,0,62.96837479735749
951,M(e),89.898,28.105,2023,25.05,4270,0,moraine,0,45.14613358858971
952,M(o),89.893,28.03,2023,10.59,5036,0,moraine,0,83.53888949388484
953,M(o),89.884,28.011,2023,22.23,5015,0,moraine,0,25.449057619392114
954,E(o),89.863,28.007,2023,23.34,4846,0,other,0,25.449057619392114
955,E(c),89.956,28.005,2023,12.55,4622,0,other,0,8.087745621439439
956,M(e),90.028,28.112,2023,37.11,4689,0,moraine,0,36.19650170858387
957,M(e),90.247,28.107,2023,132.27,4369,0,moraine,0,292.68313780813514
958,M(e),90.231,28.102,2023,34.98,4332,0,moraine,0,137.4267451424123
959,E(o),90.231,28.066,2023,11.03,4739,0,other,0,7.6861896151780265
960,E(o),90.179,28.022,2023,17.58,5081,0,other,0,22.511917327047716
961,E(o),90.21,28.016,2023,54.12,5127,0,other,0,46.77285799035655
962,E(o),90.187,28.011,2023,19.51,5144,0,other,0,46.77285799035655
963,E(c),90.106,28.007,2023,10.94,4544,0,other,0,31.320488515782316
964,E(o),90.15,28.003,2023,14.27,5018,0,other,0,24.969930813504376
965,M(e),90.139,28.002,2023,15.71,5063,0,moraine,0,36.93932118830719
966,M(e),90.271,28.028,2023,20.07,5211,0,moraine,0,31.157849481941398
967,M(e),90.28,28.012,2023,14.82,5286,0,moraine,0,31.157849481941398
968,M(e),89.389,27.839,2023,17.71,4333,0,moraine,0,14.293082020386334
969,E(o),89.612,27.97,2023,14.65,4679,0,other,0,2.0620495521892446
970,E(c),89.649,27.948,2023,10.24,4310,0,other,0,1.0313119656615626
971,E(o),89.636,27.922,2023,10.95,4269,0,other,0,1.0313119656615626
972,E(o),89.651,27.911,2023,13.05,4226,0,other,0,0.6347656889410519
973,E(o),89.6,27.84,2023,11.62,4180,0,other,0,5.399558985780241
974,E(o),89.726,27.266,2023,14.47,4420,0,other,0,5.906704868818567
975,E(o),89.73,27.26,2023,12.2,4340,0,other,0,5.906704868818567
976,M(o),89.892,27.988,2023,10.9,5130,0,moraine,0,25.449057619392114
977,M(o),89.896,27.982,2023,33.8,5143,0,moraine,0,13.084570033037538
978,M(e),89.896,27.974,2023,22.77,5137,0,moraine,0,13.084570033037538
979,E(c),89.93,27.973,2023,65.0,5076,0,other,0,39.26266715739561
980,M(o),89.93,27.94,2023,72.67,5002,0,moraine,0,42.12485639139468
981,E(o),89.906,27.94,2023,14.09,5030,0,other,0,42.12485639139468
982,E(o),89.9,27.928,2023,24.9,4946,0,other,0,9.282062913422001
983,E(c),89.81,27.92,2023,14.55,4260,0,other,0,6.82422260364978
984,E(c),89.898,27.903,2023,12.96,4784,0,other,0,3.730106757124607
985,E(o),89.885,27.896,2023,11.89,4573,0,other,0,3.730106757124607
986,E(o),89.944,27.894,2023,20.69,4858,0,other,0,10.078506922418072
987,E(o),89.843,27.87,2023,24.07,4509,0,other,0,1.905579357930425
988,E(o),89.926,27.864,2023,37.61,4524,0,other,0,2.937087407336348
989,E(c),89.969,27.859,2023,12.27,4326,0,other,0,4.048284669202075
990,E(o),89.91,27.843,2023,16.26,4317,0,other,0,2.779230472348752
991,E(c),89.96,27.833,2023,16.28,4127,0,other,0,3.8911556238702434
992,E(c),89.944,27.829,2023,36.57,4456,0,other,0,3.8911556238702434
993,E(c),89.939,27.815,2023,17.11,4146,0,other,0,3.8911556238702434
994,E(c),90.233,27.997,2023,11.26,4990,0,other,0,70.26320560158875
995,E(o),90.222,27.995,2023,23.03,4936,0,other,0,70.26320560158875
996,E(o),90.216,27.991,2023,18.37,4936,0,other,0,70.26320560158875
997,M(e),90.131,27.988,2023,19.2,5045,0,moraine,0,31.320488515782316
998,M(o),90.149,27.985,2023,14.07,4911,0,moraine,0,19.11469117301571
999,M(o),90.245,27.982,2023,17.66,5095,0,moraine,0,70.26320560158875
1000,M(o),90.233,27.977,2023,67.28,5072,0,moraine,0,70.26320560158354
1001,E(o),90.147,27.964,2023,23.28,4882,0,other,0,19.11469117301763
1002,E(o),90.19,27.941,2023,17.54,4626,0,other,0,8.489152367401449
1003,E(c),90.209,27.931,2023,12.41,4997,0,other,0,8.489152367401449
1004,E(o),90.09,27.931,2023,14.52,4521,0,other,0,5.553156538248631
1005,E(o),90.075,27.92,2023,10.13,4326,0,other,0,1.3486402246471043
1006,M(o),90.244,27.915,2023,12.93,5171,0,moraine,0,21.34425165650284
1007,E(o),90.173,27.901,2023,45.13,4671,0,other,0,8.09527745488195
1008,E(o),90.18,27.894,2023,15.99,4812,0,other,0,8.41403219714986
1009,M(o),90.219,27.893,2023,16.23,5013,0,moraine,0,29.687444338432293
1010,E(o),90.185,27.877,2023,14.13,4828,0,other,0,29.687444338432293
1011,M(e),90.207,27.875,2023,40.55,4913,0,moraine,0,29.687444338432293
1012,E(o),90.191,27.857,2023,16.19,4733,0,other,0,27.385554470402624
1013,E(o),90.191,27.85,2023,24.59,4770,0,other,0,10.638606434202053
1014,E(o),90.213,27.85,2023,10.53,4855,0,other,0,25.09493280870186
1015,E(o),90.246,27.848,2023,10.8,4803,0,other,0,9.845522726038514
1016,E(c),90.186,27.836,2023,11.59,4573,0,other,0,10.638606434202053
1017,E(c),90.157,27.829,2023,23.89,4428,0,other,0,5.876074540035021
1018,E(o),90.222,27.827,2023,30.71,4657,0,other,0,25.889101875141453
1019,E(o),90.239,27.802,2023,12.45,4762,0,other,0,13.02742618773212
1020,E(o),90.231,27.8,2023,74.59,4758,0,other,0,13.02742618773212
1021,E(o),90.2,27.793,2023,17.25,4556,0,other,0,9.691606612027801
1022,E(c),90.172,27.761,2023,15.44,4333,0,other,0,3.3374814796463985
1023,E(o),90.196,27.757,2023,19.73,4442,0,other,0,4.609295408482485
1024,E(c),90.164,27.753,2023,13.22,4226,0,other,0,3.3374814796463985
1025,E(c),90.187,27.74,2023,10.68,4287,0,other,0,4.529824649649074
1026,E(o),90.16,27.738,2023,11.91,4447,0,other,0,3.3374814796463985
1027,M(e),90.288,27.996,2023,41.92,5327,0,moraine,0,31.157849481596433
1028,M(e),90.261,27.995,2023,13.3,5148,0,moraine,0,25.29106492141961
1029,M(e),90.299,27.992,2023,11.73,5345,0,moraine,0,30.206466386992652
1030,M(o),90.259,27.964,2023,33.51,5226,0,moraine,0,47.112603274678925
1031,M(o),90.255,27.952,2023,15.09,5184,0,moraine,0,47.112603274678925
1032,M(e),90.259,27.925,2023,11.54,5126,0,moraine,0,21.902321855931902
1033,M(e),90.262,27.919,2023,22.69,5144,0,moraine,0,21.902321855931902
1034,M(e),90.157,30.075,2023,13.75,5743,0,moraine,0,24.78503833249598
1035,M(o),90.457,30.366,2023,10.71,5598,0,moraine,0,22.857992379118564
1036,M(e),90.498,30.351,2023,12.41,5507,0,moraine,0,7.904164339707629
1037,M(l),90.702,30.473,2023,20.39,5534,0,moraine,0,18.88769316452778
1038,M(e),90.708,30.467,2023,15.9,5512,0,moraine,0,18.88769316452778
1039,M(o),90.651,30.451,2023,11.83,5597,0,moraine,0,15.483171671763325
1040,M(o),90.649,30.446,2023,16.19,5576,0,moraine,0,15.483171671763325
1041,E(o),90.828,30.518,2023,27.52,5352,0,other,0,24.909550285519103
1042,E(o),90.912,30.502,2023,27.02,5342,0,other,0,23.366162777169535
1043,O,90.947,30.499,2023,12.73,5236,0,other,0,52.31528313628436
1044,E(o),90.966,30.479,2023,85.72,5035,0,other,0,80.25344009976459
1045,E(o),90.246,29.791,2023,33.69,5120,0,other,0,28.834472094415478
1046,O,90.605,29.615,2023,22.03,5248,0,other,0,6.401340895810571
1047,E(o),90.657,29.603,2023,10.93,5451,0,other,0,8.432375779422616
1048,E(o),91.966,30.209,2023,12.88,4993,0,other,0,8.61404265413167
1049,E(c),91.988,30.187,2023,18.95,5159,0,other,0,21.96556560304509
1050,E(o),91.995,30.177,2023,10.11,5098,0,other,0,21.96556560303893
1051,E(o),91.638,29.556,2023,16.92,5276,0,other,0,13.904235108540309
1052,E(o),92.699,31.102,2023,48.57,5003,0,other,0,41.90495055635541
1053,E(o),92.724,31.086,2023,17.75,5025,0,other,0,14.07330184239976
1054,O,92.817,31.154,2023,23.78,5030,0,other,0,19.59627856302333
1055,O,92.998,31.138,2023,13.99,4894,0,other,0,7.14804507239524
1056,O,92.833,31.12,2023,388.59,4902,0,other,0,337.4064887564959
1057,O,92.815,31.112,2023,68.03,4905,0,other,0,313.26656502496024
1058,O,92.952,31.109,2023,97.67,4894,0,other,0,83.65039104587684
1059,O,92.961,31.052,2023,12.85,4922,0,other,0,6.846841798430603
1060,E(o),92.812,31.051,2023,35.43,4930,0,other,0,49.47433455119524
1061,O,92.787,31.036,2023,94.42,4908,0,other,0,86.56133457887091
1062,E(o),92.009,30.192,2023,26.71,5203,0,other,0,21.96556560303893
1063,E(o),92.002,30.17,2023,13.35,5027,0,other,0,21.732725569501806
1064,O,92.413,30.199,2023,10.72,4955,0,other,0,5.588053432577367
1065,E(o),92.39,30.081,2023,13.71,4971,0,other,0,9.013747109452545
1066,E(o),92.406,30.078,2023,28.02,5038,0,other,0,9.013747109452545
1067,E(o),92.745,30.754,2023,18.7,4872,0,other,0,6.01930216616022
1068,E(o),92.735,30.507,2023,29.87,5140,0,other,0,21.43085250498508
1069,E(o),92.646,30.494,2023,98.02,4817,0,other,0,94.32415763162291
1070,E(o),92.679,30.438,2023,11.44,5111,0,other,0,9.677805307652715
1071,E(o),92.743,30.381,2023,15.7,5132,0,other,0,18.209355360419107
1072,E(o),92.735,30.35,2023,87.32,5112,0,other,0,69.04562914879878
1073,E(o),92.682,30.292,2023,14.59,5168,0,other,0,12.32862861540486
1074,O,92.511,30.288,2023,11.27,5182,0,other,0,3.7224510180293815
1075,E(o),92.596,30.256,2023,17.98,5021,0,other,0,10.318296484089371
