Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha
360,M(e),81.758,30.214,2023,12.12,5368,0,moraine,0,52.9289264708079
361,M(e),81.878,30.204,2023,12.66,5518,0,moraine,0,53.08465109834261
362,M(e),81.781,30.129,2023,75.65,5015,0,moraine,0,63.45375057662582
363,O,81.955,30.059,2023,11.43,4440,0,other,0,41.33956429790814
364,M(e),81.941,30.057,2023,13.87,4564,0,moraine,0,31.548853826701716
365,M(e),81.031,29.921,2023,18.61,4821,0,moraine,0,83.9941932420678
366,E(o),81.674,29.936,2023,11.23,4569,0,other,0,36.02361938849479
367,E(o),81.747,29.898,2023,12.9,4692,0,other,0,8.563256466142262
368,M(e),81.578,29.898,2023,28.51,3581,0,moraine,0,33.00770975133679
369,M(e),81.527,29.773,2023,49.99,4576,0,moraine,0,46.455548693538404
370,E(c),81.556,29.648,2023,11.64,4551,0,other,0,8.58466785582697
371,E(c),81.544,29.61,2023,13.28,4467,0,other,0,8.978298692120825
372,M(l),82.161,30.149,2023,16.65,4994,0,moraine,0,442.44517888754905
373,M(l),82.127,30.067,2023,62.33,4829,0,moraine,0,56.654459345514674
374,M(l),82.197,29.993,2023,24.67,4379,0,moraine,0,151.81281188249153
375,E(c),82.25,29.971,2023,17.27,4881,0,other,0,29.32403181824186
376,E(c),82.208,29.935,2023,12.01,4562,0,other,0,43.73650447334609
377,E(c),82.207,29.929,2023,32.97,4550,0,other,0,43.73650447334609
378,O,82.235,29.928,2023,12.27,4236,0,other,0,36.4208669031567
379,M(o),82.245,29.702,2023,10.53,4671,0,moraine,0,73.62787260930801
380,M(o),82.193,29.675,2023,15.17,4223,0,moraine,0,12.56255135647101
381,E(o),82.222,29.669,2023,11.34,4577,0,other,0,15.680420891082816
382,E(o),82.194,29.668,2023,12.67,4379,0,other,0,12.56255135647101
383,E(c),82.203,29.666,2023,19.44,4388,0,other,0,12.56255135647101
384,E(o),82.223,29.654,2023,13.57,4492,0,other,0,12.56255135647101
385,E(o),82.236,29.116,2023,10.84,4270,0,other,0,6.51179528107976
386,E(o),82.186,29.084,2023,11.01,4242,0,other,0,7.062840823708258
387,M(o),82.383,29.878,2023,12.59,4967,0,moraine,0,27.32631261488947
388,E(c),82.415,29.754,2023,42.4,4692,0,other,0,37.187090235421515
389,M(l),82.25,29.714,2023,11.54,4651,0,moraine,0,73.62787260930801
390,M(o),82.373,29.698,2023,13.27,4842,0,moraine,0,17.783052894140944
391,E(o),82.361,29.432,2023,27.07,4398,0,other,0,18.7702449427956
392,E(c),82.43,29.408,2023,19.81,4415,0,other,0,36.61920599155269
393,E(o),82.394,29.391,2023,16.79,3954,0,other,0,18.935674848423847
394,E(o),82.416,29.387,2023,13.31,4447,0,other,0,40.06212380059247
395,E(c),82.424,29.384,2023,46.79,4434,0,other,0,40.06212380059247
396,E(o),82.41,29.382,2023,10.19,4287,0,other,0,40.06212380059247
397,E(o),82.474,29.309,2023,15.73,4081,0,other,0,9.553083421085576
398,E(o),82.256,29.119,2023,13.37,4430,0,other,0,6.51179528107976
399,E(o),82.514,29.893,2023,11.14,5031,0,other,0,7.473457549903613
400,M(o),82.712,29.822,2023,19.68,5037,0,moraine,0,36.462031082831466
401,M(e),82.671,29.798,2023,13.7,4654,0,moraine,0,55.17203725519208
402,M(o),82.705,29.743,2023,11.27,5346,0,moraine,0,14.580065705095212
403,M(o),82.644,29.723,2023,18.86,4978,0,moraine,0,18.014331143908784
404,E(o),82.561,29.696,2023,11.37,4830,0,other,0,8.813574254226982
405,M(e),82.705,29.297,2023,10.03,5003,0,moraine,0,92.09471474341903
406,M(e),82.59,29.27,2023,10.04,4335,0,moraine,0,15.350682399519231
407,M(o),82.564,29.249,2023,29.0,4647,0,moraine,0,28.754550804583697
408,E(o),82.546,29.194,2023,35.8,4693,0,other,0,30.964969404203323
409,E(o),82.563,29.185,2023,16.36,4597,0,other,0,30.964969404203323
410,E(o),82.867,28.819,2023,18.36,4429,0,other,0,5.821420723189043
411,E(c),82.981,28.79,2023,10.6,4796,0,other,0,32.57627794920186
412,M(o),83.026,29.108,2023,12.95,4884,0,moraine,0,10.434847903463053
413,E(o),83.39,29.377,2023,11.85,5175,0,other,0,10.094498462408096
414,M(o),83.702,29.218,2023,42.49,5426,0,moraine,0,42.00812516949619
415,M(e),83.684,29.201,2023,22.46,5482,0,moraine,0,54.330231822946025
416,O,83.748,29.175,2023,17.07,5360,0,other,0,14.34839533895922
417,M(o),83.738,29.117,2023,11.61,5517,0,moraine,0,21.652512943579683
418,M(e),83.674,29.046,2023,12.14,5431,0,moraine,0,19.86436981439894
419,M(e),83.173,28.993,2023,15.98,4821,0,moraine,0,93.00397388470095
420,M(e),83.187,28.959,2023,27.62,5071,0,moraine,0,32.60664152286995
421,M(e),83.33,28.787,2023,43.57,4445,0,moraine,0,177.65164213924845
422,M(e),83.527,28.886,2023,30.92,5578,0,moraine,0,82.87927760171495
423,M(e),83.89,28.726,2023,14.99,5103,0,moraine,0,78.35036013203131
424,E(o),83.92,28.712,2023,10.97,4986,0,other,0,8.899611480739322
425,M(o),83.852,28.691,2023,340.21,4910,0,moraine,0,223.54991466020257
426,M(e),84.15,28.826,2023,10.74,5406,0,moraine,0,130.2553698077993
427,M(l),84.472,28.663,2023,24.93,4088,0,moraine,0,25.9234766580145
428,M(l),84.458,28.657,2023,10.57,4039,0,moraine,0,22.771654528839544
429,M(e),84.256,28.497,2023,11.38,4987,0,moraine,0,35.75380722902114
430,M(e),84.486,28.488,2023,89.44,4038,0,moraine,0,95.57933692551394
431,M(e),84.629,28.596,2023,22.25,3632,0,moraine,0,25.38805094974571
432,E(o),84.579,28.372,2023,11.03,4430,0,other,0,5.846844886103713
433,M(e),84.912,28.617,2023,10.08,4683,0,moraine,0,125.99264433008037
434,E(o),84.802,28.505,2023,21.26,3684,0,other,0,16.49278462342075
435,E(c),84.78,28.38,2023,16.8,4656,0,other,0,135.08588513423496
436,E(o),85.084,28.961,2023,17.03,5388,0,other,0,14.771030121985383
437,M(o),85.022,28.585,2023,11.99,5047,0,moraine,0,88.3773084888519
438,M(e),85.17,28.292,2023,20.33,4724,0,moraine,0,116.71785720596931
439,M(e),85.41,28.676,2023,21.04,5447,0,moraine,0,97.38989691697027
440,M(e),85.491,28.644,2023,50.98,4985,0,moraine,0,86.06121416839163
441,M(e),85.474,28.642,2023,33.3,5135,0,moraine,0,121.5480959214794
442,M(e),85.457,28.568,2023,23.6,4495,0,moraine,0,35.73090296355278
443,M(e),85.464,28.566,2023,16.35,4428,0,moraine,0,103.79091035779372
444,I(s),85.333,28.559,2023,12.6,4973,0,ice,1,299.73660270626226
445,M(e),85.494,28.508,2023,26.42,4798,0,moraine,0,68.17446509719565
446,M(o),85.469,28.124,2023,14.08,4787,0,moraine,0,17.42591215692716
447,O,85.413,28.083,2023,12.59,4393,0,other,0,11.567378147516065
448,O,85.407,28.08,2023,15.16,4327,0,other,0,11.567378147516065
449,O,85.389,28.061,2023,16.5,4205,0,other,0,11.49023812705394
450,M(e),85.51,28.623,2023,118.78,5127,0,moraine,0,122.5718896734539
451,M(e),85.527,28.616,2023,103.58,5113,0,moraine,0,122.5718896734539
452,M(o),85.596,28.58,2023,26.15,5436,0,moraine,0,146.8583155914379
453,M(o),85.583,28.575,2023,22.13,5438,0,moraine,0,146.22735015208727
454,E(o),85.659,28.573,2023,10.62,5238,0,other,0,0.5520236033459363
455,M(e),85.602,28.562,2023,129.19,5361,0,moraine,0,146.8583155914379
456,E(o),85.616,28.548,2023,21.83,5443,0,other,0,249.0699710634829
457,M(e),85.609,28.532,2023,540.55,5352,0,moraine,0,372.4748135771191
458,M(o),85.638,28.527,2023,31.01,5299,0,moraine,0,214.51388543079187
459,M(e),85.636,28.494,2023,490.68,5278,0,moraine,0,400.4374849323936
460,M(e),85.736,28.485,2023,51.99,5335,0,moraine,0,80.9027476851434
461,M(e),85.519,28.468,2023,43.67,4445,0,moraine,0,57.551902517197256
462,M(o),85.684,28.46,2023,18.49,5705,0,moraine,0,23.525817359473155
463,M(e),85.564,28.426,2023,29.39,4873,0,moraine,0,124.07571191697473
464,M(o),85.588,28.405,2023,10.51,5251,0,moraine,0,122.89098388210938
465,M(o),85.605,28.404,2023,12.01,5265,0,moraine,0,39.25773279943422
466,M(o),85.538,28.358,2023,10.83,4390,0,moraine,0,184.69209762081778
467,M(o),85.63,28.163,2023,13.05,4986,0,moraine,0,169.32551493316618
468,M(e),85.78,28.442,2023,48.25,5577,0,moraine,0,59.53705574905245
469,E(o),85.89,28.371,2023,27.07,5242,0,other,0,301.46750943443107
470,M(e),85.871,28.36,2023,463.78,5212,0,moraine,0,429.4816772645924
471,M(o),85.869,28.329,2023,213.52,5167,0,moraine,0,166.0802903473404
472,M(o),85.908,28.323,2023,14.56,5387,0,moraine,0,14.307785537665826
473,M(e),85.838,28.322,2023,540.35,5067,0,moraine,0,401.1035204089045
474,M(o),85.93,28.321,2023,11.18,5298,0,moraine,0,37.15861329950479
475,M(o),85.948,28.313,2023,25.06,5227,0,moraine,0,37.15861329950479
476,E(c),85.819,28.297,2023,28.1,5080,0,other,0,128.78736817455157
477,M(o),85.83,28.293,2023,28.5,5023,0,moraine,0,162.2275415769752
478,O,85.915,28.261,2023,15.97,5106,0,other,0,15.10733042842508
479,M(e),85.847,28.211,2023,61.34,4374,0,moraine,0,123.9274015688214
480,E(o),85.923,28.182,2023,47.08,4355,0,other,0,38.38961075735505
481,I(s),85.905,28.151,2023,12.6,4495,0,ice,1,60.25257745533411
482,M(e),86.225,28.347,2023,55.9,5348,0,moraine,0,59.66915692999654
483,M(e),86.192,28.335,2023,55.0,5422,0,moraine,0,147.28065412405508
484,M(o),86.158,28.321,2023,22.44,5549,0,moraine,0,58.5067830379921
485,M(e),86.157,28.303,2023,59.05,5307,0,moraine,0,58.5067830379921
486,M(e),86.151,28.295,2023,16.51,5346,0,moraine,0,58.5067830379921
487,M(e),86.131,28.294,2023,23.99,5244,0,moraine,0,37.00098674179923
488,M(e),86.187,28.27,2023,12.64,5335,0,moraine,0,113.94478730248063
489,M(e),86.103,28.253,2023,14.98,5189,0,moraine,0,41.76869119617429
490,M(o),86.15,28.249,2023,13.16,5331,0,moraine,0,43.0332105918408
491,M(e),86.196,28.243,2023,17.69,5338,0,moraine,0,67.71845873794034
492,M(o),86.226,28.183,2023,12.34,5223,0,moraine,0,35.219154479609024
493,M(o),86.066,28.067,2023,32.5,4630,0,moraine,0,51.9827262522543
494,M(e),86.415,28.392,2023,20.17,5502,0,moraine,0,17.063336328691733
495,M(e),86.384,28.381,2023,13.92,5551,0,moraine,0,131.7690602539644
496,M(e),86.305,28.374,2023,391.5,5346,0,moraine,0,406.91013863772713
497,M(e),86.259,28.374,2023,27.54,5544,0,moraine,0,38.5577962572048
498,M(e),86.493,28.348,2023,34.51,5524,0,moraine,0,31.295918297844207
499,M(e),86.582,28.199,2023,134.64,5094,0,moraine,0,31.8142170426214
500,M(e),86.365,28.24,2023,24.72,5327,0,moraine,0,64.79828337070353
501,M(e),86.314,28.194,2023,27.79,5245,0,moraine,0,34.97538944732524
502,M(e),86.351,28.193,2023,19.87,5339,0,moraine,0,38.62149600009905
503,M(e),86.5,28.033,2023,60.86,5057,0,moraine,0,306.21653774059007
504,E(o),86.514,28.887,2023,98.23,5098,0,other,0,74.7729121605839
505,E(o),86.575,28.84,2023,26.39,5465,0,other,0,13.372289836124281
506,E(o),86.529,28.815,2023,32.37,5326,0,other,0,246.3088548308961
507,M(o),86.511,28.321,2023,10.75,5321,0,moraine,0,7.7469259362784
508,I(s),86.502,28.283,2023,22.63,5157,0,ice,1,29.57526716634899
509,M(e),86.629,28.207,2023,27.78,5539,0,moraine,0,29.2007067756515
510,M(e),86.532,28.185,2023,67.68,5025,0,moraine,0,64.90366466238028
511,M(o),86.535,28.151,2023,18.48,5220,0,moraine,0,72.14226774270445
512,M(e),86.531,28.135,2023,97.85,4984,0,moraine,0,72.85502280977654
513,M(e),86.52,28.073,2023,23.11,5216,0,moraine,0,292.3255447199834
514,M(l),86.514,28.044,2023,57.94,5241,0,moraine,0,255.39963948070613
515,M(e),86.71,28.038,2023,15.44,5363,0,moraine,0,80.59406445985552
516,M(o),86.682,28.026,2023,18.71,5149,0,moraine,0,25.841183200054456
517,M(o),86.721,28.017,2023,19.81,5066,0,moraine,0,96.87080451379693
518,M(l),86.682,28.006,2023,17.13,4947,0,moraine,0,20.13859768196444
519,I(s),86.863,28.112,2023,39.4,5218,0,ice,1,52.989093283352545
520,E(o),87.15,28.274,2023,11.91,5012,0,other,0,10.281059676420837
521,E(o),87.246,28.27,2023,15.31,5166,0,other,0,20.244081003555923
522,M(e),87.053,28.226,2023,17.19,5050,0,moraine,0,53.258451580461276
523,E(o),87.101,28.208,2023,101.93,4852,0,other,0,94.24909487993834
524,O,87.052,28.205,2023,65.11,4980,0,other,0,53.258451580461276
525,E(o),87.122,28.166,2023,12.23,5219,0,other,0,24.071512478678294
526,E(o),87.143,28.159,2023,18.93,5154,0,other,0,90.8146883641284
527,O,87.158,28.152,2023,94.74,5141,0,other,0,90.8146883641284
528,O,87.174,28.152,2023,10.97,5075,0,other,0,90.8146883641284
529,M(o),87.105,28.142,2023,16.53,5472,0,moraine,0,25.892737525953176
530,M(o),87.112,28.142,2023,25.06,5470,0,moraine,0,25.892737525953176
531,M(e),87.082,28.13,2023,19.29,5518,0,moraine,0,20.426743117944977
532,M(o),87.065,28.111,2023,31.03,5468,0,moraine,0,19.16449783440471
533,M(e),87.134,28.069,2023,25.49,4879,0,moraine,0,94.22434021362463
534,M(e),87.047,28.068,2023,78.93,5589,0,moraine,0,94.21403529627754
535,M(o),87.193,28.065,2023,10.78,4837,0,moraine,0,75.68244401882599
536,M(e),87.167,28.039,2023,24.07,4739,0,moraine,0,70.13361787142887
537,E(c),87.19,28.032,2023,27.29,5013,0,other,0,75.60319935202288
538,M(e),87.028,28.007,2023,14.23,5509,0,moraine,0,13.87437822058243
539,M(e),87.142,28.005,2023,43.7,4450,0,moraine,0,36.07411206534258
540,E(o),87.437,28.775,2023,21.8,5553,0,other,0,17.31624810160837
541,E(o),87.417,28.76,2023,15.68,5458,0,other,0,17.31624810160837
542,E(o),87.427,28.754,2023,13.58,5511,0,other,0,23.93366162513256
543,E(o),87.455,28.75,2023,31.67,5680,0,other,0,27.004031227528927
544,E(o),87.382,28.742,2023,41.57,5501,0,other,0,34.24964584144729
545,E(o),87.479,28.737,2023,23.55,5415,0,other,0,27.004031227528927
546,E(o),87.44,28.735,2023,23.96,5577,0,other,0,27.004031227528927
547,E(o),87.406,28.734,2023,18.44,5600,0,other,0,34.24964584144729
548,E(o),87.478,28.728,2023,24.81,5384,0,other,0,20.86752194805419
549,M(e),86.379,28.393,2023,100.11,5482,0,moraine,0,131.7690602539644
550,O,87.47,28.213,2023,131.39,4781,0,other,0,144.65114367083282
551,M(e),87.479,28.172,2023,23.91,5290,0,moraine,0,44.08694778302501
552,O,87.418,28.165,2023,10.93,4818,0,other,0,20.188090205230758
553,M(e),87.487,28.161,2023,10.29,5298,0,moraine,0,94.14555186674083
554,O,87.443,28.16,2023,32.33,4854,0,other,0,23.671618347577013
555,M(o),87.469,28.148,2023,39.58,5106,0,moraine,0,97.70883795670888
556,M(e),87.428,28.137,2023,25.85,5191,0,moraine,0,23.283005744582717
557,E(o),87.354,28.064,2023,13.08,4190,0,other,0,0.4755536125503897
558,E(o),87.27,28.023,2023,10.23,4636,0,other,0,25.289003193271537
559,E(o),87.259,28.016,2023,33.07,4672,0,other,0,25.289003193271537
560,E(o),87.297,28.012,2023,12.13,4416,0,other,0,8.403508311094873
561,E(o),86.519,28.858,2023,81.24,5254,0,other,0,134.98730515519273
562,E(o),87.509,28.841,2023,25.2,5486,0,other,0,20.1371377188334
563,E(o),86.522,28.832,2023,281.32,5319,0,other,0,266.524484123581
564,O,87.553,28.773,2023,25.64,5319,0,other,0,20.228890013505318
565,E(o),87.625,28.747,2023,17.28,5545,0,other,0,15.037657646761573
566,O,87.548,28.712,2023,41.2,5188,0,other,0,47.656587149099735
567,E(o),87.534,28.694,2023,60.74,5158,0,other,0,47.656587149099735
568,M(o),87.634,28.268,2023,10.04,5674,0,moraine,0,37.25315948164623
569,M(o),87.501,28.236,2023,20.48,5225,0,moraine,0,65.19356521924617
570,M(e),87.591,28.23,2023,78.9,5410,0,moraine,0,271.65749447327005
571,M(e),87.578,28.228,2023,21.94,5247,0,moraine,0,231.30308532713917
572,M(e),87.56,28.206,2023,15.95,5337,0,moraine,0,176.93984679265378
573,M(e),87.641,28.195,2023,47.42,5352,0,moraine,0,51.91841198374696
574,M(e),87.563,28.178,2023,104.19,5011,0,moraine,0,34.90666768419397
575,M(e),87.623,28.167,2023,20.87,5375,0,moraine,0,39.49745537127469
576,M(e),87.578,28.164,2023,20.22,5171,0,moraine,0,91.18538178356089
577,M(o),87.612,28.155,2023,13.82,5241,0,moraine,0,21.376941273975085
578,M(o),87.599,28.131,2023,14.18,5261,0,moraine,0,96.4698813798197
579,M(e),87.615,28.118,2023,35.67,5052,0,moraine,0,96.8725141983031
580,M(e),87.586,28.116,2023,12.43,5050,0,moraine,0,103.3680033663419
581,M(e),87.655,28.114,2023,146.34,4954,0,moraine,0,132.11170365726827
582,M(e),87.584,28.107,2023,15.91,4968,0,moraine,0,103.3680033663419
583,M(e),87.637,28.093,2023,72.47,5178,0,moraine,0,78.11022218581124
584,M(e),87.627,28.052,2023,18.4,5066,0,moraine,0,42.87972594193992
585,M(e),86.446,27.947,2023,156.76,5046,0,moraine,0,198.2763607218947
586,M(o),86.433,27.929,2023,31.99,5025,0,moraine,0,592.8858671775939
587,M(o),86.42,27.927,2023,15.72,5020,0,moraine,0,483.7098649157742
588,M(o),86.465,27.917,2023,17.56,5259,0,moraine,0,316.19486032590606
589,M(o),86.477,27.916,2023,14.08,5110,0,moraine,0,153.45193123459975
590,M(e),86.476,27.861,2023,158.4,4550,0,moraine,0,163.38542582835592
591,E(o),86.356,27.85,2023,11.18,4424,0,other,0,8.098575534626022
592,M(l),86.681,27.975,2023,57.83,4834,0,moraine,0,55.196915904097786
593,M(l),86.69,27.951,2023,42.11,4741,0,moraine,0,39.97916968767124
594,M(l),86.699,27.941,2023,18.0,4709,0,moraine,0,39.97916968767124
595,M(o),86.621,27.791,2023,46.73,5157,0,moraine,0,156.23766384897496
596,M(e),86.612,27.779,2023,117.31,4831,0,moraine,0,149.365829742197
597,M(o),86.643,27.778,2023,29.27,5163,0,moraine,0,64.89947193807083
598,M(o),86.835,27.997,2023,11.55,5321,0,moraine,0,68.650501932338
599,I(s),86.804,27.975,2023,24.84,5183,0,ice,1,41.71532658750553
600,M(l),86.786,27.924,2023,54.85,4512,0,moraine,0,55.14391810391678
601,M(e),86.925,27.898,2023,139.77,5003,0,moraine,0,171.7403646986305
602,E(c),86.913,27.894,2023,11.28,4986,0,other,0,171.7403646986305
603,M(o),86.937,27.857,2023,21.45,5473,0,moraine,0,189.08328680860453
604,M(o),86.928,27.85,2023,48.86,5411,0,moraine,0,63.822568775814304
605,M(e),86.935,27.837,2023,29.39,5209,0,moraine,0,53.11724035871301
606,M(o),86.917,27.832,2023,33.07,5360,0,moraine,0,53.11724035871301
607,M(e),86.974,27.805,2023,16.77,5516,0,moraine,0,351.54418695982787
608,M(e),86.966,27.799,2023,21.36,5396,0,moraine,0,406.0519057610891
609,M(o),86.911,27.794,2023,18.87,5274,0,moraine,0,53.78362681599952
610,M(o),86.838,27.793,2023,22.89,5351,0,moraine,0,144.76552954187733
611,M(e),86.957,27.783,2023,87.28,5198,0,moraine,0,339.875766292691
612,I(s),86.871,27.766,2023,13.68,4931,0,ice,1,53.552705534657065
613,M(o),86.958,27.755,2023,86.5,4927,0,moraine,0,88.66780254580559
614,M(o),86.91,27.719,2023,14.93,4989,0,moraine,0,16.693677362309238
615,M(o),86.792,27.696,2023,12.95,4951,0,moraine,0,34.10708080823191
616,M(e),86.858,27.687,2023,31.8,4764,0,moraine,0,31.335207236800862
617,E(o),86.853,27.681,2023,11.85,4694,0,other,0,31.335207236800862
618,E(c),87.247,27.959,2023,12.02,4457,0,other,0,8.09039793793992
619,E(c),87.188,27.906,2023,33.14,4490,0,other,0,72.28056504163966
620,M(e),87.081,27.844,2023,41.15,4847,0,moraine,0,41.36474742061707
621,M(o),87.095,27.829,2023,12.06,5225,0,moraine,0,77.02871433351967
622,M(e),87.092,27.798,2023,182.16,4543,0,moraine,0,405.18312679487656
623,E(c),87.206,27.691,2023,11.49,4088,0,other,0,1.3515414576196236
624,E(o),87.345,27.983,2023,26.18,3728,0,other,0,19.74577267999484
625,E(c),87.349,27.948,2023,10.13,3991,0,other,0,11.658740567256574
626,E(o),87.293,27.932,2023,12.13,4373,0,other,0,11.662294720148367
627,E(c),87.306,27.918,2023,11.15,4416,0,other,0,11.662294720148367
628,E(c),87.341,27.837,2023,19.17,4243,0,other,0,2.3028311099176118
629,E(c),87.522,27.997,2023,12.38,4720,0,other,0,8.721859843459413
630,E(o),87.583,27.986,2023,12.33,4826,0,other,0,14.746542406555754
631,E(c),87.557,27.979,2023,11.03,4767,0,other,0,9.833573367571185
632,M(e),87.699,27.9,2023,11.27,5226,0,moraine,0,39.91856041522297
633,E(c),87.737,27.864,2023,13.98,5337,0,other,0,126.05330249734361
634,M(e),87.749,27.816,2023,17.17,4903,0,moraine,0,16.599324927955628
635,E(c),87.694,27.681,2023,13.3,4633,0,other,0,9.860604147924644
636,E(c),87.517,27.681,2023,10.1,4472,0,other,0,6.361271818566862
637,E(o),87.703,27.651,2023,14.36,4460,0,other,0,8.512828822916664
638,O,87.573,27.645,2023,11.78,3860,0,other,0,2.068244872496931
639,E(c),87.633,27.639,2023,16.45,4289,0,other,0,9.146846340840192
640,E(c),87.696,27.63,2023,14.11,4179,0,other,0,8.512828822916664
641,E(o),87.706,27.629,2023,13.01,4319,0,other,0,8.512828822916664
642,E(o),87.712,27.62,2023,12.63,4454,0,other,0,8.512828822916664
643,E(c),87.543,27.617,2023,10.93,4471,0,other,0,1.2728798124410474
644,M(l),87.884,27.969,2023,17.9,5597,0,moraine,0,16.496631843420193
645,M(e),87.814,27.964,2023,40.61,5249,0,moraine,0,101.84374103165385
646,M(e),87.908,27.952,2023,64.79,5165,0,moraine,0,72.26477574322686
647,M(e),87.93,27.95,2023,83.66,5106,0,moraine,0,72.74077191626198
648,M(e),88.002,27.928,2023,113.22,5348,0,moraine,0,104.01526489758581
649,M(e),87.771,27.926,2023,97.66,4913,0,moraine,0,99.9715594855851
650,M(e),87.805,27.881,2023,34.32,4690,0,moraine,0,35.63932969786466
651,M(e),87.866,27.869,2023,68.12,4910,0,moraine,0,67.39677226303363
652,O,87.831,27.849,2023,33.5,4437,0,other,0,31.75951391326018
653,M(e),87.974,27.793,2023,22.32,5183,0,moraine,0,20.892478405337478
654,M(o),87.934,27.79,2023,14.1,4938,0,moraine,0,11.836747418474834
655,E(c),87.777,27.757,2023,25.46,4708,0,other,0,20.263748004462695
656,E(c),87.782,27.745,2023,19.69,4775,0,other,0,20.263748004462695
657,E(o),87.778,27.738,2023,22.06,4705,0,other,0,20.263748004462695
658,M(e),88.241,28.004,2023,41.8,5269,0,moraine,0,59.7779187010101
659,O,88.427,28.054,2023,101.66,4888,0,other,0,86.61779007606542
660,E(o),88.461,28.033,2023,13.87,5156,0,other,0,11.255420382615528
661,M(e),88.355,28.022,2023,56.29,5195,0,moraine,0,44.78781996237565
662,M(e),88.288,28.017,2023,50.43,5268,0,moraine,0,49.309104012613425
663,M(e),88.259,28.009,2023,59.7,5256,0,moraine,0,59.7779187010101
664,M(e),88.32,28.005,2023,38.58,5104,0,moraine,0,37.50130175728986
665,M(e),88.221,27.988,2023,11.94,5372,0,moraine,0,41.78371212949705
666,M(e),88.075,27.946,2023,148.59,5488,0,moraine,0,173.25384150268908
667,M(o),88.041,27.943,2023,10.32,5821,0,moraine,0,87.42917071406283
668,M(e),88.066,27.933,2023,83.35,5563,0,moraine,0,173.25384150268908
669,M(e),88.019,27.928,2023,13.25,5692,0,moraine,0,104.01526489758581
670,M(e),88.078,27.835,2023,16.48,5604,0,moraine,0,78.61786517560324
671,M(o),88.05,27.545,2023,25.72,5020,0,moraine,0,26.03573060150881
672,M(e),88.402,27.994,2023,18.97,5171,0,moraine,0,20.695130718855037
673,O,82.173,30.478,2023,31.29,5250,0,other,0,28.71216243708182
674,O,82.06,30.468,2023,378.8,5180,0,other,0,373.37028803014437
675,O,82.108,30.461,2023,16.73,5177,0,other,0,22.447401050265302
676,O,82.181,30.431,2023,32.23,5000,0,other,0,33.68744941621582
677,O,82.171,30.413,2023,37.71,5002,0,other,0,76.29273777337781
678,E(o),82.192,30.398,2023,86.53,5203,0,other,0,83.10904770308579
679,E(o),82.156,30.366,2023,12.73,5450,0,other,0,10.614772464239923
680,M(e),82.055,30.362,2023,56.83,5283,0,moraine,0,45.94745991864916
681,O,82.238,30.352,2023,29.81,5106,0,other,0,23.557137127268398
682,M(e),82.141,30.34,2023,16.12,5580,0,moraine,0,43.09983280031515
683,M(e),82.169,30.282,2023,16.58,5339,0,moraine,0,54.65837683704534
684,M(e),82.209,30.255,2023,128.7,5057,0,moraine,0,201.47750202373044
685,M(e),82.232,30.221,2023,44.31,5582,0,moraine,0,53.458719025285184
686,O,82.362,30.432,2023,152.61,4882,0,other,0,153.84901546469263
687,O,82.302,30.419,2023,901.4,4931,0,other,0,907.2631035223311
688,O,82.355,30.407,2023,23.16,4870,0,other,0,97.32851482406856
689,O,82.256,30.406,2023,14.1,4936,0,other,0,8.751620837979424
690,O,82.273,30.371,2023,10.68,4966,0,other,0,9.219649684244017
691,O,82.271,30.342,2023,69.03,4993,0,other,0,68.81915842887229
692,O,82.27,30.329,2023,58.67,4990,0,other,0,68.81915842887229
693,O,82.272,30.318,2023,15.62,4996,0,other,0,65.41792868614591
694,O,82.259,30.311,2023,25.33,4997,0,other,0,65.41792868614591
695,O,82.486,30.217,2023,25.14,4791,0,other,0,5.664623340326
696,E(o),82.404,30.106,2023,48.23,4912,0,other,0,44.82433082278413
697,M(e),82.27,30.103,2023,203.15,4875,0,moraine,0,225.2934587388773
698,M(e),82.343,30.079,2023,91.73,4849,0,moraine,0,88.74086166031208
699,O,82.526,30.832,2023,14.79,5307,0,other,0,11.643362287400974
700,M(o),82.75,30.807,2023,14.74,5547,0,moraine,0,14.268631100155906
701,O,82.652,30.608,2023,20.59,5088,0,other,0,10.356479696972514
702,O,82.589,30.257,2023,19.38,4778,0,other,0,19.934566953440175
703,O,82.859,30.881,2023,146.23,5446,0,other,0,137.02877483998637
704,M(o),82.754,30.811,2023,10.06,5551,0,moraine,0,14.268631100155906
705,O,82.88,30.654,2023,12.36,5322,0,other,0,5.793776041171726
706,M(o),82.906,30.572,2023,14.28,5553,0,moraine,0,27.14057317912136
707,M(o),82.921,30.563,2023,26.68,5607,0,moraine,0,27.14057317912136
708,M(o),82.958,30.551,2023,29.39,5558,0,moraine,0,24.591817433837477
709,O,82.756,30.116,2023,12.66,4842,0,other,0,6.136484760356175
710,M(o),82.479,29.984,2023,11.89,5223,0,moraine,0,22.71542283720361
711,M(e),82.496,29.969,2023,23.18,4995,0,moraine,0,61.058859343610926
712,E(o),82.535,29.985,2023,392.72,4829,0,other,0,383.4534138267584
713,E(o),82.567,29.98,2023,19.61,4845,0,other,0,176.2498353902152
714,M(o),82.589,29.98,2023,48.6,4853,0,moraine,0,45.659137392954776
715,M(e),82.508,29.962,2023,25.57,5084,0,moraine,0,76.30385492277821
716,M(e),82.603,29.94,2023,28.46,4891,0,moraine,0,40.23686321173822
