Unnamed: 0.1,GLOF,Latitude,Longitude,Year_final,area_t2,area_t1,expansion_ha_peryr,glacier_area_ha,slope_glac_to_lake,glacier_contact,glacier_touch_count,nearest_glacier_dist_m,glacier_elev_m
57,1,30.356,82.118,1994,17.902470307803707,,,1260.7187797021004,0.0,True,1,0.0,5713.0
58,1,36.62,74.07,1994,0.144143080179491,,,8188.853082122288,7.747804582816491,False,0,175.40452724040887,4221.0
59,1,36.027,73.196,1994,3.994105459561251,,,14.602316349202177,0.0,True,2,0.0,4722.0
60,1,42.97,77.03,1994,,,,220.07365682083116,0.5360796093454094,False,0,408.5214139508389,3803.0
61,1,42.207,79.846,1994,255.90156838724903,,,121243.04376581848,0.0,True,4,0.0,4590.0
62,1,28.092,90.3,1994,24.399810180007837,,,2094.2350308936216,0.0,True,1,0.0,5078.0
63,1,28.802,91.937,1995,10.308361841841451,,,861.8307921730309,0.0,True,3,0.0,5769.0
64,1,28.662,85.37,1995,6.776400653457245,,,1234.0603741806729,0.0,True,2,0.0,5350.0
65,1,43.0,77.1,1995,0.1970399153203944,,,149.5953499162941,10.513621016770053,False,0,36.23870400048423,4025.0
66,1,42.207,79.846,1995,251.64477126048612,,,121243.04376581848,0.0,True,4,0.0,4590.0
67,1,28.663,85.478,1995,20.490726987090863,,,1027.6226055786458,0.0,True,1,0.0,5490.0
68,1,36.5,75.22,1996,1.7328530072273267,,,32873.35872491452,0.0,True,4,0.0,5122.0
69,1,43.08,77.15,1996,8.394317754878163,,,120.7850516719826,0.0,True,3,0.0,4128.0
70,1,27.705,92.387,1996,5.6447845269314225,,,313.8026622573356,0.0,True,1,0.0,5109.0
71,1,42.207,79.846,1996,206.6180926876256,,,121243.04376581848,0.0,True,4,0.0,4590.0
72,1,27.901,88.782,1997,48.80677407892184,,,1411.4292070262454,0.0,True,3,0.0,5700.0
73,1,43.08,77.15,1997,8.394317754878163,,,120.7850516719826,0.0,True,3,0.0,4128.0
74,1,43.04,77.04,1997,12.864760102268743,,,132.73643859648095,0.0,True,3,0.0,3993.0
75,1,43.016,77.024,1997,12.864760102268743,,,132.73643859648095,0.0,True,3,0.0,3993.0
76,1,42.207,79.846,1997,241.94075885930897,,,120846.92560934702,0.0,True,3,0.0,4369.0
77,1,35.677,77.193,1997,0.9482907427474104,,,27626.56738116892,0.0,True,3,0.0,5653.0
78,1,43.006,76.566,1997,0.0656622069793875,,,,,False,0,,
79,1,27.903,90.418,1997,2.0631761220566043,,,49.25855174066616,0.1484458956274341,False,0,377.2418210911498,5210.0
80,1,27.899,90.807,1998,39.91989250098235,14.363512062263148,5.111276087743841,435.01389673558,4.914841536974618,False,0,93.3905999912547,5171.0
81,1,42.923,76.602,1998,9.073997979125954,,,4.060653348751401,0.3932240499331356,False,0,732.4068811380482,3681.0
82,1,39.75,71.568,1998,7.25056128161129,,,214.21974843524947,0.0,True,2,0.0,4164.0
83,1,42.207,79.846,1998,238.9480543757374,,,120846.92560934702,0.0,True,3,0.0,4369.0
84,1,27.743,86.845,1998,44.66578150883017,130.43752941137186,-17.154349580508335,994.237220453094,0.0,True,3,0.0,5761.0
85,1,27.955,86.776,1998,6.503130631658225,8.16855959619509,-0.333085792907373,11626.125066732258,0.0,True,4,0.0,5399.0
86,1,35.677,77.193,1998,87.97260670634473,,,27626.56738116892,0.0,True,3,0.0,5653.0
87,1,42.528,74.54,1999,116.18082974355912,1.1248723496573092,23.011191478780365,770.2473694736645,0.0,True,2,0.0,3944.0
88,1,36.342,75.479,1999,0.2893841692208727,,,53385.61402318674,0.0,True,4,0.0,4744.0
89,1,42.522,74.609,1999,34.55397865341369,6.024296192598503,5.705936492163037,536.1258049091829,0.0,True,2,0.0,3985.0
90,1,42.207,79.846,1999,200.7631941465663,,,120846.92560934702,0.0,True,3,0.0,4369.0
91,1,35.677,77.193,1999,190.82678777416197,,,27626.56738116892,0.0,True,3,0.0,5653.0
92,1,42.522,74.609,2000,124.83972952546176,293.47643252525455,-33.727340599958566,536.1258049091829,0.0,True,2,0.0,3985.0
93,1,35.253,77.311,2000,72.53530807585625,116.53553645936564,-8.800045676701876,240.10839387070683,0.0,True,10,0.0,5864.0
94,1,36.84,73.92,2000,19.69521972859104,56.48900136724082,-7.358756327729955,11255.181771618782,0.0,True,3,0.0,5067.0
95,1,36.342,75.479,2000,0.2893841692208727,97.22182264515936,-19.3864876951877,53385.61402318674,0.0,True,4,0.0,4744.0
96,1,42.207,79.846,2000,2.460605715311892,343.4917595497103,-68.20623076687968,15.30288523289357,0.8220328608176684,False,0,737.1968067033446,3939.0
97,1,35.496,76.27,2000,38.9731571289951,163.5594107701218,-24.917250728225337,14962.102056656824,0.0,True,3,0.0,4379.0
98,1,36.342,75.479,2001,0.2893841692208727,12.94959216609016,-2.5320415993738576,53385.61402318674,0.0,True,4,0.0,4744.0
99,1,42.207,79.846,2001,2.5271084134991435,343.4917595497103,-68.19293022724223,15.30288523289357,0.8220328608188314,False,0,737.1968067023015,3939.0
100,1,28.211,89.745,2001,74.54239536871982,42.96808432555346,6.314862208633272,1140.8681160207914,0.0,True,2,0.0,5457.0
101,1,28.139,85.92,2002,42.44994977871511,15.522537716195504,5.385482412503921,1072.9266470242585,0.0,True,4,0.0,5373.0
102,1,36.35,74.57,2002,0.5784413877739918,,,10772.70117108293,0.0,True,3,0.0,3839.0
103,1,35.253,77.311,2002,0.3665723468038601,70.04064642666378,-13.934814815971984,4.77584455649814,1.1105337686913457,False,0,334.9740552584595,5483.0
104,1,36.342,75.479,2002,,12.94959216609016,,12114.925020240147,8.317259648138812,False,0,152.57429173609717,4744.0
106,1,42.207,79.846,2002,,283.83073842078556,,396.1181564714431,2.95985412132996,False,0,446.30577922077833,4590.0
107,1,37.22,71.734,2002,69.72871314311578,1.3586706184615462,13.674008504930848,93.89462889136958,0.0,True,3,0.0,4688.0
108,1,35.677,77.193,2002,0.5107309520446435,1.5319452810557528,-0.2042428658022218,9711.114969629114,95.01875302727412,False,0,6.440833840708602,5539.0
109,1,36.342,75.479,2002,,12.94959216609016,,12114.925020240147,8.317259648138812,False,0,152.57429173609717,4744.0
111,1,36.613,73.896,2002,852.5117202062428,718.569372801813,26.788469480885965,4537.102561913929,0.0,True,9,0.0,4433.0
112,1,30.684,94.324,2002,15.679550436656816,52.215364012696206,-7.307162715207878,4397.202677950341,0.0,True,3,0.0,5270.0
113,1,29.632,93.546,2002,40.04299754481685,39.7307566682255,0.0624481753182692,18.341674630667168,0.6039488728668746,False,0,950.4115758595412,5137.0
114,1,34.477,76.971,2003,5.551901061891213,0.2961596694688904,1.0511482784844646,370.84046975806376,0.0,True,5,0.0,5338.0
115,1,42.522,74.609,2003,,83.33647789930858,,536.1258049091829,0.0,True,2,0.0,3985.0
116,1,36.342,75.479,2003,,0.0723484818210193,,12114.925020240147,8.317259648138812,False,0,152.57429173609717,4744.0
117,1,42.207,79.846,2003,,19.15788572354551,,396.1181564714431,2.95985412132996,False,0,446.30577922077833,4590.0
118,1,36.84,73.92,2004,,4.025214450431452,,3568.324753033535,359.8456312063392,False,0,4.149001323136527,5044.0
119,1,30.267,81.474,2004,,0.4654116099567063,,1182.5315243578225,0.0,True,4,0.0,5446.0
120,1,42.207,79.846,2004,,255.90156838724903,,396.1181564714431,2.95985412132996,False,0,446.30577922077833,4590.0
121,1,35.677,77.193,2004,,2.115561644336565,,9444.515664037286,0.7185497005395561,False,0,1036.8106749478602,5524.0
122,1,36.384,72.706,2005,,7.735490543168555,,62.786733425222515,5.3580471265122505,False,0,88.27843220331903,4876.0
123,1,42.537,74.427,2005,,2.18406692800487,,15.213456542195203,0.6000954830438213,False,0,438.26358876424786,3863.0
124,1,42.207,79.846,2005,,251.64477126048612,,396.1181564714431,2.95985412132996,False,0,446.30577922077833,4590.0
125,1,43.128,77.509,2005,,17.039898654435284,,451.6630229969171,1.6872950688768416,False,0,165.946078528152,3822.0
126,1,36.027,73.196,2005,,18.881173236648554,,5.679545589936141,0.131457423259935,False,0,144.533488705546,4781.0
127,1,35.677,77.193,2005,,3.0639965340264927,,9444.515664037286,0.7185497005395561,False,0,1036.8106749478602,5524.0
128,1,29.752,96.465,2006,11.304360025361008,10.602655169368129,0.1403409711985762,308.64900313465694,33.63396774720967,False,0,3.2705032253926034,5162.0
129,1,30.267,81.474,2006,,3.8003486382175784,,1182.5315243578225,0.0,True,4,0.0,5446.0
130,1,41.859,76.995,2006,,48.60713008134497,,23.150194426182768,0.0,True,1,0.0,3927.0
131,1,42.207,79.846,2006,,206.6180926876256,,396.1181564714431,2.95985412132996,False,0,446.30577922077833,4590.0
132,1,35.677,77.193,2006,,3.0639965340264927,,9444.515664037286,0.7185497005395561,False,0,1036.8106749478602,5524.0
133,1,36.428,74.806,2007,,45.304623528113,,7518.40795003588,0.0,True,3,0.0,4647.0
134,1,30.267,81.474,2007,,5.584118161568926,,1182.5315243578225,0.0,True,4,0.0,5446.0
135,1,42.207,79.846,2007,5.188979638237347,241.94075885930897,-47.35035584421432,37334.18715891103,2.0311275598658467,False,0,545.0174680673999,4369.0
136,1,28.278,90.225,2007,97.42889195877902,95.6100981975232,0.3637587522511609,9308.514278229808,0.0,True,1,0.0,5773.0
137,1,36.457,74.879,2008,,8.161456042198726,,6222.494125174963,9.55876904150404,False,0,225.02897503437825,4702.0
138,1,36.428,74.806,2008,,52.746731912870096,,7518.40795003588,0.0,True,3,0.0,4647.0
142,1,36.428,74.806,2008,,52.746731912870096,,7518.40795003588,0.0,True,3,0.0,4647.0
146,1,36.428,74.806,2008,,52.746731912870096,,7518.40795003588,0.0,True,3,0.0,4647.0
150,1,35.677,77.193,2008,,87.97260670634473,,9444.515664037286,0.7185497005395561,False,0,1036.8106749478602,5524.0
151,1,30.267,81.474,2008,,5.97191738548384,,1182.5315243578225,0.0,True,4,0.0,5446.0
152,1,36.428,74.806,2008,,52.746731912870096,,7518.40795003588,0.0,True,3,0.0,4647.0
156,1,42.207,79.846,2008,2.660115178646293,238.9480543757374,-47.25758783941822,15.30288523289357,0.8296503849074737,False,0,730.4281550686966,3939.0
157,1,41.941,77.017,2008,3.1389946298207425,77.9624335004139,-14.96468777411863,411.9674860615904,0.0,True,2,0.0,3887.0
158,1,28.323,97.835,2008,4.74310668536486,1.3435307451990774,0.6799151880331565,2.8687833282970057,0.2010348741646584,False,0,1034.6463560826603,4361.0
159,1,42.207,79.846,2009,18.69417542859816,200.7631941465663,-36.413803743593625,37334.18715891103,25.37182023774683,False,0,43.63108321069786,4369.0
160,1,37.094,71.637,2009,0.8596846222362232,25.644598287300443,-4.956982733012844,22.073896283016634,4.009860713380786,False,0,63.34384612223799,4739.0
161,1,36.043,74.571,2009,,0.2903746123151355,,7831.738632457032,0.0,True,2,0.0,3325.0
162,1,36.428,74.806,2009,0.361304071158535,30.136992058908863,-5.955137597550065,3058.7395123229167,1.705219171761955,False,0,459.1785108719767,4647.0
163,1,28.101,90.164,2009,5.30727775284766,0.5544105349321113,0.9505734435831098,11985.498857222092,0.0,True,3,0.0,4479.0
164,1,30.267,81.474,2009,10.858059427184449,6.359697959772357,0.8996722934824183,3563.976508692848,0.0,True,4,0.0,5306.0
165,1,36.784,74.004,2009,0.6473043636797607,0.2877101387682335,0.0719188449823054,1180.3473959088044,3.671203206198807,False,0,197.21054905855655,4077.0
166,1,35.677,77.193,2009,0.0729635463107982,190.82678777416197,-38.15076484557024,27626.56738116892,0.0,True,3,0.0,5653.0
167,1,30.83,94.0,2009,9.25545604365834,17.966897655724345,-1.742288322413201,228.95798326357772,4.03670594047648,False,0,159.53602008571974,5331.0
168,1,28.087,90.326,2009,133.18714099835577,90.79709562487412,8.478009074696327,3425.334834489212,0.0,True,3,0.0,5124.0
169,1,35.93,74.609,2010,0.4363043511873737,13.961905599126244,-2.705120249587774,4.808953988198107,1.8691122192058216,False,0,25.680641058777628,4858.0
170,1,36.039,74.633,2010,0.3630657056100978,,,9422.807452033634,0.0,True,3,0.0,4177.0
171,1,36.546,73.353,2010,0.7213454621504333,20.56461839249586,-3.9686545860690847,80.88699587461582,0.0,True,3,0.0,4995.0
172,1,42.522,74.609,2010,137.08298087576495,124.83972952546176,2.448650270060645,536.1258049091829,0.0,True,2,0.0,3985.0
173,1,36.342,75.479,2010,3.255523555462977,0.2893841692208727,0.593227877248421,53385.61402318674,0.0,True,4,0.0,4744.0
174,1,42.207,79.846,2010,29.47220629789011,2.460605715311892,5.402320116515645,120846.92560934702,0.0,True,3,0.0,4369.0
175,1,36.043,74.571,2010,,0.2903746123151355,,7831.738632457032,0.0,True,2,0.0,3325.0
176,1,27.951,87.985,2010,46.887034525872494,47.36303840554683,-0.0952007759348674,1387.6835949844196,0.0,True,1,0.0,5573.0
177,1,36.174,71.898,2010,0.2899713168023337,8.333498910781254,-1.6087055187957842,2289.1125398889712,0.0,True,3,0.0,4911.0
178,1,33.019,78.488,2010,4.819715586937388,22.516172532332813,-3.539291389079085,1399.0534513109535,0.0,True,4,0.0,6053.0
179,1,42.207,79.846,2011,108.83409737057556,2.5271084134991435,21.26139779141528,120846.92560934702,0.0,True,3,0.0,4369.0
180,1,35.411,77.604,2011,71.42660876598136,56.27545552061779,3.0302306490727133,137158.2887612841,0.0,True,4,0.0,5845.0
181,1,30.267,81.474,2011,5.894448782350438,5.739273375510285,0.0310350813680306,3563.976508692848,0.0,True,4,0.0,5306.0
182,1,42.207,79.846,2012,91.87094546371918,,,120846.92560934702,0.0,True,3,0.0,4369.0
183,1,36.027,73.196,2012,8.642454136944618,51.20127064209596,-8.511763301030268,57.692688519840445,0.0,True,4,0.0,4788.0
184,1,42.537,74.427,2012,11.182868988317471,192.50028603146112,-36.26348340862874,58.72800884139954,0.0,True,3,0.0,4075.0
185,1,35.411,77.604,2013,19.248735467221262,0.3659084769943678,3.77656539804538,137158.2887612841,0.0,True,4,0.0,5845.0
186,1,30.747,79.062,2013,0.0771592717680262,0.7717625011405634,-0.1389206458745074,1954.5334152206617,0.0,True,4,0.0,4934.0
187,1,30.473,93.534,2013,36.375707114929895,41.329852760199856,-0.990829129053992,1686.3667722534033,0.0,True,3,0.0,5566.0
188,1,36.784,74.004,2013,0.071915776908725,0.2157996787077235,-0.0287767803597997,1337.1330924711394,0.0,True,1,0.0,4476.0
189,1,41.987,76.814,2013,36.25304325784227,,,212.5302487563736,0.0,True,2,0.0,4093.0
190,1,36.475,71.129,2013,25.92528116766543,34.302482277114294,-1.675440221889773,442.085281974219,0.0,True,3,0.0,4840.0
191,1,30.531,94.944,2013,3.248597955308114,8.585617384379052,-1.0674038858141877,1828.241039420278,0.0,True,1,0.0,4495.0
192,1,35.997,74.666,2014,40.98195284388251,,,313.16153241370097,0.0,True,3,0.0,4158.0
193,1,35.411,77.604,2014,7.025220278733886,,,397.4814279507064,0.0,True,6,0.0,5693.0
194,1,43.144,77.277,2014,2.621587048783638,,,123.7876966489723,0.0,True,3,0.0,3766.0
195,1,41.973,76.828,2014,10.685718718664662,,,1567.8751253419168,0.0,True,2,0.0,4131.0
196,1,33.617,77.613,2014,41.80403879309199,,,617.9301125815533,0.0,True,13,0.0,5836.0
197,1,42.207,79.846,2015,58.54594617224758,,,311.3018513834968,0.0,True,4,0.0,4448.0
198,1,27.874,86.586,2015,240.85642563863465,8.415508939108864,46.48818333990515,1211.6013839271177,0.0,True,5,0.0,6519.0
199,1,27.906,86.891,2015,45.874527376079726,18.808745856310857,5.413156303953774,1912.58710047208,0.0,True,5,0.0,5878.0
200,1,28.07,89.58,2015,5.625828590637876,5.071178810026696,0.1109299561222359,841.8661642368787,0.0,True,2,0.0,4946.0
201,1,35.997,74.666,2015,72.30022551433073,,,1441.3448211446407,0.0,True,7,0.0,4981.0
202,1,36.22,71.775,2015,5.287797776593397,,,1990.970770397491,0.0,True,3,0.0,5108.0
203,1,36.174,71.898,2015,1.3048325309054092,,,78.39424811685454,0.0,True,3,0.0,4591.0
204,1,30.737,94.253,2015,49.08252487707486,28.63061593366097,4.0903817886827785,38.491701411148654,0.0,True,4,0.0,5418.0
205,1,35.677,77.193,2015,52.38215161562131,,,27626.56738116892,0.0,True,3,0.0,5653.0
206,1,43.007,76.847,2015,19.63925625805924,,,568.0091106001705,0.0,True,3,0.0,3931.0
207,1,42.528,74.54,2015,105.6070139675213,,,301.8810837243457,0.0,True,3,0.0,4064.0
208,1,30.31,82.2,2015,29.846888068606873,16.822761625686077,2.604825288584159,3244.378446243112,0.0,True,5,0.0,6035.0
209,1,27.943,87.896,2015,68.39632434283155,64.80718276454549,0.7178283156572121,5104.192419785461,0.0,True,4,0.0,5687.0
210,1,42.207,79.846,2016,293.0980834333344,,,493.547497278378,0.0,True,8,0.0,4448.0
211,1,36.784,74.004,2016,0.8629866216640066,,,2288.1245631193424,0.0,True,2,0.0,4476.0
212,1,27.906,86.891,2016,50.63652609478478,31.823981925933413,3.762508833770273,1912.58710047208,0.0,True,5,0.0,5878.0
213,1,35.677,77.193,2016,52.09033256213909,,,27626.56738116892,0.0,True,3,0.0,5653.0
215,1,28.078,86.064,2016,46.97598371532999,40.25408717527805,1.3443793080103874,1702.383622773496,0.0,True,10,0.0,5302.0
216,1,35.677,77.193,2016,52.09033256213909,,,27626.56738116892,0.0,True,3,0.0,5653.0
218,1,27.813,87.139,2017,56.5415149879333,15.405875582437227,8.227127881099213,956.341501584254,0.0,True,4,0.0,5267.0
219,1,42.207,79.846,2017,288.165018877718,5.188979638237347,56.595207847896134,413.9754463270959,0.0,True,6,0.0,4448.0
220,1,27.989,86.811,2017,28.70892088315636,9.27690513629598,3.886403149372076,15584.829400858824,0.0,True,5,0.0,5399.0
221,1,36.342,75.479,2017,6.797266876391491,,,12114.925020240147,0.4709387316088364,False,0,1006.500353837336,4744.0
222,1,34.588,76.733,2017,19.587741210502937,,,3.941165671661519,0.0,True,1,0.0,5049.0
223,1,42.4,74.7,2017,5.3045697684676805,,,149.1353804666383,0.0,True,2,0.0,3770.0
224,1,35.677,77.193,2017,14.371834266288213,,,27626.56738116892,0.0,True,3,0.0,5653.0
225,1,36.342,75.479,2018,8.677971344568109,,,16.418900058028726,0.6251320057192151,False,0,1186.9493054452205,5695.0
228,1,36.342,75.479,2018,8.677971344568109,,,16.418900058028726,0.6251320057192151,False,0,1186.9493054452205,5695.0
231,1,36.342,75.479,2018,8.677971344568109,,,16.418900058028726,0.6251320057192151,False,0,1186.9493054452205,5695.0
234,1,28.245,86.321,2018,119.3155988621328,34.180951839343045,17.02692940455795,1320.4754087802253,0.0,True,8,0.0,5597.0
235,1,35.47,69.628,2018,4.899493462003118,,,292.8079623118897,0.0,True,3,0.0,4717.0
236,1,36.5,74.06,2018,162.58714691641947,,,1751.6535297681748,0.0,True,10,0.0,5712.0
237,1,42.207,79.846,2018,44.43703955565446,2.660115178646293,8.355384875401633,287.48703260372463,0.0,True,3,0.0,4242.0
238,1,35.677,77.193,2018,31.649878138067468,,,2038.4293224367989,0.0,True,5,0.0,6424.0
239,1,36.342,75.479,2019,11.570664614480666,4.123766465255708,1.4893796298449915,16.418900058028726,0.6343994613296078,False,0,1186.9493054452205,5695.0
240,1,28.106,90.263,2019,135.13009129171837,124.595846370539,2.1068489842358757,1100.0395676683827,0.0,True,3,0.0,5697.0
241,1,36.361,74.563,2019,0.1446549189453982,,,4.217294672302271,0.4546502428047317,False,0,296.9315471321134,4496.0
242,1,42.207,79.846,2019,51.09687544322646,18.69417542859816,6.480540002925659,343.68647517804334,0.0,True,5,0.0,4448.0
243,1,35.86,71.97,2019,27.66161933378876,2.7661664069647363,4.979090585364805,55.70223684058535,0.0,True,6,0.0,4554.0
244,1,35.677,77.193,2019,33.337510048009825,0.0729635463107982,6.652909300339806,27626.56738116892,0.0,True,3,0.0,5653.0
245,1,41.978,77.267,2019,2.8715593869942415,1.4686468690068997,0.2805825035974684,240.34740915710185,0.0,True,2,0.0,3917.0
246,1,43.007,76.847,2019,8.995166865690662,4.9256511740748685,0.8139031383231586,31.78589682847882,0.0,True,2,0.0,3941.0
247,1,36.361,74.563,2020,0.2169480777539729,0.0723262077874936,0.0289243739932958,4592.042245631373,0.0,True,1,0.0,3839.0
249,1,36.361,74.563,2020,0.2169480777539729,0.0723262077874936,0.0289243739932958,4592.042245631373,0.0,True,1,0.0,3839.0
251,1,30.356,93.631,2020,164.49570757652222,91.65775079483362,14.56759135633772,12984.172638158188,0.0,True,3,0.0,5357.0
252,1,35.86,71.97,2020,9.681576671818007,2.62057862322363,1.4121996097188754,40.098011268689135,0.0,True,3,0.0,4554.0
253,1,30.436,94.544,2020,51.96028853793526,37.473079053863735,2.8974418968143056,1042.0140855935847,0.0,True,4,0.0,4517.0
254,1,42.207,79.846,2020,234.8761729245444,29.47220629789011,41.08079332533085,416.99995801419186,0.0,True,5,0.0,4448.0
255,1,36.853,73.023,2020,44.25254695216794,27.514490461409547,3.3476112981516786,4642.357993309743,0.0,True,4,0.0,5288.0
256,1,36.342,75.479,2021,3.689981444543285,3.761942121278774,-0.0143921353470979,62981.612384308406,0.0,True,4,0.0,4744.0
257,1,36.361,74.563,2021,2.8203785555516157,0.2169891372066485,0.5206778836689934,10772.70117108293,0.0,True,3,0.0,3839.0
258,1,36.33,73.68,2021,3.907028519061659,45.85587772931691,-8.38976984205105,4.146547295785849,0.0,True,1,0.0,4414.0
259,1,28.131,85.515,2021,23.126267879245024,13.780530480504362,1.869147479748132,618.3149697925246,0.0,True,6,0.0,5494.0
260,1,42.207,79.846,2021,529.0503644890548,108.83409737057556,84.04325342369586,85354.60346809277,0.0,True,12,0.0,4448.0
261,1,35.46,69.639,2021,2.1941481993943555,1.6821808171774093,0.1023934764433892,8.213756782039775,0.1150008036380269,False,0,913.0370978145064,4636.0
262,1,48.624,90.977,2021,72.94420461018055,10.030761478947538,12.582688626246602,8229.618312591454,0.0,True,12,0.0,3897.0
263,1,34.0,77.422,2021,3.647929542099669,22.336549087952797,-3.737723909170626,305.6684982356074,0.0,True,5,0.0,5578.0
264,1,36.361,74.563,2022,4.845223665579367,0.2169891372066485,0.9256469056745436,10772.70117108293,0.0,True,3,0.0,3839.0
265,1,42.207,79.846,2022,564.8919135849113,91.87094546371918,94.60419362423843,121340.4731066254,0.0,True,11,0.0,4448.0
