10y_expansion_rate,5y_expansion_rate,Elevation_m,GLOF,Lake_area_calculated_ha,Lake_type_simplified,Latitude,Longitude,Year_final,__source__,glacier_area_ha,glacier_contact,glacier_elev_m,glacier_touch_count,is_supraglacial,lake_area_filled_from_db,nearest_glacier_dist_m,slope_glac_to_lake
,-4.649622132205051,3515,1,19.63925625805924,moraine,43.007,76.847,2015,pos,568.0091106001705,1,3931.0,3,0,False,0.0,0.0
,10.568890194074488,3627,1,105.6070139675213,moraine,42.528,74.54,2015,pos,301.8810837243457,1,4064.0,3,0,False,0.0,0.0
2.604825288584159,-3.1480348434740506,5530,1,29.846888068606873,moraine,30.31,82.2,2015,pos,3244.378446243112,1,6035.0,5,0,False,0.0,0.0
0.7178283156572121,-0.7776073984462044,5493,1,68.39632434283155,moraine,27.943,87.896,2015,pos,5104.192419785461,1,5687.0,4,0,False,0.0,0.0
,36.85279721255178,3269,1,293.0980834333344,ice,42.207,79.846,2016,pos,493.547497278378,1,4448.0,8,0,False,0.0,0.0
,0.0431281006566769,3363,1,0.8629866216640066,ice,36.784,74.004,2016,pos,2288.1245631193424,1,4476.0,2,0,False,0.0,0.0
3.762508833770273,3.5244235904752386,4960,1,50.63652609478478,ice,27.906,86.891,2016,pos,1912.58710047208,1,5878.0,5,1,False,0.0,0.0
,10.170031054516446,4779,1,52.09033256213909,ice,35.677,77.193,2016,pos,27626.56738116892,1,5653.0,3,0,False,0.0,0.0
1.3443793080103874,2.992552733965893,4608,1,46.97598371532999,moraine,28.078,86.064,2016,pos,1702.383622773496,1,5302.0,10,0,False,0.0,0.0
,10.170031054516446,4779,1,52.09033256213909,ice,35.677,77.193,2016,pos,27626.56738116892,1,5653.0,3,0,False,0.0,0.0
8.227127881099213,10.545789891948871,4793,1,56.5415149879333,moraine,27.813,87.139,2017,pos,956.341501584254,1,5267.0,4,0,False,0.0,0.0
56.595207847896134,39.258814682799766,3269,1,288.165018877718,ice,42.207,79.846,2017,pos,413.9754463270959,1,4448.0,6,0,False,0.0,0.0
3.886403149372076,3.743681279251604,5212,1,28.70892088315636,ice,27.989,86.811,2017,pos,15584.829400858824,1,5399.0,5,1,False,0.0,0.0
,0.6070649510225434,3475,1,6.797266876391491,ice,36.342,75.479,2017,pos,12114.925020240147,0,4744.0,0,0,False,1006.500353837336,0.4709387316088364
,3.607120519249734,5117,1,19.587741210502937,other,34.588,76.733,2017,pos,3.941165671661519,1,5049.0,1,0,False,0.0,0.0
,-15.65962270984564,3835,1,5.3045697684676805,moraine,42.4,74.7,2017,pos,149.1353804666383,1,3770.0,2,0,False,0.0,0.0
,2.3783186152775797,4779,1,14.371834266288213,ice,35.677,77.193,2017,pos,27626.56738116892,1,5653.0,3,0,False,0.0,0.0
,1.070019751189432,3475,1,8.677971344568109,ice,36.342,75.479,2018,pos,16.418900058028726,0,5695.0,0,0,False,1186.9493054452205,0.6251320057192151
,1.070019751189432,3475,1,8.677971344568109,ice,36.342,75.479,2018,pos,16.418900058028726,0,5695.0,0,0,False,1186.9493054452205,0.6251320057192151
,1.070019751189432,3475,1,8.677971344568109,ice,36.342,75.479,2018,pos,16.418900058028726,0,5695.0,0,0,False,1186.9493054452205,0.6251320057192151
17.02692940455795,15.492292022469462,5361,1,119.3155988621328,moraine,28.245,86.321,2018,pos,1320.4754087802253,1,5597.0,8,0,False,0.0,0.0
,-0.1608477868856182,4454,1,4.899493462003118,moraine,35.47,69.628,2018,pos,292.8079623118897,1,4717.0,3,0,False,0.0,0.0
,15.439891234145666,4369,1,162.58714691641947,other,36.5,74.06,2018,pos,1751.6535297681748,1,5712.0,10,0,False,0.0,0.0
8.355384875401633,-0.8122797911594347,3269,1,44.43703955565446,ice,42.207,79.846,2018,pos,287.48703260372463,1,4242.0,3,0,False,0.0,0.0
,6.14031104623619,4779,1,31.649878138067468,ice,35.677,77.193,2018,pos,2038.4293224367989,1,6424.0,5,0,False,0.0,0.0
1.4893796298449915,1.793449604635665,3475,1,11.570664614480666,ice,36.342,75.479,2019,pos,16.418900058028726,0,5695.0,0,0,False,1186.9493054452205,0.6343994613296078
2.1068489842358757,2.756332741013361,4453,1,135.13009129171837,moraine,28.106,90.263,2019,pos,1100.0395676683827,1,5697.0,3,0,False,0.0,0.0
,-0.0144654255871007,2722,1,0.1446549189453982,ice,36.361,74.563,2019,pos,4.217294672302271,0,4496.0,0,0,False,296.9315471321134,0.4546502428047317
6.480540002925659,6.653323265742927,3269,1,51.09687544322646,ice,42.207,79.846,2019,pos,343.68647517804334,1,4448.0,5,0,False,0.0,0.0
4.979090585364805,5.328487716623451,4412,1,27.66161933378876,moraine,35.86,71.97,2019,pos,55.70223684058535,1,4554.0,6,0,False,0.0,0.0
6.652909300339806,-3.7943419526500906,4779,1,33.337510048009825,ice,35.677,77.193,2019,pos,27626.56738116892,1,5653.0,3,0,False,0.0,0.0
0.2805825035974684,-1.415179325239684,3754,1,2.8715593869942415,moraine,41.978,77.267,2019,pos,240.34740915710185,1,3917.0,2,0,False,0.0,0.0
0.8139031383231586,-8.604162069467817,3515,1,8.995166865690662,ice,43.007,76.847,2019,pos,31.78589682847882,1,3941.0,2,0,False,0.0,0.0
0.0289243739932958,-0.0723343209485553,2722,1,0.2169480777539729,ice,36.361,74.563,2020,pos,4592.042245631373,1,3839.0,1,0,False,0.0,0.0
0.0289243739932958,-0.0723343209485553,2722,1,0.2169480777539729,ice,36.361,74.563,2020,pos,4592.042245631373,1,3839.0,1,0,False,0.0,0.0
14.56759135633772,22.56224749358291,4442,1,164.49570757652222,moraine,30.356,93.631,2020,pos,12984.172638158188,1,5357.0,3,0,False,0.0,0.0
1.4121996097188754,1.5577636849104262,4412,1,9.681576671818007,ice,35.86,71.97,2020,pos,40.098011268689135,1,4554.0,3,1,False,0.0,0.0
2.8974418968143056,7.294546196161586,3257,1,51.96028853793526,moraine,30.436,94.544,2020,pos,1042.0140855935847,1,4517.0,4,0,False,0.0,0.0
41.08079332533085,35.266045350459365,3269,1,234.8761729245444,ice,42.207,79.846,2020,pos,416.99995801419186,1,4448.0,5,0,False,0.0,0.0
3.3476112981516786,1.9396121850255357,4942,1,44.25254695216794,other,36.853,73.023,2020,pos,4642.357993309743,1,5288.0,4,0,False,0.0,0.0
-0.0143921353470979,-0.650484249935156,3475,1,3.689981444543285,ice,36.342,75.479,2021,pos,62981.612384308406,1,4744.0,4,0,False,0.0,0.0
0.5206778836689934,-0.4050924175511045,2722,1,2.8203785555516157,ice,36.361,74.563,2021,pos,10772.70117108293,1,3839.0,3,0,False,0.0,0.0
-8.38976984205105,-0.5061064819577329,4281,1,3.907028519061659,other,36.33,73.68,2021,pos,4.146547295785849,1,4414.0,1,0,False,0.0,0.0
1.869147479748132,-1.5681311732908916,4765,1,23.126267879245024,moraine,28.131,85.515,2021,pos,618.3149697925246,1,5494.0,6,0,False,0.0,0.0
84.04325342369586,47.19045621114408,3269,1,529.0503644890548,ice,42.207,79.846,2021,pos,85354.60346809277,1,4448.0,12,0,False,0.0,0.0
0.1023934764433892,0.0146277374841181,4345,1,2.1941481993943555,ice,35.46,69.639,2021,pos,8.213756782039775,0,4636.0,0,1,False,913.0370978145064,0.1150008036380269
12.582688626246602,-1.3060424431398814,3405,1,72.94420461018055,moraine,48.624,90.977,2021,pos,8229.618312591454,1,3897.0,12,0,False,0.0,0.0
-3.737723909170626,-3.5740250618390084,5245,1,3.647929542099669,moraine,34.0,77.422,2021,pos,305.6684982356074,1,5578.0,5,0,False,0.0,0.0
0.9256469056745436,0.448359762241754,2722,1,4.845223665579367,ice,36.361,74.563,2022,pos,10772.70117108293,1,3839.0,3,0,False,0.0,0.0
94.60419362423843,55.34537894143866,3269,1,564.8919135849113,ice,42.207,79.846,2022,pos,121340.4731066254,1,4448.0,11,0,False,0.0,0.0
64.79294108235591,65.60522087351535,3269,1,372.4631439232312,ice,42.207,79.846,2023,pos,121325.1702213925,1,4448.0,10,0,False,0.0,0.0
7.237081220341241,3.221736075241523,5207,1,153.86454811508463,moraine,27.913,88.195,2023,pos,7565.515637131982,1,5676.0,5,0,False,0.0,0.0
7.370464787764009,8.976864039291701,4651,1,53.07378893601188,moraine,28.717,98.004,2017,pos,643.7632737809372,1,5278.0,9,0,False,0.0,0.0
3.0229652719094475,0.3602564134370595,3517,0,20.36199108140463,other,29.294,95.887,2019,neg,32.199461715710356,0,4702.0,0,0,False,1999.3918135196864,0.5926802300515331
9.279711765131426,6.37496152489549,4235,0,75.76002531708737,other,29.03,96.193,2019,neg,87.30404580530586,1,4646.0,3,0,False,0.0,0.0
3.673104863436953,1.8445079029960243,3751,0,19.31962628608755,other,27.712,96.938,2019,neg,,0,,0,0,False,,
1.68289945490922,0.4086421822841558,4446,0,38.85513290287924,other,28.846,97.13,2019,neg,7.365499401126054,0,4568.0,0,0,False,2235.084628208959,0.0447410351885123
1.7671808890683096,0.7973829937536084,5332,0,15.713442574943612,other,29.484,90.436,2019,neg,3.210925451582189,0,5779.0,0,0,False,4991.166149115426,0.090760352684369
-5.868962293244877,3.662474642716623,4997,0,84.20371018052238,moraine,29.387,96.375,2019,neg,6041.38075483708,1,4927.0,6,0,False,0.0,0.0
4.373165131014321,-0.2821419170825806,4887,0,25.70605547687556,other,29.22,93.306,2019,neg,,0,,0,0,False,,
10.68232182074117,7.54171413553251,4086,0,64.8526359416624,moraine,28.518,96.421,2019,neg,50.15417602916679,0,4225.0,0,0,False,278.2055878418926,0.3019349850289066
12.7737448800416,5.283600812506559,4615,0,85.3139092194114,other,30.075,93.974,2019,neg,2.30998414947373,0,4932.0,0,0,False,1342.8723809832577,0.1802107210089513
1.2036973903288242,-2.074641841968878,5139,0,44.81918465719032,moraine,28.143,91.664,2019,neg,576.6047608433062,1,5900.0,8,0,False,0.0,0.0
1.44270391217907,-4.186742972834637,3533,0,8.38937567205313,other,29.18,95.486,2019,neg,,0,,0,0,False,,
2.3378944620175277,-0.7013590894703803,4400,0,13.091728341601566,other,29.815,94.572,2019,neg,,0,,0,0,False,,
3.125289125275208,79.49381238572036,5352,0,605.7510140562815,moraine,28.532,85.609,2019,neg,2570.2592331130572,1,6126.0,5,0,False,0.0,0.0
0.9843490674998294,0.1111247140518928,4306,0,6.270633293082294,other,27.904,92.81,2019,neg,60.07115037313155,0,4332.0,0,0,False,701.6795362063242,0.562935043161716
1.3519584225238177,0.2377034789145483,5386,0,42.41572696880417,other,34.2,78.516,2019,neg,5.13796273522096,0,5614.0,0,0,False,893.1294803556533,0.2127351119619744
1.090365188707753,0.0790066609541924,4430,0,5.846844886103713,other,28.372,84.579,2019,neg,10.464011097526882,0,5011.0,0,0,False,1425.61237450656,0.4075441616456918
0.0317513489955445,-0.0952593182339029,4910,0,68.34940333911919,moraine,27.869,87.866,2019,neg,1786.949674021879,1,5532.0,2,0,False,0.0,0.0
5.16829313161815,-1.6012348083046677,4422,0,33.769227054090805,other,28.014,91.676,2019,neg,693.30728801391,1,5225.0,8,0,False,0.0,0.0
1.4599325879230036,0.238044450767785,4913,0,99.17787921694097,moraine,27.926,87.771,2019,neg,4142.908481296223,1,5377.0,4,0,False,0.0,0.0
0.0159669839783402,-0.0313596689859462,4054,0,7.446612615986796,other,29.202,95.797,2019,neg,,0,,0,0,False,,
3.486652514016017,-0.0316934685567964,4365,0,17.908720570046363,other,28.062,92.884,2019,neg,,0,,0,0,False,,
10.82273589610581,9.10562783669173,4132,0,61.12592609185298,other,28.687,96.584,2019,neg,25.27768588938695,0,4562.0,0,0,False,2432.69868205016,0.1718256367236282
0.9536305748782276,2.032254862375215,5238,0,25.950361723190497,moraine,29.472,97.035,2019,neg,33.179322225858606,1,5522.0,3,0,False,0.0,0.0
0.7906230033224133,0.0948709896057067,5346,0,60.2461686721027,moraine,28.295,86.151,2019,neg,1144.4593413118346,1,5588.0,2,0,False,0.0,0.0
9.295228428717833,4.003830951777355,4995,0,59.67039283846546,other,30.197,92.976,2019,neg,8.840493389472343,0,5471.0,0,0,False,37.33382850627154,11.03556791478779
1.785443864309666,-1.16423786104632,4363,0,14.67111513336385,moraine,30.181,94.288,2019,neg,97.64742227404474,0,4623.0,0,0,False,140.00571979269236,1.0856699299504882
6.586059072413883,4.0230045509441705,4001,0,40.945479739500186,other,28.923,96.19,2019,neg,2.158159157935689,0,4707.0,0,0,False,2287.7267319280636,0.2662031227334321
4.799857599387433,-1.4393404273243688,4692,0,25.64089834315255,other,29.457,94.052,2019,neg,54.78209785295979,0,4947.0,0,0,False,3583.6125660451603,0.1065963445991516
0.3018924648768746,-0.9055516461680166,4647,0,3.018471081893558,other,27.803,90.585,2019,neg,4.041990804141671,0,5044.0,0,0,False,852.955748431983,0.0363442066683861
11.01266970833441,8.325692161391032,4509,0,61.15419027589118,other,29.578,94.113,2019,neg,37.036430463266974,0,5171.0,0,0,False,2505.3697768997813,0.1604553562139025
1.8289278393902288,0.4531766026824894,4487,0,14.929678042541036,other,29.467,94.131,2019,neg,,0,,0,0,False,,
1.540912860175767,0.2157317510441928,4958,0,12.250375900370043,other,30.909,93.016,2019,neg,6.989824344077882,0,5489.0,0,0,False,4169.821704925014,0.1275833926835888
0.1245543404229797,-0.4203751005564756,4692,0,6.227830803711357,other,29.898,81.747,2019,neg,2.9872442869861167,0,4911.0,0,0,False,1058.414610164865,0.2078580528718622
8.344887122375443,-2.500350881601675,4451,0,45.632126559928,other,29.504,94.969,2019,neg,522.6193131862595,1,5355.0,8,0,False,0.0,0.0
1.686338461862572,-0.1113590107716525,4460,0,9.624662828200693,other,27.651,87.703,2019,neg,9.043024244521352,0,4997.0,0,0,False,2517.5173864388344,0.2133053788993353
2.5524619365460444,-1.1353863910522726,4372,0,16.653582640761854,other,29.933,94.72,2019,neg,,0,,0,0,False,,
5.220048591662229,0.1429692141169482,5563,0,142.55217439021789,moraine,27.933,88.066,2019,neg,16381.892691504148,1,5898.0,4,0,False,0.0,0.0
0.6254881501717373,0.0469109301842605,5296,0,7.505844207520404,other,29.462,91.646,2019,neg,,0,,0,0,False,,
0.6783909025596231,0.4577529677174586,3897,0,10.17572127562104,other,28.563,96.366,2019,neg,4.965609103346287,0,4659.0,0,0,False,3813.4025814168767,0.1020086370884729
4.7721698016928125,2.935793029951789,3682,0,26.372698600278543,other,29.077,94.271,2019,neg,30.859556561452266,0,4736.0,0,0,False,724.8570157530788,0.3228222875885244
0.8528849617834237,-0.0441429607395047,4412,0,14.346351251418618,other,34.965,75.545,2019,neg,2.723337376367835,0,4663.0,0,0,False,984.4399379430504,0.4002275657601294
0.0626813518198901,-4.298117391954292e-06,4266,0,187.04181887230808,moraine,29.23,96.805,2019,neg,915.8827777221468,0,4435.0,0,0,False,1416.6352950008354,0.1538857606959958
3.1762059194832224,-0.0437144288378164,4082,0,19.013569961023656,other,35.782,73.572,2019,neg,2.968581536253464,0,4352.0,0,0,False,1894.7326647120992,0.1414447562926889
8.610972496172895,0.2491580713948565,4266,0,60.65166298622792,other,29.879,94.541,2019,neg,,0,,0,0,False,,
2.0769517080601587,-0.5072733936183248,4780,0,24.096142912845615,other,28.043,91.294,2019,neg,668.3413163761279,1,5207.0,4,0,False,0.0,0.0
3.476336835612918,-7.654583047828725,5099,0,38.974422940843176,other,29.758,93.123,2019,neg,178.25893769817958,1,5377.0,3,0,False,0.0,0.0
3.7314573101260784,-0.2508654975053644,4303,0,35.66741749027776,other,29.216,97.378,2019,neg,115.8148776159101,1,4856.0,4,0,False,0.0,0.0
1.4149759647608022,-0.1056153787170842,5745,0,31.912211268575422,moraine,33.055,78.47,2019,neg,34.21557739939137,0,6003.0,0,0,False,67.1031327003629,3.859730381836544
5.7411997162829635,-6.35780194375568,4724,0,67.05746143699535,moraine,28.292,85.17,2019,neg,435.059531428421,1,5119.0,5,0,False,0.0,0.0
-2.0354010613902473,-2.4737565474320986,3985,0,8.533058152373176,other,29.335,96.008,2019,neg,413.86110326691727,0,4331.0,0,0,False,1346.545444034258,0.2896300319665096
,-0.1560919544365084,4677,0,30.586788944206805,other,29.667,92.394,2019,neg,,0,,0,0,False,,
58.66182752854691,20.13141155387931,4318,0,359.8675636475752,other,30.132,94.123,2019,neg,2414.5315013960585,1,5837.0,18,0,False,0.0,0.0
0.3640387234671465,-0.3007246798761286,5050,0,54.682915338365234,moraine,28.226,87.053,2019,neg,206.1315837896105,0,5717.0,0,0,False,818.9501292276179,0.8999326988263521
0.9119519471249496,-0.5409886283643031,5180,0,5.796298876654649,other,30.612,83.764,2019,neg,,0,,0,0,False,,
-1.6831359303036322,-1.4518102332772288e-06,4988,0,45.75731094969576,moraine,27.98,92.651,2019,neg,20526.271200220097,1,5608.0,4,0,False,0.0,0.0
0.1236989555474814,-0.0927713624346836,5675,0,28.681931180360507,moraine,30.58,84.068,2019,neg,1028.5669096936886,1,5882.0,4,0,False,0.0,0.0
2.639533809619902,0.7705227091617243,4077,0,15.47549241516618,other,28.992,96.257,2019,neg,,0,,0,0,False,,
1.8461870433749537,-0.3129682062297142,5156,0,19.95124722392817,moraine,29.403,97.012,2019,neg,207.7207589478789,0,5343.0,0,0,False,374.6102064374841,0.8996017572634915
0.806996742835333,-2.850373672103301,4854,0,27.155106475455423,other,28.16,87.443,2019,neg,322.4538718500551,0,5111.0,0,0,False,171.34121305007446,1.4532405576423095
10.303175644819085,2.9060041164446604,4704,0,89.43574502867554,moraine,30.099,93.272,2019,neg,1191.0749286667483,1,5411.0,10,0,False,0.0,0.0
1.8701710394032571,0.9826303275366042,4917,0,11.807440646725995,other,28.059,88.631,2019,neg,318.26685679697397,0,5752.0,0,0,False,4778.803475794762,0.174939188069659
2.3777050108602253,1.361624932763131,4357,0,44.76167866794102,moraine,29.354,95.927,2019,neg,58.958986872635734,1,4748.0,1,0,False,0.0,0.0
0.4062272312830746,-0.1093694708860692,5077,0,11.952500422468562,other,29.547,92.479,2019,neg,67.36334039869644,0,5434.0,0,0,False,876.8944416096585,0.4071185573313455
-2.577123483899686,-2.2666137747908683,4442,0,8.69452606994425,other,30.18,95.857,2019,neg,1.0660571070124325,0,4927.0,0,0,False,591.3795541564814,0.7355682098622186
20.377162713651835,-0.2646496770039164,4288,0,115.97677676686112,other,29.894,94.284,2019,neg,1.2519148526111774,0,5192.0,0,0,False,1707.3844713845783,0.4726527700849798
6.8729553158160455,2.3679273127652607,4787,0,258.2892168939074,moraine,28.351,91.079,2019,neg,5814.163047641108,1,5733.0,9,0,False,0.0,0.0
0.806088124144995,-1.2172244494059448,5321,0,9.32681630416205,moraine,28.321,86.511,2019,neg,158.44789370831984,1,5959.0,4,0,False,0.0,0.0
0.173668847297813,-4.437363580128957,4445,0,42.2333924470433,moraine,28.468,85.519,2019,neg,500.5016885592266,1,4815.0,1,0,False,0.0,0.0
0.4356660910208436,0.2020632584864088,5290,0,14.870724101271463,moraine,29.873,90.008,2019,neg,432.3845570816635,1,5686.0,4,0,False,0.0,0.0
1.9821115069188644,0.1341181023521684,4048,0,15.870467538049162,other,33.929,75.389,2019,neg,8.388287869845902,0,4486.0,0,0,False,574.1910927913407,0.7628122510064221
11.075023235800852,1.6138341153395928,5451,0,60.51646915082304,moraine,28.257,90.192,2019,neg,3284.7866415275007,1,6053.0,2,0,False,0.0,0.0
2.109568714234918,-0.8661892430359437,4149,0,11.650001399368117,other,28.767,93.073,2019,neg,42.8117345806495,0,5001.0,0,0,False,4050.545315165262,0.2103420487138133
1.0815786402230647,-0.6426587915370414,3951,0,7.2103304865058755,other,29.219,95.749,2019,neg,,0,,0,0,False,,
0.2377734693887681,-0.1268109687565854,4113,0,32.2578183601439,other,28.058,97.226,2019,neg,3.122794792525334,0,4775.0,0,0,False,1444.0634777849089,0.5809993901978372
10.4942623640533,-6.864914227921659,4798,0,65.49166222645658,moraine,28.508,85.494,2019,neg,3832.38215636592,1,5997.0,5,0,False,0.0,0.0
11.0482013723783,7.961182288894757,4019,0,93.32408819313764,moraine,30.261,93.764,2019,neg,6349.87870190539,1,5227.0,8,0,False,0.0,0.0
1.1925620962068115,-0.1687792126663481,5626,0,33.080376488693396,moraine,32.736,78.726,2019,neg,330.057075395623,1,5990.0,4,0,False,0.0,0.0
1.474027163550636,-4.186742972834637,3544,0,8.38937567205313,other,29.163,95.491,2019,neg,,0,,0,0,False,,
1.6907798525950006,0.0,5002,0,20.51994681744639,other,31.147,93.119,2019,neg,,0,,0,0,False,,
1.585898760835542,-0.044464706053245,3722,0,8.003602843698808,other,34.385,74.944,2019,neg,558.3737516518962,0,3873.0,0,0,False,2008.8907674383115,0.0751658589145449
0.437875690155397,-0.4378545622458887,3916,0,478.3437228074073,other,29.462,96.787,2019,neg,6.323507784832795,0,4978.0,0,0,False,1942.3619692022744,0.5467569983550296
4.298425957576186,-13.831239458758985,5183,0,27.519375347503228,ice,27.975,86.804,2019,neg,11633.607787035166,1,5534.0,5,1,False,0.0,0.0
4.310577291274638,-3.1700673576183505,5172,0,48.42265134460776,moraine,28.034,90.625,2019,neg,721.8325921343177,1,5343.0,4,0,False,0.0,0.0
7.512247096697978,0.1270724312039533,4521,0,39.62549015016138,other,27.834,91.553,2019,neg,3.6858125252155145,0,4922.0,0,0,False,1449.2495278768629,0.2766949322988301
3.0380467702952796,2.8830581671822384,5520,0,26.272107719099736,moraine,30.345,81.831,2019,neg,141.16483995115198,1,5866.0,5,0,False,0.0,0.0
2.2773555541808,-0.8264992407727341,5346,0,18.63621863895106,moraine,29.743,82.705,2019,neg,56.42408597261749,1,6020.0,3,0,False,0.0,0.0
-0.222064179352435,-0.0317223187987316,5101,0,23.55439772111085,other,27.972,90.508,2019,neg,223.4193346941087,0,5246.0,0,0,False,972.8443591456282,0.1490474798325828
7.776588626514193,-2.116589331919903,4984,0,41.704712783585734,other,29.195,92.443,2019,neg,9.5994385095748,1,5560.0,2,0,False,0.0,0.0
24.813532394237416,3.493807740284467,5227,0,290.96023864791437,other,30.591,83.519,2019,neg,,0,,0,0,False,,
1.894596895810583,-1.1594064636953565,4142,0,11.352256657837268,other,29.308,94.637,2019,neg,21.225674285254858,0,5119.0,0,0,False,3883.405626795304,0.1395682172009607
-11.545272062898317,2.961873744421581,4897,0,78.63724243854828,moraine,28.15,89.564,2019,neg,5192.203831476069,1,5535.0,10,0,False,0.0,0.0
6.019044829887344,-1.7810349365216864,4601,0,36.58211975990083,other,29.481,94.118,2019,neg,,0,,0,0,False,,
6.915635718643708,3.667648017028808,5065,0,50.19648963499313,moraine,30.072,93.357,2019,neg,520.2725214979723,1,5561.0,6,0,False,0.0,0.0
2.9337691192957633,0.2378802396503687,5171,0,21.32952575660898,moraine,27.994,88.402,2019,neg,672.5207489097447,1,5386.0,1,0,False,0.0,0.0
-2.399425225007011,-9.6855008329438,5251,0,23.54255660401385,moraine,28.405,85.588,2019,neg,1078.0053296370138,1,5242.0,5,0,False,0.0,0.0
3.772302484521421,3.740517309204952,5002,0,58.00923382888889,other,28.04,90.537,2019,neg,7460.134005325516,1,5395.0,7,0,False,0.0,0.0
4.132673909335699,1.706460190314214,4150,0,23.715763652807308,other,29.363,95.598,2019,neg,,0,,0,0,False,,
1.0149610931285526,0.9832367448901492,4974,0,18.795498449865853,moraine,27.969,88.43,2019,neg,219.84661681921585,1,5394.0,4,0,False,0.0,0.0
2.803483472826477,0.3166752328863367,4358,0,19.007857463769092,other,28.106,97.32,2019,neg,,0,,0,0,False,,
1.4527404549555256,-6.515510407915893,3623,0,22.693008813109635,other,33.503,74.85,2019,neg,417.5899719691893,1,3978.0,4,0,False,0.0,0.0
9.31129003498639,-14.07630773220858,4715,0,67.81877830519738,other,30.214,94.383,2019,neg,226.65093971883496,1,5067.0,3,0,False,0.0,0.0
7.184080216246583,3.8685905397781526,4113,0,61.4269796538369,other,28.447,96.885,2019,neg,4.193507802731833,0,4695.0,0,0,False,198.6847522668479,1.8924451711070656
4.716745528654917,3.761200796854742,4167,0,58.69066332730507,other,29.232,95.981,2019,neg,32.32996275264688,0,4652.0,0,0,False,2780.797624566443,0.135213003880001
5.109951870092488,3.124444175753996,4737,0,33.67935890944208,other,29.507,94.028,2019,neg,54.78209785295979,0,4947.0,0,0,False,3831.772839628546,0.0856000639202287
-0.4270280495974831,-1.8067652578002056,5319,0,39.49218218103164,moraine,27.996,91.511,2019,neg,5288.779757987062,1,5257.0,4,0,False,0.0,0.0
0.7129441829387417,-0.1109029260993978,4029,0,41.50954651285749,other,28.116,97.3,2019,neg,8.719411485533946,0,4824.0,0,0,False,2599.2975549683783,0.4124191160611626
0.3326079392874156,0.1583864621615099,5468,0,20.19400136401706,moraine,28.111,87.065,2019,neg,572.0333087682018,0,5738.0,0,0,False,67.41750450015483,3.292913341215265
1.4279733978651148,1.0355825885082253,3706,0,7.453716010676487,other,29.085,95.438,2019,neg,,0,,0,0,False,,
2.292352409333625,0.0947234708568004,4351,0,38.27020756277958,other,29.796,94.577,2019,neg,,0,,0,0,False,,
-1.440370493397238,1.0176893073156368,4290,0,10.48977280769519,moraine,29.338,96.082,2019,neg,359.97609729848347,0,4506.0,0,0,False,77.1835639229802,2.811479400154929
0.4894162063193675,0.6472523663827985,4038,0,93.44803886244388,moraine,28.488,84.486,2019,neg,11209.79234000959,1,5889.0,4,0,False,0.0,0.0
8.838109698911474,-6.491559102787894,5123,0,58.720747440429406,other,34.765,76.711,2019,neg,403.96872910717053,1,5288.0,4,0,False,0.0,0.0
1.8139333468804617,-0.8201425989237151,4428,0,26.972163500970776,moraine,28.566,85.464,2019,neg,3099.410802809047,1,4848.0,1,0,False,0.0,0.0
2.330913552765775,0.3598040714149828,4438,0,14.313949781501911,other,29.417,94.15,2019,neg,,0,,0,0,False,,
-0.8413600638730205,-1.4130071291536883,5084,0,15.084500416291275,moraine,27.864,88.747,2019,neg,1377.046764944775,1,5388.0,5,0,False,0.0,0.0
1.5089937304559042,1.3660361650488055,4898,0,14.692800925392444,other,27.819,90.272,2019,neg,84.54415303189889,0,5170.0,0,0,False,24.392486145228652,11.1509748690871
-0.0155911695514731,-7.872621040268596,5076,0,21.51478291502122,other,29.764,93.115,2019,neg,60.42817578296424,0,5525.0,0,0,False,512.7097937229854,0.8757390740278944
0.9291358032616976,0.2211965112789229,4687,0,14.598871919241422,other,34.808,75.545,2019,neg,10.7435880658856,0,4800.0,0,0,False,181.47845028184247,0.6226634612787744
-0.0588546571635383,0.0145388886904363,4502,0,26.75444558160897,other,35.918,73.371,2019,neg,5.6260998017968475,0,4364.0,0,0,False,392.2848711004687,0.514931915251622
4.084481045876937,-0.0478658102840078,3901,0,20.741503844231,other,27.33,88.846,2019,neg,,0,,0,0,False,,
0.9086675222225156,0.7970620180075981,4434,0,4.782474988002378,other,27.42,88.812,2019,neg,1.397632714910285,0,5078.0,0,0,False,4837.221410166469,0.1403698409531005
3.9649444407579786,-0.2842922875896952,5665,0,22.593841096877345,other,33.558,78.506,2019,neg,100.77463387809313,1,5827.0,3,0,False,0.0,0.0
,-0.2542491167197706,3857,0,5.324308185390681,other,27.759,96.878,2019,neg,,0,,0,0,False,,
1.911011374888463,-0.0789665726971129,4315,0,9.79197941546195,other,28.432,97.253,2019,neg,,0,,0,0,False,,
1.923113597329138,-1.0628347230582975,4846,0,14.618748633294317,other,29.476,93.299,2019,neg,16.600481209163142,0,5248.0,0,0,False,1254.095097020871,0.3205498537989338
0.1713021772038857,0.2491672250335962,5475,0,10.589545322654311,other,29.877,89.544,2019,neg,3.759430375993417,0,5751.0,0,0,False,774.1322300685583,0.356528238044755
0.2538626413615787,-0.4115598776326941,5273,0,18.3256185511447,moraine,27.946,90.378,2019,neg,394.6219249494716,1,5330.0,2,0,False,0.0,0.0
4.971037108532704,0.0147928222493888,3922,0,26.408397606045085,other,34.537,74.828,2019,neg,,0,,0,0,False,,
