Longitude,Latitude,Year_final,Lake_area_calculated_ha,Elevation_m,Lake_type_simplified,is_supraglacial,glacier_area_ha,slope_glac_to_lake,glacier_contact,glacier_touch_count,nearest_glacier_dist_m,glacier_elev_m,5y_expansion_rate,10y_expansion_rate,GLOF,lake_area_filled_from_db
90.537,28.04,2019,58.00923382888889,5002,other,0,7460.134005325516,0.0,1,7,0.0,5395.0,3.740517309204952,3.772302484521421,0,False
95.598,29.363,2019,23.715763652807308,4150,other,0,,,0,0,,,1.706460190314214,4.132673909335699,0,False
88.43,27.969,2019,18.795498449865853,4974,moraine,0,219.84661681921585,0.0,1,4,0.0,5394.0,0.9832367448901492,1.0149610931285526,0,False
97.32,28.106,2019,19.007857463769092,4358,other,0,,,0,0,,,0.3166752328863367,2.803483472826477,0,False
74.85,33.503,2019,22.693008813109635,3623,other,0,417.5899719691893,0.0,1,4,0.0,3978.0,-6.515510407915893,1.4527404549555256,0,False
94.383,30.214,2019,67.81877830519738,4715,other,0,226.65093971883496,0.0,1,3,0.0,5067.0,-14.07630773220858,9.31129003498639,0,False
96.885,28.447,2019,61.4269796538369,4113,other,0,4.193507802731833,1.8924451711070656,0,0,198.6847522668479,4695.0,3.8685905397781526,7.184080216246583,0,False
95.981,29.232,2019,58.69066332730507,4167,other,0,32.32996275264688,0.135213003880001,0,0,2780.797624566443,4652.0,3.761200796854742,4.716745528654917,0,False
94.028,29.507,2019,33.67935890944208,4737,other,0,54.78209785295979,0.0856000639202287,0,0,3831.772839628546,4947.0,3.124444175753996,5.109951870092488,0,False
91.511,27.996,2019,39.49218218103164,5319,moraine,0,5288.779757987062,0.0,1,4,0.0,5257.0,-1.8067652578002056,-0.4270280495974831,0,False
97.3,28.116,2019,41.50954651285749,4029,other,0,8.719411485533946,0.4124191160611626,0,0,2599.2975549683783,4824.0,-0.1109029260993978,0.7129441829387417,0,False
87.065,28.111,2019,20.19400136401706,5468,moraine,0,572.0333087682018,3.292913341215265,0,0,67.41750450015483,5738.0,0.1583864621615099,0.3326079392874156,0,False
95.438,29.085,2019,7.453716010676487,3706,other,0,,,0,0,,,1.0355825885082253,1.4279733978651148,0,False
94.577,29.796,2019,38.27020756277958,4351,other,0,,,0,0,,,0.0947234708568004,2.292352409333625,0,False
96.082,29.338,2019,10.48977280769519,4290,moraine,0,359.97609729848347,2.811479400154929,0,0,77.1835639229802,4506.0,1.0176893073156368,-1.440370493397238,0,False
84.486,28.488,2019,93.44803886244388,4038,moraine,0,11209.79234000959,0.0,1,4,0.0,5889.0,0.6472523663827985,0.4894162063193675,0,False
76.711,34.765,2019,58.720747440429406,5123,other,0,403.96872910717053,0.0,1,4,0.0,5288.0,-6.491559102787894,8.838109698911474,0,False
85.464,28.566,2019,26.972163500970776,4428,moraine,0,3099.410802809047,0.0,1,1,0.0,4848.0,-0.8201425989237151,1.8139333468804617,0,False
94.15,29.417,2019,14.313949781501911,4438,other,0,,,0,0,,,0.3598040714149828,2.330913552765775,0,False
88.747,27.864,2019,15.084500416291275,5084,moraine,0,1377.046764944775,0.0,1,5,0.0,5388.0,-1.4130071291536883,-0.8413600638730205,0,False
90.272,27.819,2019,14.692800925392444,4898,other,0,84.54415303189889,11.1509748690871,0,0,24.392486145228652,5170.0,1.3660361650488055,1.5089937304559042,0,False
93.115,29.764,2019,21.51478291502122,5076,other,0,60.42817578296424,0.8757390740278944,0,0,512.7097937229854,5525.0,-7.872621040268596,-0.0155911695514731,0,False
75.545,34.808,2019,14.598871919241422,4687,other,0,10.7435880658856,0.6226634612787744,0,0,181.47845028184247,4800.0,0.2211965112789229,0.9291358032616976,0,False
73.371,35.918,2019,26.75444558160897,4502,other,0,5.6260998017968475,0.514931915251622,0,0,392.2848711004687,4364.0,0.0145388886904363,-0.0588546571635383,0,False
88.846,27.33,2019,20.741503844231,3901,other,0,,,0,0,,,-0.0478658102840078,4.084481045876937,0,False
88.812,27.42,2019,4.782474988002378,4434,other,0,1.397632714910285,0.1403698409531005,0,0,4837.221410166469,5078.0,0.7970620180075981,0.9086675222225156,0,False
78.506,33.558,2019,22.593841096877345,5665,other,0,100.77463387809313,0.0,1,3,0.0,5827.0,-0.2842922875896952,3.9649444407579786,0,False
96.878,27.759,2019,5.324308185390681,3857,other,0,,,0,0,,,-0.2542491167197706,,0,False
97.253,28.432,2019,9.79197941546195,4315,other,0,,,0,0,,,-0.0789665726971129,1.911011374888463,0,False
93.299,29.476,2019,14.618748633294317,4846,other,0,16.600481209163142,0.3205498537989338,0,0,1254.095097020871,5248.0,-1.0628347230582975,1.923113597329138,0,False
89.544,29.877,2019,10.589545322654311,5475,other,0,3.759430375993417,0.356528238044755,0,0,774.1322300685583,5751.0,0.2491672250335962,0.1713021772038857,0,False
90.378,27.946,2019,18.3256185511447,5273,moraine,0,394.6219249494716,0.0,1,2,0.0,5330.0,-0.4115598776326941,0.2538626413615787,0,False
74.828,34.537,2019,26.408397606045085,3922,other,0,,,0,0,,,0.0147928222493888,4.971037108532704,0,False
90.4,27.78,2019,7.707243481555924,4532,other,0,,,0,0,,,-0.3654962162285354,0.921876150520662,0,False
90.063,29.912,2019,141.67052402564406,5131,moraine,0,2872.675822886555,0.0,1,13,0.0,5947.0,-1.6346262702789889,15.895402238425902,0,False
93.457,30.267,2019,123.18332598988214,4076,moraine,0,7247.504272886207,0.0,1,5,0.0,5319.0,10.598713266991057,10.707292245397335,0,False
96.084,29.009,2019,20.18721829513957,4018,other,0,,,0,0,,,-0.267073269477953,2.9380980616560373,0,False
89.093,27.498,2019,1.911562848612742,4569,other,0,11.978701035235384,0.2149627980648596,0,0,4861.306279073915,5191.0,-0.1752230236093435,0.3026648564109538,0,False
90.81,27.821,2019,8.814801674801501,4613,other,0,21.6484342188276,0.0933758809995188,0,0,4583.624758541292,4796.0,-2.3986706210663513,1.6358924042537573,0,False
93.502,29.497,2019,10.473280218040104,4702,other,0,,,0,0,,,-0.9373174972977044,1.5788359808321484,0,False
91.271,27.843,2019,5.875851821793669,3980,other,0,5.052612031168846,0.4663732277607531,0,0,2157.0706466797287,4986.0,-1.3180796938786972,1.079885304219672,0,False
93.735,29.037,2019,10.048182998187103,4202,other,0,,,0,0,,,-0.8325116577731272,1.5541909868220192,0,False
95.91,29.019,2019,29.60642093057068,3671,other,0,,,0,0,,,-2.622940433523657,5.8741673966158885,0,False
86.838,27.793,2019,60.92252017474502,5351,moraine,0,4744.19416693167,0.0,1,6,0.0,5671.0,-22.743291682002035,5.93948910395845,0,False
85.847,28.211,2019,82.29886071739752,4374,moraine,0,1952.1009389621104,0.0,1,4,0.0,5597.0,-25.798630798010617,5.2071723016501865,0,False
93.805,28.597,2019,31.137755990919768,4163,other,0,,,0,0,,,-0.7252241606372543,5.612610436104322,0,False
90.187,27.74,2019,4.053489365557364,4287,other,0,,,0,0,,,-1.0646288813181577,0.6676348235626961,0,False
93.301,31.054,2019,36.30646838386792,5055,other,0,7.067300406963189,0.1594133387448613,0,0,2421.378305223173,5433.0,-0.0171246465746634,0.675324311301253,0,False
92.815,31.112,2019,305.5017330170101,4905,other,0,,,0,0,,,-2.5830470624854343,60.28538920502915,0,False
95.642,29.805,2019,252.4550014561344,4131,moraine,0,187.80664091602043,0.0,1,5,0.0,5111.0,29.764866534412647,38.97502290807638,0,False
92.407,27.637,2019,8.98958883337019,4325,other,0,60.2577268048036,0.0551113712359798,0,0,1959.6681697059912,4433.0,-0.3500282389505343,1.6388091407264684,0,False
94.002,29.054,2019,46.54569858134932,4966,moraine,0,105.02971027801748,0.0,1,5,0.0,5167.0,-1.145948715513292,7.158285206598235,0,False
95.45,29.167,2019,8.310024448654985,3945,other,0,,,0,0,,,-0.5492330442618275,1.5365386981728046,0,False
80.001,31.9,2019,17.763037889434454,5476,other,0,388.8402130981613,0.3352582652654949,0,0,614.4516670957125,5682.0,-0.0152481561214209,0.1372253038405318,0,False
96.692,28.492,2019,174.94161221921007,4046,other,0,4.654555845236662,0.1754015572121774,0,0,2844.9006264886025,3829.0,0.868029700214197,10.274001723524323,0,False
77.22,32.526,2019,89.87355688327557,4069,moraine,0,6736.502035839837,0.0,1,5,0.0,4379.0,2.5593068136510113,6.042264754282695,0,False
94.494,29.682,2019,13.964871760712086,4529,other,0,,,0,0,,,0.280860570803113,2.2468577020085165,0,False
88.756,28.011,2019,90.14083012106204,5094,moraine,0,17.062320822867562,0.4002705012032121,0,0,854.422194420895,5436.0,-0.2695625671805942,1.7124576950878834,0,False
87.583,27.986,2019,9.11924486035479,4826,other,0,7.3288444213262975,0.1241764682787788,0,0,1989.104726714241,5075.0,-2.7903678680621233,1.2846677286033563,0,False
90.811,27.83,2019,8.814801674801501,4367,other,0,21.6484342188276,0.0933758809995188,0,0,4583.624758541292,4796.0,-2.3986706210663513,1.6358924042537573,0,False
92.434,29.316,2019,11.899655065788512,4911,other,0,97.9797063579444,1.649599235305637,0,0,197.62375795451848,5543.0,-2.019529051434962,-0.5636708531747786,0,False
87.469,28.148,2019,75.22136739263706,5106,moraine,0,1839.314240009326,0.0,1,12,0.0,5783.0,-4.988511445380809,7.522278791388838,0,False
89.149,27.492,2019,2.1507741114838876,4064,other,0,,,0,0,,,-0.0158320933333745,0.2868025335580507,0,False
96.124,29.365,2019,9.937157474289506,3995,moraine,0,1572.830683659578,0.0,1,5,0.0,4810.0,-1.8785809531798063,-0.7362772923873294,0,False
89.156,27.402,2019,0.1594801173249469,4180,other,0,,,0,0,,,-0.0159480658954701,,0,False
76.718,34.051,2019,18.154068719620277,5093,moraine,0,1527.860288151652,0.0,1,4,0.0,5380.0,-0.4915339644822609,0.0743959324778565,0,False
83.702,29.218,2019,42.79187400059613,5426,moraine,0,28.576222250042587,0.8310181953810512,0,0,490.9639792097664,5834.0,-0.3918809690628066,0.3291681144164258,0,False
96.134,29.288,2019,21.534712872748024,4045,other,0,24.0815432954992,0.2003810001828911,0,0,998.0986212138706,4535.0,-0.0469818232883184,-3.414317389012562,0,False
94.759,30.537,2019,55.14598126197028,3631,moraine,0,14875.867047632644,0.0,1,3,0.0,4472.0,1.7943004809665295,4.99626613817095,0,False
94.462,29.828,2019,69.57354264505788,4133,other,0,,,0,0,,,-0.7946541889436787,7.962485094712875,0,False
90.353,28.014,2019,94.33995173482124,5300,moraine,0,974.4195237089504,0.0,1,3,0.0,5490.0,-3.2823450314999576,-1.030663872984519,0,False
88.797,27.963,2019,109.3883172443761,5350,moraine,0,4368.526378779532,0.0,1,6,0.0,6109.0,-1.5072011393459888,4.965895508862644,0,False
93.752,29.657,2019,79.67959990386296,4490,other,0,253.38212923119912,0.0,1,5,0.0,5146.0,0.6399065461502744,11.98698908461018,0,False
97.549,28.991,2019,33.06786227500412,4390,moraine,0,886.0623125346364,0.0,1,11,0.0,5266.0,-0.062776954023765,1.0683770788094695,0,False
93.781,28.27,2019,5.5363699162764615,3537,other,0,,,0,0,,,0.5536061529998351,,0,False
94.03,28.888,2019,4.639643857073343,4104,other,0,,,0,0,,,-0.8963012745032394,0.8178804468830154,0,False
81.195,31.182,2019,45.63430243605706,5413,other,0,2.285928926214285,0.3980088802903536,0,0,949.7275531245512,5791.0,-0.0614613163347741,0.6145998991823817,0,False
96.74,28.939,2019,14.771324082150755,4352,other,0,5.295771333438602,0.8074358466443471,0,0,237.78978948970376,4780.0,0.5184662950022684,0.0313702773406049,0,False
92.345,27.831,2019,56.53483270969065,5032,moraine,0,6515.877858015618,0.0,1,15,0.0,6107.0,-0.9210394053342568,-2.366158217314009,0,False
78.852,32.492,2019,14.844679903151098,5706,moraine,0,261.99885033092033,0.0,1,5,0.0,5957.0,-3.620215238663464,-2.10543201542439,0,False
86.259,28.374,2019,32.78977156977915,5544,moraine,0,3043.3115161241885,0.0,1,4,0.0,6069.0,1.9595143038861316,1.831988976880242,0,False
96.369,28.935,2019,42.83793866383584,4001,other,0,,,0,0,,,-0.518769669010473,0.1257609094744523,0,False
72.94,35.869,2019,19.211140492718854,4378,other,0,80.57314886430754,0.3880155122112079,0,0,798.9371307177487,4691.0,0.029107347326812,0.3492962505466657,0,False
94.001,29.529,2019,14.533222221663316,4262,other,0,29.642765924594876,0.3604776350179856,0,0,2088.89519584878,5015.0,-1.672054837809847,2.6097216879183125,0,False
92.569,30.217,2019,27.08336120661068,5037,other,0,24.10148179170432,0.2239012569211219,0,0,2635.090164803544,5627.0,2.033922945910804,3.9736524771094377,0,False
76.375,33.844,2019,6.340981182897771,4116,moraine,0,34484.000867346665,0.0,1,5,0.0,5005.0,-0.5814732859623206,0.9101891395109408,0,False
78.089,34.39,2019,18.152921620427392,5226,other,0,1151.5764212299684,0.0,1,4,0.0,5630.0,0.1333684414004317,0.770574960543837,0,False
76.252,35.092,2019,33.95537431901302,4533,moraine,0,883.1558493960019,0.0,1,7,0.0,5293.0,1.1906814975511917,-6.172590006561168,0,False
76.32,35.011,2019,11.694418823463243,4753,other,0,125.39533373280244,0.192350904363079,0,0,1460.8717381935887,5026.0,6.291196168461965e-07,0.2059387202746286,0,False
85.564,28.426,2019,26.929477177975865,4873,moraine,0,3755.3151047202455,0.0,1,1,0.0,5127.0,-5.481480097602753,-1.5482859911681033,0,False
