Longitude,Latitude,Year_final,Lake_area_calculated_ha,Elevation_m,Lake_type_simplified,is_supraglacial,glacier_area_ha,slope_glac_to_lake,glacier_contact,glacier_touch_count,nearest_glacier_dist_m,glacier_elev_m,5y_expansion_rate,10y_expansion_rate,GLOF,lake_area_filled_from_db
97.512,29.032,2019,62.66638411580005,4141,other,0,38.70576866466583,0.5130748669920581,0,0,420.991192311401,5086.0,7.114750468616722,7.900113637072314,0,False
81.748,30.162,2019,13.354218516250048,5046,moraine,0,143.8361116613414,0.2314897595550227,0,0,587.498990285461,5182.0,-0.6982312662103457,-3.6790233750999746,0,False
93.563,28.568,2019,22.475129046803687,4074,other,0,8.16759520593315,0.3477522793398767,0,0,2904.3662975185666,4852.0,-0.2681339628115687,3.7694394600443544,0,False
87.517,27.681,2019,7.077391858805178,4472,other,0,7.219977195821295,0.149125163820916,0,0,3285.8304222112347,4945.0,0.3181987580939692,1.3677589372807764,0,False
90.929,28.016,2019,59.38352737932642,4801,other,0,10.997043697254798,0.3723624372317926,0,0,1412.6022052878798,5280.0,-0.0634257410927006,10.338854976677585,0,False
82.867,28.819,2019,9.913313004612093,4429,other,0,,,0,0,,,-6.183047695787432,1.526412857071858,0,False
97.219,28.786,2019,52.42161568243982,4270,moraine,0,141.96793676479567,0.0,1,4,0.0,4989.0,3.3845337583237125,6.376074124525382,0,False
95.263,29.062,2019,8.712638054582518,3668,other,0,,,0,0,,,0.0784863524385652,1.7268288430969558,0,False
78.9,32.409,2019,30.628010544138167,5468,moraine,0,1265.144243369981,0.0,1,5,0.0,5699.0,0.0752300970172655,1.349477200099903,0,False
90.784,27.79,2019,1.2710616830368662,4263,other,0,,,0,0,,,-0.7624133151466237,0.1747854883288495,0,False
92.042,28.23,2019,16.377423496584765,5107,other,0,38.6257738342404,0.1207931114255865,0,0,3104.4816676571436,5482.0,0.7278798204802207,0.4588808964990647,0,False
91.838,27.795,2019,13.26622017016386,4667,other,0,18.05715233852235,0.0,1,1,0.0,4667.0,0.9691588864645336,1.9382581013925004,0,False
87.712,27.62,2019,8.831067066488202,4454,other,0,5.297809721582489,0.1358819504316451,0,0,4982.265840675888,4995.0,0.2546006081943382,1.686658050088111,0,False
92.828,30.935,2019,202.1149069741277,4886,other,0,,,0,0,,,0.4005660848527839,39.329149644692855,0,False
85.915,28.261,2019,8.700563780413358,5106,other,0,36.75745349043571,0.1458126139963402,0,0,4073.721632991978,5700.0,-0.790929048761478,0.253108439329187,0,False
89.841,28.145,2019,101.12927356526944,5123,other,0,1468.531361292856,0.0,1,5,0.0,5529.0,-0.4910069354536546,-2.2171389953115352,0,False
79.622,32.399,2019,23.049420423780084,5058,other,0,32.62592954693783,0.5329184238959627,0,0,851.9127499495696,5512.0,-0.8942369316977554,0.7430431221813926,0,False
94.211,30.732,2019,47.768875799816136,4550,moraine,0,321.21309521306637,0.0,1,7,0.0,5837.0,-3.1485707541251484,1.0651404727269154,0,False
92.647,27.825,2019,38.51705417786325,4609,other,0,50.76806186748238,0.0,1,1,0.0,4613.0,4.939694191528801,4.224955204982419,0,False
95.987,29.387,2019,39.98281198755714,4251,moraine,0,605.5937672545657,0.0,1,2,0.0,4642.0,-0.6729097040550244,5.445899964647396,0,False
73.985,34.83,2019,17.838064118158318,3873,other,0,14.85642686942912,0.907961361825497,0,0,652.0101238776917,4465.0,0.751859198860949,0.722362245701936,0,False
96.565,28.627,2019,49.346362893337634,3282,other,0,24.808290144078455,0.1583633191623906,0,0,2279.568285821412,4459.0,7.252391578724312,9.680103953779852,0,False
93.265,29.322,2019,15.893667406417109,4951,other,0,22.107759750519502,0.197541281127444,0,0,2541.2409858582114,5455.0,-0.5010856577586733,0.8299096317195517,0,False
89.396,28.144,2019,624.5363505539437,4473,other,0,,,0,0,,,-49.59165209792711,-17.226358962233938,0,False
94.28,29.915,2019,159.87170998059196,4385,other,0,1.2519148526111774,0.6329107481957768,0,0,1275.0612978219997,5192.0,-0.8405681923148108,29.15614935639801,0,False
94.161,29.948,2019,17.975999017699174,4052,other,0,36.849567676100335,0.0934076489708756,0,0,2858.4382857473506,5048.0,0.8096526320903742,3.377336422839497,0,False
90.845,27.913,2019,6.427106840129484,4509,other,0,435.01389673558,0.2396712537596656,0,0,888.7173436894077,5171.0,-0.8892992181270124,0.8728281079704748,0,False
74.787,34.846,2019,41.86054273336643,3883,other,0,7.197716240918287,0.0793025459966198,0,0,4388.257597868714,4349.0,0.0442227734367477,8.13625304580429,0,False
92.735,30.507,2019,20.19307389243923,5140,other,0,3.327261296856226,0.2608177325838256,0,0,1525.9698643077677,5538.0,-0.123774878795119,3.2957447500857255,0,False
93.337,29.65,2019,98.11436647765336,4738,moraine,0,884.356661061202,0.0,1,6,0.0,5329.0,5.7291045857566845,10.834188202736073,0,False
94.207,29.881,2019,28.18594896594641,4448,other,0,31.010812933864056,0.2526439070557361,0,0,1009.3257461528416,4836.0,2.4453698703441615,5.356852760463391,0,False
96.375,29.762,2019,7.4056613745854705,4810,other,0,35.23069393691976,0.3024115809202681,0,0,992.0255007664408,5100.0,-0.8571169682845966,-0.3585823818169427,0,False
87.112,28.142,2019,27.238848093578863,5470,moraine,0,274.145757189049,9.162340437193553,0,0,20.409632373066305,5657.0,0.0633472891095273,0.1900421651976188,0,False
96.028,29.249,2019,13.319535429805915,4133,other,0,99.4275159689636,0.3404339655126326,0,0,1013.4123940321048,4478.0,1.3008491456958866,0.7208098594302829,0,False
91.529,27.756,2019,6.277840388516781,3868,other,0,,,0,0,,,-0.413359986422985,1.2237822269145062,0,False
96.355,28.847,2019,35.15336537159357,3760,other,0,,,0,0,,,4.167584436580169,6.716091360117593,0,False
96.618,28.541,2019,72.25479605058453,4268,other,0,2.70801634784363,0.7212795592945475,0,0,241.23794686512664,4170.0,7.603655611574415,12.731224556437844,0,False
96.193,29.044,2019,75.76002531708737,4164,other,0,87.30404580530586,0.0,1,3,0.0,4646.0,5.010527760330784,9.279711765131426,0,False
95.905,29.005,2019,29.60642093057068,3598,other,0,,,0,0,,,-2.622940433523657,5.874164758820269,0,False
87.625,28.747,2019,15.667508376295132,5545,other,0,35.65224839230599,0.2132653284675539,0,0,1744.3060373341275,5920.0,-2.8015506970829502,0.5511196037178678,0,False
84.348,28.909,2019,22.7229878307468,5356,other,0,3451.0314338348576,0.0,1,3,0.0,6054.0,2.264933693318182,0.6604713875891541,0,False
86.157,28.303,2019,60.2461686721027,5307,moraine,0,1144.4593413118346,0.0,1,2,0.0,5588.0,0.0948709896057067,0.7906230033224133,0,False
81.913,30.338,2019,44.41312584684461,5135,moraine,0,579.4317251320731,0.0,1,12,0.0,5821.0,3.472381853747366,3.519501506400682,0,False
80.865,32.423,2019,41.46288150304946,4452,other,0,,,0,0,,,0.4093002237783949,-0.0909613197423269,0,False
93.736,29.287,2019,16.682757890449615,4562,other,0,,,0,0,,,-5.623362774968122,2.5532929534335205,0,False
92.413,30.199,2019,5.976112563344361,4955,other,0,12.762290372459931,0.3078908694943119,0,0,1919.5112897328656,5547.0,-0.6982851733060871,0.5278572173605319,0,False
97.183,28.796,2019,18.255340059413893,4457,other,0,44.39818730158868,0.0,1,3,0.0,4789.0,-0.3619272436155896,0.6767829196065136,0,False
96.877,27.719,2019,19.714921691249188,3664,other,0,,,0,0,,,1.701264332184829,,0,False
93.577,30.233,2019,18.698581537159612,4337,other,0,148.14433803591464,0.0,1,4,0.0,5197.0,1.45871670223107,1.6759271643945477,0,False
92.386,27.715,2019,11.12950017251877,5117,other,0,531.5937819800507,0.0,1,3,0.0,5352.0,0.0476972549461098,0.2066899268553598,0,False
96.55,28.898,2019,34.83352991054745,3712,other,0,3.9769565874604633,0.8485524200378374,0,0,842.6114676193108,4872.0,3.508272847559603,6.259066889073913,0,False
90.328,28.005,2019,34.88485700522027,5376,moraine,0,139.59920595196866,0.0,1,1,0.0,5526.0,1.1416844080134971,0.2537058387141499,0,False
92.783,29.656,2019,34.33259020484273,5123,other,0,19.40969471968003,0.6603150215004157,0,0,729.9546190919066,5608.0,0.4369682398607722,-0.1872705121790545,0,False
81.399,30.302,2019,169.58958950356177,5580,moraine,0,3179.3390426039427,0.0,1,19,0.0,6337.0,0.5427838398140296,10.499812174116562,0,False
90.843,28.018,2019,20.214728467819977,4957,moraine,0,2420.3727851348563,0.0,1,3,0.0,5188.0,0.7927176318415015,1.2049293015575178,0,False
88.332,27.947,2019,55.68741842252895,5034,moraine,0,306.8458929630518,0.0495154985077998,0,0,1676.2428431761728,5117.0,0.0158661849603163,0.444230440580462,0,False
