,Unnamed: 0,GLOF,Latitude,Longitude,Year_final,area_t2,area_t1,expansion_ha_peryr,glacier_area_ha,slope_glac_to_lake,glacier_contact,glacier_touch_count,nearest_glacier_dist_m,glacier_elev_m
228,206,1,36.342,75.479,2018,8.677971344568109,,,16.418900058028726,-0.5484648729423303,0,0,1186.9493054452205,4883.0
229,206,1,36.342,75.479,2018,8.677971344568109,,,16.418900058028726,-0.5484648729423303,0,0,1186.9493054452205,4883.0
230,206,1,36.342,75.479,2018,8.677971344568109,,,16.418900058028726,-0.5484648729423303,0,0,1186.9493054452205,4883.0
231,207,1,36.342,75.479,2018,8.677971344568109,,,16.418900058028726,-0.5484648729423303,0,0,1186.9493054452205,4883.0
232,207,1,36.342,75.479,2018,8.677971344568109,,,16.418900058028726,-0.5484648729423303,0,0,1186.9493054452205,4883.0
233,207,1,36.342,75.479,2018,8.677971344568109,,,16.418900058028726,-0.5484648729423303,0,0,1186.9493054452205,4883.0
234,208,1,28.245,86.321,2018,119.3155988621328,34.180951839343045,17.02692940455795,1320.4754087802253,0.0,1,3,0.0,5704.0
235,209,1,35.47,69.628,2018,4.899493462003118,,,292.8079623118897,0.0,1,2,0.0,4909.0
236,210,1,36.5,74.06,2018,162.58714691641947,,,1751.6535297681748,0.0,1,7,0.0,5549.0
237,211,1,42.207,79.846,2018,44.43703955565446,2.660115178646293,8.355384875401633,287.48703260372463,0.0,1,1,0.0,4357.0
238,212,1,35.677,77.193,2018,31.649878138067468,,,2038.4293224367989,0.0,1,3,0.0,6348.0
239,213,1,36.342,75.479,2019,11.570664614480666,4.123766465255708,1.4893796298449915,16.418900058028726,-0.5484648729423303,0,0,1186.9493054452205,4883.0
240,214,1,28.106,90.263,2019,135.13009129171837,124.595846370539,2.1068489842358757,1100.0395676683827,0.0,1,1,0.0,4385.0
241,215,1,36.361,74.563,2019,0.1446549189453982,,,4.217294672302271,-0.17849231754556136,0,0,296.9315471321134,4355.0
242,216,1,42.207,79.846,2019,51.09687544322646,18.69417542859816,6.480540002925659,343.68647517804334,0.0,1,4,0.0,4546.0
243,217,1,35.86,71.97,2019,27.66161933378876,2.7661664069647363,4.979090585364805,55.70223684058535,0.0,1,2,0.0,4518.0
244,218,1,35.677,77.193,2019,33.337510048009825,0.0729635463107982,6.652909300339806,27626.56738116892,0.0,1,1,0.0,4871.0
245,219,1,41.978,77.267,2019,2.8715593869942415,1.4686468690068997,0.2805825035974684,240.34740915710182,0.0,1,1,0.0,4023.0
246,220,1,43.007,76.847,2019,8.995166865690662,4.9256511740748685,0.8139031383231586,31.78589682847882,0.0,1,1,0.0,3911.0
247,221,1,36.361,74.563,2020,0.2169480777539729,0.0723262077874936,0.0289243739932958,4592.042245631373,0.0,1,1,0.0,2770.0
248,221,1,36.361,74.563,2020,0.2169480777539729,0.0723262077874936,0.0289243739932958,4592.042245631373,0.0,1,1,0.0,2770.0
249,222,1,36.361,74.563,2020,0.2169480777539729,0.0723262077874936,0.0289243739932958,4592.042245631373,0.0,1,1,0.0,2770.0
250,222,1,36.361,74.563,2020,0.2169480777539729,0.0723262077874936,0.0289243739932958,4592.042245631373,0.0,1,1,0.0,2770.0
251,223,1,30.356,93.631,2020,164.49570757652222,91.65775079483362,14.56759135633772,12984.172638158187,0.0,1,1,0.0,4591.0
252,224,1,35.86,71.97,2020,9.681576671818007,2.62057862322363,1.4121996097188754,40.098011268689135,0.0,1,1,0.0,4701.0
253,225,1,30.436,94.544,2020,51.96028853793526,37.473079053863735,2.8974418968143056,1042.0140855935847,0.0,1,2,0.0,4608.0
254,226,1,42.207,79.846,2020,234.8761729245444,29.47220629789011,41.08079332533085,416.99995801419186,0.0,1,3,0.0,3700.0
255,227,1,36.853,73.023,2020,44.25254695216794,27.514490461409547,3.3476112981516786,4642.357993309743,0.0,1,2,0.0,4964.0
256,228,1,36.342,75.479,2021,3.689981444543285,3.761942121278774,-0.0143921353470979,62981.612384308406,0.0,1,1,0.0,3661.0
257,229,1,36.361,74.563,2021,2.8203785555516157,0.2169891372066485,0.5206778836689934,10772.70117108293,0.0,1,3,0.0,2740.0
258,230,1,36.33,73.68,2021,3.907028519061659,45.85587772931691,-8.38976984205105,4.146547295785849,0.0,1,1,0.0,4415.0
259,231,1,28.131,85.515,2021,23.126267879245024,13.780530480504362,1.869147479748132,618.3149697925246,0.0,1,2,0.0,5361.0
260,232,1,42.207,79.846,2021,529.0503644890548,108.83409737057556,84.04325342369586,85354.60346809277,0.0,1,8,0.0,3277.0
261,233,1,35.46,69.639,2021,2.1941481993943555,1.6821808171774093,0.1023934764433892,8.213756782039775,-0.14785817610603458,0,0,913.0370978145063,4537.0
262,234,1,48.624,90.977,2021,72.94420461018055,10.030761478947538,12.582688626246602,8229.618312591454,0.0,1,9,0.0,3933.0
263,235,1,34.0,77.422,2021,3.647929542099669,22.336549087952797,-3.737723909170626,305.6684982356074,0.0,1,1,0.0,5732.0
264,236,1,36.361,74.563,2022,4.845223665579367,0.2169891372066485,0.9256469056745436,10772.70117108293,0.0,1,3,0.0,2757.0
265,237,1,42.207,79.846,2022,564.8919135849113,91.87094546371918,94.60419362423843,121340.4731066254,0.0,1,7,0.0,3276.0
266,238,1,42.207,79.846,2023,372.4631439232312,48.49843851145163,64.79294108235591,121325.1702213925,0.0,1,6,0.0,3272.0
267,239,1,27.913,88.195,2023,153.86454811508463,117.67914201337842,7.237081220341241,7565.515637131982,0.0,1,1,0.0,5197.0
268,240,1,28.717,98.004,2017,53.07378893601188,16.221464997191838,7.370464787764009,643.7632737809372,0.0,1,5,0.0,5235.0
