,GLOF,Latitude,Longitude,Year_final,area_t2,area_t1,expansion_ha_peryr
99,1,35.253,77.311,2002,0.36657234680386014,67.8118191984652,-13.489049370332268
100,1,36.342,75.479,2002,,4.630125976142048,
101,1,42.207,79.846,2002,,241.94075885930894,
102,1,37.22,71.734,2002,69.72871314311578,96.1189604857739,-5.278049468531623
103,1,35.677,77.193,2002,0.5107309520446435,0.9482907427474103,-0.08751195814055338
104,1,36.342,75.479,2002,,4.630125976142048,
105,1,36.613,73.896,2002,852.5117202062428,59.841477813339615,158.53404847858064
106,1,30.684,94.324,2002,15.679550436656815,2.0078966053950915,2.7343307662523446
107,1,29.632,93.546,2002,40.04299754481685,37.076796087501386,0.5932402914630928
108,1,34.477,76.971,2003,5.551901061891213,26.875976158184702,-4.264815019258698
109,1,42.522,74.609,2003,,34.95115767181593,
110,1,36.342,75.479,2003,,1.3738689804814814,
111,1,42.207,79.846,2003,,238.9480543757374,
112,1,36.84,73.92,2004,,6.829622307819767,
113,1,30.267,81.474,2004,,6.359697959772357,
114,1,42.207,79.846,2004,,200.7631941465663,
115,1,35.677,77.193,2004,,190.82678777416197,
116,1,36.384,72.706,2005,,155.29979481540647,
117,1,42.537,74.427,2005,,146.31749302217517,
118,1,42.207,79.846,2005,,2.460605715311892,
119,1,43.128,77.509,2005,,10.48600330077236,
120,1,36.027,73.196,2005,,39.944316456873324,
121,1,35.677,77.193,2005,,180.03079470419067,
122,1,29.752,96.465,2006,11.304360025361008,9.120530101458687,0.43676598478046424
123,1,30.267,81.474,2006,,5.739273375510285,
124,1,41.859,76.995,2006,,23.60111200802884,
125,1,42.207,79.846,2006,,2.5271084134991435,
126,1,35.677,77.193,2006,,199.5071861581606,
127,1,36.428,74.806,2007,,58.88802019036564,
128,1,30.267,81.474,2007,,5.739273375510285,
129,1,42.207,79.846,2007,5.188979638237347,,
130,1,28.278,90.225,2007,97.42889195877902,91.33951289300741,1.217875813154322
131,1,36.457,74.879,2008,,,
132,1,36.428,74.806,2008,,0.5056458469053173,
133,1,36.428,74.806,2008,,0.5056458469053173,
134,1,36.428,74.806,2008,,0.5056458469053173,
135,1,35.677,77.193,2008,,0.5107309520446435,
136,1,30.267,81.474,2008,,,
137,1,36.428,74.806,2008,,0.5056458469053173,
138,1,42.207,79.846,2008,2.660115178646293,,
139,1,41.941,77.017,2008,3.1389946298207425,,
140,1,28.323,97.835,2008,4.74310668536486,5.137036071793288,-0.07878587728568558
141,1,42.207,79.846,2009,18.69417542859816,,
142,1,37.094,71.637,2009,0.8596846222362232,2.220145189820674,-0.27209211351689017
143,1,36.043,74.571,2009,,,
144,1,36.428,74.806,2009,0.361304071158535,,
145,1,28.101,90.164,2009,5.30727775284766,1.1881274184486146,0.823830066879809
146,1,30.267,81.474,2009,10.858059427184449,,
147,1,36.784,74.004,2009,0.6473043636797607,,
148,1,35.677,77.193,2009,0.07296354631079824,,
149,1,30.83,94.0,2009,9.25545604365834,7.404357359121527,0.3702197369073625
150,1,28.087,90.326,2009,133.18714099835577,133.0278358296186,0.03186103374743539
151,1,35.93,74.609,2010,0.4363043511873737,,
152,1,36.039,74.633,2010,0.3630657056100978,,
153,1,36.546,73.353,2010,0.7213454621504333,,
154,1,42.522,74.609,2010,137.08298087576497,,
155,1,36.342,75.479,2010,3.255523555462977,,
156,1,42.207,79.846,2010,29.472206297890114,,
157,1,36.043,74.571,2010,,,
158,1,27.951,87.985,2010,46.887034525872494,46.411040057197475,0.09519889373500376
159,1,36.174,71.898,2010,0.2899713168023337,,
160,1,33.019,78.488,2010,4.819715586937388,,
161,1,42.207,79.846,2011,108.83409737057555,,
162,1,35.411,77.604,2011,71.42660876598136,,
163,1,30.267,81.474,2011,5.894448782350438,,
164,1,42.207,79.846,2012,91.87094546371918,5.188979638237347,17.336393165096368
165,1,36.027,73.196,2012,8.642454136944618,,
166,1,42.537,74.427,2012,11.182868988317473,1.2576819409286377,1.985037409477767
167,1,35.411,77.604,2013,19.248735467221266,,
168,1,30.747,79.062,2013,0.07715927176802627,,
169,1,30.473,93.534,2013,36.375707114929895,30.26225573925183,1.2226902751356128
170,1,36.784,74.004,2013,0.071915776908725,,
171,1,41.987,76.814,2013,36.25304325784227,0.20023731775963663,7.210561188016527
172,1,36.475,71.129,2013,25.92528116766543,,
173,1,30.531,94.944,2013,3.248597955308114,8.198876516687356,-0.9900557122758485
174,1,35.997,74.666,2014,40.98195284388251,0.43598105859232456,8.109194357058037
175,1,35.411,77.604,2014,7.025220278733886,65.35159282054131,-11.665274508361486
176,1,43.144,77.277,2014,2.621587048783638,0.5897717367331232,0.40636306241010295
177,1,41.973,76.828,2014,10.685718718664662,1.870007407628106,1.763142262207311
178,1,33.617,77.613,2014,41.80403879309199,8.973021766963594,6.566203405225679
179,1,42.207,79.846,2015,58.54594617224758,29.472206297890114,5.814747974871493
180,1,27.874,86.586,2015,240.85642563863462,38.89626092097211,40.3920329435325
181,1,27.906,86.891,2015,45.874527376079726,29.205061525607267,3.333893170094492
182,1,28.07,89.58,2015,5.625828590637876,5.388119627781283,0.04754179257131863
183,1,35.997,74.666,2015,72.30022551433073,2.3980026273311634,13.980444577399913
184,1,36.22,71.775,2015,5.287797776593397,1.4487497561195384,0.7678096040947717
185,1,36.174,71.898,2015,1.3048325309054092,0.2899713168023337,0.2029722428206151
186,1,30.737,94.253,2015,49.08252487707486,77.63585988533661,-5.710667001652351
187,1,35.677,77.193,2015,52.38215161562131,1.2401772895568635,10.22839486521289
188,1,43.007,76.847,2015,19.63925625805924,42.8873669190845,-4.649622132205051
189,1,42.528,74.54,2015,105.6070139675213,52.76256299714886,10.568890194074488
190,1,30.31,82.2,2015,29.846888068606873,45.587062285977126,-3.1480348434740506
191,1,27.943,87.896,2015,68.39632434283155,72.28436133506257,-0.7776073984462044
192,1,42.207,79.846,2016,293.0980834333344,108.83409737057555,36.85279721255178
193,1,36.784,74.004,2016,0.8629866216640066,0.6473461183806217,0.04312810065667698
194,1,27.906,86.891,2016,50.63652609478478,33.014408142408584,3.5244235904752386
195,1,35.677,77.193,2016,52.09033256213909,1.2401772895568635,10.170031054516446
196,1,28.078,86.064,2016,46.97598371532999,32.013220045500525,2.992552733965893
197,1,35.677,77.193,2016,52.09033256213909,1.2401772895568635,10.170031054516446
198,1,27.813,87.139,2017,56.5415149879333,3.8125655281889377,10.545789891948871
199,1,42.207,79.846,2017,288.165018877718,91.87094546371918,39.258814682799766
200,1,27.989,86.811,2017,28.70892088315636,9.99051448689834,3.7436812792516037
201,1,36.342,75.479,2017,6.797266876391491,3.761942121278774,0.6070649510225434
202,1,34.588,76.733,2017,19.587741210502937,1.5521386142542681,3.607120519249734
203,1,42.4,74.7,2017,5.3045697684676805,83.60268331769588,-15.659622709845639
204,1,35.677,77.193,2017,14.371834266288213,2.4802411899003127,2.3783186152775797
205,1,36.342,75.479,2018,8.677971344568109,3.327872588620949,1.070019751189432
206,1,36.342,75.479,2018,8.677971344568109,3.327872588620949,1.070019751189432
207,1,36.342,75.479,2018,8.677971344568109,3.327872588620949,1.070019751189432
208,1,28.245,86.321,2018,119.3155988621328,41.8541387497855,15.492292022469462
209,1,35.47,69.628,2018,4.899493462003118,5.703732396431209,-0.16084778688561824
210,1,36.5,74.06,2018,162.58714691641947,85.38769074569115,15.439891234145666
211,1,42.207,79.846,2018,44.43703955565446,48.49843851145163,-0.8122797911594347
212,1,35.677,77.193,2018,31.649878138067468,0.948322906886521,6.14031104623619
213,1,36.342,75.479,2019,11.570664614480666,2.6034165913023406,1.793449604635665
214,1,28.106,90.263,2019,135.13009129171837,121.34842758665157,2.756332741013361
215,1,36.361,74.563,2019,0.1446549189453982,0.21698204688090192,-0.014465425587100744
216,1,42.207,79.846,2019,51.09687544322646,17.83025911451183,6.653323265742927
217,1,35.86,71.97,2019,27.66161933378876,1.0191807506715067,5.328487716623451
218,1,35.677,77.193,2019,33.337510048009825,52.30921981126028,-3.7943419526500906
219,1,41.978,77.267,2019,2.8715593869942415,9.947456013192662,-1.415179325239684
220,1,43.007,76.847,2019,8.995166865690662,52.01597721302975,-8.604162069467817
221,1,36.361,74.563,2020,0.21694807775397298,0.5786196824967498,-0.07233432094855537
222,1,36.361,74.563,2020,0.21694807775397298,0.5786196824967498,-0.07233432094855537
223,1,30.356,93.631,2020,164.49570757652222,51.68447010860768,22.56224749358291
224,1,35.86,71.97,2020,9.681576671818007,1.8927582472658764,1.5577636849104262
225,1,30.436,94.544,2020,51.96028853793526,15.487557557127333,7.294546196161586
226,1,42.207,79.846,2020,234.8761729245444,58.54594617224758,35.266045350459365
227,1,36.853,73.023,2020,44.25254695216794,34.55448602704026,1.9396121850255355
228,1,36.342,75.479,2021,3.6899814445432844,6.942402694219064,-0.650484249935156
229,1,36.361,74.563,2021,2.8203785555516157,4.845840643307138,-0.4050924175511045
230,1,36.33,73.68,2021,3.907028519061659,6.437560928850323,-0.5061064819577329
231,1,28.131,85.515,2021,23.126267879245024,30.966923745699482,-1.5681311732908916
232,1,42.207,79.846,2021,529.0503644890548,293.0980834333344,47.19045621114408
233,1,35.46,69.639,2021,2.1941481993943555,2.1210095119737646,0.014627737484118164
234,1,48.624,90.977,2021,72.94420461018055,79.47441682587996,-1.3060424431398814
235,1,34.0,77.422,2021,3.647929542099669,21.51805485129471,-3.5740250618390084
236,1,36.361,74.563,2022,4.845223665579367,2.6034248543705965,0.448359762241754
237,1,42.207,79.846,2022,564.8919135849113,288.165018877718,55.34537894143866
238,1,42.207,79.846,2023,372.4631439232312,44.43703955565446,65.60522087351535
239,1,27.913,88.195,2023,153.86454811508463,137.75586773887701,3.221736075241523
240,1,28.717,98.004,2017,53.07378893601188,8.189468739553371,8.976864039291701
