Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial
E(c),93.756,29.021,2019,15.06,4696,0,other,0
M(o),93.224,28.871,2019,21.82,4801,0,moraine,0
O,93.172,28.773,2019,11.23,4522,0,other,0
O,93.073,28.767,2019,16.39,4149,0,other,0
E(o),93.079,28.757,2019,22.39,4161,0,other,0
E(c),93.631,28.771,2019,17.84,4688,0,other,0
E(o),93.723,28.672,2019,12.09,4361,0,other,0
E(o),94.0,28.856,2019,73.89,3868,0,other,0
E(o),93.784,28.847,2019,24.48,4057,0,other,0
E(o),93.752,28.841,2019,31.25,4120,0,other,0
E(o),93.912,28.79,2019,17.23,4226,0,other,0
E(o),93.923,28.785,2019,13.5,4147,0,other,0
E(o),94.099,29.487,2019,10.43,4733,0,other,0
E(o),94.034,29.484,2019,22.22,4470,0,other,0
E(o),94.118,29.481,2019,19.23,4601,0,other,0
E(o),94.131,29.467,2019,11.02,4487,0,other,0
E(o),94.103,29.465,2019,11.99,4516,0,other,0
E(o),94.045,29.464,2019,40.19,4509,0,other,0
E(c),94.052,29.457,2019,13.35,4692,0,other,0
E(o),94.015,29.454,2019,16.67,4391,0,other,0
E(o),94.006,29.454,2019,20.79,4391,0,other,0
E(c),94.155,29.45,2019,16.57,4610,0,other,0
E(o),94.15,29.417,2019,11.51,4438,0,other,0
E(o),94.199,29.402,2019,14.59,4616,0,other,0
E(o),94.208,29.401,2019,10.07,4485,0,other,0
E(o),94.066,29.396,2019,16.68,4523,0,other,0
E(o),94.019,29.375,2019,19.85,4418,0,other,0
E(o),94.147,29.361,2019,16.26,4551,0,other,0
E(o),94.161,29.343,2019,11.01,4564,0,other,0
E(c),94.119,29.321,2019,12.58,4553,0,other,0
O,94.202,29.296,2019,42.94,3931,0,other,0
E(o),94.146,29.291,2019,15.72,4468,0,other,0
E(o),94.167,29.271,2019,10.0,4523,0,other,0
E(c),94.124,29.101,2019,45.28,4562,0,other,0
M(e),94.002,29.054,2019,13.14,4966,0,moraine,0
E(o),94.097,29.052,2019,24.12,4338,0,other,0
E(o),94.055,29.031,2019,18.78,4240,0,other,0
M(o),94.066,29.025,2019,11.7,4289,0,moraine,0
E(c),94.039,29.017,2019,19.69,4107,0,other,0
E(o),94.304,29.397,2019,11.24,4321,0,other,0
O,94.271,29.077,2019,17.08,3682,0,other,0
E(o),94.296,29.075,2019,11.64,4377,0,other,0
M(o),94.3,29.069,2019,12.91,4435,0,moraine,0
E(c),94.611,29.311,2019,20.77,4253,0,other,0
E(c),94.637,29.308,2019,15.03,4142,0,other,0
E(c),94.965,29.545,2019,91.95,4300,0,other,0
M(e),94.892,29.374,2019,27.56,4455,0,moraine,0
M(o),94.006,28.995,2019,13.4,4578,0,moraine,0
E(o),94.004,28.906,2019,12.97,4423,0,other,0
E(o),94.03,28.888,2019,16.96,4104,0,other,0
E(o),94.04,28.88,2019,14.86,4130,0,other,0
E(o),94.018,28.87,2019,11.77,4303,0,other,0
E(o),94.27,28.986,2019,50.66,3478,0,other,0
M(e),91.981,28.776,2019,16.44,5013,0,moraine,0
E(o),92.133,28.046,2019,12.58,5113,0,other,0
M(e),92.742,28.206,2019,10.79,5176,0,moraine,0
M(e),92.696,28.185,2019,27.82,5162,0,moraine,0
M(e),92.641,28.001,2019,10.94,5269,0,moraine,0
M(e),92.768,28.216,2019,13.27,5164,0,moraine,0
E(o),93.217,28.721,2019,17.01,4474,0,other,0
E(o),93.144,28.658,2019,11.84,4518,0,other,0
E(o),93.092,28.342,2019,62.44,4251,0,other,0
E(o),93.047,28.32,2019,72.68,4255,0,other,0
E(o),93.462,28.65,2019,16.59,4046,0,other,0
E(o),93.38,28.541,2019,16.25,4307,0,other,0
E(o),93.394,28.524,2019,12.17,4249,0,other,0
E(o),93.377,28.52,2019,13.61,4247,0,other,0
E(o),93.391,28.313,2019,20.03,4066,0,other,0
O,93.437,28.305,2019,35.07,3952,0,other,0
E(o),93.419,28.297,2019,20.77,3841,0,other,0
E(c),93.734,28.668,2019,19.78,4016,0,other,0
E(c),93.726,28.594,2019,25.13,4208,0,other,0
E(o),93.743,28.585,2019,11.14,3758,0,other,0
E(o),93.712,28.585,2019,14.16,3873,0,other,0
E(o),93.578,28.576,2019,36.88,3842,0,other,0
E(o),93.563,28.568,2019,16.13,4074,0,other,0
E(o),93.555,28.489,2019,13.67,4647,0,other,0
E(o),93.603,28.483,2019,12.34,3987,0,other,0
E(o),93.605,28.459,2019,11.86,3957,0,other,0
E(o),93.579,28.458,2019,47.52,3922,0,other,0
E(o),93.82,28.616,2019,46.32,3590,0,other,0
E(o),93.805,28.597,2019,12.29,4163,0,other,0
E(o),93.839,28.587,2019,11.27,4296,0,other,0
E(o),93.812,28.583,2019,11.42,3799,0,other,0
E(o),93.884,28.549,2019,15.78,4070,0,other,0
E(o),93.781,28.27,2019,12.78,3537,0,other,0
M(e),92.345,27.831,2019,22.14,5032,0,moraine,0
M(e),92.651,27.98,2019,52.21,4988,0,moraine,0
M(o),92.969,28.117,2019,18.06,4214,0,moraine,0
E(c),92.951,28.116,2019,55.58,4648,0,other,0
M(o),92.97,28.106,2019,12.93,4340,0,moraine,0
E(o),92.937,28.087,2019,21.48,4328,0,other,0
E(o),92.884,28.062,2019,23.64,4365,0,other,0
E(c),93.122,28.339,2019,14.38,4086,0,other,0
E(c),93.355,28.294,2019,10.09,3597,0,other,0
M(l),92.436,27.728,2019,13.8,4995,0,moraine,0
E(o),92.407,27.637,2019,21.73,4325,0,other,0
E(o),92.385,27.602,2019,10.47,4227,0,other,0
E(o),92.685,27.835,2019,18.24,3951,0,other,0
E(o),92.647,27.825,2019,49.71,4609,0,other,0
E(o),92.515,27.742,2019,13.05,3863,0,other,0
E(o),92.793,27.92,2019,10.67,4291,0,other,0
E(c),92.81,27.904,2019,12.25,4306,0,other,0
E(o),92.786,27.901,2019,10.15,4248,0,other,0
E(o),92.8,27.877,2019,35.96,3943,0,other,0
E(c),94.356,30.248,2019,14.76,4853,0,other,0
M(o),94.336,30.219,2019,11.64,4565,0,moraine,0
E(o),94.383,30.214,2019,26.99,4715,0,other,0
E(o),94.408,30.175,2019,28.0,3566,0,other,0
E(v),94.346,30.174,2019,180.8,3654,0,other,0
M(o),94.301,30.142,2019,11.45,4405,0,moraine,0
O,94.483,30.098,2019,15.5,3289,0,other,0
E(o),94.464,30.073,2019,90.19,4110,0,other,0
E(o),94.358,30.053,2019,25.92,4730,0,other,0
E(o),94.396,30.028,2019,11.01,4664,0,other,0
E(c),94.444,30.017,2019,11.69,4609,0,other,0
E(c),94.472,30.013,2019,66.38,4327,0,other,0
E(o),94.384,30.005,2019,59.09,4020,0,other,0
E(o),94.342,29.985,2019,10.51,4407,0,other,0
E(o),94.328,29.984,2019,11.45,4515,0,other,0
E(v),94.292,29.959,2019,134.02,4282,0,other,0
O,94.32,29.954,2019,10.03,4232,0,other,0
E(o),94.486,29.954,2019,10.3,4550,0,other,0
E(o),94.358,29.947,2019,109.97,4148,0,other,0
E(o),94.287,29.942,2019,27.11,4296,0,other,0
E(o),94.388,29.932,2019,13.3,4238,0,other,0
E(o),94.499,29.913,2019,34.4,4443,0,other,0
E(o),94.461,29.896,2019,85.25,4346,0,other,0
E(o),94.446,29.884,2019,16.18,4632,0,other,0
E(o),94.717,29.943,2019,10.75,4554,0,other,0
E(o),94.613,29.941,2019,10.19,4546,0,other,0
E(o),94.589,29.941,2019,48.08,4509,0,other,0
E(c),94.72,29.933,2019,23.31,4372,0,other,0
E(o),94.711,29.91,2019,10.29,4411,0,other,0
E(o),94.561,29.902,2019,16.26,4495,0,other,0
E(o),94.528,29.902,2019,10.55,4591,0,other,0
E(o),94.533,29.9,2019,15.42,4615,0,other,0
E(c),94.701,29.899,2019,21.07,4500,0,other,0
E(o),94.727,29.892,2019,13.6,4288,0,other,0
E(v),94.569,29.89,2019,158.02,4149,0,other,0
E(o),94.646,29.885,2019,27.76,4308,0,other,0
E(o),94.582,29.882,2019,18.69,4418,0,other,0
E(o),94.541,29.879,2019,37.67,4266,0,other,0
E(o),94.63,29.877,2019,22.63,4490,0,other,0
E(o),94.616,29.875,2019,15.79,4588,0,other,0
E(o),94.687,29.869,2019,24.37,4378,0,other,0
E(o),94.531,29.861,2019,17.89,4592,0,other,0
E(o),94.583,29.852,2019,13.48,4688,0,other,0
E(v),94.633,29.829,2019,60.2,4231,0,other,0
O,94.55,29.825,2019,12.85,4275,0,other,0
E(o),94.599,29.824,2019,11.98,4564,0,other,0
E(o),94.572,29.815,2019,13.32,4400,0,other,0
E(o),94.577,29.796,2019,29.63,4351,0,other,0
E(v),94.601,29.779,2019,184.22,4146,0,other,0
E(o),94.56,29.777,2019,32.49,4161,0,other,0
E(o),94.573,29.776,2019,47.72,4161,0,other,0
E(c),93.987,28.763,2019,20.22,3957,0,other,0
E(o),93.915,28.742,2019,10.1,4150,0,other,0
E(c),93.795,28.728,2019,10.98,4205,0,other,0
E(o),93.792,28.707,2019,17.92,3793,0,other,0
E(c),93.845,28.606,2019,12.39,4022,0,other,0
E(c),93.887,28.562,2019,13.03,3938,0,other,0
E(o),94.153,28.757,2019,13.33,3875,0,other,0
E(o),94.134,28.754,2019,10.91,4057,0,other,0
E(c),94.001,28.753,2019,22.89,4019,0,other,0
E(c),94.372,28.963,2019,18.95,4145,0,other,0
E(o),94.383,28.953,2019,19.27,3858,0,other,0
E(o),94.451,28.837,2019,18.47,4136,0,other,0
M(e),95.182,30.603,2019,110.12,4278,0,moraine,0
E(o),95.217,30.269,2019,12.18,3938,0,other,0
M(e),95.252,30.571,2019,34.62,4520,0,moraine,0
E(o),95.487,30.531,2019,10.31,4783,0,other,0
E(o),95.296,30.42,2019,22.11,4404,0,other,0
E(o),95.419,30.392,2019,10.82,4317,0,other,0
E(o),95.551,30.591,2019,36.7,5043,0,other,0
E(o),95.576,30.576,2019,15.48,4924,0,other,0
E(o),95.644,30.564,2019,18.17,5073,0,other,0
E(o),95.703,30.541,2019,15.73,5053,0,other,0
E(o),95.548,30.537,2019,13.31,4811,0,other,0
E(o),95.565,30.533,2019,10.34,4918,0,other,0
E(o),95.693,30.527,2019,12.41,4988,0,other,0
M(o),95.701,30.522,2019,13.86,4991,0,moraine,0
E(o),95.669,30.514,2019,16.25,4761,0,other,0
E(o),95.575,30.473,2019,56.47,4866,0,other,0
E(o),95.65,30.496,2019,11.52,4954,0,other,0
E(o),95.588,30.47,2019,13.82,4876,0,other,0
E(o),95.602,30.436,2019,33.96,5002,0,other,0
E(o),95.657,30.391,2019,18.3,4734,0,other,0
O,95.745,30.386,2019,10.71,4257,0,other,0
M(o),95.654,30.381,2019,25.1,4751,0,moraine,0
M(o),95.611,30.326,2019,17.32,4916,0,moraine,0
M(o),95.548,30.3,2019,13.14,4419,0,moraine,0
M(e),95.606,30.269,2019,38.89,4459,0,moraine,0
M(o),95.604,30.251,2019,134.45,4442,0,moraine,0
M(o),95.603,30.238,2019,15.95,4394,0,moraine,0
M(o),95.592,30.229,2019,25.71,4354,0,moraine,0
M(e),95.543,30.223,2019,12.71,4173,0,moraine,0
M(e),95.584,30.221,2019,85.49,4342,0,moraine,0
M(o),95.856,30.341,2019,18.58,4851,0,moraine,0
E(o),95.871,30.288,2019,11.6,4724,0,other,0
E(o),95.857,30.18,2019,21.83,4442,0,other,0
M(o),95.917,30.008,2019,12.77,4670,0,moraine,0
M(e),95.642,29.805,2019,24.48,4131,0,moraine,0
E(o),95.512,29.796,2019,29.47,4133,0,other,0
M(e),95.866,29.992,2019,46.26,4312,0,moraine,0
E(o),95.905,29.982,2019,19.77,4189,0,other,0
E(o),95.909,29.905,2019,13.26,4168,0,other,0
M(o),95.982,29.87,2019,11.87,4707,0,moraine,0
M(o),96.141,29.598,2019,65.09,4025,0,moraine,0
M(o),96.161,29.579,2019,13.0,3874,0,moraine,0
E(o),96.257,29.907,2019,19.83,4578,0,other,0
E(o),96.399,29.904,2019,10.21,4892,0,other,0
E(o),96.38,29.893,2019,22.74,4681,0,other,0
M(o),96.391,29.883,2019,27.39,4691,0,moraine,0
M(e),96.325,29.874,2019,19.41,4117,0,moraine,0
M(o),96.37,29.867,2019,15.47,4775,0,moraine,0
M(o),96.351,29.823,2019,101.06,4870,0,moraine,0
E(o),96.375,29.762,2019,12.04,4810,0,other,0
E(c),96.308,29.706,2019,23.92,4845,0,other,0
E(o),96.47,29.626,2019,12.62,4364,0,other,0
E(c),96.375,29.571,2019,27.01,4279,0,other,0
M(e),96.553,29.664,2019,21.41,4696,0,moraine,0
E(o),94.526,29.177,2019,14.84,4258,0,other,0
E(c),94.969,29.504,2019,15.54,4451,0,other,0
E(c),94.816,29.33,2019,27.4,4151,0,other,0
E(o),94.922,29.316,2019,31.3,3657,0,other,0
O,94.77,29.256,2019,12.67,3294,0,other,0
E(c),94.783,29.226,2019,13.12,3683,0,other,0
E(c),94.78,29.222,2019,19.59,3754,0,other,0
E(o),94.398,28.978,2019,24.66,3111,0,other,0
E(o),95.038,29.483,2019,40.06,3897,0,other,0
E(o),95.074,29.478,2019,40.76,3474,0,other,0
E(o),95.227,29.254,2019,20.72,1441,0,other,0
E(o),95.242,29.069,2019,18.51,3823,0,other,0
E(c),95.237,29.058,2019,10.02,3743,0,other,0
E(c),95.453,29.188,2019,15.04,3866,0,other,0
E(c),95.451,29.183,2019,10.73,3922,0,other,0
E(o),95.486,29.18,2019,93.81,3533,0,other,0
E(o),95.491,29.163,2019,34.65,3544,0,other,0
E(o),95.464,29.161,2019,19.76,3826,0,other,0
E(o),95.493,29.144,2019,17.69,3673,0,other,0
E(o),95.405,29.14,2019,20.64,3765,0,other,0
E(o),95.263,29.062,2019,48.24,3668,0,other,0
E(c),95.546,29.763,2019,47.44,3474,0,other,0
E(o),95.528,29.723,2019,13.44,3065,0,other,0
E(c),95.613,29.633,2019,39.4,4320,0,other,0
E(o),95.74,29.599,2019,14.79,4010,0,other,0
E(c),95.691,29.596,2019,11.35,4314,0,other,0
E(o),95.679,29.557,2019,10.64,4199,0,other,0
E(c),95.693,29.513,2019,37.79,3922,0,other,0
E(o),95.63,29.377,2019,33.66,3750,0,other,0
E(o),95.558,29.374,2019,12.79,4049,0,other,0
E(o),95.718,29.374,2019,12.83,4046,0,other,0
E(o),95.712,29.372,2019,13.6,4042,0,other,0
E(c),95.696,29.367,2019,12.43,4282,0,other,0
E(o),95.598,29.363,2019,15.57,4150,0,other,0
E(o),95.583,29.359,2019,33.71,4193,0,other,0
E(o),95.656,29.359,2019,13.11,3951,0,other,0
E(c),95.664,29.356,2019,16.4,4091,0,other,0
E(c),95.732,29.347,2019,11.27,4140,0,other,0
E(c),95.695,29.347,2019,11.54,4101,0,other,0
E(c),95.741,29.336,2019,11.33,4111,0,other,0
E(o),95.59,29.324,2019,25.1,4016,0,other,0
E(v),95.64,29.304,2019,70.17,3322,0,other,0
E(o),95.725,29.304,2019,12.17,3952,0,other,0
E(o),95.74,29.283,2019,20.05,4168,0,other,0
E(c),95.739,29.273,2019,11.19,4023,0,other,0
E(o),95.659,29.237,2019,12.7,4016,0,other,0
E(o),95.596,29.234,2019,14.68,3750,0,other,0
E(c),95.654,29.233,2019,17.08,3915,0,other,0
E(c),95.545,29.202,2019,21.83,3838,0,other,0
E(o),95.505,29.2,2019,24.28,4104,0,other,0
E(c),95.592,29.195,2019,43.26,3708,0,other,0
E(c),95.795,29.539,2019,22.16,3895,0,other,0
E(c),95.804,29.535,2019,20.81,4065,0,other,0
M(o),95.987,29.387,2019,42.62,4251,0,moraine,0
M(o),95.951,29.375,2019,17.15,4296,0,moraine,0
E(o),95.873,29.371,2019,103.75,4344,0,other,0
M(o),95.927,29.354,2019,37.97,4357,0,moraine,0
M(o),95.902,29.352,2019,20.65,4212,0,moraine,0
M(o),95.915,29.352,2019,46.14,4357,0,moraine,0
E(o),95.871,29.335,2019,27.26,4025,0,other,0
E(o),95.847,29.327,2019,27.9,4290,0,other,0
E(o),95.857,29.323,2019,15.01,4169,0,other,0
E(c),95.16,28.72,2019,21.86,3640,0,other,0
E(o),95.252,28.964,2019,19.91,3717,0,other,0
E(o),95.298,28.943,2019,11.19,3780,0,other,0
E(o),95.323,28.922,2019,16.42,3841,0,other,0
E(o),95.313,28.899,2019,20.34,3788,0,other,0
E(o),95.316,28.876,2019,14.98,3847,0,other,0
E(o),95.447,29.176,2019,14.14,3906,0,other,0
E(o),95.45,29.167,2019,21.38,3945,0,other,0
O,95.437,29.141,2019,21.42,3322,0,other,0
E(o),95.439,29.129,2019,53.88,3284,0,other,0
E(o),95.397,29.12,2019,11.15,3914,0,other,0
E(c),95.48,29.117,2019,12.98,3706,0,other,0
E(o),95.438,29.085,2019,20.76,3706,0,other,0
E(c),95.427,29.074,2019,11.42,3670,0,other,0
E(o),95.405,29.072,2019,19.08,3864,0,other,0
E(o),95.742,29.208,2019,10.44,3913,0,other,0
O,95.617,29.176,2019,41.23,3063,0,other,0
E(o),95.736,29.172,2019,10.14,3652,0,other,0
E(o),95.674,29.166,2019,18.91,3771,0,other,0
E(o),95.566,29.092,2019,29.05,3247,0,other,0
E(o),95.501,29.084,2019,26.85,3480,0,other,0
E(c),95.887,29.294,2019,28.29,3517,0,other,0
O,95.925,29.27,2019,16.04,2605,0,other,0
E(o),95.957,29.251,2019,10.41,3738,0,other,0
E(o),95.993,29.25,2019,29.1,4204,0,other,0
E(o),95.98,29.239,2019,16.96,4155,0,other,0
E(o),95.981,29.232,2019,30.93,4167,0,other,0
E(o),95.962,29.229,2019,14.29,4328,0,other,0
E(o),95.749,29.219,2019,17.46,3951,0,other,0
E(o),95.797,29.202,2019,15.02,4054,0,other,0
E(o),95.826,29.173,2019,14.92,3790,0,other,0
E(o),95.772,29.153,2019,10.39,3864,0,other,0
E(o),95.946,29.074,2019,12.93,4165,0,other,0
E(c),95.91,29.019,2019,17.62,3671,0,other,0
E(o),95.885,29.011,2019,55.15,3778,0,other,0
E(c),95.263,28.977,2019,10.42,3769,0,other,0
E(o),95.34,28.917,2019,10.79,3901,0,other,0
E(o),95.334,28.911,2019,12.17,3789,0,other,0
E(c),95.377,28.875,2019,11.85,3504,0,other,0
E(o),95.334,28.875,2019,20.54,3756,0,other,0
E(o),95.35,28.873,2019,22.84,3647,0,other,0
E(o),95.34,28.863,2019,10.28,3789,0,other,0
E(o),95.32,28.848,2019,21.89,3913,0,other,0
E(c),95.35,28.831,2019,17.9,4046,0,other,0
E(o),95.398,28.746,2019,11.06,3787,0,other,0
E(o),95.905,29.005,2019,54.45,3598,0,other,0
E(c),95.861,28.979,2019,19.07,3622,0,other,0
M(o),96.082,29.338,2019,27.72,4290,0,moraine,0
E(c),96.008,29.335,2019,28.3,3985,0,other,0
E(o),96.114,29.325,2019,11.06,3962,0,other,0
E(o),96.117,29.321,2019,10.94,3975,0,other,0
E(o),96.125,29.315,2019,11.69,3996,0,other,0
E(o),96.136,29.309,2019,26.81,4204,0,other,0
E(o),96.142,29.304,2019,27.95,4221,0,other,0
E(o),96.082,29.302,2019,119.59,4274,0,other,0
E(o),96.001,29.292,2019,14.8,4079,0,other,0
E(o),96.134,29.288,2019,10.04,4045,0,other,0
E(o),96.091,29.283,2019,12.82,4204,0,other,0
E(o),96.157,29.269,2019,102.66,3991,0,other,0
E(o),96.138,29.257,2019,23.81,3766,0,other,0
E(c),96.209,29.256,2019,43.26,4623,0,other,0
E(o),96.028,29.249,2019,11.97,4133,0,other,0
E(o),96.074,29.241,2019,12.88,4199,0,other,0
E(o),96.192,29.229,2019,106.39,3473,0,other,0
E(c),96.072,29.226,2019,30.15,3992,0,other,0
E(o),96.16,29.226,2019,57.36,3313,0,other,0
E(o),96.069,29.211,2019,31.43,3816,0,other,0
E(c),96.192,29.197,2019,15.74,4321,0,other,0
E(o),96.203,29.196,2019,64.06,4246,0,other,0
E(c),96.112,29.191,2019,26.85,3775,0,other,0
E(o),96.216,29.185,2019,12.55,3965,0,other,0
E(c),96.087,29.183,2019,23.74,4263,0,other,0
E(o),96.175,29.176,2019,19.66,3523,0,other,0
E(o),96.069,29.155,2019,26.03,3588,0,other,0
E(c),96.017,29.147,2019,18.77,3758,0,other,0
E(c),96.066,29.145,2019,30.82,3949,0,other,0
E(c),96.036,29.141,2019,29.5,4139,0,other,0
E(o),96.23,29.107,2019,11.56,4333,0,other,0
E(o),96.173,29.1,2019,21.89,3949,0,other,0
E(c),96.223,29.096,2019,15.85,4355,0,other,0
E(c),95.997,29.096,2019,22.23,3346,0,other,0
E(c),96.243,29.092,2019,26.44,4117,0,other,0
E(o),96.211,29.091,2019,100.77,4188,0,other,0
E(o),96.162,29.091,2019,10.98,3822,0,other,0
E(o),96.201,29.083,2019,10.69,4049,0,other,0
E(c),96.145,29.079,2019,86.02,3945,0,other,0
E(o),96.23,29.077,2019,24.43,4217,0,other,0
E(c),96.147,29.069,2019,12.17,4031,0,other,0
E(o),96.22,29.061,2019,16.61,4451,0,other,0
O,96.144,29.051,2019,79.93,3602,0,other,0
E(c),96.193,29.044,2019,44.26,4164,0,other,0
E(o),96.22,29.042,2019,39.66,4317,0,other,0
E(o),96.178,29.036,2019,19.74,3944,0,other,0
E(c),96.223,29.03,2019,44.32,4199,0,other,0
E(o),96.193,29.03,2019,24.55,4235,0,other,0
E(o),96.044,29.026,2019,11.17,3564,0,other,0
E(o),96.178,29.024,2019,24.34,4067,0,other,0
E(o),96.062,29.018,2019,15.99,3757,0,other,0
E(c),96.084,29.009,2019,14.55,4018,0,other,0
E(o),96.218,29.008,2019,47.18,3664,0,other,0
E(o),96.182,29.008,2019,10.34,3914,0,other,0
E(o),96.245,29.244,2019,50.88,4360,0,other,0
E(c),96.26,29.094,2019,39.01,4001,0,other,0
E(c),96.303,29.06,2019,11.53,4152,0,other,0
E(c),96.331,29.05,2019,23.0,4385,0,other,0
E(o),96.304,29.04,2019,10.97,3986,0,other,0
E(c),96.318,29.031,2019,16.99,4139,0,other,0
E(c),96.311,29.023,2019,14.87,4253,0,other,0
E(c),96.297,29.022,2019,14.98,4165,0,other,0
E(c),96.184,29.001,2019,11.95,4009,0,other,0
E(o),96.188,28.989,2019,11.3,4316,0,other,0
E(c),96.069,28.987,2019,37.26,3627,0,other,0
E(o),96.197,28.985,2019,16.06,4033,0,other,0
E(c),96.038,28.952,2019,20.31,3634,0,other,0
E(c),96.168,28.948,2019,17.21,3886,0,other,0
E(o),96.02,28.941,2019,11.66,3449,0,other,0
E(c),96.19,28.923,2019,18.07,4001,0,other,0
E(o),96.178,28.913,2019,27.91,3802,0,other,0
E(c),96.151,28.889,2019,22.47,4079,0,other,0
E(o),96.197,28.887,2019,43.53,3255,0,other,0
E(o),96.137,28.886,2019,12.38,3720,0,other,0
E(o),96.171,28.852,2019,17.47,3976,0,other,0
E(o),96.127,28.846,2019,11.19,3697,0,other,0
E(o),96.244,28.828,2019,12.78,3740,0,other,0
E(o),96.121,28.821,2019,39.49,4060,0,other,0
E(c),96.145,28.82,2019,14.12,3723,0,other,0
E(c),96.122,28.814,2019,13.42,4115,0,other,0
E(c),96.155,28.803,2019,17.21,3866,0,other,0
E(c),96.055,28.793,2019,10.25,3948,0,other,0
E(o),96.148,28.792,2019,32.99,3676,0,other,0
E(o),96.125,28.542,2019,10.62,4031,0,other,0
E(c),96.257,28.992,2019,15.12,4077,0,other,0
E(o),96.371,28.944,2019,12.61,4236,0,other,0
E(o),96.369,28.935,2019,18.54,4001,0,other,0
E(o),96.339,28.928,2019,48.39,4011,0,other,0
E(o),96.311,28.924,2019,15.64,3851,0,other,0
E(c),96.368,28.924,2019,10.38,4109,0,other,0
O,96.383,28.919,2019,48.87,3302,0,other,0
E(o),96.494,28.89,2019,17.29,3366,0,other,0
E(o),96.372,28.879,2019,27.5,4090,0,other,0
E(o),96.477,28.877,2019,34.69,3166,0,other,0
O,96.394,28.875,2019,41.33,3119,0,other,0
O,96.436,28.874,2019,16.76,3220,0,other,0
O,96.44,28.862,2019,11.42,2979,0,other,0
E(c),96.249,28.861,2019,11.21,3847,0,other,0
E(o),96.355,28.847,2019,14.96,3760,0,other,0
E(o),96.25,28.832,2019,15.75,3835,0,other,0
E(c),96.359,28.823,2019,19.15,3941,0,other,0
E(c),96.459,28.809,2019,35.25,4078,0,other,0
E(o),96.44,28.802,2019,30.97,4114,0,other,0
E(o),96.484,28.801,2019,34.81,3819,0,other,0
E(o),96.386,28.765,2019,13.52,3855,0,other,0
E(o),96.375,28.749,2019,25.74,3784,0,other,0
E(o),96.353,28.748,2019,34.0,3618,0,other,0
E(c),96.413,28.74,2019,12.04,4105,0,other,0
E(o),96.446,28.729,2019,21.19,4086,0,other,0
E(c),96.485,28.727,2019,28.63,4084,0,other,0
E(c),96.392,28.727,2019,19.81,4176,0,other,0
E(o),96.422,28.725,2019,16.86,4218,0,other,0
E(o),96.405,28.721,2019,17.45,4097,0,other,0
E(c),96.426,28.666,2019,20.84,4238,0,other,0
E(c),96.486,28.66,2019,30.67,4125,0,other,0
E(c),96.439,28.617,2019,10.66,3914,0,other,0
E(o),96.312,28.614,2019,11.33,3968,0,other,0
E(c),96.32,28.608,2019,23.55,4239,0,other,0
E(o),96.408,28.565,2019,14.11,4124,0,other,0
E(o),96.355,28.563,2019,10.39,4152,0,other,0
E(c),96.366,28.563,2019,10.25,3897,0,other,0
E(o),96.443,28.545,2019,12.55,4297,0,other,0
E(o),96.394,28.539,2019,11.72,4010,0,other,0
E(c),96.424,28.524,2019,14.09,4096,0,other,0
E(c),96.444,28.522,2019,10.03,4157,0,other,0
E(o),96.25,28.521,2019,16.14,3636,0,other,0
E(c),96.398,28.519,2019,15.49,4247,0,other,0
E(c),96.398,28.513,2019,26.12,4345,0,other,0
E(o),96.391,28.505,2019,21.9,4560,0,other,0
E(c),96.377,28.421,2019,12.36,3763,0,other,0
E(o),96.515,28.923,2019,13.69,4091,0,other,0
E(o),96.51,28.872,2019,18.7,3926,0,other,0
E(o),96.497,28.838,2019,21.0,3388,0,other,0
E(o),96.532,28.829,2019,37.63,3584,0,other,0
E(c),96.538,28.807,2019,17.48,4187,0,other,0
E(o),96.512,28.801,2019,26.17,4344,0,other,0
O,96.531,28.776,2019,101.67,3510,0,other,0
O,96.517,28.764,2019,14.33,3502,0,other,0
O,96.511,28.745,2019,24.68,3219,0,other,0
E(o),96.505,28.707,2019,26.84,4018,0,other,0
E(c),96.572,28.697,2019,20.56,4133,0,other,0
E(c),96.551,28.694,2019,33.52,4220,0,other,0
E(c),96.584,28.687,2019,21.37,4132,0,other,0
E(o),96.633,28.685,2019,12.1,4299,0,other,0
E(o),96.51,28.676,2019,20.27,4310,0,other,0
E(o),96.611,28.668,2019,22.91,4492,0,other,0
E(o),96.632,28.666,2019,17.58,4217,0,other,0
M(e),96.124,29.365,2019,25.07,3995,0,moraine,0
E(o),96.195,29.329,2019,25.27,4286,0,other,0
E(o),96.209,29.324,2019,25.02,4333,0,other,0
E(c),96.156,29.305,2019,21.0,4233,0,other,0
M(o),96.245,29.264,2019,17.37,4408,0,moraine,0
M(o),96.246,29.257,2019,89.3,4432,0,moraine,0
M(e),96.375,29.387,2019,29.13,4997,0,moraine,0
M(o),96.279,29.224,2019,66.27,4207,0,moraine,0
E(c),96.346,29.175,2019,27.74,4298,0,other,0
M(e),96.327,29.175,2019,46.2,4379,0,moraine,0
M(o),96.324,29.13,2019,26.67,4392,0,moraine,0
M(o),96.399,29.127,2019,10.09,4066,0,moraine,0
M(e),96.617,29.597,2019,10.44,5104,0,moraine,0
M(e),96.674,29.589,2019,19.1,4631,0,moraine,0
M(e),96.63,29.561,2019,12.4,4919,0,moraine,0
O,96.701,29.491,2019,610.17,3916,0,other,0
M(e),96.627,29.421,2019,31.33,4079,0,moraine,0
