Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1,area_t2,expansion_ha_peryr
1071,E(o),92.743,30.381,2023,15.7,5132,0,other,0,18.209355360419107,18.209339841021855,18.209355360419107,3.1038794503501776e-06
1072,E(o),92.735,30.35,2023,87.32,5112,0,other,0,69.04562914879878,69.58808491768711,69.04562914879878,-0.10849115377766623
1073,E(o),92.682,30.292,2023,14.59,5168,0,other,0,12.32862861540486,12.483703739356189,12.32862861540486,-0.031015024790265855
1074,O,92.511,30.288,2023,11.27,5182,0,other,0,3.7224510180293815,7.056268644189637,3.7224510180293815,-0.6667635252320511
1075,E(o),92.596,30.256,2023,17.98,5021,0,other,0,10.318296484089371,20.4815507245564,10.318296484089371,-2.0326508480934056
1076,O,92.503,30.253,2023,21.86,5056,0,other,0,15.203495831774411,16.36703977988494,15.203495831774411,-0.2327087896221059
1077,E(o),92.549,30.237,2023,33.39,5061,0,other,0,23.27449861864912,27.07604087718732,23.27449861864912,-0.7603084517076404
1078,O,92.563,30.231,2023,23.52,5048,0,other,0,23.27449861864912,27.07604087718732,23.27449861864912,-0.7603084517076404
1079,O,92.536,30.218,2023,12.44,5017,0,other,0,34.45356741718786,33.83297521470583,34.45356741718786,0.12411844049640593
1080,E(o),92.569,30.217,2023,17.84,5037,0,other,0,21.88398144246751,23.82405877653608,21.88398144246751,-0.38801546681371446
1081,O,92.517,30.216,2023,48.36,4981,0,other,0,34.45356741718786,33.83297521470583,34.45356741718786,0.12411844049640593
1082,E(o),92.573,30.21,2023,32.43,5037,0,other,0,21.88398144246751,23.82405877653608,21.88398144246751,-0.38801546681371446
1083,O,92.541,30.189,2023,42.22,4955,0,other,0,32.36744783945802,16.76550172689687,32.36744783945802,3.120389222512231
1084,E(o),92.99,30.999,2023,18.44,5010,0,other,0,11.392016161693896,9.467641251666901,11.392016161693897,0.38487498200539927
1085,O,92.832,30.996,2023,23.34,4830,0,other,0,8.236417594045488,6.081115384203532,8.236417594045488,0.4310604419683912
1086,O,92.889,30.988,2023,13.11,4956,0,other,0,8.160141510446387,7.159370079118406,8.160141510446387,0.20015428626559614
1087,E(o),92.941,30.976,2023,441.76,4904,0,other,0,415.67892591694584,416.21790482189914,415.67892591694584,-0.1077957809906593
1088,O,92.825,30.957,2023,16.94,4920,0,other,0,144.03483855510308,150.0427047207229,144.03483855510308,-1.2015732331239632
1089,O,92.867,30.956,2023,23.23,4890,0,other,0,94.8808199491398,95.41995398450366,94.88081994913979,-0.1078268070727745
1090,O,92.89,30.949,2023,118.54,4892,0,other,0,94.8808199491398,95.41995398450366,94.88081994913979,-0.1078268070727745
1091,O,92.828,30.935,2023,222.71,4886,0,other,0,193.17996482194673,200.42030749975495,193.17996482194673,-1.4480685355616458
1092,E(o),92.775,30.934,2023,122.17,4835,0,other,0,104.90905487813102,106.21852475263171,104.90905487813102,-0.26189397490013844
1093,E(o),92.817,30.906,2023,177.1,4960,0,other,0,166.19311281390657,167.42586106900563,166.19311281390657,-0.2465496510198136
1094,E(o),92.91,30.896,2023,266.63,4923,0,other,0,235.48437210981305,238.64374225002044,235.48437210981305,-0.6318740280414772
1095,E(o),92.951,30.894,2023,205.95,4958,0,other,0,167.90798723128694,169.44923469536778,167.90798723128694,-0.308249492816168
1096,O,92.86,30.893,2023,12.43,4921,0,other,0,28.361307986582048,32.523145944638564,28.361307986582048,-0.8323675916113032
1097,E(o),92.881,30.879,2023,52.44,4982,0,other,0,56.94891927766925,57.56538870267024,56.94891927766925,-0.1232938850001986
1098,E(o),92.86,30.878,2023,21.32,4925,0,other,0,34.91283771365015,40.15376140027391,34.91283771365015,-1.048184737324752
1099,E(o),92.775,30.739,2023,11.7,4864,0,other,0,1.3892949036802629,2.469819796604796,1.3892949036802629,-0.21610497858490665
1100,E(o),92.875,30.736,2023,20.95,4911,0,other,0,13.198682597957616,9.339422932430727,13.198682597957616,0.7718519331053777
1101,E(o),92.191,29.989,2023,13.63,5123,0,other,0,8.088737798526143,9.177595184917992,8.088737798526143,-0.21777147727836982
1102,E(o),92.068,29.928,2023,14.0,4939,0,other,0,9.805831737144231,9.728007680410903,9.805831737144233,0.015564811346666119
1103,E(o),92.208,29.866,2023,16.79,5227,0,other,0,11.75882993209174,10.201376914596123,11.758829932091741,0.3114906034991236
1104,E(o),92.242,29.83,2023,15.07,5179,0,other,0,9.97125461934358,9.893358540999984,9.971254619343581,0.01557921566871947
1105,E(o),92.043,29.57,2023,13.57,5312,0,other,0,10.231453982524972,9.450410868301194,10.231453982524972,0.1562086228447555
1106,E(o),92.395,29.808,2023,24.92,5052,0,other,0,26.966517494245597,26.498885127002843,26.966517494245597,0.09352647344855072
1107,E(o),92.413,29.796,2023,15.75,4975,0,other,0,60.9486980238355,60.0913570647961,60.9486980238355,0.1714681918078796
1108,E(o),92.389,29.795,2023,17.68,4976,0,other,0,139.90366947211945,139.51397697256786,139.90366947211945,0.0779384999103172
1109,E(o),92.388,29.779,2023,154.54,4916,0,other,0,139.90366947211945,139.51397697256786,139.90366947211945,0.0779384999103172
1110,E(o),92.457,29.778,2023,11.84,4996,0,other,0,10.600859076770242,10.28906463402248,10.600859076770242,0.062358888549552204
1111,E(o),92.442,29.77,2023,14.89,4924,0,other,0,10.600859076770242,10.28906463402248,10.600859076770242,0.062358888549552204
1112,O,92.387,29.734,2023,16.53,4746,0,other,0,11.30648090447711,10.370789048639821,11.30648090447711,0.18713837116745785
1113,E(o),92.394,29.667,2023,53.86,4677,0,other,0,0.4681546653813327,35.65868963283405,0.4681546653813327,-7.038106993490542
1114,E(o),92.253,29.639,2023,35.47,4862,0,other,0,25.053686488604736,25.131736685836657,25.053686488604736,-0.01561003944638415
1115,E(o),92.327,29.619,2023,11.54,4974,0,other,0,6.167163193587592,3.5129147386367325,6.167163193587592,0.5308496909901719
1116,O,93.097,31.148,2023,10.32,4994,0,other,0,20.212530348518825,21.057926374829734,20.212530348518822,-0.16907920526218234
1117,O,93.119,31.147,2023,27.83,5002,0,other,0,20.212530348518825,21.057926374829734,20.212530348518822,-0.16907920526218234
1118,O,93.177,31.132,2023,692.16,5007,0,other,0,641.9100478304337,629.2290998379028,641.9100478304337,2.5361895985061667
1119,E(o),93.144,31.103,2023,101.01,5024,0,other,0,93.03582231324036,93.26648905451194,93.03582231324035,-0.04613334825431821
1120,E(o),93.163,31.081,2023,14.03,5071,0,other,0,27.680547036649095,27.91122070920081,27.680547036649095,-0.04613473451034267
1121,O,93.05,31.078,2023,40.27,4950,0,other,0,30.14847411190481,8.22933360103053,30.14847411190481,4.3838281021748555
1122,E(o),93.088,31.004,2023,71.5,5040,0,other,0,61.65267806546597,61.88355044964133,61.65267806546597,-0.04617447683507123
1123,E(o),93.292,31.065,2023,51.21,5047,0,other,0,33.998852980499066,28.383726225483183,33.998852980499066,1.1230253510031765
1124,E(o),93.301,31.054,2023,20.6,5055,0,other,0,34.468603830396376,34.23781681722702,34.468603830396376,0.046157402633870956
1125,O,93.016,30.909,2023,15.25,4958,0,other,0,11.40286660539687,11.8651473129258,11.40286660539687,-0.09245614150578589
1126,E(o),93.018,30.903,2023,11.34,4957,0,other,0,11.40286660539687,11.8651473129258,11.40286660539687,-0.09245614150578589
1127,M(e),90.223,28.928,2023,48.29,5109,0,moraine,0,59.260368641719246,53.601446398663484,59.260368641719246,1.1317844486111526
1128,M(e),90.192,28.257,2023,10.09,5451,0,moraine,0,57.35210725329458,58.22243065398928,57.35210725329458,-0.17406468013894028
1129,M(e),90.185,28.245,2023,60.02,5455,0,moraine,0,57.35210725329458,58.22243065398928,57.35210725329458,-0.17406468013894028
1130,M(e),90.276,28.265,2023,11.44,5829,0,moraine,0,13.60383018691046,13.050176380236328,13.603830186910459,0.11073076133482615
1131,M(e),90.622,28.454,2023,19.35,5286,0,moraine,0,73.35056364465014,53.28964808137079,73.35056364465014,4.012183112655869
1132,E(o),91.115,28.592,2023,11.65,5362,0,other,0,8.909784119821108,8.909784119821108,8.909784119821108,0.0
1133,E(o),91.155,28.587,2023,10.48,5563,0,other,0,10.568518967936969,8.75254080359722,10.568518967936967,0.3631956328679493
1134,O,91.525,28.546,2023,101.76,5083,0,other,0,102.07386993288092,104.99262910360137,102.07386993288091,-0.5837518341440926
1135,O,91.597,28.538,2023,26.23,5070,0,other,0,0.8677386578323183,1.6565984544430596,0.8677386578323183,-0.15777195932214827
1136,O,91.562,28.53,2023,45.15,5153,0,other,0,25.719059311499727,35.10765347552784,25.719059311499727,-1.8777188328056227
1137,M(e),90.496,28.238,2023,15.24,5608,0,moraine,0,34.1004658598862,39.63594535518988,34.1004658598862,-1.1070958990607367
1138,M(e),90.384,28.204,2023,33.11,5424,0,moraine,0,155.37144500400868,133.60564518270186,155.37144500400868,4.353159964261363
1139,M(e),90.674,28.333,2023,11.37,4650,0,moraine,0,10.907639503925312,11.223799881583004,10.907639503925312,-0.06323207553153835
1140,E(c),90.741,28.303,2023,10.96,4769,0,other,0,69.09338191274777,54.88176912202422,69.09338191274777,2.842322558144711
1141,M(e),90.647,28.3,2023,28.67,5467,0,moraine,0,217.38845495706505,137.20419524650558,217.38845495706502,16.036851942111888
1142,M(e),90.607,28.299,2023,11.67,5354,0,moraine,0,42.78071054579656,31.235527258405806,42.78071054579656,2.3090366574781505
1143,M(e),90.736,28.273,2023,167.03,4510,0,moraine,0,131.83266163997726,132.06993246326462,131.83266163997726,-0.04745416465747212
1144,M(e),90.589,28.272,2023,45.4,5414,0,moraine,0,52.28515475124957,48.09281505906536,52.28515475124957,0.8384679384368425
1145,M(e),90.712,28.247,2023,18.15,4689,0,moraine,0,83.4598535544812,82.58966389503661,83.4598535544812,0.17403793188891825
1146,M(e),90.743,28.244,2023,11.99,4657,0,moraine,0,83.30163594955874,82.43144652278501,83.30163594955874,0.1740378853547469
1147,M(e),90.724,28.241,2023,88.56,4654,0,moraine,0,83.4598535544812,82.58966389503661,83.4598535544812,0.17403793188891825
1148,M(e),90.506,28.241,2023,21.53,5470,0,moraine,0,34.1004658598862,39.63594535518988,34.1004658598862,-1.1070958990607367
1149,M(e),90.604,28.129,2023,10.46,5199,0,moraine,0,33.98112265011057,31.921781385441918,33.98112265011057,0.41186825293373064
1150,M(e),90.566,28.123,2023,67.52,5172,0,moraine,0,63.91177006287239,64.46618221893394,63.91177006287239,-0.11088243121230903
1151,M(e),90.738,28.096,2023,67.74,5004,0,moraine,0,70.81958026458472,66.70024611209892,70.81958026458472,0.8238668304971583
1152,M(e),90.605,28.086,2023,35.31,5202,0,moraine,0,33.98112265011057,31.921781385441918,33.98112265011057,0.41186825293373064
1153,E(o),90.652,28.081,2023,18.65,4999,0,other,0,46.90711641264312,30.10886307570941,46.90711641264312,3.3596506673867417
1154,M(o),90.743,28.078,2023,17.78,5172,0,moraine,0,160.55191390804845,153.81589094701692,160.55191390804845,1.3472045922063045
1155,M(e),90.661,28.078,2023,10.04,5074,0,moraine,0,46.90711641264312,30.10886307570941,46.90711641264312,3.3596506673867417
1156,M(o),90.584,28.078,2023,10.66,5312,0,moraine,0,42.633439001299315,36.13538111034989,42.633439001299315,1.2996115781898852
1157,M(o),90.656,28.071,2023,40.3,5020,0,moraine,0,46.90711641264312,30.10886307570941,46.90711641264312,3.3596506673867417
1158,M(o),90.648,28.064,2023,24.57,5105,0,moraine,0,46.90711641264312,30.10886307570941,46.90711641264312,3.3596506673867417
1159,M(e),90.602,28.059,2023,40.1,4862,0,moraine,0,47.86352220766918,41.44470951423662,47.86352220766918,1.2837625386865112
1160,M(e),90.597,28.049,2023,31.09,4990,0,moraine,0,47.86352220766918,41.44470951423662,47.86352220766918,1.2837625386865112
1161,E(o),90.851,28.353,2023,14.81,4624,0,other,0,10.35244752754929,10.431471680988718,10.35244752754929,-0.01580483068788574
1162,E(o),90.852,28.307,2023,14.1,4648,0,other,0,12.570995345562787,18.02662871483912,12.570995345562789,-1.0911266738552663
1163,M(o),90.75,28.281,2023,30.82,4722,0,moraine,0,131.83266163997726,132.06993246326462,131.83266163997726,-0.04745416465747212
1164,M(e),90.787,28.086,2023,216.41,5165,0,moraine,0,252.8071456377028,230.06800874452526,252.8071456377028,4.547827378635509
1165,E(o),90.903,28.059,2023,52.05,4768,0,other,0,46.991770099986155,45.88240807741689,46.991770099986155,0.22187240451385293
1166,E(o),90.953,28.049,2023,40.51,4642,0,other,0,30.35205367436999,25.20205545024375,30.35205367436999,1.029999644825248
1167,M(o),90.919,28.046,2023,16.66,4933,0,moraine,0,46.991770099986155,45.88240807741689,46.991770099986155,0.22187240451385293
1168,M(o),90.907,28.04,2023,11.45,4924,0,moraine,0,45.48624519722436,44.69383677103957,45.48624519722436,0.15848168523695846
1169,M(o),90.84,28.021,2023,15.82,4985,0,moraine,0,51.13034527698617,18.867101885572964,51.13034527698617,6.452648678282641
1170,M(o),90.843,28.018,2023,18.96,4957,0,moraine,0,51.13034527698617,18.867101885572964,51.13034527698617,6.452648678282641
1171,E(o),90.929,28.016,2023,18.07,4801,0,other,0,58.749242554946406,58.907844563945766,58.749242554946406,-0.03172040179987192
1172,E(o),90.979,28.015,2023,12.17,4252,0,other,0,5.708039378495612,17.279986315609303,5.708039378495612,-2.314389387422738
1173,E(c),90.984,28.013,2023,20.9,4277,0,other,0,5.708039378495612,24.809970526793045,5.708039378495612,-3.820386229659486
1174,E(o),90.905,28.003,2023,87.32,4754,0,other,0,73.89341427876832,74.21059410898978,73.89341427876832,-0.06343596604429251
1175,E(o),90.932,28.001,2023,13.93,4663,0,other,0,73.57625927454373,73.89343771684177,73.57625927454373,-0.06343568845960874
1176,M(e),91.079,28.351,2023,77.2,4787,0,moraine,0,269.66999713025757,162.34801351824282,269.66999713025757,21.46439672240295
1177,M(e),91.07,28.305,2023,18.87,4727,0,moraine,0,78.51050011408195,50.52214233321011,78.51050011408195,5.597671556174367
1178,E(c),91.234,28.075,2023,11.43,4686,0,other,0,46.34579805237048,44.682089264248816,46.345798052370476,0.332741757624332
1179,E(o),91.004,28.045,2023,12.84,4085,0,other,0,8.163947873131171,52.94750373531397,8.163947873131171,-8.95671117243656
1180,E(o),91.003,28.034,2023,76.9,4200,0,other,0,8.163947873131171,52.94750373531397,8.163947873131171,-8.95671117243656
1181,E(o),91.036,28.023,2023,11.43,4260,0,other,0,0.7927803678221588,3.329707683203007,0.7927803678221588,-0.5073854630761696
1182,E(o),91.044,28.013,2023,10.44,4421,0,other,0,0.9514570609546478,3.329707683203007,0.9514570609546478,-0.4756501244496718
1183,E(o),91.027,28.01,2023,12.41,4251,0,other,0,0.9514570609546478,3.329707683203007,0.9514570609546478,-0.4756501244496718
1184,O,91.487,28.518,2023,16.29,5125,0,other,0,,9.941833985966893,,
1185,E(o),91.257,28.088,2023,56.11,4630,0,other,0,54.50534604108458,52.04944917590137,54.50534604108458,0.4911793730366412
1186,E(o),91.261,28.045,2023,12.47,4600,0,other,0,8.161431522227304,8.640651184771075,8.161431522227304,-0.0958439325087543
1187,E(o),91.294,28.043,2023,12.82,4780,0,other,0,27.3457852455231,23.8583290055857,27.3457852455231,0.6974912479874803
1188,E(c),91.292,28.012,2023,11.21,4622,0,other,0,27.3457852455231,23.8583290055857,27.3457852455231,0.6974912479874803
1189,E(o),91.262,28.001,2023,18.16,4464,0,other,0,16.65023801472532,16.09522802056433,16.65023801472532,0.11100199883219801
1190,E(o),90.817,27.988,2023,10.54,4905,0,other,0,8.08851713882016,7.77131825358579,8.08851713882016,0.06343977704687412
1191,E(o),90.827,27.984,2023,10.85,4737,0,other,0,8.08851713882016,7.77131825358579,8.08851713882016,0.06343977704687412
1192,E(o),90.894,27.967,2023,22.1,4579,0,other,0,17.845279298272175,9.43823253469991,17.845279298272175,1.681409352714453
1193,E(o),90.955,27.956,2023,12.03,4606,0,other,0,7.217100567233682,2.45893285479079,7.217100567233682,0.9516335424885783
1194,E(c),90.974,27.947,2023,11.2,4426,0,other,0,9.35842156500257,2.5390282693590502,9.35842156500257,1.363878659128704
1195,E(o),90.945,27.939,2023,11.87,4504,0,other,0,5.711031428351967,2.5390282693590502,5.711031428351967,0.6344006317985834
1196,E(o),90.845,27.913,2023,14.42,4509,0,other,0,8.331953048390616,5.951022223807906,8.331953048390616,0.47618616491654214
1197,E(c),90.98,27.903,2023,13.54,4290,0,other,0,19.99985599619004,15.15925380475132,19.99985599619004,0.968120438287744
1198,E(o),90.997,27.896,2023,33.11,4361,0,other,0,19.99985599619004,11.111942452310307,19.99985599619004,1.7775827087759464
1199,E(c),90.966,27.891,2023,25.72,4359,0,other,0,9.206678908008763,15.15925380475132,9.206678908008763,-1.1905149793485112
1200,E(c),90.999,27.875,2023,11.54,4203,0,other,0,19.99985599619004,11.111942452310307,19.99985599619004,1.7775827087759464
1201,E(o),90.85,27.866,2023,10.38,4600,0,other,0,36.59199603930242,40.48098926056623,36.59199603930242,-0.777798644252762
1202,E(o),91.215,27.985,2023,15.78,4311,0,other,0,7.374751680940534,6.344307042572286,7.374751680940534,0.20608892767364964
1203,E(o),91.056,27.956,2023,13.72,4055,0,other,0,0.3172942895194605,3.9660175859164286,0.31729428951946054,-0.7297446592793937
1204,E(o),91.241,27.909,2023,14.74,4347,0,other,0,18.250711452843117,18.012640430095956,18.250711452843117,0.04761420454943206
1205,E(o),91.242,27.902,2023,10.02,4180,0,other,0,18.250711452843117,18.012640430095956,18.250711452843117,0.04761420454943206
1206,E(o),91.014,27.877,2023,12.25,4162,0,other,0,16.746005691278206,11.111942452310307,16.746005691278206,1.1268126477935798
1207,E(o),91.24,27.803,2023,15.09,4077,0,other,0,3.733319377387868,0.23829556748366668,3.733319377387868,0.6990047619808403
1208,E(c),91.287,27.996,2023,17.81,4522,0,other,0,16.65023801472532,16.09522802056433,16.65023801472532,0.11100199883219801
1209,E(c),91.426,27.963,2023,13.31,4858,0,other,0,11.738620365788984,11.659308740953739,11.738620365788984,0.01586232496704909
1210,E(c),91.27,27.931,2023,39.76,4732,0,other,0,35.22617758607555,48.316029462992724,35.22617758607555,-2.6179703753834347
1211,E(o),91.3,27.929,2023,20.27,4371,0,other,0,14.598074580321382,48.316029462992724,14.598074580321382,-6.743590976534269
1212,E(c),91.26,27.914,2023,26.95,4744,0,other,0,35.22617758607555,34.27409777321704,35.22617758607555,0.1904159625717014
1213,E(c),91.29,27.904,2023,31.66,4625,0,other,0,15.31603160031714,19.12760981173346,15.31603160031714,-0.762315642283264
1214,E(c),91.306,27.893,2023,21.44,4060,0,other,0,15.31603160031714,18.016476040359205,15.31603160031714,-0.5400888880084128
1215,E(o),91.281,27.884,2023,12.54,4802,0,other,0,15.31603160031714,19.12760981173346,15.31603160031714,-0.762315642283264
1216,E(c),91.271,27.843,2023,19.59,3980,0,other,0,15.32477254007544,14.371935343788683,15.32477254007544,0.19056743925735126
1217,M(o),90.355,28.046,2023,48.12,5278,0,moraine,0,81.6378614866357,82.58897304761834,81.6378614866357,-0.1902223121965278
1218,M(e),90.364,28.037,2023,84.1,5216,0,moraine,0,81.6378614866357,82.58897304761834,81.6378614866357,-0.1902223121965278
1219,M(e),90.374,28.014,2023,72.68,5182,0,moraine,0,88.79044123587833,90.53438957609033,88.79044123587833,-0.3487896680424001
1220,M(o),90.353,28.014,2023,16.95,5300,0,moraine,0,87.44278932070645,88.79036437398479,87.44278932070645,-0.26951501065566674
1221,M(o),90.328,28.005,2023,35.64,5376,0,moraine,0,34.012730860061204,33.85417218704813,34.012730860061204,0.03171173460261514
1222,M(o),90.311,28.002,2023,10.53,5461,0,moraine,0,34.012730860061204,40.35875891966964,34.012730860061204,-1.2692056119216872
1223,E(c),90.537,28.04,2023,17.91,5002,0,other,0,51.03548885869368,49.133424819094515,51.03548885869368,0.38041280791983356
1224,M(o),90.546,28.038,2023,15.05,4993,0,moraine,0,63.318434383286736,63.95216219678061,63.318434383286736,-0.1267455626987754
1225,M(o),90.625,28.034,2023,26.46,5172,0,moraine,0,45.72792237693785,28.84760603233942,45.72792237693785,3.3760632689196854
1226,E(o),90.664,28.034,2023,31.04,4715,0,other,0,27.50388855197637,27.979467024159316,27.50388855197637,-0.09511569443658914
1227,M(e),90.709,28.022,2023,145.52,4868,0,moraine,0,168.13359918050935,146.09651007977968,168.13359918050935,4.407417820145935
1228,M(o),90.572,28.006,2023,13.49,5155,0,moraine,0,12.21058373236776,12.686353114935713,12.210583732367759,-0.09515387651359078
1229,E(o),90.705,28.003,2023,33.03,4927,0,other,0,117.32255626569574,116.45044767111635,117.32255626569574,0.1744217189158775
1230,I(s),90.54,28.003,2023,23.97,4700,0,ice,1,24.816303145012284,22.51707615934315,24.816303145012284,0.4598453971338266
1231,M(l),90.418,27.99,2023,33.1,5178,0,moraine,0,39.64728828978838,37.8235417510144,39.64728828978838,0.3647493077547949
1232,M(o),90.38,27.987,2023,13.26,5242,0,moraine,0,27.747849063610783,26.003670387885535,27.747849063610786,0.3488357351450503
1233,M(l),90.437,27.984,2023,21.73,5093,0,moraine,0,39.64728828978838,37.8235417510144,39.64728828978838,0.3647493077547949
1234,M(o),90.381,27.98,2023,20.26,5233,0,moraine,0,19.904727824475103,19.904730830695225,19.904727824475103,-6.012440245228845e-07
1235,M(o),90.331,27.97,2023,22.19,5314,0,moraine,0,23.71358702022545,23.872204593337358,23.71358702022545,-0.03172351462238154
1236,M(o),90.412,27.968,2023,22.89,5208,0,moraine,0,39.33012271328335,37.8235417510144,39.33012271328335,0.3013161924537897
1237,M(o),90.378,27.946,2023,10.42,5273,0,moraine,0,18.5636159472151,18.40494893440272,18.5636159472151,0.03173340256247599
1238,M(o),90.397,27.94,2023,19.37,5203,0,moraine,0,18.5636159472151,18.40494893440272,18.5636159472151,0.03173340256247599
1239,M(o),90.295,27.931,2023,10.0,5183,0,moraine,0,19.438935664354695,8.092435481706456,19.438935664354698,2.2693000365296485
1240,M(o),90.408,27.918,2023,17.69,5143,0,moraine,0,18.5636159472151,18.325620177784405,18.5636159472151,0.047599153886139334
1241,M(o),90.276,27.906,2023,22.46,5160,0,moraine,0,89.84502064422131,90.55899241012062,89.84502064422131,-0.14279435317986328
1242,M(e),90.29,27.89,2023,114.2,5059,0,moraine,0,89.84502064422131,90.55899241012062,89.84502064422131,-0.14279435317986328
1243,M(o),90.298,27.883,2023,15.99,5116,0,moraine,0,89.84502064422131,90.55899241012062,89.84502064422131,-0.14279435317986328
1244,M(o),90.28,27.876,2023,24.66,5038,0,moraine,0,89.84502064422131,90.55899241012062,89.84502064422131,-0.14279435317986328
1245,M(e),90.303,27.872,2023,41.54,5033,0,moraine,0,83.49599822561066,83.6544308697466,83.49599822561066,-0.031686528827188455
1246,M(e),90.295,27.861,2023,18.64,4959,0,moraine,0,40.16684085036926,39.05550662481967,40.16684085036926,0.22226684510991818
1247,M(o),90.333,27.849,2023,13.41,5050,0,moraine,0,9.130839380284936,11.989206837222882,9.130839380284936,-0.5716734913875893
1248,E(o),90.302,27.846,2023,19.16,4902,0,other,0,20.877755512244285,21.673243571665083,20.877755512244285,-0.15909761188415955
1249,E(o),90.272,27.819,2023,21.42,4898,0,other,0,15.8841029548055,12.786708215523202,15.884102954805499,0.6194789478564594
1250,E(c),90.394,27.819,2023,12.12,4764,0,other,0,6.35365897945586,5.242274479067143,6.35365897945586,0.22227690007774328
1251,E(o),90.363,27.814,2023,11.15,4776,0,other,0,4.765444613325927,5.2419977013817105,4.765444613325927,-0.09531061761115663
1252,E(o),90.254,27.813,2023,11.48,4815,0,other,0,15.8841029548055,17.078750736327994,15.884102954805499,-0.2389295563044989
1253,E(c),90.406,27.81,2023,33.42,4701,0,other,0,6.35365897945586,15.808690564186358,6.35365897945586,-1.8910063169460998
1254,E(c),90.398,27.803,2023,11.36,4825,0,other,0,6.35365897945586,15.808690564186358,6.35365897945586,-1.8910063169460998
1255,E(c),90.409,27.792,2023,14.6,4759,0,other,0,4.845850397149802,15.808690564186358,4.845850397149802,-2.192568033407311
1256,E(c),90.398,27.792,2023,10.94,4826,0,other,0,4.845850397149802,15.808690564186358,4.845850397149802,-2.192568033407311
1257,E(c),90.421,27.792,2023,27.76,4527,0,other,0,4.845850397149802,15.808690564186358,4.845850397149802,-2.192568033407311
1258,E(o),90.442,27.781,2023,12.78,4563,0,other,0,6.992193032497896,15.808690564186358,6.992193032497896,-1.7632995063376924
1259,E(c),90.4,27.78,2023,11.02,4532,0,other,0,4.845850397149802,15.649815047620708,4.845850397149802,-2.160792930094181
1260,E(c),90.416,27.77,2023,25.82,4689,0,other,0,6.67436506427563,15.808690564186358,6.67436506427563,-1.8268650999821456
1261,E(c),90.298,27.756,2023,10.83,4630,0,other,0,5.3252487969656634,9.299296151829518,5.3252487969656634,-0.7948094709727709
1262,E(o),90.293,27.749,2023,17.2,4569,0,other,0,5.3252487969656634,9.299296151829518,5.3252487969656634,-0.7948094709727709
1263,E(c),90.296,27.738,2023,10.21,4389,0,other,0,5.3252487969656634,9.299296151829518,5.3252487969656634,-0.7948094709727709
1264,E(c),90.326,27.72,2023,30.88,4231,0,other,0,13.9907816515125,20.90660234558461,13.9907816515125,-1.383164138814422
1265,E(o),90.29,27.716,2023,15.98,4322,0,other,0,6.201111451334164,13.992743733495988,6.201111451334164,-1.558326456432365
1266,E(o),90.592,27.997,2023,11.39,5103,0,other,0,14.510464637444413,23.153259868452853,14.510464637444413,-1.728559046201688
1267,M(e),90.505,27.987,2023,18.16,5199,0,moraine,0,23.157860391695912,22.919939533486016,23.157860391695912,0.04758417164197937
1268,M(e),90.594,27.983,2023,12.14,5028,0,moraine,0,14.510464637444413,23.153259868452853,14.510464637444413,-1.728559046201688
1269,E(o),90.508,27.972,2023,25.0,5101,0,other,0,23.157860391695912,22.919939533486016,23.157860391695912,0.04758417164197937
1270,E(o),90.743,27.944,2023,11.2,4848,0,other,0,16.342041622269598,18.1666692671609,16.342041622269598,-0.36492552897826014
1271,E(c),90.535,27.939,2023,59.94,5036,0,other,0,57.27852384633128,47.67889283975197,57.27852384633128,1.9199262013158631
1272,E(o),90.555,27.925,2023,29.18,4774,0,other,0,57.27852384633128,47.67889283975197,57.27852384633128,1.9199262013158631
1273,E(o),90.503,27.921,2023,13.38,5082,0,other,0,8.250964347709713,7.537032415661425,8.250964347709713,0.1427863864096576
1274,E(c),90.537,27.919,2023,38.13,4935,0,other,0,57.19919682772573,47.67889283975197,57.19919682772573,1.9040607975947523
1275,M(o),90.559,27.915,2023,11.08,4939,0,moraine,0,25.311575227600187,24.75616755521765,25.311575227600187,0.11108153447650722
1276,E(c),90.552,27.895,2023,24.13,4977,0,other,0,22.217647436033243,21.66652306978413,22.217647436033243,0.11022487324982251
1277,E(o),90.598,27.895,2023,12.32,4640,0,other,0,7.77777364963124,6.587302776067911,7.77777364963124,0.23809417471266592
1278,E(o),90.712,27.884,2023,12.81,4875,0,other,0,8.01670623360903,5.397376509808029,8.01670623360903,0.5238659447602002
1279,E(o),90.566,27.881,2023,18.83,4666,0,other,0,19.841146211327494,21.66652306978413,19.841146211327494,-0.3650753716913272
1280,E(o),90.571,27.878,2023,23.37,4664,0,other,0,55.57272733117403,53.8261805760188,55.572727331174036,0.3493093510310473
1281,E(o),90.581,27.876,2023,16.89,4599,0,other,0,66.44901536769518,65.3375798311918,66.44901536769518,0.22228710730067575
1282,E(o),90.591,27.861,2023,74.98,4770,0,other,0,66.44901536769518,65.3375798311918,66.44901536769518,0.22228710730067575
1283,E(o),90.74,27.857,2023,11.88,4406,0,other,0,6.350524082004842,3.6520189308402586,6.350524082004842,0.5397010302329167
1284,E(o),90.618,27.844,2023,12.54,4767,0,other,0,8.335866109823279,8.812206650501215,8.335866109823279,-0.09526810813558732
