,Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1,area_t2,expansion_ha_peryr
45,45,O,73.297,35.817,2019,15.36,2981,0,other,0,12.014804140820448,0.9466174278149742,12.014804140820448,2.213637342601095
46,46,E(c),73.256,35.739,2019,18.92,4016,0,other,0,24.272109919633365,16.254261331811637,24.272109919633365,1.6035697175643455
47,47,E(c),73.344,35.675,2019,25.12,3428,0,other,0,22.90533727896621,30.78785187998637,22.90533727896621,-1.5765029202040317
48,48,E(o),73.357,35.652,2019,19.01,3735,0,other,0,20.066275745401665,23.857044361138872,20.066275745401665,-0.7581537231474413
49,49,E(o),73.352,35.643,2019,13.95,3747,0,other,0,20.066275745401665,18.3880115826792,20.066275745401665,0.3356528325444927
50,50,E(o),73.568,35.904,2019,18.03,4109,0,other,0,25.61119316771364,16.225320504939475,25.61119316771364,1.877174532554833
51,51,E(o),73.692,35.889,2019,11.02,3995,0,other,0,9.457587901666692,6.693064755333695,9.457587901666693,0.5529046292665998
52,52,E(c),73.577,35.88,2019,30.86,4059,0,other,0,27.502987889168825,16.734649164909854,27.502987889168825,2.153667744851794
53,53,E(o),73.615,35.877,2019,14.58,3993,0,other,0,12.005759662385076,8.513160842663794,12.005759662385076,0.6985197639442564
54,54,E(o),73.746,35.865,2019,84.31,4140,0,other,0,77.64921716591844,12.227221562867898,77.64921716591844,13.08439912061011
55,55,E(o),73.507,35.783,2019,12.26,3918,0,other,0,9.834464666121267,7.430480716269785,9.834464666121269,0.4807967899702968
56,56,E(o),73.572,35.782,2019,22.07,4082,0,other,0,19.013569961023656,3.132540363607542,19.013569961023656,3.1762059194832224
