Longitude,Latitude,Year_final,Lake_area_calculated_ha,Elevation_m,Lake_type_simplified,is_supraglacial,glacier_area_ha,slope_glac_to_lake,glacier_contact,glacier_touch_count,nearest_glacier_dist_m,glacier_elev_m,5y_expansion_rate,10y_expansion_rate,GLOF
74.609,42.522,1999,34.55397865341369,3466,other,0,536.1258049091829,0.0,1,2,0.0,3985.0,-9.346181029150152,5.705936492163037,1
79.846,42.207,1999,200.7631941465663,3269,ice,0,120846.92560934702,0.0,1,3,0.0,4369.0,-11.027674848136552,,1
77.193,35.677,1999,190.82678777416197,4779,ice,0,27626.56738116892,0.0,1,3,0.0,5653.0,37.74224522596508,,1
74.609,42.522,2000,124.83972952546176,3466,other,0,536.1258049091829,0.0,1,2,0.0,3985.0,22.71862116658327,-33.727340599958566,1
77.311,35.253,2000,72.53530807585625,4278,ice,0,240.10839387070683,0.0,1,10,0.0,5864.0,6.03244583211869,-8.800045676701876,1
73.92,36.84,2000,19.69521972859104,3551,ice,0,11255.181771618782,0.0,1,3,0.0,5067.0,3.4645917355784377,-7.358756327729955,1
75.479,36.342,2000,0.2893841692208727,3475,ice,0,53385.61402318674,0.0,1,4,0.0,4744.0,-0.5932339750611049,-19.3864876951877,1
79.846,42.207,2000,2.460605715311892,3269,ice,0,15.30288523289357,0.8220328608176684,0,0,737.1968067033446,3939.0,-49.83683310903485,-68.20623076687968,1
76.27,35.496,2000,38.9731571289951,3634,moraine,0,14962.102056656824,0.0,1,3,0.0,4379.0,2.9247838045506938,-24.917250728225337,1
75.479,36.342,2001,0.2893841692208727,3475,ice,0,53385.61402318674,0.0,1,4,0.0,4744.0,-0.8536792168006425,-2.5320415993738576,1
79.846,42.207,2001,2.5271084134991435,3269,ice,0,15.30288523289357,0.8220328608188314,0,0,737.1968067023015,3939.0,-40.81819685482529,-68.19293022724223,1
89.745,28.211,2001,74.54239536871982,4909,moraine,0,1140.8681160207914,0.0,1,2,0.0,5457.0,3.1021354416456446,6.314862208633272,1
85.92,28.139,2002,42.44994977871511,4864,moraine,0,1072.9266470242585,0.0,1,4,0.0,5373.0,6.177517384200959,5.385482412503921,1
74.57,36.35,2002,0.5784413877739918,2807,ice,0,10772.70117108293,0.0,1,3,0.0,3839.0,0.0433592498077272,,1
77.311,35.253,2002,0.3665723468038601,4278,ice,0,4.77584455649814,1.1105337686913457,0,0,334.9740552584595,5483.0,-13.489049370332268,-13.934814815971984,1
75.479,36.342,2002,,3475,ice,0,12114.925020240147,8.317259648138812,0,0,152.57429173609717,4744.0,,,1
79.846,42.207,2002,,3269,ice,0,396.1181564714431,2.95985412132996,0,0,446.30577922077833,4590.0,,,1
71.734,37.22,2002,69.72871314311578,4386,ice,1,93.89462889136958,0.0,1,3,0.0,4688.0,-5.278049468531623,13.674008504930848,1
77.193,35.677,2002,0.5107309520446435,4779,ice,0,9711.114969629114,95.01875302727412,0,0,6.440833840708602,5539.0,-0.0875119581405533,-0.2042428658022218,1
75.479,36.342,2002,,3475,ice,0,12114.925020240147,8.317259648138812,0,0,152.57429173609717,4744.0,,,1
73.896,36.613,2002,852.5117202062428,3785,moraine,0,4537.102561913929,0.0,1,9,0.0,4433.0,158.53404847858064,26.788469480885965,1
94.324,30.684,2002,15.679550436656816,4124,moraine,0,4397.202677950341,0.0,1,3,0.0,5270.0,2.7343307662523446,-7.307162715207878,1
93.546,29.632,2002,40.04299754481685,4667,moraine,0,18.341674630667168,0.6039488728668746,0,0,950.4115758595412,5137.0,0.5932402914630928,0.0624481753182692,1
76.971,34.477,2003,5.551901061891213,5187,moraine,0,370.84046975806376,0.0,1,5,0.0,5338.0,-4.264815019258698,1.0511482784844646,1
74.609,42.522,2003,,3466,other,0,536.1258049091829,0.0,1,2,0.0,3985.0,,,1
75.479,36.342,2003,,3475,ice,0,12114.925020240147,8.317259648138812,0,0,152.57429173609717,4744.0,,,1
79.846,42.207,2003,,3269,ice,0,396.1181564714431,2.95985412132996,0,0,446.30577922077833,4590.0,,,1
73.92,36.84,2004,,3551,ice,0,3568.324753033535,359.8456312063392,0,0,4.149001323136527,5044.0,,,1
81.474,30.267,2004,,5363,ice,1,1182.5315243578225,0.0,1,4,0.0,5446.0,,,1
79.846,42.207,2004,,3269,ice,0,396.1181564714431,2.95985412132996,0,0,446.30577922077833,4590.0,,,1
